scenario_id,route_id,lot_id,dong,path_order,route_lat,route_lon,approval,drone_t,time_saving,co2_saving,hub_rank
S005,R001146,206-2-000005,서현1동,2,37.38275,127.13395,True,0.84,24.16,1087.2,4
S005,R001147,206-2-000005,서현1동,1,37.37694,127.13998,True,1.04,23.96,1078.2,4
S005,R001147,206-2-000005,서현1동,2,37.37776,127.12829,True,1.04,23.96,1078.2,4
S005,R001148,206-2-000005,서현1동,1,37.37694,127.13998,True,0.82,24.18,1088.1,4
S005,R001148,206-2-000005,서현1동,2,37.37602,127.13076,True,0.82,24.18,1088.1,4
S005,R001149,206-2-000005,서현1동,1,37.37694,127.13998,True,1.14,23.86,1073.7,4
S005,R001149,206-2-000005,서현1동,2,37.38359,127.14975,True,1.14,23.86,1073.7,4
S005,R001150,206-2-000005,서현1동,1,37.37694,127.13998,True,0.63,24.37,1096.7,4
S005,R001150,206-2-000005,서현1동,2,37.38143,127.14433,True,0.63,24.37,1096.7,4
S005,R001151,206-2-000005,서현1동,1,37.37694,127.13998,True,1.13,23.87,1074.2,4
S005,R001151,206-2-000005,서현1동,2,37.38449,127.13148,True,1.13,23.87,1074.2,4
S005,R001152,206-2-000005,분당동,1,37.37694,127.13998,True,0.94,24.06,1082.7,4
S005,R001152,206-2-000005,분당동,2,37.37229,127.14879,True,0.94,24.06,1082.7,4
S005,R001153,206-2-000005,서현1동,1,37.37694,127.13998,True,0.93,24.07,1083.2,4
S005,R001153,206-2-000005,서현1동,2,37.38167,127.13124,True,0.93,24.07,1083.2,4
S005,R001154,206-2-000005,서현1동,1,37.37694,127.13998,True,1.02,23.98,1079.1,4
S005,R001154,206-2-000005,서현1동,2,37.386,127.14209,True,1.02,23.98,1079.1,4
S005,R001155,206-2-000022,판교동,1,37.39088,127.0779,True,0.69,24.31,1094.0,5
S005,R001155,206-2-000022,판교동,2,37.38761,127.08459,True,0.69,24.31,1094.0,5
S005,R001156,206-2-000022,시흥동,1,37.39088,127.0779,True,1.07,23.93,1076.8,5
S005,R001156,206-2-000022,시흥동,2,37.39805,127.06975,True,1.07,23.93,1076.8,5
S005,R001157,206-2-000022,판교동,1,37.39088,127.0779,True,1.08,23.92,1076.4,5
S005,R001157,206-2-000022,판교동,2,37.38977,127.09001,True,1.08,23.92,1076.4,5
S005,R001158,206-2-000022,운중동,1,37.39088,127.0779,True,0.53,24.47,1101.1,5
S005,R001158,206-2-000022,운중동,2,37.39565,127.0774,True,0.53,24.47,1101.1,5
S005,R001159,206-2-000022,운중동,1,37.39088,127.0779,True,0.23,24.77,1114.7,5
S005,R001159,206-2-000022,운중동,2,37.39283,127.07717,True,0.23,24.77,1114.7,5
S005,R001160,206-2-000022,운중동,1,37.39088,127.0779,True,0.54,24.46,1100.7,5
S005,R001160,206-2-000022,운중동,2,37.39066,127.07175,True,0.54,24.46,1100.7,5
S005,R001161,206-2-000022,운중동,1,37.39088,127.0779,True,0.32,24.68,1110.6,5
S005,R001161,206-2-000022,운중동,2,37.39174,127.07446,True,0.32,24.68,1110.6,5
S005,R001162,206-2-000022,운중동,1,37.39088,127.0779,True,0.39,24.61,1107.5,5
S005,R001162,206-2-000022,운중동,2,37.38892,127.07422,True,0.39,24.61,1107.5,5
S005,R001163,206-2-000022,운중동,1,37.39088,127.0779,True,0.63,24.37,1096.7,5
S005,R001163,206-2-000022,운중동,2,37.3861,127.07399,True,0.63,24.37,1096.7,5
S005,R001164,206-2-000022,운중동,1,37.39088,127.0779,True,0.62,24.38,1097.1,5
S005,R001164,206-2-000022,운중동,2,37.39499,127.08259,True,0.62,24.38,1097.1,5
S005,R001165,206-2-000022,시흥동,1,37.39088,127.0779,True,0.99,24.01,1080.5,5
S005,R001165,206-2-000022,시흥동,2,37.39956,127.08035,True,0.99,24.01,1080.5,5
S005,R001166,206-2-000022,판교동,1,37.39088,127.0779,True,1.13,23.87,1074.2,5
S005,R001166,206-2-000022,판교동,2,37.38196,127.08411,True,1.13,23.87,1074.2,5
S005,R001167,206-2-000022,운중동,1,37.39088,127.0779,True,0.68,24.32,1094.4,5
S005,R001167,206-2-000022,운중동,2,37.39673,127.08011,True,0.68,24.32,1094.4,5
S005,R001168,206-2-000022,운중동,1,37.39088,127.0779,True,0.88,24.12,1085.4,5
S005,R001168,206-2-000022,운중동,2,37.38478,127.08435,True,0.88,24.12,1085.4,5
S005,R001169,206-2-000022,운중동,1,37.39088,127.0779,True,0.41,24.59,1106.5,5
S005,R001169,206-2-000022,운중동,2,37.38935,127.08211,True,0.41,24.59,1106.5,5
S005,R001170,206-2-000022,판교동,1,37.39088,127.0779,True,1.13,23.87,1074.2,5
S005,R001170,206-2-000022,판교동,2,37.39716,127.08801,True,1.13,23.87,1074.2,5
S005,R001171,206-2-000022,운중동,1,37.39088,127.0779,True,0.6,24.4,1098.0,5
S005,R001171,206-2-000022,운중동,2,37.39349,127.07199,True,0.6,24.4,1098.0,5
S005,R001172,206-2-000022,운중동,1,37.39088,127.0779,True,0.61,24.39,1097.5,5
S005,R001172,206-2-000022,운중동,2,37.39043,127.08482,True,0.61,24.39,1097.5,5
S005,R001173,206-2-000022,운중동,1,37.39088,127.0779,True,0.84,24.16,1087.2,5
S005,R001173,206-2-000022,운중동,2,37.39848,127.07764,True,0.84,24.16,1087.2,5
S005,R001174,206-2-000022,운중동,1,37.39088,127.0779,True,0.69,24.31,1094.0,5
S005,R001174,206-2-000022,운중동,2,37.39325,127.08506,True,0.69,24.31,1094.0,5
S005,R001175,206-2-000022,운중동,1,37.39088,127.0779,True,0.86,24.14,1086.3,5
S005,R001175,206-2-000022,운중동,2,37.3837,127.08164,True,0.86,24.14,1086.3,5
S005,R001176,206-2-000022,판교동,1,37.39088,127.0779,True,1.11,23.89,1075.0,5
S005,R001176,206-2-000022,판교동,2,37.39259,127.09024,True,1.11,23.89,1075.0,5
S005,R001177,206-2-000022,운중동,1,37.39088,127.0779,True,0.61,24.39,1097.5,5
S005,R001177,206-2-000022,운중동,2,37.38544,127.07917,True,0.61,24.39,1097.5,5
S005,R001178,206-2-000022,운중동,1,37.39088,127.0779,True,0.8,24.2,1089.0,5
S005,R001178,206-2-000022,운중동,2,37.38958,127.06904,True,0.8,24.2,1089.0,5
S005,R001179,206-2-000022,운중동,1,37.39088,127.0779,True,1.05,23.95,1077.8,5
S005,R001179,206-2-000022,운중동,2,37.39414,127.06681,True,1.05,23.95,1077.8,5
S005,R001180,206-2-000022,운중동,1,37.39088,127.0779,True,0.16,24.84,1117.8,5
S005,R001180,206-2-000022,운중동,2,37.39109,127.07964,True,0.16,24.84,1117.8,5
S005,R001181,206-2-000022,시흥동,1,37.39088,127.0779,True,1.04,23.96,1078.2,5
S005,R001181,206-2-000022,시흥동,2,37.39913,127.07246,True,1.04,23.96,1078.2,5
S005,R001182,206-2-000022,운중동,1,37.39088,127.0779,True,0.73,24.27,1092.2,5
S005,R001182,206-2-000022,운중동,2,37.38436,127.07646,True,0.73,24.27,1092.2,5
S005,R001183,206-2-000022,운중동,1,37.39088,127.0779,True,1.13,23.87,1074.2,5
S005,R001183,206-2-000022,운중동,2,37.38393,127.06857,True,1.13,23.87,1074.2,5
S005,R001184,206-2-000022,운중동,1,37.39088,127.0779,True,0.66,24.34,1095.3,5
S005,R001184,206-2-000022,운중동,2,37.38784,127.07151,True,0.66,24.34,1095.3,5
S005,R001185,206-2-000022,운중동,1,37.39088,127.0779,True,0.77,24.23,1090.3,5
S005,R001185,206-2-000022,운중동,2,37.39739,127.07493,True,0.77,24.23,1090.3,5
S005,R001186,206-2-000022,운중동,1,37.39088,127.0779,True,0.42,24.58,1106.1,5
S005,R001186,206-2-000022,운중동,2,37.39217,127.08235,True,0.42,24.58,1106.1,5
S005,R001187,206-2-000022,시흥동,1,37.39088,127.0779,True,1.06,23.94,1077.3,5
S005,R001187,206-2-000022,시흥동,2,37.40022,127.07517,True,1.06,23.94,1077.3,5
S005,R001188,206-2-000022,판교동,1,37.39088,127.0779,True,0.86,24.14,1086.3,5
S005,R001188,206-2-000022,판교동,2,37.39151,127.08753,True,0.86,24.14,1086.3,5
S005,R001189,206-2-000022,운중동,1,37.39088,127.0779,True,1.05,23.95,1077.8,5
S005,R001189,206-2-000022,운중동,2,37.38153,127.07622,True,1.05,23.95,1077.8,5
S005,R001190,206-2-000022,운중동,1,37.39088,127.0779,True,0.78,24.22,1089.9,5
S005,R001190,206-2-000022,운중동,2,37.39631,127.07222,True,0.78,24.22,1089.9,5
S005,R001191,206-2-000022,판교동,1,37.39088,127.0779,True,0.98,24.02,1080.9,5
S005,R001191,206-2-000022,판교동,2,37.38586,127.08706,True,0.98,24.02,1080.9,5
S005,R001192,206-2-000022,판교동,1,37.39088,127.0779,True,0.87,24.13,1085.8,5
S005,R001192,206-2-000022,판교동,2,37.39608,127.0853,True,0.87,24.13,1085.8,5
S005,R001193,206-2-000022,운중동,1,37.39088,127.0779,True,0.78,24.22,1089.9,5
S005,R001193,206-2-000022,운중동,2,37.3924,127.06928,True,0.78,24.22,1089.9,5
S005,R001194,206-2-000022,운중동,1,37.39088,127.0779,True,0.42,24.58,1106.1,5
S005,R001194,206-2-000022,운중동,2,37.38718,127.0767,True,0.42,24.58,1106.1,5
S005,R001195,206-2-000022,운중동,1,37.39088,127.0779,True,0.38,24.62,1107.9,5
S005,R001195,206-2-000022,운중동,2,37.39391,127.07988,True,0.38,24.62,1107.9,5
S005,R001196,206-2-000022,판교동,1,37.39088,127.0779,True,0.95,24.05,1082.2,5
S005,R001196,206-2-000022,판교동,2,37.39434,127.08777,True,0.95,24.05,1082.2,5
S005,R001197,206-2-000022,운중동,1,37.39088,127.0779,True,0.6,24.4,1098.0,5
S005,R001197,206-2-000022,운중동,2,37.38652,127.08188,True,0.6,24.4,1098.0,5
S005,R001198,206-2-000022,운중동,1,37.39088,127.0779,True,0.32,24.68,1110.6,5
S005,R001198,206-2-000022,운중동,2,37.38826,127.0794,True,0.32,24.68,1110.6,5
S005,R001199,206-2-000022,판교동,1,37.39088,127.0779,True,0.87,24.13,1085.8,5
S005,R001199,206-2-000022,판교동,2,37.38869,127.0873,True,0.87,24.13,1085.8,5
S005,R001200,206-2-000022,운중동,1,37.39088,127.0779,True,1.14,23.86,1073.7,5
S005,R001200,206-2-000022,운중동,2,37.38219,127.07104,True,1.14,23.86,1073.7,5
S005,R001201,206-2-000022,운중동,1,37.39088,127.0779,True,0.92,24.08,1083.6,5
S005,R001201,206-2-000022,운중동,2,37.38327,127.07375,True,0.92,24.08,1083.6,5
S005,R001202,206-2-000022,운중동,1,37.39088,127.0779,True,0.89,24.11,1085.0,5
S005,R001202,206-2-000022,운중동,2,37.39523,127.06951,True,0.89,24.11,1085.0,5
S005,R001203,206-2-000022,판교동,1,37.39088,127.0779,True,1.12,23.88,1074.6,5
S005,R001203,206-2-000022,판교동,2,37.3989,127.08553,True,1.12,23.88,1074.6,5
S005,R001204,206-2-000022,운중동,1,37.39088,127.0779,True,0.13,24.87,1119.2,5
S005,R001204,206-2-000022,운중동,2,37.39,127.07693,True,0.13,24.87,1119.2,5
S005,R001205,206-2-000022,시흥동,1,37.39088,127.0779,True,1.16,23.84,1072.8,5
S005,R001205,206-2-000022,시흥동,2,37.4013,127.07788,True,1.16,23.84,1072.8,5
S005,R001206,206-2-000022,운중동,1,37.39088,127.0779,True,0.92,24.08,1083.6,5
S005,R001206,206-2-000022,운중동,2,37.38262,127.07893,True,0.92,24.08,1083.6,5
S005,R001207,206-2-000022,판교동,1,37.39088,127.0779,True,1.14,23.86,1073.7,5
S005,R001207,206-2-000022,판교동,2,37.38695,127.08977,True,1.14,23.86,1073.7,5
S005,R001208,206-2-000022,운중동,1,37.39088,127.0779,True,0.5,24.5,1102.5,5
S005,R001208,206-2-000022,운중동,2,37.39457,127.0747,True,0.5,24.5,1102.5,5
S005,R001209,206-2-000022,시흥동,1,37.39088,127.0779,True,0.89,24.11,1085.0,5
S005,R001209,206-2-000022,시흥동,2,37.39782,127.08282,True,0.89,24.11,1085.0,5
S005,R001210,206-2-000022,운중동,1,37.39088,127.0779,True,1.15,23.85,1073.2,5
S005,R001210,206-2-000022,운중동,2,37.38087,127.0814,True,1.15,23.85,1073.2,5
S005,R001211,206-2-000022,운중동,1,37.39088,127.0779,True,1.06,23.94,1077.3,5
S005,R001211,206-2-000022,운중동,2,37.3885,127.06633,True,1.06,23.94,1077.3,5
S005,R001212,206-2-000022,운중동,1,37.39088,127.0779,True,1.0,24.0,1080.0,5
S005,R001212,206-2-000022,운중동,2,37.39132,127.06657,True,1.0,24.0,1080.0,5
S005,R001213,206-2-000022,운중동,1,37.39088,127.0779,True,0.93,24.07,1083.2,5
S005,R001213,206-2-000022,운중동,2,37.38675,127.06881,True,0.93,24.07,1083.2,5
S005,R001214,206-2-000022,운중동,1,37.39088,127.0779,True,0.88,24.12,1085.4,5
S005,R001214,206-2-000022,운중동,2,37.38501,127.07128,True,0.88,24.12,1085.4,5
S005,R001215,204-2-000018,신흥2동,1,37.44711,127.14399,True,0.06,24.94,1122.3,6
S005,R001215,204-2-000018,신흥2동,2,37.44708,127.14465,True,0.06,24.94,1122.3,6
S005,R001216,204-2-000018,중앙동,1,37.44711,127.14399,True,0.92,24.08,1083.6,6
S005,R001216,204-2-000018,중앙동,2,37.44185,127.15207,True,0.92,24.08,1083.6,6
S005,R001217,204-2-000018,중앙동,1,37.44711,127.14399,True,1.13,23.87,1074.2,6
S005,R001217,204-2-000018,중앙동,2,37.43903,127.15183,True,1.13,23.87,1074.2,6
S005,R001218,204-2-000018,신흥2동,1,37.44711,127.14399,True,0.54,24.46,1100.7,6
S005,R001218,204-2-000018,신흥2동,2,37.45099,127.1476,True,0.54,24.46,1100.7,6
S005,R001219,204-2-000018,신흥3동,1,37.44711,127.14399,True,0.34,24.66,1109.7,6
S005,R001219,204-2-000018,신흥3동,2,37.44534,127.14712,True,0.34,24.66,1109.7,6
S005,R001220,204-2-000018,태평3동,1,37.44711,127.14399,True,1.02,23.98,1079.1,6
S005,R001220,204-2-000018,태평3동,2,37.44275,127.13379,True,1.02,23.98,1079.1,6
S005,R001221,204-2-000018,성남동,1,37.44711,127.14399,True,0.94,24.06,1082.7,6
S005,R001221,204-2-000018,성남동,2,37.4386,127.14393,True,0.94,24.06,1082.7,6
S005,R001222,204-2-000018,신흥2동,1,37.44711,127.14399,True,0.76,24.24,1090.8,6
S005,R001222,204-2-000018,신흥2동,2,37.44751,127.15255,True,0.76,24.24,1090.8,6
S005,R001223,204-2-000018,복정동,1,37.44711,127.14399,True,1.12,23.88,1074.6,6
S005,R001223,204-2-000018,복정동,2,37.45405,127.13474,True,1.12,23.88,1074.6,6
S005,R001224,204-2-000018,신흥2동,1,37.44711,127.14399,True,0.32,24.68,1110.6,6
S005,R001224,204-2-000018,신흥2동,2,37.44991,127.14489,True,0.32,24.68,1110.6,6
S005,R001225,204-2-000018,수진1동,1,37.44711,127.14399,True,0.96,24.04,1081.8,6
S005,R001225,204-2-000018,수진1동,2,37.441,127.13626,True,0.96,24.04,1081.8,6
S005,R001226,204-2-000018,복정동,1,37.44711,127.14399,True,1.06,23.94,1077.3,6
S005,R001226,204-2-000018,복정동,2,37.45513,127.13746,True,1.06,23.94,1077.3,6
S005,R001227,204-2-000018,신흥3동,1,37.44711,127.14399,True,0.57,24.43,1099.3,6
S005,R001227,204-2-000018,신흥3동,2,37.44251,127.14688,True,0.57,24.43,1099.3,6
S005,R001228,204-2-000018,태평4동,1,37.44711,127.14399,True,0.25,24.75,1113.8,6
S005,R001228,204-2-000018,태평4동,2,37.44882,127.14217,True,0.25,24.75,1113.8,6
S005,R001229,204-2-000018,산성동,1,37.44711,127.14399,True,0.86,24.14,1086.3,6
S005,R001229,204-2-000018,산성동,2,37.45033,127.15279,True,0.86,24.14,1086.3,6
S005,R001230,204-2-000018,중앙동,1,37.44711,127.14399,True,1.11,23.89,1075.0,6
S005,R001230,204-2-000018,중앙동,2,37.43794,127.14912,True,1.11,23.89,1075.0,6
S005,R001231,204-2-000018,태평4동,1,37.44711,127.14399,True,0.41,24.59,1106.5,6
S005,R001231,204-2-000018,태평4동,2,37.44774,127.13945,True,0.41,24.59,1106.5,6
S005,R001232,204-2-000018,신흥2동,1,37.44711,127.14399,True,0.82,24.18,1088.1,6
S005,R001232,204-2-000018,신흥2동,2,37.45382,127.14784,True,0.82,24.18,1088.1,6
S005,R001233,204-2-000018,신흥2동,1,37.44711,127.14399,True,0.95,24.05,1082.2,6
S005,R001233,204-2-000018,신흥2동,2,37.45556,127.14537,True,0.95,24.05,1082.2,6
S005,R001234,204-2-000018,태평2동,1,37.44711,127.14399,True,0.64,24.36,1096.2,6
S005,R001234,204-2-000018,태평2동,2,37.44666,127.13674,True,0.64,24.36,1096.2,6
S005,R001235,204-2-000018,신흥1동,1,37.44711,127.14399,True,0.78,24.22,1089.9,6
S005,R001235,204-2-000018,신흥1동,2,37.44035,127.14145,True,0.78,24.22,1089.9,6
S005,R001236,204-2-000018,신흥1동,1,37.44711,127.14399,True,0.48,24.52,1103.4,6
S005,R001236,204-2-000018,신흥1동,2,37.44317,127.14169,True,0.48,24.52,1103.4,6
S005,R001237,204-2-000018,태평4동,1,37.44711,127.14399,True,0.22,24.78,1115.1,6
S005,R001237,204-2-000018,태평4동,2,37.446,127.14193,True,0.22,24.78,1115.1,6
S005,R001238,204-2-000018,신흥1동,1,37.44711,127.14399,True,0.99,24.01,1080.5,6
S005,R001238,204-2-000018,신흥1동,2,37.43926,127.13874,True,0.99,24.01,1080.5,6
S005,R001239,204-2-000018,신흥3동,1,37.44711,127.14399,True,0.32,24.68,1110.6,6
S005,R001239,204-2-000018,신흥3동,2,37.44425,127.14441,True,0.32,24.68,1110.6,6
S005,R001240,204-2-000018,태평2동,1,37.44711,127.14399,True,0.76,24.24,1090.8,6
S005,R001240,204-2-000018,태평2동,2,37.44383,127.1365,True,0.76,24.24,1090.8,6
S005,R001241,204-2-000018,태평4동,1,37.44711,127.14399,True,0.78,24.22,1089.9,6
S005,R001241,204-2-000018,태평4동,2,37.45339,127.13993,True,0.78,24.22,1089.9,6
S005,R001242,204-2-000018,태평2동,1,37.44711,127.14399,True,0.83,24.17,1087.7,6
S005,R001242,204-2-000018,태평2동,2,37.45231,127.13722,True,0.83,24.17,1087.7,6
S005,R001243,204-2-000018,신흥2동,1,37.44711,127.14399,True,0.83,24.17,1087.7,6
S005,R001243,204-2-000018,신흥2동,2,37.45448,127.14265,True,0.83,24.17,1087.7,6
S005,R001244,204-2-000018,복정동,1,37.44711,127.14399,True,1.14,23.86,1073.7,6
S005,R001244,204-2-000018,복정동,2,37.4573,127.14289,True,1.14,23.86,1073.7,6
S005,R001245,204-2-000018,산성동,1,37.44711,127.14399,True,0.79,24.21,1089.5,6
S005,R001245,204-2-000018,산성동,2,37.45207,127.15032,True,0.79,24.21,1089.5,6
S005,R001246,204-2-000018,태평2동,1,37.44711,127.14399,True,0.96,24.04,1081.8,6
S005,R001246,204-2-000018,태평2동,2,37.45122,127.1345,True,0.96,24.04,1081.8,6
S005,R001247,204-2-000018,태평3동,1,37.44711,127.14399,True,0.9,24.1,1084.5,6
S005,R001247,204-2-000018,태평3동,2,37.44557,127.13402,True,0.9,24.1,1084.5,6
S005,R001248,204-2-000018,태평4동,1,37.44711,127.14399,True,0.54,24.46,1100.7,6
S005,R001248,204-2-000018,태평4동,2,37.45057,127.13969,True,0.54,24.46,1100.7,6
S005,R001249,204-2-000018,성남동,1,37.44711,127.14399,True,1.16,23.84,1072.8,6
S005,R001249,204-2-000018,성남동,2,37.43686,127.1464,True,1.16,23.84,1072.8,6
S005,R001250,204-2-000018,신흥1동,1,37.44711,127.14399,True,0.71,24.29,1093.0,6
S005,R001250,204-2-000018,신흥1동,2,37.44209,127.13898,True,0.71,24.29,1093.0,6
S005,R001251,204-2-000018,신흥2동,1,37.44711,127.14399,True,0.32,24.68,1110.6,6
S005,R001251,204-2-000018,신흥2동,2,37.44816,127.14736,True,0.32,24.68,1110.6,6
S005,R001252,204-2-000018,신흥2동,1,37.44711,127.14399,True,0.63,24.37,1096.7,6
S005,R001252,204-2-000018,신흥2동,2,37.45273,127.14513,True,0.63,24.37,1096.7,6
S005,R001253,204-2-000018,중앙동,1,37.44711,127.14399,True,1.06,23.94,1077.3,6
S005,R001253,204-2-000018,중앙동,2,37.44294,127.15479,True,1.06,23.94,1077.3,6
S005,R001254,204-2-000018,복정동,1,37.44711,127.14399,True,1.07,23.93,1076.8,6
S005,R001254,204-2-000018,복정동,2,37.45622,127.14017,True,1.07,23.93,1076.8,6
S005,R001255,204-2-000018,태평3동,1,37.44711,127.14399,True,1.1,23.9,1075.5,6
S005,R001255,204-2-000018,태평3동,2,37.44731,127.13155,True,1.1,23.9,1075.5,6
S005,R001256,204-2-000018,중앙동,1,37.44711,127.14399,True,0.86,24.14,1086.3,6
S005,R001256,204-2-000018,중앙동,2,37.43969,127.14664,True,0.86,24.14,1086.3,6
S005,R001257,204-2-000018,신흥2동,1,37.44711,127.14399,True,0.52,24.48,1101.6,6
S005,R001257,204-2-000018,신흥2동,2,37.44642,127.14984,True,0.52,24.48,1101.6,6
S005,R001258,204-2-000018,신흥2동,1,37.44711,127.14399,True,0.59,24.41,1098.5,6
S005,R001258,204-2-000018,신흥2동,2,37.44925,127.15008,True,0.59,24.41,1098.5,6
S005,R001259,204-2-000018,신흥3동,1,37.44711,127.14399,True,0.63,24.37,1096.7,6
S005,R001259,204-2-000018,신흥3동,2,37.4436,127.1496,True,0.63,24.37,1096.7,6
S005,R001260,204-2-000018,신흥2동,1,37.44711,127.14399,True,0.78,24.22,1089.9,6
S005,R001260,204-2-000018,신흥2동,2,37.44468,127.15231,True,0.78,24.22,1089.9,6
S005,R001261,204-2-000018,신흥3동,1,37.44711,127.14399,True,0.63,24.37,1096.7,6
S005,R001261,204-2-000018,신흥3동,2,37.44143,127.14417,True,0.63,24.37,1096.7,6
S005,R001262,204-2-000018,신흥2동,1,37.44711,127.14399,True,0.52,24.48,1101.6,6
S005,R001262,204-2-000018,신흥2동,2,37.45165,127.14241,True,0.52,24.48,1101.6,6
S005,R001263,204-2-000018,산성동,1,37.44711,127.14399,True,1.04,23.96,1078.2,6
S005,R001263,204-2-000018,산성동,2,37.4549,127.15056,True,1.04,23.96,1078.2,6
S005,R001264,204-2-000018,태평2동,1,37.44711,127.14399,True,0.49,24.51,1103.0,6
S005,R001264,204-2-000018,태평2동,2,37.44491,127.13922,True,0.49,24.51,1103.0,6
S005,R001265,204-2-000018,신흥2동,1,37.44711,127.14399,True,0.99,24.01,1080.5,6
S005,R001265,204-2-000018,신흥2동,2,37.44576,127.15503,True,0.99,24.01,1080.5,6
S005,R001266,204-2-000018,단대동,1,37.44711,127.14399,True,1.13,23.87,1074.2,6
S005,R001266,204-2-000018,단대동,2,37.45142,127.15551,True,1.13,23.87,1074.2,6
S005,R001267,204-2-000018,산성동,1,37.44711,127.14399,True,1.04,23.96,1078.2,6
S005,R001267,204-2-000018,산성동,2,37.45316,127.15303,True,1.04,23.96,1078.2,6
S005,R001268,204-2-000018,복정동,1,37.44711,127.14399,True,1.13,23.87,1074.2,6
S005,R001268,204-2-000018,복정동,2,37.45014,127.13179,True,1.13,23.87,1074.2,6
S005,R001269,204-2-000018,태평2동,1,37.44711,127.14399,True,0.87,24.13,1085.8,6
S005,R001269,204-2-000018,태평2동,2,37.4484,127.13426,True,0.87,24.13,1085.8,6
S005,R001270,204-2-000018,태평2동,1,37.44711,127.14399,True,0.67,24.33,1094.8,6
S005,R001270,204-2-000018,태평2동,2,37.44948,127.13698,True,0.67,24.33,1094.8,6
S005,R001271,204-2-000018,중앙동,1,37.44711,127.14399,True,0.85,24.15,1086.8,6
S005,R001271,204-2-000018,중앙동,2,37.44077,127.14936,True,0.85,24.15,1086.8,6
S005,R001272,204-2-000018,복정동,1,37.44711,127.14399,True,1.12,23.88,1074.6,6
S005,R001272,204-2-000018,복정동,2,37.45664,127.14808,True,1.12,23.88,1074.6,6
S005,R001273,204-2-000018,단대동,1,37.44711,127.14399,True,1.01,23.99,1079.5,6
S005,R001273,204-2-000018,단대동,2,37.44859,127.15527,True,1.01,23.99,1079.5,6
S006,R001274,206-2-000009,정자3동,1,37.35086,127.10686,False,1.01,23.99,1079.5,1
S006,R001274,206-2-000009,정자3동,2,37.35823,127.11354,False,1.01,23.99,1079.5,1
S006,R001275,206-2-000009,구미동,1,37.35086,127.10686,False,0.99,24.01,1080.5,1
S006,R001275,206-2-000009,구미동,2,37.34195,127.10694,False,0.99,24.01,1080.5,1
S006,R001276,206-2-000009,구미동,1,37.35086,127.10686,False,0.9,24.1,1084.5,1
S006,R001276,206-2-000009,구미동,2,37.34303,127.10965,False,0.9,24.1,1084.5,1
S006,R001277,206-2-000009,금곡동,1,37.35086,127.10686,False,0.39,24.61,1107.5,1
S006,R001277,206-2-000009,금곡동,2,37.35108,127.10247,False,0.39,24.61,1107.5,1
S006,R001278,206-2-000009,구미1동,1,37.35086,127.10686,False,0.24,24.76,1114.2,1
S006,R001278,206-2-000009,구미1동,2,37.34934,127.10494,False,0.24,24.76,1114.2,1
S006,R001279,206-2-000009,금곡동,1,37.35086,127.10686,False,0.51,24.49,1102.0,1
S006,R001279,206-2-000009,금곡동,2,37.35432,127.1106,False,0.51,24.49,1102.0,1
S006,R001280,206-2-000009,정자동,1,37.35086,127.10686,False,0.78,24.22,1089.9,1
S006,R001280,206-2-000009,정자동,2,37.35715,127.11083,False,0.78,24.22,1089.9,1
S006,R001281,206-2-000009,금곡동,1,37.35086,127.10686,False,0.9,24.1,1084.5,1
S006,R001281,206-2-000009,금곡동,2,37.34892,127.09705,False,0.9,24.1,1084.5,1
S006,R001282,206-2-000009,금곡동,1,37.35086,127.10686,False,1.08,23.92,1076.4,1
S006,R001282,206-2-000009,금곡동,2,37.35739,127.09776,False,1.08,23.92,1076.4,1
S006,R001283,206-2-000009,정자3동,1,37.35086,127.10686,False,1.02,23.98,1079.1,1
S006,R001283,206-2-000009,정자3동,2,37.35649,127.11602,False,1.02,23.98,1079.1,1
S006,R001284,206-2-000009,금곡동,1,37.35086,127.10686,False,0.21,24.79,1115.5,1
S006,R001284,206-2-000009,금곡동,2,37.35216,127.10518,False,0.21,24.79,1115.5,1
S006,R001285,206-2-000009,구미1동,1,37.35086,127.10686,False,1.02,23.98,1079.1,1
S006,R001285,206-2-000009,구미1동,2,37.35192,127.11825,False,1.02,23.98,1079.1,1
S006,R001286,206-2-000009,금곡동,1,37.35086,127.10686,False,0.09,24.91,1121.0,1
S006,R001286,206-2-000009,금곡동,2,37.35042,127.10765,False,0.09,24.91,1121.0,1
S006,R001287,206-2-000009,금곡동,1,37.35086,127.10686,False,0.77,24.23,1090.3,1
S006,R001287,206-2-000009,금곡동,2,37.34717,127.09952,False,0.77,24.23,1090.3,1
S006,R001288,206-2-000009,금곡동,1,37.35086,127.10686,False,0.79,24.21,1089.5,1
S006,R001288,206-2-000009,금곡동,2,37.35565,127.10023,False,0.79,24.21,1089.5,1
S006,R001289,206-2-000009,구미1동,1,37.35086,127.10686,False,0.81,24.19,1088.5,1
S006,R001289,206-2-000009,구미1동,2,37.34801,127.1153,False,0.81,24.19,1088.5,1
S006,R001290,206-2-000009,구미1동,1,37.35086,127.10686,False,0.37,24.63,1108.3,1
S006,R001290,206-2-000009,구미1동,2,37.34759,127.10741,False,0.37,24.63,1108.3,1
S006,R001291,206-2-000009,구미1동,1,37.35086,127.10686,False,0.67,24.33,1094.8,1
S006,R001291,206-2-000009,구미1동,2,37.34693,127.11259,False,0.67,24.33,1094.8,1
S006,R001292,206-2-000009,금곡동,1,37.35086,127.10686,False,0.28,24.72,1112.4,1
