name,type,facility_weight,lat,lon,h3_index,ADM_NM,GU_NM,zone,composite_v3,Ds_v3,Ra,dist_to_grid_m,vtp_score,dist_to_hub_m,near_hub
부흥공판장,대형마트,0.8,37.439438,127.140978,8930e152423ffff,신흥1동,수정구,일반,0.0911,0.1696,0.6074,109.0,0.3813,3253.0,False
우리마트,대형마트,0.8,37.439308,127.142186,8930e152423ffff,신흥1동,수정구,일반,0.0911,0.1696,0.6074,132.0,0.3813,3261.0,False
우리마트,대형마트,0.8,37.439298,127.142238,8930e152423ffff,신흥1동,수정구,일반,0.0911,0.1696,0.6074,136.0,0.3813,3262.0,False
예스마트,대형마트,0.8,37.437548,127.133216,8930e15240bffff,수진2동,수정구,일반,0.0848,0.1737,0.5654,51.0,0.3802,3055.0,False
이마트 성남점,대형마트,0.8,37.444189,127.141601,8930e152437ffff,신흥1동,수정구,일반,0.083,0.1696,0.5534,113.0,0.3788,2722.0,False
Home plus Express,대형마트,0.8,37.405202,127.121999,8930e15359bffff,야탑2동,분당구,일반,0.1031,0.1277,0.6872,81.0,0.3765,681.0,True
nan,대형마트,0.8,37.442642,127.14919,8930e152557ffff,신흥3동,수정구,일반,0.0678,0.1797,0.4523,112.0,0.3763,2925.0,False
하나로마트,대형마트,0.8,37.389859,127.098306,8930e0269afffff,판교동,분당구,일반,0.0948,0.1369,0.6322,52.0,0.3758,1326.0,True
하나로마트,대형마트,0.8,37.428606,127.1013,8930e1c98afffff,고등동,수정구,일반,0.0771,0.1394,0.514,126.0,0.371,2736.0,False
진로마트,대형마트,0.8,37.428966,127.146198,8930e1520c7ffff,하대원동,중원구,일반,0.066,0.1504,0.4401,79.0,0.3699,2827.0,False
하나로,대형마트,0.8,37.428657,127.145039,8930e1520c7ffff,하대원동,중원구,일반,0.066,0.1504,0.4401,65.0,0.3699,2730.0,False
홈플러스 익스프레스,대형마트,0.8,37.365432,127.115075,8930e15366fffff,정자2동,분당구,일반,0.0952,0.1058,0.6349,155.0,0.3697,939.0,True
GS25 성남하대원점,대형마트,0.8,37.430391,127.15226,8930e152017ffff,하대원동,중원구,일반,0.0649,0.1504,0.433,103.0,0.3696,3139.0,False
705동 놀이터,공원,0.7,37.360162,127.115165,8930e1532dbffff,정자3동,분당구,일반,0.1934,0.1556,0.5506,135.0,0.3692,618.0,True
세이브존 신흥점,대형마트,0.8,37.443876,127.153459,8930e15250bffff,신흥2동,수정구,일반,0.0608,0.1425,0.4054,135.0,0.3668,2672.0,False
nan,학교,0.6,37.438303,127.167513,8930e152113ffff,상대원1동,중원구,일반,0.082,0.5002,0.5464,140.0,0.3646,1545.0,False
nan,공원,0.7,37.394735,127.11491,8930e153407ffff,백현동,분당구,일반,0.0793,0.2946,0.529,130.0,0.3627,320.0,True
하나로마트,대형마트,0.8,37.441855,127.149197,8930e152543ffff,중앙동,중원구,일반,0.0685,0.1068,0.4565,121.0,0.3619,3012.0,False
상대원 초등학교,학교,0.6,37.442186,127.181269,8930e152cc3ffff,상대원1동,중원구,일반,0.073,0.5002,0.4864,39.0,0.3619,264.0,True
봉우재어린이공원,공원,0.7,37.361162,127.112509,8930e024da7ffff,정자동,분당구,일반,0.135,0.1949,0.6193,113.0,0.3595,445.0,True
노브랜드,대형마트,0.8,37.399385,127.122329,8930e1535c3ffff,이매2동,분당구,일반,0.0964,0.0422,0.6425,62.0,0.3573,1048.0,True
싱싱마트,대형마트,0.8,37.405206,127.121233,8930e1c9b6fffff,이매2동,분당구,일반,0.0944,0.0422,0.629,129.0,0.3567,694.0,True
싱싱마트,대형마트,0.8,37.405136,127.12113,8930e1c9b6fffff,이매2동,분당구,일반,0.0944,0.0422,0.629,117.0,0.3567,704.0,True
정동마트,대형마트,0.8,37.372613,127.120469,8930e15362fffff,수내2동,분당구,일반,0.0961,0.0328,0.6407,113.0,0.3554,1360.0,True
위례한빛초등학교,학교,0.6,37.465628,127.146981,8930e1cd6c3ffff,위례동,수정구,일반,0.0674,0.4708,0.4496,149.0,0.3544,431.0,True
nan,공원,0.7,37.393731,127.079823,8930e026d77ffff,운중동,분당구,일반,0.0815,0.247,0.5434,21.0,0.3539,2802.0,False
nan,공원,0.7,37.368283,127.110153,8930e153647ffff,정자동,분당구,일반,0.1163,0.1949,0.775,140.0,0.3539,1056.0,True
nan,공원,0.7,37.390037,127.076478,8930e026d7bffff,운중동,분당구,일반,0.0816,0.247,0.5437,40.0,0.3539,3151.0,False
nan,공원,0.7,37.411749,127.136222,8930e15266bffff,야탑3동,분당구,일반,0.0804,0.2482,0.5363,83.0,0.3538,1147.0,True
nan,공원,0.7,37.406975,127.146967,8930e15221bffff,야탑3동,분당구,일반,0.0806,0.2482,0.5371,45.0,0.3538,2147.0,False
nan,공원,0.7,37.367624,127.073467,8930e026ab7ffff,운중동,분당구,일반,0.0811,0.247,0.5406,141.0,0.3537,1289.0,True
nan,공원,0.7,37.367357,127.074296,8930e026ab7ffff,운중동,분당구,일반,0.0811,0.247,0.5406,66.0,0.3537,1214.0,True
눈꽃어린이공원,공원,0.7,37.391537,127.083766,8930e026d67ffff,운중동,분당구,일반,0.0808,0.247,0.5389,144.0,0.3536,2488.0,False
상희공원,공원,0.7,37.410819,127.141192,8930e1522d7ffff,야탑3동,분당구,일반,0.0787,0.2482,0.5247,61.0,0.3532,1585.0,False
Podaesang Memorial House,공원,0.7,37.393995,127.078054,8930e026d73ffff,운중동,분당구,일반,0.0793,0.247,0.5286,152.0,0.3532,2956.0,False
Podaesang Memorial House,공원,0.7,37.39401,127.078089,8930e026d73ffff,운중동,분당구,일반,0.0793,0.247,0.5286,155.0,0.3532,2953.0,False
nan,공원,0.7,37.408136,127.148025,8930e152203ffff,야탑3동,분당구,일반,0.0782,0.2482,0.5214,106.0,0.3531,2215.0,False
nan,공원,0.7,37.408553,127.15049,8930e152203ffff,야탑3동,분당구,일반,0.0782,0.2482,0.5214,133.0,0.3531,2424.0,False
매향 어린이공원,공원,0.7,37.414635,127.137687,8930e152663ffff,야탑3동,분당구,일반,0.0772,0.2482,0.5144,132.0,0.3528,1329.0,True
nan,공원,0.7,37.391029,127.07959,8930e026d63ffff,운중동,분당구,일반,0.077,0.247,0.5136,8.0,0.3525,2861.0,False
nan,공원,0.7,37.408433,127.145855,8930e152213ffff,야탑3동,분당구,일반,0.0762,0.2482,0.5078,159.0,0.3525,2020.0,False
nan,공원,0.7,37.392371,127.079699,8930e026d63ffff,운중동,분당구,일반,0.077,0.247,0.5136,143.0,0.3525,2828.0,False
nan,공원,0.7,37.409062,127.147119,8930e152213ffff,야탑3동,분당구,일반,0.0762,0.2482,0.5078,78.0,0.3525,2122.0,False
nan,공원,0.7,37.375398,127.06923,8930e0268cfffff,운중동,분당구,일반,0.075,0.247,0.5003,121.0,0.3519,2165.0,False
nan,공원,0.7,37.375956,127.068401,8930e0268cfffff,운중동,분당구,일반,0.075,0.247,0.5003,73.0,0.3519,2260.0,False
nan,공원,0.7,37.375489,127.068336,8930e0268cfffff,운중동,분당구,일반,0.075,0.247,0.5003,42.0,0.3519,2224.0,False
nan,공원,0.7,37.392177,127.06669,8930e026c27ffff,운중동,분당구,일반,0.074,0.247,0.4931,96.0,0.3516,3879.0,False
물빛어린이공원,공원,0.7,37.391111,127.067255,8930e026c27ffff,운중동,분당구,일반,0.074,0.247,0.4931,65.0,0.3516,3750.0,False
nan,공원,0.7,37.391159,127.066953,8930e026c27ffff,운중동,분당구,일반,0.074,0.247,0.4931,38.0,0.3516,3766.0,False
바람길 어린이공원,공원,0.7,37.392115,127.066699,8930e026c27ffff,운중동,분당구,일반,0.074,0.247,0.4931,89.0,0.3516,3872.0,False
nan,공원,0.7,37.372875,127.068065,8930e026853ffff,운중동,분당구,일반,0.073,0.247,0.4864,47.0,0.3513,2032.0,False
운중공원,공원,0.7,37.390786,127.071874,8930e026d43ffff,운중동,분당구,일반,0.0723,0.247,0.4822,18.0,0.3511,3537.0,False
nan,공원,0.7,37.38989,127.072171,8930e026d43ffff,운중동,분당구,일반,0.0723,0.247,0.4822,93.0,0.3511,3462.0,False
nan,공원,0.7,37.450064,127.172477,8930e1cd273ffff,금광2동,중원구,일반,0.0687,0.2496,0.4581,128.0,0.3505,1229.0,True
nan,공원,0.7,37.450763,127.172169,8930e1cd273ffff,금광2동,중원구,일반,0.0687,0.2496,0.4581,147.0,0.3505,1297.0,True
느티마을어린이공원,공원,0.7,37.366257,127.111789,8930e15367bffff,정자동,분당구,일반,0.1025,0.1949,0.6832,74.0,0.3497,873.0,True
nan,공원,0.7,37.36592,127.112626,8930e15367bffff,정자동,분당구,일반,0.1025,0.1949,0.6832,101.0,0.3497,868.0,True
놀이터,공원,0.7,37.366339,127.112746,8930e15367bffff,정자동,분당구,일반,0.1025,0.1949,0.6832,133.0,0.3497,914.0,True
nan,공원,0.7,37.375066,127.071336,8930e02680bffff,운중동,분당구,일반,0.0675,0.247,0.4497,154.0,0.3496,2021.0,False
복정어린이공원,공원,0.7,37.467706,127.127871,8930e1c8b93ffff,복정동,수정구,일반,0.0782,0.229,0.521,15.0,0.3492,1414.0,True
복정공원,공원,0.7,37.455227,127.128245,8930e1c8b53ffff,복정동,수정구,일반,0.0767,0.229,0.5116,129.0,0.3488,2027.0,False
nan,공원,0.7,37.3687,127.113784,8930e153677ffff,정자동,분당구,일반,0.0989,0.1949,0.6593,111.0,0.3486,1191.0,True
nan,공원,0.7,37.368305,127.114451,8930e153677ffff,정자동,분당구,일반,0.0989,0.1949,0.6593,136.0,0.3486,1177.0,True
nan,공원,0.7,37.369118,127.114578,8930e153677ffff,정자동,분당구,일반,0.0989,0.1949,0.6593,46.0,0.3486,1263.0,True
nan,공원,0.7,37.363776,127.114453,8930e15366bffff,정자동,분당구,일반,0.0985,0.1949,0.6568,40.0,0.3485,765.0,True
nan,공원,0.7,37.364513,127.112578,8930e15366bffff,정자동,분당구,일반,0.0985,0.1949,0.6568,146.0,0.3485,728.0,True
nan,공원,0.7,37.368299,127.111704,8930e153673ffff,정자동,분당구,일반,0.0982,0.1949,0.655,18.0,0.3484,1087.0,True
nan,공원,0.7,37.367994,127.11264,8930e153673ffff,정자동,분당구,일반,0.0982,0.1949,0.655,91.0,0.3484,1081.0,True
주산도어린이공원,공원,0.7,37.46098,127.128802,8930e1c8bc7ffff,복정동,수정구,일반,0.0752,0.229,0.5013,128.0,0.3484,1576.0,False
백현어린이공원,공원,0.7,37.371196,127.112325,8930e15360fffff,정자동,분당구,일반,0.0942,0.1949,0.6278,28.0,0.3472,1412.0,True
nan,공원,0.7,37.413735,127.159193,8930e1523dbffff,도촌동,중원구,일반,0.0821,0.2121,0.5471,146.0,0.347,3186.0,False
nan,공원,0.7,37.368759,127.071296,8930e02684fffff,운중동,분당구,일반,0.0573,0.247,0.3818,121.0,0.3466,1518.0,False
nan,공원,0.7,37.369092,127.073361,8930e02684fffff,운중동,분당구,일반,0.0573,0.247,0.3818,70.0,0.3466,1403.0,True
nan,공원,0.7,37.368282,127.071542,8930e02684fffff,운중동,분당구,일반,0.0573,0.247,0.3818,133.0,0.3466,1469.0,True
nan,공원,0.7,37.368013,127.07345,8930e02684fffff,운중동,분당구,일반,0.0573,0.247,0.3818,149.0,0.3466,1318.0,True
nan,공원,0.7,37.369326,127.072572,8930e02684fffff,운중동,분당구,일반,0.0573,0.247,0.3818,19.0,0.3466,1472.0,True
nan,공원,0.7,37.466465,127.129632,8930e1c8b83ffff,복정동,수정구,일반,0.0689,0.229,0.4593,92.0,0.3465,1277.0,True
TIGER Gym,공원,0.7,37.465972,127.129498,8930e1c8b83ffff,복정동,수정구,일반,0.0689,0.229,0.4593,89.0,0.3465,1300.0,True
Atrium,공원,0.7,37.466316,127.128871,8930e1c8b83ffff,복정동,수정구,일반,0.0689,0.229,0.4593,148.0,0.3465,1346.0,True
nan,공원,0.7,37.418588,127.131339,8930e15260bffff,도촌동,중원구,일반,0.0785,0.2121,0.523,144.0,0.346,1085.0,True
nan,공원,0.7,37.41779,127.132292,8930e15260bffff,도촌동,중원구,일반,0.0785,0.2121,0.523,79.0,0.346,1080.0,True
nan,공원,0.7,37.417371,127.133229,8930e15260bffff,도촌동,중원구,일반,0.0785,0.2121,0.523,141.0,0.346,1114.0,True
태평공원,공원,0.7,37.441177,127.121545,8930e1524d3ffff,태평1동,수정구,일반,0.085,0.1997,0.567,143.0,0.3455,3332.0,False
섬말공원,공원,0.7,37.417783,127.1531,8930e1522b7ffff,도촌동,중원구,일반,0.075,0.2121,0.4998,52.0,0.3449,2734.0,False
nan,공원,0.7,37.412343,127.16195,8930e1523cfffff,도촌동,중원구,일반,0.0742,0.2121,0.4944,134.0,0.3447,3374.0,False
이왕이공원,공원,0.7,37.41212,127.162528,8930e1523cfffff,도촌동,중원구,일반,0.0742,0.2121,0.4944,139.0,0.3447,3367.0,False
nan,공원,0.7,37.419688,127.131555,8930e152603ffff,도촌동,중원구,일반,0.0726,0.2121,0.484,58.0,0.3442,1192.0,True
연꽃 어린이공원,공원,0.7,37.415302,127.137378,8930e152677ffff,도촌동,중원구,일반,0.0725,0.2121,0.483,158.0,0.3442,1327.0,True
매화1단지 놀이터,공원,0.7,37.415864,127.135675,8930e152677ffff,도촌동,중원구,일반,0.0725,0.2121,0.483,134.0,0.3442,1211.0,True
nan,공원,0.7,37.417647,127.13637,8930e152677ffff,도촌동,중원구,일반,0.0725,0.2121,0.483,117.0,0.3442,1360.0,True
은행정이공원,공원,0.7,37.457086,127.168921,8930e1cd213ffff,은행2동,중원구,일반,0.0848,0.1931,0.5657,32.0,0.3441,1993.0,False
nan,공원,0.7,37.455328,127.165393,8930e1cd2c7ffff,은행2동,중원구,일반,0.084,0.1931,0.5602,99.0,0.3438,2081.0,False
은행오거리 쉼터,공원,0.7,37.455908,127.16792,8930e1cd2c7ffff,은행2동,중원구,일반,0.084,0.1931,0.5602,137.0,0.3438,1958.0,False
양지동 어린이공원,공원,0.7,37.463003,127.168303,8930e1cd287ffff,은행2동,중원구,일반,0.0801,0.1931,0.5343,126.0,0.3427,2246.0,False
nan,공원,0.7,37.462955,127.168282,8930e1cd287ffff,은행2동,중원구,일반,0.0801,0.1931,0.5343,126.0,0.3427,2246.0,False
어린이 놀이터,공원,0.7,37.438348,127.128885,8930e1524cfffff,수진2동,수정구,일반,0.0932,0.1737,0.6216,95.0,0.3427,3055.0,False
nan,공원,0.7,37.412862,127.099444,8930e1c9aa7ffff,시흥동,수정구,일반,0.0812,0.1912,0.5415,32.0,0.3426,2111.0,False
nan,공원,0.7,37.411426,127.098972,8930e1c9aa7ffff,시흥동,수정구,일반,0.0812,0.1912,0.5415,168.0,0.3426,2076.0,False
nan,공원,0.7,37.418273,127.133213,8930e15260fffff,도촌동,중원구,일반,0.0652,0.2121,0.4347,101.0,0.342,1177.0,True
nan,공원,0.7,37.392247,127.125043,8930e15355bffff,이매1동,분당구,일반,0.1113,0.141,0.7422,74.0,0.3416,1021.0,True
새싹 어린이공원,공원,0.7,37.415463,127.141088,8930e152293ffff,도촌동,중원구,일반,0.0631,0.2121,0.4208,101.0,0.3414,1644.0,False
nan,공원,0.7,37.460164,127.170831,8930e1cd2bbffff,은행2동,중원구,일반,0.0757,0.1931,0.5047,126.0,0.3413,2170.0,False
은행근린공원,공원,0.7,37.455194,127.170718,8930e1cd203ffff,은행2동,중원구,일반,0.0756,0.1931,0.5039,76.0,0.3413,1730.0,False
nan,공원,0.7,37.419122,127.137831,8930e15263bffff,도촌동,중원구,일반,0.0624,0.2121,0.4162,79.0,0.3411,1557.0,False
nan,공원,0.7,37.419064,127.136476,8930e15263bffff,도촌동,중원구,일반,0.0624,0.2121,0.4162,69.0,0.3411,1456.0,True
성남수정초등학교 놀이터,공원,0.7,37.437212,127.132308,8930e15240bffff,수진2동,수정구,일반,0.0848,0.1737,0.5654,89.0,0.3402,2997.0,False
방아다리어린이공원,공원,0.7,37.397758,127.1258,8930e1535cfffff,이매1동,분당구,일반,0.1065,0.141,0.7099,103.0,0.3401,1290.0,True
nan,공원,0.7,37.361609,127.120891,8930e1532c7ffff,정자3동,분당구,일반,0.0952,0.1556,0.6349,71.0,0.3397,1148.0,True
수진공원,공원,0.7,37.435966,127.125437,8930e1524cbffff,수진2동,수정구,일반,0.0819,0.1737,0.546,78.0,0.3393,2756.0,False
정든어린이공원,공원,0.7,37.361575,127.116512,8930e1532d3ffff,정자3동,분당구,일반,0.0924,0.1556,0.6159,62.0,0.3388,780.0,True
누엣길어린이공원,공원,0.7,37.389833,127.125608,8930e153097ffff,이매1동,분당구,일반,0.0985,0.141,0.6567,137.0,0.3377,853.0,True
nan,공원,0.7,37.427132,127.098134,8930e1c9807ffff,고등동,수정구,일반,0.0991,0.1394,0.6608,145.0,0.3376,2836.0,False
고산근린공원,공원,0.7,37.425315,127.097926,8930e1c9807ffff,고등동,수정구,일반,0.0991,0.1394,0.6608,65.0,0.3376,2730.0,False
nan,공원,0.7,37.426588,127.099092,8930e1c9807ffff,고등동,수정구,일반,0.0991,0.1394,0.6608,111.0,0.3376,2732.0,False
nan,공원,0.7,37.389846,127.126633,8930e15354bffff,이매1동,분당구,일반,0.095,0.141,0.6335,107.0,0.3367,923.0,True
동부코오롱아파트 놀이터,공원,0.7,37.390796,127.125738,8930e15354bffff,이매1동,분당구,일반,0.095,0.141,0.6335,91.0,0.3367,935.0,True
nan,공원,0.7,37.363764,127.118477,8930e1532d7ffff,정자3동,분당구,일반,0.0847,0.1556,0.5644,88.0,0.3365,1045.0,True
종달새어린이공원,공원,0.7,37.406467,127.123274,8930e15359bffff,야탑2동,분당구,일반,0.1031,0.1277,0.6872,107.0,0.3365,531.0,True
nan,공원,0.7,37.388753,127.097115,8930e026933ffff,판교동,분당구,일반,0.0966,0.1369,0.6442,161.0,0.3364,1478.0,True
nan,공원,0.7,37.443593,127.148696,8930e152557ffff,신흥3동,수정구,일반,0.0678,0.1797,0.4523,80.0,0.3363,2814.0,False
너른들 어린이공원,공원,0.7,37.390152,127.099166,8930e0269afffff,판교동,분당구,일반,0.0948,0.1369,0.6322,112.0,0.3358,1244.0,True
당골공원,공원,0.7,37.372116,127.129792,8930e15307bffff,분당동,분당구,일반,0.0975,0.1296,0.6502,136.0,0.3352,1727.0,False
바람개비 어린이공원,공원,0.7,37.402586,127.094812,8930e1c9a0bffff,판교동,분당구,일반,0.0906,0.1369,0.6038,112.0,0.3346,1662.0,False
태평2동 놀이터,공원,0.7,37.446705,127.137826,8930e1524a3ffff,태평2동,수정구,일반,0.0841,0.1467,0.5604,96.0,0.3346,2493.0,False
꽃나무 어린이 놀이터,공원,0.7,37.446802,127.135477,8930e1524a3ffff,태평2동,수정구,일반,0.0841,0.1467,0.5604,113.0,0.3346,2535.0,False
nan,공원,0.7,37.407928,127.12701,8930e153587ffff,야탑2동,분당구,일반,0.0967,0.1277,0.6447,107.0,0.3345,496.0,True
nan,공원,0.7,37.40731,127.126983,8930e153587ffff,야탑2동,분당구,일반,0.0967,0.1277,0.6447,119.0,0.3345,547.0,True
과수원어린이공원,공원,0.7,37.402404,127.125956,8930e153513ffff,이매1동,분당구,일반,0.0863,0.141,0.5753,160.0,0.3341,1011.0,True
고등근린공원,공원,0.7,37.429262,127.099301,8930e1c98abffff,고등동,수정구,일반,0.0865,0.1394,0.577,97.0,0.3338,2914.0,False
봄볕 어린이공원,공원,0.7,37.398314,127.097351,8930e1c9a63ffff,판교동,분당구,일반,0.0881,0.1369,0.5871,118.0,0.3338,1282.0,True
미르어린이공원,공원,0.7,37.394958,127.09915,8930e1c9a6bffff,판교동,분당구,일반,0.0863,0.1369,0.5752,120.0,0.3333,1089.0,True
낙생어린이공원,공원,0.7,37.38687,127.100237,8930e026923ffff,판교동,분당구,일반,0.0865,0.1369,0.5766,138.0,0.3333,1388.0,True
nan,공원,0.7,37.389314,127.088618,8930e02698fffff,판교동,분당구,일반,0.0838,0.1369,0.5585,133.0,0.3325,2135.0,False
너울 어린이공원,공원,0.7,37.389864,127.091489,8930e02698fffff,판교동,분당구,일반,0.0838,0.1369,0.5585,131.0,0.3325,1876.0,False
성남판교역사공원,공원,0.7,37.40092,127.095625,8930e1c9a73ffff,판교동,분당구,일반,0.0814,0.1369,0.5425,73.0,0.3318,1518.0,False
nan,공원,0.7,37.374866,127.132376,8930e153063ffff,서현2동,분당구,일반,0.087,0.1274,0.5799,100.0,0.3316,1652.0,False
nan,공원,0.7,37.373887,127.132522,8930e153063ffff,서현2동,분당구,일반,0.087,0.1274,0.5799,77.0,0.3316,1736.0,False
능골공원,공원,0.7,37.370341,127.11661,8930e15362bffff,정자2동,분당구,일반,0.1004,0.1058,0.6693,61.0,0.3313,1467.0,True
nan,공원,0.7,37.367761,127.115613,8930e153667ffff,정자2동,분당구,일반,0.0991,0.1058,0.6607,120.0,0.3309,1176.0,True
4단지내 놀이터,공원,0.7,37.36777,127.117918,8930e153667ffff,정자2동,분당구,일반,0.0991,0.1058,0.6607,84.0,0.3309,1299.0,True
nan,공원,0.7,37.367847,127.116485,8930e153667ffff,정자2동,분당구,일반,0.0991,0.1058,0.6607,43.0,0.3309,1228.0,True
nan,공원,0.7,37.390906,127.096383,8930e0269a3ffff,판교동,분당구,일반,0.0785,0.1369,0.5233,142.0,0.3309,1430.0,True
한솔 어린이 공원,공원,0.7,37.366639,127.116925,8930e153667ffff,정자2동,분당구,일반,0.0991,0.1058,0.6607,128.0,0.3309,1147.0,True
nan,공원,0.7,37.368742,127.116555,8930e153667ffff,정자2동,분당구,일반,0.0991,0.1058,0.6607,112.0,0.3309,1313.0,True
영장근린공원,공원,0.7,37.450953,127.133868,8930e1c8b4fffff,태평2동,수정구,일반,0.0716,0.1467,0.4772,64.0,0.3308,2152.0,False
nan,공원,0.7,37.443088,127.134036,8930e152417ffff,태평3동,수정구,일반,0.0742,0.1411,0.4948,44.0,0.3305,2967.0,False
nan,공원,0.7,37.390758,127.088224,8930e026983ffff,판교동,분당구,일반,0.0769,0.1369,0.5124,104.0,0.3304,2122.0,False
nan,공원,0.7,37.427869,127.149684,8930e152003ffff,하대원동,중원구,일반,0.0676,0.1504,0.4505,106.0,0.3304,2978.0,False
nan,공원,0.7,37.427854,127.149697,8930e152003ffff,하대원동,중원구,일반,0.0676,0.1504,0.4505,105.0,0.3304,2978.0,False
nan,공원,0.7,37.428538,127.151495,8930e152003ffff,하대원동,중원구,일반,0.0676,0.1504,0.4505,106.0,0.3304,3149.0,False
서당어린이공원,공원,0.7,37.375225,127.134512,8930e153067ffff,서현2동,분당구,일반,0.0825,0.1274,0.5499,128.0,0.3302,1637.0,False
효자어린이공원,공원,0.7,37.376061,127.134993,8930e153067ffff,서현2동,분당구,일반,0.0825,0.1274,0.5499,115.0,0.3302,1550.0,False
양영 놀이터,공원,0.7,37.373703,127.138938,8930e15339bffff,서현2동,분당구,일반,0.0823,0.1274,0.5489,47.0,0.3302,1457.0,True
양영어린이공원,공원,0.7,37.373389,127.13931,8930e15339bffff,서현2동,분당구,일반,0.0823,0.1274,0.5489,82.0,0.3302,1462.0,True
철쭉 어린이공원,공원,0.7,37.366306,127.122309,8930e153283ffff,정자2동,분당구,일반,0.0964,0.1058,0.6428,92.0,0.3301,1483.0,True
nan,공원,0.7,37.428843,127.149585,8930e152013ffff,하대원동,중원구,일반,0.0664,0.1504,0.4427,126.0,0.33,3039.0,False
nan,공원,0.7,37.433504,127.156849,8930e1520afffff,하대원동,중원구,일반,0.0657,0.1504,0.4381,92.0,0.3298,2622.0,False
nan,공원,0.7,37.433493,127.155986,8930e1520afffff,하대원동,중원구,일반,0.0657,0.1504,0.4381,100.0,0.3298,2692.0,False
nan,공원,0.7,37.432642,127.156907,8930e1520afffff,하대원동,중원구,일반,0.0657,0.1504,0.4381,33.0,0.3298,2660.0,False
nan,공원,0.7,37.364019,127.116954,8930e15366fffff,정자2동,분당구,일반,0.0952,0.1058,0.6349,107.0,0.3297,950.0,True
nan,공원,0.7,37.364906,127.118329,8930e15366fffff,정자2동,분당구,일반,0.0952,0.1058,0.6349,141.0,0.3297,1106.0,True
장안어린이공원,공원,0.7,37.370678,127.141037,8930e15338bffff,분당동,분당구,일반,0.0789,0.1296,0.5259,133.0,0.3296,1630.0,False
수련어린이공원,공원,0.7,37.372431,127.140574,8930e15338bffff,분당동,분당구,일반,0.0789,0.1296,0.5259,68.0,0.3296,1483.0,True
계원예술고등학교,학교,0.6,37.359011,127.116015,8930e1532dbffff,정자3동,분당구,일반,0.1934,0.1556,0.5506,40.0,0.3292,677.0,True
동문 어린이공원,공원,0.7,37.369254,127.146599,8930e153303ffff,분당동,분당구,일반,0.0775,0.1296,0.517,118.0,0.3292,1619.0,False
nan,공원,0.7,37.446942,127.152487,8930e152503ffff,신흥2동,수정구,일반,0.0679,0.1425,0.4523,63.0,0.3289,2527.0,False
안말어린이공원,공원,0.7,37.372638,127.143128,8930e15338fffff,분당동,분당구,일반,0.076,0.1296,0.5067,55.0,0.3287,1351.0,True
희망대공원,공원,0.7,37.44741,127.150853,8930e15251bffff,신흥2동,수정구,일반,0.0675,0.1425,0.4497,142.0,0.3287,2437.0,False
선지봉 어린이공원,공원,0.7,37.365557,127.141365,8930e1533cfffff,분당동,분당구,일반,0.0761,0.1296,0.5072,112.0,0.3287,1780.0,False
태현공원,공원,0.7,37.369421,127.14366,8930e153313ffff,분당동,분당구,일반,0.0755,0.1296,0.5036,83.0,0.3286,1665.0,False
대원공원,공원,0.7,37.433969,127.15079,8930e1520bbffff,하대원동,중원구,일반,0.0615,0.1504,0.4101,83.0,0.3285,3096.0,False
하대원 현대 놀이터,공원,0.7,37.432334,127.151354,8930e1520bbffff,하대원동,중원구,일반,0.0615,0.1504,0.4101,116.0,0.3285,3118.0,False
태현 어린이공원,공원,0.7,37.367542,127.142808,8930e15331bffff,분당동,분당구,일반,0.0749,0.1296,0.499,39.0,0.3284,1887.0,False
미래어린이공원,공원,0.7,37.371047,127.135964,8930e1533d3ffff,분당동,분당구,일반,0.0739,0.1296,0.4929,155.0,0.3281,1852.0,False
성남제1공단근린공원,공원,0.7,37.446149,127.153656,8930e15250fffff,신흥2동,수정구,일반,0.0641,0.1425,0.4275,129.0,0.3277,2643.0,False
신흥2동 놀이터,공원,0.7,37.44958,127.145316,8930e1525d7ffff,신흥2동,수정구,일반,0.0636,0.1425,0.4238,53.0,0.3276,2120.0,False
대원공원 어린이 놀이터,공원,0.7,37.440047,127.156437,8930e152563ffff,중앙동,중원구,일반,0.0872,0.1068,0.5816,147.0,0.3275,2440.0,False
nan,공원,0.7,37.429016,127.153212,8930e152007ffff,하대원동,중원구,일반,0.0561,0.1504,0.3743,41.0,0.3269,3141.0,False
nan,공원,0.7,37.434113,127.155277,8930e1520a3ffff,하대원동,중원구,일반,0.0562,0.1504,0.3746,113.0,0.3269,2721.0,False
점골어린이공원,공원,0.7,37.377305,127.140354,8930e153397ffff,서현2동,분당구,일반,0.0679,0.1274,0.4529,93.0,0.3259,1086.0,True
nan,공원,0.7,37.439134,127.153977,8930e15257bffff,중앙동,중원구,일반,0.0805,0.1068,0.5366,120.0,0.3255,2671.0,False
단대공원,공원,0.7,37.439294,127.153426,8930e15257bffff,중앙동,중원구,일반,0.0805,0.1068,0.5366,135.0,0.3255,2716.0,False
nan,공원,0.7,37.441093,127.159204,8930e152567ffff,금광1동,중원구,일반,0.0744,0.1143,0.496,149.0,0.3252,2181.0,False
nan,공원,0.7,37.437158,127.148534,8930e15254bffff,중앙동,중원구,일반,0.0785,0.1068,0.5234,101.0,0.3249,3186.0,False
nan,공원,0.7,37.438075,127.148647,8930e15254bffff,중앙동,중원구,일반,0.0785,0.1068,0.5234,44.0,0.3249,3155.0,False
