name,type,facility_weight,lat,lon,h3_index,ADM_NM,GU_NM,zone,composite_v3,Ds_v3,Ra,dist_to_grid_m,vtp_score,dist_to_hub_m,near_hub
주차장,공영주차장,1.0,37.430698,127.149354,8930e152017ffff,하대원동,중원구,일반,0.0649,0.1504,0.433,156.0,0.4496,3161.0,False
분당동 125 소규모주차장,공영주차장,1.0,37.368781,127.146485,8930e153303ffff,분당동,분당구,일반,0.0775,0.1296,0.517,72.0,0.4492,1672.0,False
nan,공영주차장,1.0,37.425667,127.068413,8930e1c9e93ffff,고등동,수정구,일반,0.0709,0.1394,0.4725,101.0,0.4491,5062.0,False
nan,공영주차장,1.0,37.429768,127.106427,8930e1c99cbffff,고등동,수정구,일반,0.0701,0.1394,0.467,76.0,0.4489,2540.0,False
공영주차장,공영주차장,1.0,37.447931,127.153585,8930e152503ffff,신흥2동,수정구,일반,0.0679,0.1425,0.4523,102.0,0.4489,2454.0,False
nan,공영주차장,1.0,37.397819,127.13421,8930e153577ffff,이매1동,분당구,일반,0.0677,0.141,0.4514,134.0,0.4485,1779.0,False
nan,공영주차장,1.0,37.433708,127.150592,8930e1520bbffff,하대원동,중원구,일반,0.0615,0.1504,0.4101,77.0,0.4485,3123.0,False
nan,공영주차장,1.0,37.445057,127.15484,8930e15250fffff,신흥2동,수정구,일반,0.0641,0.1425,0.4275,80.0,0.4477,2555.0,False
공영주차장,공영주차장,1.0,37.449838,127.144809,8930e1525d7ffff,신흥2동,수정구,일반,0.0636,0.1425,0.4238,10.0,0.4476,2089.0,False
공영주차장,공영주차장,1.0,37.44966,127.145691,8930e1525d7ffff,신흥2동,수정구,일반,0.0636,0.1425,0.4238,76.0,0.4476,2113.0,False
nan,공원,0.7,37.416402,127.155843,8930e1522a7ffff,도촌동,중원구,로봇전용,0.0829,0.2121,0.5529,97.0,0.4473,2935.0,False
nan,공원,0.7,37.415657,127.156701,8930e1522a7ffff,도촌동,중원구,로봇전용,0.0829,0.2121,0.5529,141.0,0.4473,2994.0,False
nan,공영주차장,1.0,37.451219,127.148556,8930e15258bffff,신흥2동,수정구,일반,0.0603,0.1425,0.4018,88.0,0.4466,1978.0,False
nan,공영주차장,1.0,37.370902,127.125456,8930e15304bffff,수내3동,분당구,일반,0.0996,0.081,0.6643,34.0,0.4461,1660.0,False
nan,공영주차장,1.0,37.369716,127.125279,8930e15304bffff,수내3동,분당구,일반,0.0996,0.081,0.6643,147.0,0.4461,1777.0,False
nan,공영주차장,1.0,37.436213,127.161041,8930e1521d3ffff,상대원3동,중원구,일반,0.0767,0.1148,0.5112,143.0,0.446,2162.0,False
nan,공영주차장,1.0,37.437455,127.105075,8930e1c9d6fffff,고등동,수정구,일반,0.0601,0.1394,0.4009,124.0,0.4459,3328.0,False
nan,공영주차장,1.0,37.378044,127.101738,8930e15369bffff,판교동,분당구,일반,0.0599,0.1369,0.3993,41.0,0.4454,1649.0,False
nan,공영주차장,1.0,37.379582,127.101606,8930e15369bffff,판교동,분당구,일반,0.0599,0.1369,0.3993,156.0,0.4454,1590.0,False
nan,공영주차장,1.0,37.377367,127.102342,8930e15369bffff,판교동,분당구,일반,0.0599,0.1369,0.3993,99.0,0.4454,1638.0,False
nan,공영주차장,1.0,37.434989,127.104879,8930e1c99d3ffff,고등동,수정구,일반,0.0571,0.1394,0.3806,162.0,0.445,3099.0,False
nan,공영주차장,1.0,37.437636,127.150441,8930e15254bffff,중앙동,중원구,일반,0.0785,0.1068,0.5234,122.0,0.4449,3010.0,False
nan,공영주차장,1.0,37.436935,127.148608,8930e15254bffff,중앙동,중원구,일반,0.0785,0.1068,0.5234,121.0,0.4449,3186.0,False
nan,공영주차장,1.0,37.454167,127.154465,8930e1525a3ffff,단대동,수정구,일반,0.0853,0.0914,0.5689,114.0,0.4439,1859.0,False
공영주차장,공영주차장,1.0,37.457583,127.15546,8930e1525b7ffff,단대동,수정구,일반,0.0826,0.0914,0.5506,74.0,0.4431,1598.0,False
nan,공영주차장,1.0,37.368833,127.129434,8930e1532a3ffff,수내3동,분당구,일반,0.0885,0.081,0.5897,153.0,0.4427,1915.0,False
수내동 공영주차장,공영주차장,1.0,37.366796,127.12829,8930e1532bbffff,수내3동,분당구,일반,0.0881,0.081,0.5876,92.0,0.4426,1702.0,False
공영주차장,공영주차장,1.0,37.366439,127.128683,8930e1532bbffff,수내3동,분당구,일반,0.0881,0.081,0.5876,119.0,0.4426,1658.0,False
수내동 공영주차장,공영주차장,1.0,37.366827,127.128245,8930e1532bbffff,수내3동,분당구,일반,0.0881,0.081,0.5876,90.0,0.4426,1706.0,False
nan,공영주차장,1.0,37.452186,127.158182,8930e1525afffff,단대동,수정구,일반,0.0785,0.0914,0.5231,35.0,0.4418,2221.0,False
양지제1공영주차장,공영주차장,1.0,37.457562,127.159074,8930e1cd66bffff,단대동,수정구,일반,0.0763,0.0914,0.5085,73.0,0.4412,1821.0,False
서현어린이공원,공원,0.7,37.381975,127.127095,8930e153013ffff,서현1동,분당구,일반,0.078,0.68,0.5198,100.0,0.4394,827.0,True
솔밭어린이공원,공원,0.7,37.384484,127.130518,8930e1530abffff,서현1동,분당구,일반,0.0772,0.68,0.5145,85.0,0.4392,1071.0,True
nan,공영주차장,1.0,37.399582,127.121725,8930e1535c3ffff,이매2동,분당구,일반,0.0964,0.0422,0.6425,65.0,0.4373,1009.0,True
nan,공영주차장,1.0,37.39941,127.121756,8930e1535c3ffff,이매2동,분당구,일반,0.0964,0.0422,0.6425,76.0,0.4373,1003.0,True
분당 중앙공원 B 주차장,공영주차장,1.0,37.375983,127.121521,8930e153053ffff,수내2동,분당구,일반,0.1,0.0328,0.6669,126.0,0.4366,1011.0,True
nan,공영주차장,1.0,37.461523,127.167304,8930e1cd283ffff,양지동,수정구,일반,0.079,0.0625,0.5269,41.0,0.4362,2215.0,False
nan,공영주차장,1.0,37.461369,127.166762,8930e1cd283ffff,양지동,수정구,일반,0.079,0.0625,0.5269,10.0,0.4362,2177.0,False
양지제2공영주차장,공영주차장,1.0,37.455462,127.16089,8930e1cd2d3ffff,양지동,수정구,일반,0.0777,0.0625,0.518,109.0,0.4358,2097.0,False
우리생협 위례본점,대형마트,0.8,37.466245,127.136606,8930e1c8bbbffff,위례동,수정구,일반,0.0712,0.4708,0.4744,127.0,0.4355,691.0,True
nan,공영주차장,1.0,37.441837,127.119345,8930e1c99b7ffff,신촌동,수정구,일반,0.0946,0.028,0.6307,121.0,0.434,3420.0,False
금광1동 행정복지센터,주민센터,0.9,37.445105,127.162441,8930e15252fffff,금광2동,중원구,일반,0.08,0.2496,0.5331,128.0,0.4339,1886.0,False
금광2동 행정복지센터,주민센터,0.9,37.446252,127.164049,8930e15252fffff,금광2동,중원구,일반,0.08,0.2496,0.5331,98.0,0.4339,1762.0,False
야탑3동 행정복지센터,주민센터,0.9,37.410791,127.13791,8930e15266bffff,야탑3동,분당구,일반,0.0804,0.2482,0.5363,140.0,0.4338,1295.0,True
하나로마트,대형마트,0.8,37.338845,127.106706,8930e0248bbffff,구미동,분당구,일반,0.1249,0.3798,0.4997,31.0,0.4334,1119.0,True
nan,공영주차장,1.0,37.460024,127.165316,8930e1cd29bffff,양지동,수정구,일반,0.068,0.0625,0.4536,109.0,0.4329,2122.0,False
송현어린이공원,공원,0.7,37.404534,127.115068,8930e1c9b7bffff,삼평동,분당구,일반,0.0804,0.6423,0.5362,72.0,0.4326,1039.0,True
nan,공원,0.7,37.404493,127.115026,8930e1c9b7bffff,삼평동,분당구,일반,0.0804,0.6423,0.5362,76.0,0.4326,1037.0,True
운중동 행정복지센터,주민센터,0.9,37.38984,127.07961,8930e026d63ffff,운중동,분당구,일반,0.077,0.247,0.5136,139.0,0.4325,2885.0,False
봇들공원,공원,0.7,37.406071,127.107284,8930e1c9b5bffff,삼평동,분당구,일반,0.0793,0.6423,0.5283,150.0,0.4322,1220.0,True
nan,공영주차장,1.0,37.463305,127.166833,8930e1cd297ffff,양지동,수정구,일반,0.0657,0.0625,0.4381,106.0,0.4322,2113.0,False
nan,공영주차장,1.0,37.463358,127.167347,8930e1cd297ffff,양지동,수정구,일반,0.0657,0.0625,0.4381,100.0,0.4322,2155.0,False
nan,공영주차장,1.0,37.463278,127.166729,8930e1cd297ffff,양지동,수정구,일반,0.0657,0.0625,0.4381,111.0,0.4322,2105.0,False
nan,공영주차장,1.0,37.463357,127.163057,8930e1cd293ffff,양지동,수정구,일반,0.0658,0.0625,0.4385,119.0,0.4322,1793.0,False
달팽이어린이공원,공원,0.7,37.404351,127.108018,8930e1c9b5bffff,삼평동,분당구,일반,0.0793,0.6423,0.5283,101.0,0.4322,1018.0,True
양지동 행정복지센터,주민센터,0.9,37.454908,127.161041,8930e1cd2dbffff,금광2동,중원구,일반,0.0742,0.2496,0.4949,147.0,0.4322,2150.0,False
nan,공영주차장,1.0,37.464227,127.169525,8930e1cd04bffff,양지동,수정구,일반,0.0651,0.0625,0.434,124.0,0.432,2318.0,False
송현공원,공원,0.7,37.40891,127.117058,8930e1c9b77ffff,삼평동,분당구,일반,0.0781,0.6423,0.5206,71.0,0.4319,606.0,True
빛나래어린이공원,공원,0.7,37.405153,127.098621,8930e1c9a3bffff,삼평동,분당구,일반,0.0766,0.6423,0.5106,102.0,0.4314,1553.0,False
nan,공영주차장,1.0,37.452972,127.162843,8930e1cd2cbffff,은행1동,중원구,일반,0.0781,0.037,0.5207,136.0,0.4308,2120.0,False
환상어린이공원,공원,0.7,37.401622,127.102143,8930e1c9a2bffff,삼평동,분당구,일반,0.0742,0.6423,0.4949,118.0,0.4307,1060.0,True
정자동 행정복지센터,주민센터,0.9,37.361469,127.111533,8930e024db7ffff,정자동,분당구,일반,0.1057,0.1949,0.7045,149.0,0.4307,401.0,True
nan,공영주차장,1.0,37.462291,127.161571,8930e1cd667ffff,양지동,수정구,일반,0.0578,0.0625,0.3853,27.0,0.4298,1715.0,False
nan,공영주차장,1.0,37.458858,127.108139,8930e1c8e67ffff,신촌동,수정구,일반,0.0786,0.028,0.5238,163.0,0.4292,3333.0,False
nan,공영주차장,1.0,37.459046,127.105883,8930e1c8e67ffff,신촌동,수정구,일반,0.0786,0.028,0.5238,38.0,0.4292,3515.0,False
nan,공원,0.7,37.406765,127.112375,8930e1c9b47ffff,삼평동,분당구,일반,0.0676,0.6423,0.4508,16.0,0.4287,1082.0,True
우주공원,공원,0.7,37.404031,127.101352,8930e1c9a23ffff,삼평동,분당구,일반,0.0676,0.6423,0.4505,157.0,0.4287,1294.0,True
nan,공영주차장,1.0,37.458672,127.108475,8930e1c8a9bffff,신촌동,수정구,일반,0.0764,0.028,0.5096,151.0,0.4285,3312.0,False
nan,공영주차장,1.0,37.458026,127.109983,8930e1c8a9bffff,신촌동,수정구,일반,0.0764,0.028,0.5096,130.0,0.4285,3212.0,False
nan,공영주차장,1.0,37.456646,127.150764,8930e1cd64bffff,산성동,수정구,일반,0.073,0.0322,0.4866,120.0,0.4283,1463.0,True
정자2동 행정복지센터,주민센터,0.9,37.365991,127.115274,8930e153663ffff,정자동,분당구,일반,0.0976,0.1949,0.6509,120.0,0.4283,998.0,True
nan,공영주차장,1.0,37.45456,127.108328,8930e1c8ad7ffff,신촌동,수정구,일반,0.0758,0.028,0.5054,20.0,0.4283,3503.0,False
공영,공영주차장,1.0,37.458186,127.154462,8930e1cd64fffff,산성동,수정구,일반,0.0725,0.0322,0.4833,109.0,0.4282,1490.0,True
nan,공영주차장,1.0,37.454267,127.105324,8930e1c8ad3ffff,신촌동,수정구,일반,0.074,0.028,0.4935,104.0,0.4278,3756.0,False
nan,공영주차장,1.0,37.461117,127.155098,8930e1cd647ffff,산성동,수정구,일반,0.0707,0.0322,0.4712,132.0,0.4276,1296.0,True
이마트24,대형마트,0.8,37.340381,127.109719,8930e0248a3ffff,구미동,분당구,일반,0.1037,0.3798,0.4497,34.0,0.4271,1098.0,True
nan,공영주차장,1.0,37.449955,127.104058,8930e1c9dafffff,신촌동,수정구,일반,0.0698,0.028,0.4656,114.0,0.4266,4079.0,False
nan,공영주차장,1.0,37.450045,127.103701,8930e1c9dafffff,신촌동,수정구,일반,0.0698,0.028,0.4656,93.0,0.4266,4101.0,False
진경산수원,공원,0.7,37.437806,127.146772,8930e152097ffff,성남동,중원구,일반,0.0686,0.6301,0.4571,110.0,0.4266,3324.0,False
nan,공원,0.7,37.437711,127.147445,8930e152097ffff,성남동,중원구,일반,0.0686,0.6301,0.4571,132.0,0.4266,3267.0,False
태평1동 행정복지센터,주민센터,0.9,37.440738,127.126116,8930e1524c3ffff,태평1동,수정구,일반,0.0879,0.1997,0.5858,145.0,0.4263,3290.0,False
보평중학교,학교,0.6,37.393967,127.115997,8930e153433ffff,백현동,분당구,로봇전용,0.0905,0.2946,0.603,123.0,0.4261,441.0,True
보평초등학교,학교,0.6,37.395662,127.117731,8930e153433ffff,백현동,분당구,로봇전용,0.0905,0.2946,0.603,125.0,0.4261,555.0,True
도촌동 행정복지센터,주민센터,0.9,37.416449,127.152801,8930e1522b7ffff,도촌동,중원구,일반,0.075,0.2121,0.4998,118.0,0.4249,2673.0,False
신백현중학교,학교,0.6,37.385912,127.110259,8930e153447ffff,백현동,분당구,로봇전용,0.0847,0.2946,0.5646,142.0,0.4243,731.0,True
신백현초등학교,학교,0.6,37.387237,127.111986,8930e153447ffff,백현동,분당구,로봇전용,0.0847,0.2946,0.5646,111.0,0.4243,631.0,True
화랑초등학교,학교,0.6,37.389888,127.116057,8930e153477ffff,백현동,분당구,로봇전용,0.0843,0.2946,0.5621,66.0,0.4242,609.0,True
은행2동 행정복지센터,주민센터,0.9,37.457079,127.166568,8930e1cd2c7ffff,은행2동,중원구,일반,0.084,0.1931,0.5602,149.0,0.4238,2134.0,False
보평고등학교,학교,0.6,37.393948,127.117744,8930e153423ffff,백현동,분당구,로봇전용,0.0825,0.2946,0.55,146.0,0.4237,586.0,True
수진2동 행정복지센터,주민센터,0.9,37.43735,127.128748,8930e1524cfffff,수진2동,수정구,일반,0.0932,0.1737,0.6216,71.0,0.4227,2943.0,False
수진1동 행정복지센터,주민센터,0.9,37.438553,127.139021,8930e15243bffff,신흥1동,수정구,일반,0.0915,0.1696,0.6102,83.0,0.4214,3341.0,False
시흥동 행정복지센터,주민센터,0.9,37.422035,127.107956,8930e1c9b97ffff,시흥동,수정구,일반,0.0718,0.1912,0.4789,55.0,0.4198,1807.0,False
이매1동 행정복지센터,주민센터,0.9,37.399554,127.127155,8930e15351bffff,이매1동,분당구,일반,0.103,0.141,0.6865,42.0,0.4191,1344.0,True
신흥1동 행정복지센터,주민센터,0.9,37.443053,127.141177,8930e152437ffff,신흥1동,수정구,일반,0.083,0.1696,0.5534,47.0,0.4188,2851.0,False
야탑2동 행정복지센터,주민센터,0.9,37.409429,127.127365,8930e153597ffff,야탑2동,분당구,일반,0.1074,0.1277,0.7157,145.0,0.4177,415.0,True
태평2동 행정복지센터,주민센터,0.9,37.447145,127.138715,8930e1524a7ffff,태평4동,수정구,일반,0.085,0.1569,0.567,93.0,0.4169,2429.0,False
신흥3동 행정복지센터,주민센터,0.9,37.443526,127.149007,8930e152557ffff,신흥3동,수정구,일반,0.0678,0.1797,0.4523,53.0,0.4163,2826.0,False
태평4동 행정복지센터,주민센터,0.9,37.447654,127.141523,8930e1525d3ffff,태평4동,수정구,일반,0.0832,0.1569,0.5545,142.0,0.4163,2339.0,False
판교동 행정복지센터,주민센터,0.9,37.38995,127.098602,8930e0269afffff,판교동,분당구,일반,0.0948,0.1369,0.6322,68.0,0.4158,1298.0,True
분당동 행정복지센터,주민센터,0.9,37.370108,127.13108,8930e1532b7ffff,분당동,분당구,일반,0.0945,0.1296,0.6302,76.0,0.4143,1975.0,False
분당동 행정복지센터,주민센터,0.9,37.370102,127.131087,8930e1532b7ffff,분당동,분당구,일반,0.0945,0.1296,0.6302,77.0,0.4143,1976.0,False
2호관 쪽문,학교,0.6,37.459005,127.128893,8930e1c8bc3ffff,복정동,수정구,로봇전용,0.0921,0.229,0.6143,143.0,0.4134,1698.0,False
1호관 쪽문,학교,0.6,37.459072,127.128856,8930e1c8bc3ffff,복정동,수정구,로봇전용,0.0921,0.229,0.6143,138.0,0.4134,1696.0,False
1호관 후문,학교,0.6,37.459481,127.128879,8930e1c8bc3ffff,복정동,수정구,로봇전용,0.0921,0.229,0.6143,140.0,0.4134,1666.0,False
학생회관 정문,학교,0.6,37.458247,127.128367,8930e1c8bc3ffff,복정동,수정구,로봇전용,0.0921,0.229,0.6143,147.0,0.4134,1787.0,False
1호관 정문,학교,0.6,37.459531,127.128672,8930e1c8bc3ffff,복정동,수정구,로봇전용,0.0921,0.229,0.6143,123.0,0.4134,1677.0,False
학생회관 옆문2,학교,0.6,37.45818,127.12812,8930e1c8bc3ffff,복정동,수정구,로봇전용,0.0921,0.229,0.6143,141.0,0.4134,1809.0,False
태평3동 행정복지센터,주민센터,0.9,37.445428,127.133039,8930e1524bbffff,태평3동,수정구,일반,0.0807,0.1411,0.5379,88.0,0.4124,2748.0,False
가천대학교 글로벌캠퍼스,학교,0.6,37.452669,127.131229,8930e1c8b43ffff,복정동,수정구,로봇전용,0.0886,0.229,0.5906,78.0,0.4124,2093.0,False
서울국제학교,학교,0.6,37.465654,127.129022,8930e1c8b9bffff,복정동,수정구,로봇전용,0.088,0.229,0.5863,135.0,0.4122,1349.0,True
늘푸른초등학교,학교,0.6,37.358024,127.105194,8930e024d8fffff,정자1동,분당구,일반,0.1751,0.5904,0.4677,47.0,0.4106,296.0,True
늘푸른중학교,학교,0.6,37.357192,127.10519,8930e024d8fffff,정자1동,분당구,일반,0.1751,0.5904,0.4677,80.0,0.4106,338.0,True
서현2동 행정복지센터,주민센터,0.9,37.376045,127.134605,8930e153067ffff,서현2동,분당구,일반,0.0825,0.1274,0.5499,141.0,0.4102,1580.0,False
하대원동 행정복지센터,주민센터,0.9,37.428309,127.146413,8930e1520c7ffff,하대원동,중원구,일반,0.066,0.1504,0.4401,65.0,0.4099,2790.0,False
성남중앙R/C,주민센터,0.9,37.42891,127.137409,8930e1526a7ffff,하대원동,중원구,일반,0.0635,0.1504,0.4232,111.0,0.4091,2329.0,False
상대원3동 행정복지센터,주민센터,0.9,37.439662,127.165573,8930e15218bffff,상대원3동,중원구,일반,0.0864,0.1148,0.5762,112.0,0.4089,1659.0,False
고등동 행정복지센터,주민센터,0.9,37.42882,127.10491,8930e1c99cbffff,고등동,수정구,일반,0.0701,0.1394,0.467,136.0,0.4089,2539.0,False
중앙동 복지회관,주민센터,0.9,37.441756,127.158066,8930e152563ffff,중앙동,중원구,일반,0.0872,0.1068,0.5816,94.0,0.4075,2273.0,False
도촌중학교,학교,0.6,37.416693,127.154307,8930e1522a7ffff,도촌동,중원구,로봇전용,0.0829,0.2121,0.5529,126.0,0.4073,2809.0,False
중앙동 행정복지센터,주민센터,0.9,37.442916,127.156283,8930e152573ffff,중앙동,중원구,일반,0.0813,0.1068,0.542,132.0,0.4058,2423.0,False
nan,공원,0.7,37.436725,127.16527,8930e1521c7ffff,상대원1동,중원구,일반,0.0821,0.5002,0.5475,99.0,0.4047,1797.0,False
nan,공원,0.7,37.436709,127.165171,8930e1521c7ffff,상대원1동,중원구,일반,0.0821,0.5002,0.5475,93.0,0.4047,1805.0,False
nan,공원,0.7,37.437091,127.16824,8930e152113ffff,상대원1동,중원구,일반,0.082,0.5002,0.5464,73.0,0.4046,1544.0,False
사기막골 근린공원,공원,0.7,37.445657,127.182779,8930e152c8bffff,상대원1동,중원구,일반,0.0811,0.5002,0.5404,131.0,0.4044,249.0,True
nan,공원,0.7,37.435214,127.166593,8930e15211bffff,상대원1동,중원구,일반,0.0766,0.5002,0.5107,122.0,0.403,1773.0,False
nan,공원,0.7,37.434866,127.1665,8930e15211bffff,상대원1동,중원구,일반,0.0766,0.5002,0.5107,93.0,0.403,1801.0,False
nan,공원,0.7,37.442436,127.178307,8930e152cdbffff,상대원1동,중원구,일반,0.0754,0.5002,0.503,117.0,0.4027,493.0,True
수내3동 행정복지센터,주민센터,0.9,37.366864,127.12614,8930e1532bbffff,수내3동,분당구,일반,0.0881,0.081,0.5876,115.0,0.4026,1750.0,False
nan,공원,0.7,37.439301,127.170521,8930e152117ffff,상대원1동,중원구,일반,0.0702,0.5002,0.4683,135.0,0.4011,1257.0,True
롯데슈퍼 분당정자점,대형마트,0.8,37.362416,127.114575,8930e024da7ffff,정자동,분당구,일반,0.135,0.1949,0.6193,167.0,0.3995,675.0,True
단대동 행정복지센터,주민센터,0.9,37.44941,127.155363,8930e152507ffff,단대동,수정구,일반,0.068,0.0914,0.4536,92.0,0.3987,2364.0,False
nan,공원,0.7,37.467805,127.138633,8930e1c8ba3ffff,위례동,수정구,일반,0.0796,0.4708,0.5308,153.0,0.398,469.0,True
nan,공원,0.7,37.47184,127.134709,8930e1c8943ffff,위례동,수정구,일반,0.0794,0.4708,0.5293,135.0,0.398,883.0,True
nan,공원,0.7,37.464656,127.147898,8930e1cd6cfffff,위례동,수정구,일반,0.0782,0.4708,0.5214,95.0,0.3976,566.0,True
이매2동 행정복지센터,주민센터,0.9,37.399573,127.12188,8930e1535c3ffff,이매2동,분당구,일반,0.0964,0.0422,0.6425,55.0,0.3973,1021.0,True
수내2동 행정복지센터,주민센터,0.9,37.372429,127.120867,8930e15362fffff,수내2동,분당구,일반,0.0961,0.0328,0.6407,117.0,0.3954,1385.0,True
상대원2동 행정복지센터,주민센터,0.9,37.432775,127.159358,8930e1521dbffff,상대원2동,중원구,일반,0.072,0.0667,0.4801,114.0,0.395,2462.0,False
홈플러스익스프레스 판교운중점,대형마트,0.8,37.39143,127.076574,8930e026d7bffff,운중동,분당구,일반,0.0816,0.247,0.5437,162.0,0.3939,3116.0,False
초록마을 분당운중점,대형마트,0.8,37.391082,127.07657,8930e026d7bffff,운중동,분당구,일반,0.0816,0.247,0.5437,124.0,0.3939,3123.0,False
노브랜드 판교운중점,대형마트,0.8,37.39114,127.081713,8930e026d67ffff,운중동,분당구,일반,0.0808,0.247,0.5389,128.0,0.3936,2674.0,False
gs프레시 판교운중점,대형마트,0.8,37.392032,127.076362,8930e026d73ffff,운중동,분당구,일반,0.0793,0.247,0.5286,114.0,0.3932,3125.0,False
초록마을 판교대장점,대형마트,0.8,37.372256,127.069594,8930e026843ffff,운중동,분당구,일반,0.0783,0.247,0.5221,158.0,0.3929,1887.0,False
삼평마트,대형마트,0.8,37.371968,127.069478,8930e026843ffff,운중동,분당구,일반,0.0783,0.247,0.5221,131.0,0.3929,1872.0,False
판교고등학교,학교,0.6,37.405323,127.11476,8930e1c9b7bffff,삼평동,분당구,일반,0.0804,0.6423,0.5362,20.0,0.3926,998.0,True
성남송현초등학교,학교,0.6,37.405294,127.116413,8930e1c9b7bffff,삼평동,분당구,일반,0.0804,0.6423,0.5362,136.0,0.3926,896.0,True
인정슈퍼마켙,대형마트,0.8,37.453029,127.160879,8930e1cd2dbffff,금광2동,중원구,일반,0.0742,0.2496,0.4949,62.0,0.3922,2275.0,False
금광청소년문화의집,주민센터,0.9,37.464218,127.17005,8930e1cd04bffff,양지동,수정구,일반,0.0651,0.0625,0.434,124.0,0.392,2363.0,False
테크노파크상가,대형마트,0.8,37.40466,127.1515,8930e152273ffff,야탑3동,분당구,일반,0.0733,0.2482,0.4886,143.0,0.3916,2348.0,False
nan,공원,0.7,37.336509,127.108536,8930e0248abffff,구미동,분당구,일반,0.1184,0.3798,0.4472,112.0,0.3915,1420.0,True
하나로마트 문화광장,공원,0.7,37.338662,127.108445,8930e0248abffff,구미동,분당구,일반,0.1184,0.3798,0.4472,156.0,0.3915,1200.0,True
nan,공원,0.7,37.337898,127.109681,8930e0248abffff,구미동,분당구,일반,0.1184,0.3798,0.4472,73.0,0.3915,1327.0,True
동막천산책로,공원,0.7,37.342916,127.107393,8930e0248b3ffff,구미동,분당구,일반,0.115,0.3798,0.5119,115.0,0.3905,749.0,True
하늘 어린이공원,공원,0.7,37.414719,127.130621,8930e152647ffff,야탑1동,분당구,일반,0.0802,0.4302,0.5346,73.0,0.3901,757.0,True
야탑1동공영주차장,공원,0.7,37.411839,127.132282,8930e15264fffff,야탑1동,분당구,일반,0.08,0.4302,0.5334,101.0,0.39,800.0,True
신촌동 행정복지센터,주민센터,0.9,37.454702,127.10456,8930e1c8e6bffff,신촌동,수정구,일반,0.0786,0.028,0.5237,118.0,0.3892,3797.0,False
불곡어린이공원,공원,0.7,37.344721,127.126581,8930e024917ffff,구미동,분당구,일반,0.1107,0.3798,0.5021,139.0,0.3892,880.0,True
컬투편의점,대형마트,0.8,37.454686,127.130562,8930e1c8b53ffff,복정동,수정구,일반,0.0767,0.229,0.5116,89.0,0.3888,1942.0,False
정동마트,대형마트,0.8,37.365281,127.114508,8930e153663ffff,정자동,분당구,일반,0.0976,0.1949,0.6509,160.0,0.3883,894.0,True
nan,학교,0.6,37.435984,127.143363,8930e152093ffff,성남동,중원구,일반,0.0718,0.6301,0.479,37.0,0.3876,3275.0,False
동광중학교,학교,0.6,37.434733,127.143702,8930e152093ffff,성남동,중원구,일반,0.0718,0.6301,0.479,116.0,0.3876,3176.0,False
성남여자고등학교,학교,0.6,37.435583,127.14459,8930e152093ffff,성남동,중원구,일반,0.0718,0.6301,0.479,83.0,0.3876,3298.0,False
nan,공원,0.7,37.339672,127.109944,8930e0248a3ffff,구미동,분당구,일반,0.1037,0.3798,0.4497,76.0,0.3871,1173.0,True
무지개로 공원,공원,0.7,37.339919,127.110982,8930e0248a3ffff,구미동,분당구,일반,0.1037,0.3798,0.4497,143.0,0.3871,1207.0,True
심곡동 마을회관,주민센터,0.9,37.449987,127.101294,8930e1c9dafffff,신촌동,수정구,일반,0.0698,0.028,0.4656,150.0,0.3866,4289.0,False
산성동 행정복지센터,주민센터,0.9,37.452274,127.15009,8930e15258fffff,산성동,수정구,일반,0.0647,0.0322,0.4313,30.0,0.3859,1898.0,False
nan,학교,0.6,37.433888,127.143748,8930e15209bffff,성남동,중원구,일반,0.0662,0.6301,0.4414,108.0,0.3859,3101.0,False
성남중학교,학교,0.6,37.432538,127.143935,8930e15209bffff,성남동,중원구,일반,0.0662,0.6301,0.4414,63.0,0.3859,2991.0,False
nan,학교,0.6,37.433485,127.143348,8930e15209bffff,성남동,중원구,일반,0.0662,0.6301,0.4414,60.0,0.3859,3044.0,False
성일고등학교,학교,0.6,37.434773,127.145891,8930e152083ffff,성남동,중원구,일반,0.064,0.6301,0.4266,86.0,0.3852,3293.0,False
nan,학교,0.6,37.433476,127.14564,8930e152083ffff,성남동,중원구,일반,0.064,0.6301,0.4266,77.0,0.3852,3166.0,False
성남서고등학교,학교,0.6,37.433755,127.147111,8930e152083ffff,성남동,중원구,일반,0.064,0.6301,0.4266,89.0,0.3852,3272.0,False
성일중학교,학교,0.6,37.434786,127.144862,8930e152083ffff,성남동,중원구,일반,0.064,0.6301,0.4266,142.0,0.3852,3240.0,False
야생화어린이공원,공원,0.7,37.351537,127.106642,8930e024d1bffff,금곡동,분당구,일반,0.1341,0.3242,0.4091,147.0,0.3851,534.0,True
국보할인마트,대형마트,0.8,37.46105,127.168907,8930e1cd28fffff,은행2동,중원구,일반,0.0814,0.1931,0.5427,159.0,0.383,2345.0,False
성남정자초등학교,학교,0.6,37.374161,127.10519,8930e1536c7ffff,정자1동,분당구,일반,0.0824,0.5904,0.5496,91.0,0.3828,1656.0,False
nan,학교,0.6,37.373168,127.105163,8930e1536c7ffff,정자1동,분당구,일반,0.0824,0.5904,0.5496,90.0,0.3828,1612.0,False
에이스 식자재 할인마트,대형마트,0.8,37.457655,127.164552,8930e1cd2d7ffff,은행2동,중원구,일반,0.076,0.1931,0.5068,60.0,0.3814,2196.0,False
