h3_index,lat,lon,CSV_ADMI_CD,ADM_NM,GU_NM,delivery_demand_index,flow_pop_index,urgency,score_airspace,score_obstacle,score_noise,score_terrain,score_weather,composite_score,tall_bldg_count,total_bldg_count,avg_slope,terrain_zone,Hr,Fp,Cc,Od,Ds_v2,Ec,Od_v2,Ds_v3
8930e024dafffff,37.35823021224186,127.11354370360765,41135570,정자3동,분당구,0.2975470887555387,0.2013665412256768,0.259074869743594,1.0,0.3875,0.9828591018169353,1.0,0.8,0.30468632156325,7,17,,Unknown,0.1550098048370529,0.1864085727604963,0.2975470887555387,0.2975470887555387,0.2270012745812323,0.03868520999898839,0.08239966234364209,0.15564057486381422
8930e1cd20fffff,37.453348884017686,127.17405126415709,41133540,금광2동,중원구,0.1227422125360378,0.2060537323706173,0.1560668204698696,0.0,1.0,0.9811450119986288,1.0,0.8,0.0,0,11,,Unknown,0.5099449061537025,0.1945478673095702,0.1227422125360378,0.1227422125360378,0.2568544343147203,0.048806143990529835,0.3262029007750748,0.2496359064219144
8930e153113ffff,37.38990549638968,127.14504413757663,41135580,서현1동,분당구,0.9968130393916228,0.6447023797590359,0.855968775538588,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.3879914090951536,0.6379679208477442,0.9968130393916228,0.9968130393916228,0.7244552706667124,0.6063353609372737,0.898837387767631,0.6800467246742612
8930e1cd2cbffff,37.45184099460617,127.16342170291465,41133550,은행1동,중원구,0.0031000179583726,0.0,0.0018600107750235,0.0,0.65,0.7103188207062048,1.0,0.8,0.0,4,173,,Unknown,0.1424969651694836,0.0,0.0031000179583726,0.0031000179583726,0.0441440976321127,0.003819542830523694,0.0,0.03700815345015016
8930e1c8867ffff,37.466667307053534,127.1253147351941,41131620,복정동,수정구,0.1169695747533441,0.1752065572430349,0.1402643677492204,0.0,1.0,0.8543023654439492,1.0,0.8,0.0,0,85,,Unknown,0.3983565225511252,0.1664261426881347,0.1169695747533441,0.1169695747533441,0.2137498010763761,0.20376448742136508,0.21293454071061316,0.22896135271694207
8930e026b07ffff,37.36651961003414,127.09329172089208,41135662,금곡동,분당구,0.2716677734571954,0.3057914029293038,0.2853172252460388,0.0,1.0,0.9897154610901612,1.0,0.8,0.0,0,6,,Unknown,0.3961154169390232,0.2918124336158817,0.2716677734571954,0.2716677734571954,0.3140382315414153,0.25752783048142525,0.40624280561737397,0.3241668825882624
8930e1c922fffff,37.40067509369675,127.04902627337528,41135680,운중동,분당구,0.2059581325868684,0.3036603248464614,0.2450390094907056,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.2067419927164067,0.2916803098533317,0.2059581325868684,0.2059581325868684,0.2276238349423457,0.2209674265773783,0.3438914895249789,0.2469903954113642
8930e15353bffff,37.39970296516798,127.13538720810108,41135600,이매1동,분당구,0.1032687369307485,0.2296300483595816,0.1538132615022818,0.0,0.825,0.861158724717175,1.0,0.8,0.0,2,83,,Unknown,0.145298347184611,0.2137762129782459,0.1032687369307485,0.1032687369307485,0.1435044890187816,0.11272169362423047,0.12464507712378176,0.140974677071365
8930e152643ffff,37.41340653717465,127.12868104734164,41135620,야탑1동,분당구,0.5540292177394195,0.3964888625358763,0.4910130756580022,0.0,0.4750000000000001,0.8560164552622557,1.0,0.8,0.0,6,90,,Unknown,0.2595947334018115,0.3922237079971283,0.5540292177394195,0.5540292177394195,0.4252474950025643,0.46486199300757924,0.5537564269818126,0.43018513114655016
8930e153057ffff,37.37668047578759,127.12557825154096,41135530,수내2동,분당구,0.0527459703034849,0.0230055092039964,0.0408497858636895,0.0,1.0,0.97086047308879,1.0,0.8,0.0,0,17,,Unknown,0.0,0.0199166486399521,0.0527459703034849,0.0527459703034849,0.0287148487965562,0.029500871763450016,0.08251477246565882,0.032809914011226224
8930e15300bffff,37.37776251579562,127.12828999838594,41135580,서현1동,분당구,0.9968130393916228,0.6447023797590359,0.855968775538588,0.0,0.7375,0.8543023654439492,1.0,0.8,0.0,3,88,,Unknown,0.3879914090951536,0.6379679208477442,0.9968130393916228,0.9968130393916228,0.7244552706667124,0.6063353609372737,0.898837387767631,0.6800467246742612
8930e024ca7ffff,37.35348224341886,127.09481559463292,41135662,금곡동,분당구,0.2716677734571954,0.3057914029293038,0.2853172252460388,1.0,1.0,0.9982859101816935,1.0,0.8,0.7986287281453549,0,1,,Unknown,0.3961154169390232,0.2918124336158817,0.2716677734571954,0.2716677734571954,0.3140382315414153,0.25752783048142525,0.40624280561737397,0.3241668825882624
8930e152057ffff,37.42381374154573,127.14791967755076,41133660,하대원동,중원구,0.089748363864971,0.1148785912461475,0.0998004548174416,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.2174806237743953,0.1097736590937682,0.089748363864971,0.089748363864971,0.1330743656449976,0.11612220875556642,0.21953418770623898,0.15042913044239578
8930e15268fffff,37.4247082058497,127.1296364807082,41133660,하대원동,중원구,0.089748363864971,0.1148785912461475,0.0998004548174416,0.0,1.0,0.9760027425437092,1.0,0.8,0.0,0,14,,Unknown,0.2174806237743953,0.1097736590937682,0.089748363864971,0.089748363864971,0.1330743656449976,0.11612220875556642,0.21953418770623898,0.15042913044239578
8930e15253bffff,37.44684711266503,127.1577474040778,41133540,금광2동,중원구,0.1227422125360378,0.2060537323706173,0.1560668204698696,0.0,0.825,0.5024691358024691,1.0,0.8,0.0,2,405,,Unknown,0.5099449061537025,0.1945478673095702,0.1227422125360378,0.1227422125360378,0.2568544343147203,0.048806143990529835,0.3262029007750748,0.2496359064219144
8930e1521abffff,37.43921487255079,127.17284606967428,41133570,상대원1동,중원구,0.1464882246035055,0.317823978552547,0.2150225261831221,0.0,0.3,0.953719574905725,1.0,0.8,0.0,8,35,,Unknown,0.5088243533476515,0.2910084552227944,0.1464882246035055,0.1464882246035055,0.2913191208815715,0.9372439985935205,0.653576087790653,0.5001906371894749
8930e1c8b3bffff,37.45904370256175,127.14041263989049,41131620,복정동,수정구,0.1169695747533441,0.1752065572430349,0.1402643677492204,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.3983565225511252,0.1664261426881347,0.1169695747533441,0.1169695747533441,0.2137498010763761,0.20376448742136508,0.21293454071061316,0.22896135271694207
8930e026ddbffff,37.39588266612801,127.0643324539782,41135680,운중동,분당구,0.2059581325868684,0.3036603248464614,0.2450390094907056,0.0,0.9125,1.0,1.0,0.8,0.0,1,1,,Unknown,0.2067419927164067,0.2916803098533317,0.2059581325868684,0.2059581325868684,0.2276238349423457,0.2209674265773783,0.3438914895249789,0.2469903954113642
8930e1506dbffff,37.37445478293813,127.15422013959903,41135510,분당동,분당구,0.0352251358978095,0.151264084629794,0.0816407153906033,0.0,1.0,0.9862872814535482,1.0,0.8,0.0,0,8,,Unknown,0.283406480530395,0.1397587607511954,0.0352251358978095,0.0352251358978095,0.1358129455009316,0.055171376044073406,0.08449082956027934,0.12955629910525632
8930e1c9ecbffff,37.41390872060558,127.06845648109643,41131650,시흥동,수정구,0.1287571319758471,0.268369406110957,0.1846020416298911,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.0966476795218974,0.261308367454804,0.1287571319758471,0.1287571319758471,0.1522621051094014,0.3081515232711472,0.1828140587829023,0.19122743323826935
8930e152433ffff,37.4420874357393,127.13897583721712,41131510,신흥1동,수정구,0.0745363536646204,0.0469772014618894,0.063512692783528,0.0,0.825,0.5011600928074246,1.0,0.8,0.0,2,862,,Unknown,0.4194602670650854,0.0428625863396534,0.0745363536646204,0.0745363536646204,0.1700950858535181,0.02173935239245724,0.24612462589210343,0.16961141912943306
8930e1c8a33ffff,37.45427974025095,127.12164484995856,41131540,태평1동,수정구,0.0915769108572866,0.1623178069514097,0.1198732692949358,0.0,1.0,0.9794309221803222,1.0,0.8,0.0,0,12,,Unknown,0.4513026426370343,0.1510170423181063,0.0915769108572866,0.0915769108572866,0.2143546632564158,0.05212869380611907,0.18651676770777378,0.19974770521172702
8930e026cd3ffff,37.39112197452544,127.04561424016684,41135680,운중동,분당구,0.2059581325868684,0.3036603248464614,0.2450390094907056,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.2067419927164067,0.2916803098533317,0.2059581325868684,0.2059581325868684,0.2276238349423457,0.2209674265773783,0.3438914895249789,0.2469903954113642
8930e1c9c43ffff,37.4301971655593,127.075057190012,41131640,고등동,수정구,0.0919400957440941,0.1242854967661393,0.1048782561529121,0.0,1.0,0.914295509084676,1.0,0.8,0.0,0,50,,Unknown,0.168923335512186,0.1176946116277231,0.0919400957440941,0.0919400957440941,0.1214736966454289,0.15910017311052807,0.15616606553602946,0.13940271980491997
8930e1c9dc3ffff,37.444092361411776,127.08932349301256,41131640,고등동,수정구,0.0919400957440941,0.1242854967661393,0.1048782561529121,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.168923335512186,0.1176946116277231,0.0919400957440941,0.0919400957440941,0.1214736966454289,0.15910017311052807,0.15616606553602946,0.13940271980491997
8930e15232bffff,37.41311468703911,127.17586976480132,41133670,도촌동,중원구,0.1258360805453779,0.2006614114125326,0.1557662128922398,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.282659445326361,0.1929170348690428,0.1258360805453779,0.1258360805453779,0.189653328560589,0.1745603382005516,0.2850510321540941,0.21208520687769883
8930e02498fffff,37.34560980425557,127.1229556277552,41135670,구미동,분당구,0.4625237494876398,0.3638099021031401,0.4230382105338399,1.0,0.7375,0.9554336647240316,1.0,0.8,0.5637058621871786,3,29,,Unknown,0.4201139228686152,0.3347497094445013,0.4625237494876398,0.4625237494876398,0.4178572914911478,0.3011957405091735,0.3673163993553833,0.3798197805087242
8930e1c927bffff,37.39460091867007,127.0406700295364,41135680,운중동,분당구,0.2059581325868684,0.3036603248464614,0.2450390094907056,0.0,1.0,0.9880013712718546,1.0,0.8,0.0,0,7,,Unknown,0.2067419927164067,0.2916803098533317,0.2059581325868684,0.2059581325868684,0.2276238349423457,0.2209674265773783,0.3438914895249789,0.2469903954113642
8930e026b53ffff,37.36044942688107,127.08492890282172,41135665,구미1동,분당구,0.3151374004709809,0.2235613294144668,0.2785069720483753,1.0,1.0,1.0,1.0,0.8,0.8,0,0,,Unknown,0.2080493043234662,0.2212685070153227,0.3151374004709809,0.3151374004709809,0.2595437482628119,0.35778522681970787,0.27309876448469034,0.27181536761477243
8930e150453ffff,37.390746694473286,127.1608484269334,41135580,서현1동,분당구,0.9968130393916228,0.6447023797590359,0.855968775538588,0.0,1.0,0.9897154610901612,1.0,0.8,0.0,0,6,,Unknown,0.3879914090951536,0.6379679208477442,0.9968130393916228,0.9968130393916228,0.7244552706667124,0.6063353609372737,0.898837387767631,0.6800467246742612
8930e1531d7ffff,37.39056646033536,127.13985690312283,41135600,이매1동,분당구,0.1032687369307485,0.2296300483595816,0.1538132615022818,0.0,0.9125,0.9022968803565308,1.0,0.8,0.0,1,58,,Unknown,0.145298347184611,0.2137762129782459,0.1032687369307485,0.1032687369307485,0.1435044890187816,0.11272169362423047,0.12464507712378176,0.140974677071365
8930e1536bbffff,37.37866140270665,127.1100258190831,41135520,수내1동,분당구,0.820864304458659,0.2723208210090141,0.601446911078801,0.0,0.7375,0.9725745629070964,1.0,0.8,0.0,3,19,,Unknown,0.2856475861424969,0.27601678947651,0.820864304458659,0.820864304458659,0.5240874102182731,0.47783647525618606,0.4890261683677385,0.459709335629056
8930e026bcbffff,37.36219092212944,127.08245718723478,41135665,구미1동,분당구,0.3151374004709809,0.2235613294144668,0.2785069720483753,1.0,1.0,1.0,1.0,0.8,0.8,0,0,,Unknown,0.2080493043234662,0.2212685070153227,0.3151374004709809,0.3151374004709809,0.2595437482628119,0.35778522681970787,0.27309876448469034,0.27181536761477243
8930e1504cbffff,37.39249048204472,127.1583741170579,41135580,서현1동,분당구,0.9968130393916228,0.6447023797590359,0.855968775538588,0.0,0.65,0.9657182036338704,1.0,0.8,0.0,4,24,,Unknown,0.3879914090951536,0.6379679208477442,0.9968130393916228,0.9968130393916228,0.7244552706667124,0.6063353609372737,0.898837387767631,0.6800467246742612
8930e152223ffff,37.408363454073175,127.15710018482623,41135640,야탑3동,분당구,0.0952964136419912,0.2491020055222445,0.1568186503940925,0.0,1.0,0.9914295509084676,1.0,0.8,0.0,0,5,,Unknown,0.469978522737884,0.232590439514758,0.0952964136419912,0.0952964136419912,0.2420245528389508,0.26880613857527175,0.07553142506331056,0.2481629427903718
8930e024887ffff,37.340865294791904,127.10422715624284,41135670,구미동,분당구,0.4625237494876398,0.3638099021031401,0.4230382105338399,1.0,0.65,0.910867329448063,1.0,0.8,0.4736510113129928,4,56,,Unknown,0.4201139228686152,0.3347497094445013,0.4625237494876398,0.4625237494876398,0.4178572914911478,0.3011957405091735,0.3673163993553833,0.3798197805087242
8930e1530cfffff,37.37842319828611,127.12310514574646,41135530,수내2동,분당구,0.0527459703034849,0.0230055092039964,0.0408497858636895,0.0,1.0,0.9914295509084676,1.0,0.8,0.0,0,5,,Unknown,0.0,0.0199166486399521,0.0527459703034849,0.0527459703034849,0.0287148487965562,0.029500871763450016,0.08251477246565882,0.032809914011226224
8930e153643ffff,37.366281831928966,127.10636468161964,41135550,정자1동,분당구,0.5303897174782778,0.5484965438631837,0.5376324480322402,0.0,0.3,0.8765855330819334,1.0,0.8,0.0,14,86,,Unknown,0.5654122700532263,0.5316036957519632,0.5303897174782778,0.5303897174782778,0.5411999778191837,0.6184404979551392,0.7528585680300821,0.5903686349548949
8930e024d6bffff,37.34410913877362,127.11235443686284,41135670,구미동,분당구,0.4625237494876398,0.3638099021031401,0.4230382105338399,1.0,0.65,0.7051765512512853,1.0,0.8,0.3666918066506683,4,176,,Unknown,0.4201139228686152,0.3347497094445013,0.4625237494876398,0.4625237494876398,0.4178572914911478,0.3011957405091735,0.3673163993553833,0.3798197805087242
8930e1535b3ffff,37.408838837966485,127.1309166500576,41135630,야탑2동,분당구,0.092904324994784,0.0682464174281091,0.083041161968114,0.0,0.5625,0.8097360301679807,1.0,0.8,0.0,5,116,,Unknown,0.1182183210383789,0.0652205241249644,0.092904324994784,0.092904324994784,0.0935775735904075,0.08941652771142734,0.32405417849742923,0.12767098240044425
8930e1cd287ffff,37.462488936022375,127.16957923644794,41133560,은행2동,중원구,0.1344689082617625,0.1276370413956344,0.1317361615153112,0.0,0.7375,0.5049019607843137,1.0,0.8,0.0,3,306,,Unknown,0.4359884209543375,0.1219760661493637,0.1344689082617625,0.1344689082617625,0.2218015515414353,0.03199287240438351,0.176137671705932,0.19310532535757613
8930e152c7bffff,37.43548867518394,127.1909053851512,41133570,상대원1동,중원구,0.1464882246035055,0.317823978552547,0.2150225261831221,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.5088243533476515,0.2910084552227944,0.1464882246035055,0.1464882246035055,0.2913191208815715,0.9372439985935205,0.653576087790653,0.5001906371894749
8930e024917ffff,37.34386653876901,127.1254275084764,41135670,구미동,분당구,0.4625237494876398,0.3638099021031401,0.4230382105338399,1.0,0.3,0.8491600959890298,1.0,0.8,0.2037984230373671,9,97,,Unknown,0.4201139228686152,0.3347497094445013,0.4625237494876398,0.4625237494876398,0.4178572914911478,0.3011957405091735,0.3673163993553833,0.3798197805087242
8930e1c9bb3ffff,37.421032972115874,127.11359543519283,41131650,시흥동,수정구,0.1287571319758471,0.268369406110957,0.1846020416298911,0.0,1.0,0.8508741858073362,1.0,0.8,0.0,0,87,,Unknown,0.0966476795218974,0.261308367454804,0.1287571319758471,0.1287571319758471,0.1522621051094014,0.3081515232711472,0.1828140587829023,0.19122743323826935
8930e15211bffff,37.43422188247118,127.16717115847398,41133570,상대원1동,중원구,0.1464882246035055,0.317823978552547,0.2150225261831221,0.0,0.3,0.7034624614329789,1.0,0.8,0.0,15,188,,Unknown,0.5088243533476515,0.2910084552227944,0.1464882246035055,0.1464882246035055,0.2913191208815715,0.9372439985935205,0.653576087790653,0.5001906371894749
8930e1522b3ffff,37.41641901877541,127.14991526275932,41133670,도촌동,중원구,0.1258360805453779,0.2006614114125326,0.1557662128922398,0.0,0.825,0.8148782996229001,1.0,0.8,0.0,2,110,,Unknown,0.282659445326361,0.1929170348690428,0.1258360805453779,0.1258360805453779,0.189653328560589,0.1745603382005516,0.2850510321540941,0.21208520687769883
8930e1534abffff,37.39669172940183,127.11416467464596,41135655,삼평동,분당구,0.4465934301776538,1.0,0.6679560581065923,0.0,0.4750000000000001,0.8782996229002399,1.0,0.8,0.0,6,77,,Unknown,0.184330936595387,1.0,0.4465934301776538,0.4465934301776538,0.5062663245585604,1.0,0.7124932852428824,0.6422754129708099
8930e1cd663ffff,37.46097976844047,127.1589491859554,41131610,양지동,수정구,0.0413673771528296,0.0497798714423575,0.0447323748686408,0.0,0.9125,0.7840246828933835,1.0,0.8,0.0,1,127,,Unknown,0.1411896535624241,0.0466749071445191,0.0413673771528296,0.0413673771528296,0.0726409425736303,0.0028229364954274177,0.06031770393676617,0.06251811313967617
8930e0269bbffff,37.390853686589054,127.09271530409995,41135650,판교동,분당구,0.1275882933326259,0.1865480898138088,0.151172211925099,0.0,0.9125,0.7206033596160437,1.0,0.8,0.0,1,164,,Unknown,0.0968344383229059,0.1809293821411808,0.1275882933326259,0.1275882933326259,0.1316974090318486,0.118694274580035,0.1817396976440795,0.13691195423810673
8930e1c9aabffff,37.40888296622315,127.09684889519244,41131650,시흥동,수정구,0.1287571319758471,0.268369406110957,0.1846020416298911,0.0,0.7375,0.7703119643469316,1.0,0.8,0.0,3,137,,Unknown,0.0966476795218974,0.261308367454804,0.1287571319758471,0.1287571319758471,0.1522621051094014,0.3081515232711472,0.1828140587829023,0.19122743323826935
8930e152013ffff,37.429465667819066,127.14839923480989,41133660,하대원동,중원구,0.089748363864971,0.1148785912461475,0.0998004548174416,0.0,0.65,0.5611930065135411,1.0,0.8,0.0,4,260,,Unknown,0.2174806237743953,0.1097736590937682,0.089748363864971,0.089748363864971,0.1330743656449976,0.11612220875556642,0.21953418770623898,0.15042913044239578
8930e1533a3ffff,37.37511690574865,127.14903332775616,41135580,서현1동,분당구,0.9968130393916228,0.6447023797590359,0.855968775538588,0.0,1.0,0.9622900239972574,1.0,0.8,0.0,0,22,,Unknown,0.3879914090951536,0.6379679208477442,0.9968130393916228,0.9968130393916228,0.7244552706667124,0.6063353609372737,0.898837387767631,0.6800467246742612
8930e1cd077ffff,37.47139507471097,127.17821709763652,41133560,은행2동,중원구,0.1344689082617625,0.1276370413956344,0.1317361615153112,0.0,1.0,0.9794309221803222,1.0,0.8,0.0,0,12,,Unknown,0.4359884209543375,0.1219760661493637,0.1344689082617625,0.1344689082617625,0.2218015515414353,0.03199287240438351,0.176137671705932,0.19310532535757613
8930e1c9d4bffff,37.43496189609702,127.09379872977912,41131640,고등동,수정구,0.0919400957440941,0.1242854967661393,0.1048782561529121,0.0,1.0,0.9794309221803222,1.0,0.8,0.0,0,12,,Unknown,0.168923335512186,0.1176946116277231,0.0919400957440941,0.0919400957440941,0.1214736966454289,0.15910017311052807,0.15616606553602946,0.13940271980491997
8930e0268b3ffff,37.38609717483726,127.07398667272014,41135680,운중동,분당구,0.2059581325868684,0.3036603248464614,0.2450390094907056,0.0,0.9125,0.7994514912581419,1.0,0.8,0.0,1,118,,Unknown,0.2067419927164067,0.2916803098533317,0.2059581325868684,0.2059581325868684,0.2276238349423457,0.2209674265773783,0.3438914895249789,0.2469903954113642
8930e1c9867ffff,37.41952383742538,127.10298423265763,41131650,시흥동,수정구,0.1287571319758471,0.268369406110957,0.1846020416298911,0.0,0.9125,0.7428865272540279,1.0,0.8,0.0,1,151,,Unknown,0.0966476795218974,0.261308367454804,0.1287571319758471,0.1287571319758471,0.1522621051094014,0.3081515232711472,0.1828140587829023,0.19122743323826935
8930e026d97ffff,37.40652081402444,127.07045769753697,41131650,시흥동,수정구,0.1287571319758471,0.268369406110957,0.1846020416298911,0.0,1.0,0.964004113815564,1.0,0.8,0.0,0,21,,Unknown,0.0966476795218974,0.261308367454804,0.1287571319758471,0.1287571319758471,0.1522621051094014,0.3081515232711472,0.1828140587829023,0.19122743323826935
8930e1c9383ffff,37.41587604915616,127.05290999580856,41131640,고등동,수정구,0.0919400957440941,0.1242854967661393,0.1048782561529121,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.168923335512186,0.1176946116277231,0.0919400957440941,0.0919400957440941,0.1214736966454289,0.15910017311052807,0.15616606553602946,0.13940271980491997
8930e026c5bffff,37.381996323150766,127.0500883131434,41135680,운중동,분당구,0.2059581325868684,0.3036603248464614,0.2450390094907056,0.0,1.0,0.9982859101816935,1.0,0.8,0.0,0,1,,Unknown,0.2067419927164067,0.2916803098533317,0.2059581325868684,0.2059581325868684,0.2276238349423457,0.2209674265773783,0.3438914895249789,0.2469903954113642
8930e150697ffff,37.38509509528431,127.16036797964306,41135580,서현1동,분당구,0.9968130393916228,0.6447023797590359,0.855968775538588,0.0,1.0,0.9657182036338704,1.0,0.8,0.0,0,20,,Unknown,0.3879914090951536,0.6379679208477442,0.9968130393916228,0.9968130393916228,0.7244552706667124,0.6063353609372737,0.898837387767631,0.6800467246742612
8930e1c99a3ffff,37.439068020178446,127.11773817885988,41131640,고등동,수정구,0.0919400957440941,0.1242854967661393,0.1048782561529121,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.168923335512186,0.1176946116277231,0.0919400957440941,0.0919400957440941,0.1214736966454289,0.15910017311052807,0.15616606553602946,0.13940271980491997
8930e1c9e87ffff,37.42454874272511,127.07458451815972,41131640,고등동,수정구,0.0919400957440941,0.1242854967661393,0.1048782561529121,0.0,1.0,0.9485773054508057,1.0,0.8,0.0,0,30,,Unknown,0.168923335512186,0.1176946116277231,0.0919400957440941,0.0919400957440941,0.1214736966454289,0.15910017311052807,0.15616606553602946,0.13940271980491997
8930e15329bffff,37.36604255743198,127.11944069933956,41135560,정자2동,분당구,0.0134788150521714,0.1170008239953057,0.0548876186294251,0.0,0.9125,0.8131642098045937,1.0,0.8,0.0,1,110,,Unknown,0.303669810439817,0.1073312229038286,0.0134788150521714,0.0134788150521714,0.1239992156313793,0.015765713354358966,0.017055483078812064,0.10579092533384785
8930e026c8fffff,37.394372407459954,127.05373602155868,41135680,운중동,분당구,0.2059581325868684,0.3036603248464614,0.2450390094907056,0.0,0.5625,0.9760027425437092,1.0,0.8,0.0,5,19,,Unknown,0.2067419927164067,0.2916803098533317,0.2059581325868684,0.2059581325868684,0.2276238349423457,0.2209674265773783,0.3438914895249789,0.2469903954113642
8930e1c93b7ffff,37.41912833622608,127.0610362620283,41131640,고등동,수정구,0.0919400957440941,0.1242854967661393,0.1048782561529121,0.0,1.0,0.996571820363387,1.0,0.8,0.0,0,2,,Unknown,0.168923335512186,0.1176946116277231,0.0919400957440941,0.0919400957440941,0.1214736966454289,0.15910017311052807,0.15616606553602946,0.13940271980491997
8930e1c989bffff,37.42996905784208,127.0881383748597,41131640,고등동,수정구,0.0919400957440941,0.1242854967661393,0.1048782561529121,0.0,1.0,0.9897154610901612,1.0,0.8,0.0,0,6,,Unknown,0.168923335512186,0.1176946116277231,0.0919400957440941,0.0919400957440941,0.1214736966454289,0.15910017311052807,0.15616606553602946,0.13940271980491997
8930e152cafffff,37.44788055368432,127.19459184989296,41133570,상대원1동,중원구,0.1464882246035055,0.317823978552547,0.2150225261831221,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.5088243533476515,0.2910084552227944,0.1464882246035055,0.1464882246035055,0.2913191208815715,0.9372439985935205,0.653576087790653,0.5001906371894749
8930e153193ffff,37.39621720660294,127.1403354625644,41135600,이매1동,분당구,0.1032687369307485,0.2296300483595816,0.1538132615022818,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.145298347184611,0.2137762129782459,0.1032687369307485,0.1032687369307485,0.1435044890187816,0.11272169362423047,0.12464507712378176,0.140974677071365
8930e153677ffff,37.36952778544847,127.11449550017728,41135545,정자동,분당구,0.143609808465298,0.2071475318499021,0.1690248978191396,0.0,0.9125,0.5303393897840244,1.0,0.8,0.0,1,275,,Unknown,0.2173872443738911,0.2080913249989688,0.143609808465298,0.143609808465298,0.1818634183712936,0.08688979074333712,0.3520834932085028,0.19487751991626898
8930e1cd34bffff,37.453112412011485,127.18716052749284,41133570,상대원1동,중원구,0.1464882246035055,0.317823978552547,0.2150225261831221,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.5088243533476515,0.2910084552227944,0.1464882246035055,0.1464882246035055,0.2913191208815715,0.9372439985935205,0.653576087790653,0.5001906371894749
8930e026b87ffff,37.37282676358522,127.08858427368618,41135662,금곡동,분당구,0.2716677734571954,0.3057914029293038,0.2853172252460388,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.3961154169390232,0.2918124336158817,0.2716677734571954,0.2716677734571954,0.3140382315414153,0.25752783048142525,0.40624280561737397,0.3241668825882624
8930e150487ffff,37.40313266867474,127.1645247641317,41135640,야탑3동,분당구,0.0952964136419912,0.2491020055222445,0.1568186503940925,0.0,1.0,0.9845731916352416,1.0,0.8,0.0,0,9,,Unknown,0.469978522737884,0.232590439514758,0.0952964136419912,0.0952964136419912,0.2420245528389508,0.26880613857527175,0.07553142506331056,0.2481629427903718
8930e1c92afffff,37.40697718333146,127.04431603920156,41131650,시흥동,수정구,0.1287571319758471,0.268369406110957,0.1846020416298911,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.0966476795218974,0.261308367454804,0.1287571319758471,0.1287571319758471,0.1522621051094014,0.3081515232711472,0.1828140587829023,0.19122743323826935
8930e1c9c77ffff,37.43344983412085,127.08318961875078,41131640,고등동,수정구,0.0919400957440941,0.1242854967661393,0.1048782561529121,0.0,0.9125,0.8782996229002399,1.0,0.8,0.0,1,72,,Unknown,0.168923335512186,0.1176946116277231,0.0919400957440941,0.0919400957440941,0.1214736966454289,0.15910017311052807,0.15616606553602946,0.13940271980491997
8930e1526c3ffff,37.4197161406024,127.12397056676156,41133670,도촌동,중원구,0.1258360805453779,0.2006614114125326,0.1557662128922398,0.0,0.825,0.921151868357902,1.0,0.8,0.0,2,48,,Unknown,0.282659445326361,0.1929170348690428,0.1258360805453779,0.1258360805453779,0.189653328560589,0.1745603382005516,0.2850510321540941,0.21208520687769883
8930e1523bbffff,37.42117259556485,127.16868412669037,41133670,도촌동,중원구,0.1258360805453779,0.2006614114125326,0.1557662128922398,0.0,1.0,0.9657182036338704,1.0,0.8,0.0,0,20,,Unknown,0.282659445326361,0.1929170348690428,0.1258360805453779,0.1258360805453779,0.189653328560589,0.1745603382005516,0.2850510321540941,0.21208520687769883
8930e15308bffff,37.3840728496757,127.12358204416812,41135580,서현1동,분당구,0.9968130393916228,0.6447023797590359,0.855968775538588,0.0,0.3,0.8902982516283853,1.0,0.8,0.0,11,75,,Unknown,0.3879914090951536,0.6379679208477442,0.9968130393916228,0.9968130393916228,0.7244552706667124,0.6063353609372737,0.898837387767631,0.6800467246742612
8930e024d27ffff,37.35474467668695,127.11848802437667,41135570,정자3동,분당구,0.2975470887555387,0.2013665412256768,0.259074869743594,1.0,0.7375,0.9434350359958862,1.0,0.8,0.5566266712375729,3,36,,Unknown,0.1550098048370529,0.1864085727604963,0.2975470887555387,0.2975470887555387,0.2270012745812323,0.03868520999898839,0.08239966234364209,0.15564057486381422
8930e15356fffff,37.39230947685607,127.13738300440104,41135600,이매1동,분당구,0.1032687369307485,0.2296300483595816,0.1538132615022818,0.0,0.7375,0.9794309221803222,1.0,0.8,0.0,3,15,,Unknown,0.145298347184611,0.2137762129782459,0.1032687369307485,0.1032687369307485,0.1435044890187816,0.11272169362423047,0.12464507712378176,0.140974677071365
