h3_index,lat,lon,CSV_ADMI_CD,ADM_NM,GU_NM,Ds,demand_grade,score_airspace,score_obstacle,score_noise_proxy,score_terrain,score_robot,score_weather,constraint_score,constraint_grade,n_highrise,n_buildings_total,n_lowrise,Ra,Ra_grade,n_crossings,weather_risk,weather_source,airspace_data_status,airspace_proxy_flag,terrain_method,hard_exclusion_flag,constraint_note,airspace_score,obstacle_score,noise_sensitive_score,robot_access_score,weather_score,noise_method,hard_exclusion_reasons
8930e152367ffff,37.41028824361474,127.1756287661284,41133670,도촌동,중원구,0.2853938536924451,C,0.0,0.96875,0.8799999999999999,0.6,0.2578912597398773,0.944093,0.6101468519479755,B,1,1,0,0.2578912597398773,C,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8799999999999999,0.2578912597398773,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e0249cbffff,37.33779904988241,127.11705967386511,41135670,구미동,분당구,0.3326673998045227,B,1.0,0.0,0.9321918137655716,1.0,0.4762433177064886,0.944093,0.670505626294412,D,64,190,106,0.4762433177064886,A,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,False,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,1.0,0.0,0.9321918137655716,0.4762433177064886,0.944093,noise_proxy×0.7 + terrain_slope×0.3,
8930e153213ffff,37.36255685109714,127.12438585252896,41135570,정자3동,분당구,0.2978596732733048,C,0.0,0.28125,0.7386263286999182,0.6,0.3448580834693706,0.944093,0.4617654824338578,D,23,253,221,0.3448580834693706,B,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.28125,0.7386263286999182,0.3448580834693706,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1cd3cbffff,37.459426870806624,127.18244774707244,41133560,은행2동,중원구,0.2844044762250496,C,0.0,0.96875,0.8799999999999999,0.6,0.3982583751693695,0.944093,0.6382202750338739,A,1,1,0,0.3982583751693695,B,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8799999999999999,0.3982583751693695,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1c8e4bffff,37.45473616653459,127.0954600532735,41131630,신촌동,수정구,0.1743448314703758,D,0.0,0.96875,0.8748824010389111,0.6,0.0,0.944093,0.5575450802077822,C,1,8,8,,,,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8748824010389111,0.0,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1c932fffff,37.40826100698188,127.06798456774112,41131650,시흥동,수정구,0.2292619362013324,D,0.0,0.96875,0.8460959068827858,0.6,0.2739262612580455,0.944093,0.6065730336281663,B,1,53,53,0.2739262612580455,C,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8460959068827858,0.2739262612580455,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e026a8fffff,37.36242651067808,127.06939073201212,41135680,운중동,분당구,0.3436518582823575,B,1.0,0.96875,0.8595296041556442,0.6,0.376885868870592,0.944093,0.8298516946052471,B,1,32,32,0.376885868870592,B,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,False,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,1.0,0.96875,0.8595296041556442,0.376885868870592,0.944093,noise_proxy×0.7 + terrain_slope×0.3,
8930e026c07ffff,37.39089249501357,127.05868074461058,41135680,운중동,분당구,0.3436518582823575,B,0.0,0.96875,0.8624645279207348,1.0,0.3271856628454958,0.944093,0.6204986381532461,A,1,215,215,0.3271856628454958,C,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8624645279207348,0.3271856628454958,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1c9813ffff,37.42648780251934,127.09308708538325,41131640,고등동,수정구,0.2469481512496434,C,0.0,0.96875,0.7539791255831849,0.6,0.4802096758946501,0.944093,0.629406360295567,B,1,202,197,0.4802096758946501,A,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.7539791255831849,0.4802096758946501,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e024da7ffff,37.36105454897478,127.11378164357748,41135545,정자동,분당구,0.4300143748335851,B,0.0,0.0,0.8707806262325044,1.0,0.4253922871943887,0.944093,0.44805318268537864,D,32,256,202,0.4253922871943887,A,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.0,0.8707806262325044,0.4253922871943887,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지|장애물밀집
8930e1cd253ffff,37.45009801962039,127.16589834680492,41133540,금광2동,중원구,0.3735661281451737,B,0.0,0.59375,0.4204319176566782,1.0,0.3182048961449608,0.944093,0.4552959627603278,D,13,994,906,0.3182048961449608,C,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.59375,0.4204319176566782,0.3182048961449608,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e15310bffff,37.38533669118589,127.14727851835572,41135580,서현1동,분당구,0.4628651701696695,A,0.0,0.96875,0.8307431099995191,0.6,0.2546387324959427,0.944093,0.5996449684990923,C,1,78,77,0.2546387324959427,C,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8307431099995191,0.2546387324959427,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1cd2c3ffff,37.45466764523572,127.16366232399292,41133560,은행2동,중원구,0.2844044762250496,C,0.0,0.5625,0.23587172218284902,0.6,0.3605825547820449,0.944093,0.4206094553929788,D,14,1162,1063,0.3605825547820449,B,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.5625,0.23587172218284902,0.3605825547820449,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e026137ffff,37.38547590597644,127.04514463202374,41135680,운중동,분당구,0.3436518582823575,B,0.0,0.96875,0.869125102207686,0.6,0.2381591568049155,0.944093,0.6040254518025203,C,1,17,17,0.2381591568049155,C,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.869125102207686,0.2381591568049155,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1c9227ffff,37.40349838825216,127.04926133702732,41135680,운중동,분당구,0.3436518582823575,B,0.0,0.96875,0.8799999999999999,0.6,0.3444460498846316,0.944093,0.6274578099769264,B,1,1,0,0.3444460498846316,B,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8799999999999999,0.3444460498846316,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e152157ffff,37.43139539619861,127.16693049218418,41133570,상대원1동,중원구,0.2265850361917555,D,0.0,0.96875,0.8407147323361068,1.0,0.2435739802762554,0.944093,0.5994263425224725,A,1,265,249,0.2435739802762554,C,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8407147323361068,0.2435739802762554,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e15263bffff,37.41948128436066,127.13706132440744,41133670,도촌동,중원구,0.2853938536924451,C,0.0,0.9375,0.961618007791833,1.0,0.1567855041782373,0.944093,0.599999302394014,A,2,76,60,0.1567855041782373,D,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.9375,0.961618007791833,0.1567855041782373,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e153003ffff,37.38058744117328,127.12852870079834,41135580,서현1동,분당구,0.4628651701696695,A,0.0,0.0,0.9002068202587656,1.0,0.4486433639760003,0.944093,0.45858863684695317,D,51,234,156,0.4486433639760003,A,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.0,0.9002068202587656,0.4486433639760003,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지|장애물밀집
8930e024d37ffff,37.35648750753181,127.1160158953418,41135570,정자3동,분당구,0.2978596732733048,C,1.0,0.84375,0.8518532057140109,0.6,0.488203882630838,0.944093,0.8255800176689698,B,5,59,44,0.488203882630838,A,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,False,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,1.0,0.84375,0.8518532057140109,0.488203882630838,0.944093,noise_proxy×0.7 + terrain_slope×0.3,
8930e15309bffff,37.385815377737735,127.12110872420077,41135580,서현1동,분당구,0.4628651701696695,A,0.0,0.9375,0.9571401087008802,1.0,0.7097947267368776,0.944093,0.7097055670875515,A,2,163,67,0.7097947267368776,A,2.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.9375,0.9571401087008802,0.7097947267368776,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e02602fffff,37.37333090986925,127.02844069951716,41135680,운중동,분당구,0.3436518582823575,B,1.0,0.96875,0.8704045019479583,0.6,0.0,0.944093,0.7566495003895917,D,1,15,15,,,,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,False,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,1.0,0.96875,0.8704045019479583,0.0,0.944093,noise_proxy×0.7 + terrain_slope×0.3,
8930e15204fffff,37.419244924896425,127.15015512052273,41133670,도촌동,중원구,0.2853938536924451,C,0.0,0.96875,0.8160300129863884,0.6,0.0,0.944093,0.5457746025972777,D,1,100,100,0.0,D,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8160300129863884,0.0,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1526d3ffff,37.42145808544717,127.12149591028944,41133670,도촌동,중원구,0.2853938536924451,C,0.0,0.96875,0.9571401087008802,1.0,0.4712589732352424,0.944093,0.6682484163872245,A,1,67,67,0.4712589732352424,A,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.9571401087008802,0.4712589732352424,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e152533ffff,37.449673568181545,127.15798774018413,41131590,단대동,수정구,0.2843489320738011,C,0.0,0.8125,0.45689481025443685,1.0,0.3767071256053973,0.944093,0.5180389871719668,D,6,980,849,0.3767071256053973,B,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.8125,0.45689481025443685,0.3767071256053973,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1c8b33ffff,37.46186988727421,127.14065220495262,41131620,복정동,수정구,0.2465699214638441,C,0.0,0.90625,0.8899716223365879,1.0,0.2264240337356834,0.944093,0.5933477312144543,A,3,185,172,0.2264240337356834,D,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.90625,0.8899716223365879,0.2264240337356834,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e026dd3ffff,37.398706271619766,127.06456821882212,41131650,시흥동,수정구,0.2292619362013324,D,0.0,0.96875,0.8799999999999999,0.6,0.3512855348844549,0.944093,0.628825706976891,B,1,1,0,0.3512855348844549,B,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8799999999999999,0.3512855348844549,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1506d3ffff,37.37728029084002,127.1544600479672,41135580,서현1동,분당구,0.4628651701696695,A,0.0,0.96875,0.8716839016882305,0.6,0.3579328725919772,0.944093,0.6284919548560415,B,1,13,13,0.3579328725919772,B,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8716839016882305,0.3579328725919772,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1c9ec3ffff,37.41673264091275,127.06869250362472,41131650,시흥동,수정구,0.2292619362013324,D,0.0,0.96875,0.8799999999999999,0.6,0.2945365802140299,0.944093,0.617475916042806,B,1,1,0,0.2945365802140299,C,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8799999999999999,0.2945365802140299,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e15242bffff,37.43751925282115,127.14121214410784,41133510,성남동,중원구,0.5129422940779669,A,0.0,0.96875,0.3336873272799052,1.0,0.4549997055210363,0.944093,0.5403060065601883,C,1,1937,1833,0.4549997055210363,A,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.3336873272799052,0.4549997055210363,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1532d7ffff,37.36321803066209,127.11920252139718,41135570,정자3동,분당구,0.2978596732733048,C,0.0,0.0,0.9577798085710163,1.0,0.7200608562100377,0.944093,0.5243867329562109,D,76,150,66,0.7200608562100377,A,2.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.0,0.9577798085710163,0.7200608562100377,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지|장애물밀집
8930e1c8a2bffff,37.44971267229936,127.12388204845772,41131540,태평1동,수정구,0.327805441111458,B,0.0,0.96875,0.836500408830744,0.6,0.3895158115420343,0.944093,0.6277718440745557,B,1,74,68,0.3895158115420343,B,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.836500408830744,0.3895158115420343,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e026ccbffff,37.386559230775376,127.04785140714168,41135680,운중동,분당구,0.3436518582823575,B,0.0,0.96875,0.869125102207686,0.6,0.0,0.944093,0.5563936204415372,D,1,17,17,0.0,D,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.869125102207686,0.0,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1c98d7ffff,37.42714451801727,127.08790143769724,41131640,고등동,수정구,0.2469481512496434,C,0.0,0.96875,0.8780809003895915,0.6,0.0,0.944093,0.5581847800779183,C,1,3,3,0.0,D,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8780809003895915,0.0,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1c9dbbffff,37.45017069204539,127.09769796922284,41131630,신촌동,수정구,0.1743448314703758,D,0.0,0.96875,0.7290308306478763,0.6,0.3188700449428063,0.944093,0.5921487751181365,C,1,236,236,0.3188700449428063,C,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.7290308306478763,0.3188700449428063,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e152323ffff,37.41594117570286,127.17611083069116,41133670,도촌동,중원구,0.2853938536924451,C,0.0,0.96875,0.8799999999999999,0.6,0.3782553123533536,0.944093,0.6342196624706707,A,1,1,0,0.3782553123533536,B,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8799999999999999,0.3782553123533536,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e024987ffff,37.34843421521525,127.12319396420058,41135670,구미동,분당구,0.3326673998045227,B,1.0,0.96875,0.8467356067529219,0.6,0.5037797058062884,0.944093,0.852671662511842,A,1,60,52,0.5037797058062884,A,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,False,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,1.0,0.96875,0.8467356067529219,0.5037797058062884,0.944093,noise_proxy×0.7 + terrain_slope×0.3,
8930e150497ffff,37.40487638720391,127.16204994454004,41135640,야탑3동,분당구,0.2899265421066042,C,0.0,0.96875,0.8249858111682937,0.6,0.2718382554227102,0.944093,0.6019334133182008,C,1,87,86,0.2718382554227102,C,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8249858111682937,0.2718382554227102,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e026b97ffff,37.37456818947677,127.0861120490388,41135662,금곡동,분당구,0.3352825633228366,B,0.0,0.96875,0.8799999999999999,0.6,0.1667324233046259,0.944093,0.5919150846609251,C,1,1,0,0.1667324233046259,D,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8799999999999999,0.1667324233046259,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1531cfffff,37.38599797399746,127.14209144984908,41135580,서현1동,분당구,0.4628651701696695,A,0.0,0.96875,0.8390592083112884,0.6,0.2873580512228865,0.944093,0.607852051906835,B,1,64,64,0.2873580512228865,C,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8390592083112884,0.2873580512228865,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1536b3ffff,37.3814859002725,127.11026366715556,41135550,정자1동,분당구,0.6610120434351695,A,0.0,0.96875,0.8077139146746188,0.6,0.8727123907986083,0.944093,0.7186538610946454,A,1,120,113,0.8727123907986083,A,1.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8077139146746188,0.8727123907986083,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1cd35bffff,37.45485612629328,127.1846834078367,41133570,상대원1동,중원구,0.2265850361917555,D,0.0,0.96875,0.8799999999999999,0.6,0.3643499519420791,0.944093,0.6314385903884159,A,1,1,0,0.3643499519420791,B,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8799999999999999,0.3643499519420791,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e026bc3ffff,37.3650145592105,127.0826936825855,41135662,금곡동,분당구,0.3352825633228366,B,0.0,0.96875,0.8799999999999999,0.6,0.2966923071298109,0.944093,0.6179070614259621,B,1,1,0,0.2966923071298109,C,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8799999999999999,0.2966923071298109,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1504c3ffff,37.39531630540371,127.1586142858126,41135580,서현1동,분당구,0.4628651701696695,A,0.0,0.96875,0.8684854023375499,0.6,0.3517101851172692,0.944093,0.6266077174909638,B,1,18,18,0.3517101851172692,B,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8684854023375499,0.3517101851172692,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
