h3_index,lat,lon,CSV_ADMI_CD,ADM_NM,GU_NM,Ds,demand_grade,score_airspace,score_obstacle,score_noise_proxy,score_terrain,score_robot,score_weather,constraint_score,constraint_grade,n_highrise,n_buildings_total,n_lowrise,Ra,Ra_grade,n_crossings,weather_risk,weather_source,airspace_data_status,airspace_proxy_flag,terrain_method,hard_exclusion_flag,constraint_note,airspace_score,obstacle_score,noise_sensitive_score,robot_access_score,weather_score,noise_method,hard_exclusion_reasons
8930e152343ffff,37.40878490099058,127.16500575557166,41133670,도촌동,중원구,0.2853938536924451,C,0.0,0.84375,0.8601693040257803,0.6,0.3597615406085915,0.944093,0.6015547689268744,C,5,44,31,0.3597615406085915,B,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.84375,0.8601693040257803,0.3597615406085915,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1532afffff,37.36580178844629,127.1325197965372,41135540,수내3동,분당구,0.2948497039907023,C,0.0,0.96875,0.8013169159732576,0.6,0.397401093272843,0.944093,0.6223122018492202,B,1,125,123,0.397401093272843,B,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8013169159732576,0.397401093272843,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1c8a03ffff,37.452111095188805,127.11621622597534,41131630,신촌동,수정구,0.1743448314703758,D,0.0,0.96875,0.8537723053244193,0.6,0.0,0.944093,0.5533230610648838,D,1,41,41,0.0,D,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8537723053244193,0.0,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e026ca3ffff,37.396539348092624,127.05915168399844,41135680,운중동,분당구,0.3436518582823575,B,0.0,0.96875,0.8710442018180944,0.6,0.0,0.944093,0.5567774403636189,D,1,14,14,0.0,D,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8710442018180944,0.0,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1c93cbffff,37.40632171934845,127.04949639895452,41131650,시흥동,수정구,0.2292619362013324,D,0.0,0.96875,0.76,0.2,0.0,0.944093,0.5345686,D,1,1,0,0.0,D,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.76,0.0,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1c98afffff,37.42973945625122,127.10122264574,41131640,고등동,수정구,0.2469481512496434,C,0.0,0.96875,0.6756721658409888,1.0,0.2461971783346534,0.944093,0.5669424688351284,B,1,507,507,0.2461971783346534,C,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.6756721658409888,0.2461971783346534,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e152cc3ffff,37.44246453699113,127.1809990764879,41133570,상대원1동,중원구,0.2265850361917555,D,0.0,0.8125,0.7552585253234572,0.6,0.3268333286163939,0.944093,0.5677369707879703,D,6,226,195,0.3268333286163939,C,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.8125,0.7552585253234572,0.3268333286163939,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1531a7ffff,37.39597769874813,127.15342546804229,41135580,서현1동,분당구,0.4628651701696695,A,0.0,0.96875,0.8780809003895915,0.6,0.3396681935998597,0.944093,0.6261184187978903,B,1,3,3,0.3396681935998597,B,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8780809003895915,0.3396681935998597,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1c9ddbffff,37.44300791843628,127.08661164017435,41131640,고등동,수정구,0.2469481512496434,C,0.0,0.96875,0.8799999999999999,0.6,0.3626647282397391,0.944093,0.6311015456479478,A,1,1,0,0.3626647282397391,B,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8799999999999999,0.3626647282397391,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e15368bffff,37.37649680058146,127.10460491867936,41135550,정자1동,분당구,0.6610120434351695,A,0.0,0.96875,0.9155596171420326,1.0,0.4232187302500171,0.944093,0.6503242694784099,A,1,134,132,0.4232187302500171,A,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.9155596171420326,0.4232187302500171,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e026b9bffff,37.37066194643601,127.08316669125064,41135662,금곡동,분당구,0.3352825633228366,B,0.0,0.96875,0.8799999999999999,0.6,0.1667324233046259,0.944093,0.5919150846609251,C,1,1,0,0.1667324233046259,D,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8799999999999999,0.1667324233046259,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e15049bffff,37.40096806487086,127.1590946422608,41135640,야탑3동,분당구,0.2899265421066042,C,0.0,0.96875,0.847375306623058,0.6,0.2718382554227102,0.944093,0.6064113124091537,B,1,52,51,0.2718382554227102,C,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.847375306623058,0.2718382554227102,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1c9c8bffff,37.440409943654096,127.07329192449016,41131640,고등동,수정구,0.2469481512496434,C,0.0,0.96875,0.879360300129864,0.6,0.0,0.944093,0.5584406600259728,C,1,1,1,,,,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.879360300129864,0.0,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1526d7ffff,37.42254146375092,127.12420921719588,41133670,도촌동,중원구,0.2853938536924451,C,0.0,0.96875,0.9571401087008802,1.0,0.4712589732352424,0.944093,0.6682484163872245,A,1,68,67,0.4712589732352424,A,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.9571401087008802,0.4712589732352424,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e026807ffff,37.3787090013291,127.07598666107624,41135680,운중동,분당구,0.3436518582823575,B,0.0,0.96875,0.8505738059737387,0.6,0.254035752285142,0.944093,0.6034905116517761,C,1,46,46,0.254035752285142,C,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8505738059737387,0.254035752285142,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e024d3bffff,37.35258166663652,127.1130679558278,41135662,금곡동,분당구,0.3352825633228366,B,1.0,0.0,0.9494637102592467,1.0,0.488203882630838,0.944093,0.676352118578017,D,47,150,79,0.488203882630838,A,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,False,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,1.0,0.0,0.9494637102592467,0.488203882630838,0.944093,noise_proxy×0.7 + terrain_slope×0.3,
8930e1c8a4bffff,37.44255067667324,127.11278762230678,41131630,신촌동,수정구,0.1743448314703758,D,0.0,0.96875,0.8799999999999999,0.6,0.0,0.944093,0.5585686,C,1,1,0,0.0,D,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8799999999999999,0.0,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e153583ffff,37.40667303985834,127.12549051482546,41135630,야탑2동,분당구,0.3576010326362412,B,0.0,0.0,0.9232360155836659,1.0,0.5629279657103696,0.944093,0.48605139625880706,D,46,193,120,0.5629279657103696,A,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.0,0.9232360155836659,0.5629279657103696,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지|장애물밀집
8930e1cd257ffff,37.451181646151866,127.16861576903598,41133540,금광2동,중원구,0.3735661281451737,B,0.0,0.8125,0.36376220480015375,0.6,0.3182048961449608,0.944093,0.4877120201890229,D,6,869,807,0.3182048961449608,C,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.8125,0.36376220480015375,0.3182048961449608,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e026a93ffff,37.36590816906045,127.06444773821823,41135680,운중동,분당구,0.3436518582823575,B,1.0,0.96875,0.8627281035063248,0.6,0.376885868870592,0.944093,0.8304913944753833,A,1,27,27,0.376885868870592,B,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,False,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,1.0,0.96875,0.8627281035063248,0.376885868870592,0.944093,noise_proxy×0.7 + terrain_slope×0.3,
8930e1c9b83ffff,37.41886602786727,127.10817059864613,41131650,시흥동,수정구,0.2292619362013324,D,0.0,0.96875,0.8323986340243374,1.0,0.257144521912003,0.944093,0.600477231187268,A,1,262,262,0.257144521912003,C,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8323986340243374,0.257144521912003,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1525cfffff,37.44533866103502,127.14712246232378,41131530,신흥3동,수정구,0.6379810132478028,A,0.0,0.75,0.20346905179982433,0.6,0.3135066174135429,0.944093,0.4422137338426735,D,8,2144,2060,0.3135066174135429,C,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.75,0.20346905179982433,0.3135066174135429,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e024c33ffff,37.34783471238557,127.0943416382912,41135665,구미1동,분당구,0.3418592734528097,B,1.0,0.96875,0.8499341061036025,0.6,0.2011182669402479,0.944093,0.7927790746087701,C,1,47,47,0.2011182669402479,D,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,False,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,1.0,0.96875,0.8499341061036025,0.2011182669402479,0.944093,noise_proxy×0.7 + terrain_slope×0.3,
8930e15347bffff,37.38539288759811,127.11321257336397,41135657,백현동,분당구,0.4537636252138829,B,0.0,0.90625,0.802972439998076,1.0,0.5364943484212097,0.944093,0.6379619576838571,A,3,318,308,0.5364943484212097,A,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.90625,0.802972439998076,0.5364943484212097,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1c8bcfffff,37.45753268574245,127.12978952575548,41131620,복정동,수정구,0.2465699214638441,C,0.0,0.96875,0.6912885383098455,0.6,0.7343071910063773,0.944093,0.6676877458632446,A,1,304,295,0.7343071910063773,A,3.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.6912885383098455,0.7343071910063773,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1cd633ffff,37.46945983553093,127.15967053652568,41131625,위례동,수정구,0.4628701484744641,A,0.0,0.96875,0.8768015006493195,0.6,0.3232564049249996,0.944093,0.6225801811148639,B,1,5,5,0.3232564049249996,C,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8768015006493195,0.3232564049249996,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e152e13ffff,37.424842265967655,127.18474454553532,41133670,도촌동,중원구,0.2853938536924451,C,0.0,0.96875,0.874242701168775,0.6,0.2426627414978229,0.944093,0.6059496885333197,B,1,9,9,0.2426627414978229,C,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.874242701168775,0.2426627414978229,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e02698bffff,37.38868793922184,127.0872957019792,41135650,판교동,분당구,0.2981632220459188,C,0.0,0.21875,0.776105045452359,1.0,0.6359935931025061,0.944093,0.514988327710973,D,25,396,350,0.6359935931025061,A,4.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.21875,0.776105045452359,0.6359935931025061,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e026e6fffff,37.36200252278752,127.06150521661964,41135680,운중동,분당구,0.3436518582823575,B,1.0,0.96875,0.8185888124669327,0.6,0.0,0.944093,0.7462863624933866,D,1,96,96,0.0,D,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,False,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,1.0,0.96875,0.8185888124669327,0.0,0.944093,noise_proxy×0.7 + terrain_slope×0.3,
8930e1c9a7bffff,37.39758520450357,127.09589987109568,41135650,판교동,분당구,0.2981632220459188,C,0.0,0.71875,0.7786638449329035,1.0,0.6979215159235126,0.944093,0.6278856721712832,A,9,367,346,0.6979215159235126,A,4.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.71875,0.7786638449329035,0.6979215159235126,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e15244bffff,37.43035927942506,127.13011434859062,41133510,성남동,중원구,0.5129422940779669,A,0.0,0.96875,0.43706411428021724,1.0,0.4239617296733801,0.944093,0.5547737687907195,C,1,1040,880,0.4239617296733801,A,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.43706411428021724,0.4239617296733801,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1524c7ffff,37.44057805442408,127.12835575170033,41131540,태평1동,수정구,0.327805441111458,B,0.0,0.78125,0.34745449749406476,1.0,0.7133333339040062,0.944093,0.5572261662796142,C,7,2007,1860,0.7133333339040062,A,1.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.78125,0.34745449749406476,0.7133333339040062,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e152e8fffff,37.42766910379683,127.1849860485746,41133670,도촌동,중원구,0.2853938536924451,C,0.0,0.96875,0.8774412005194554,0.6,0.2237730851817987,0.944093,0.6028114571402508,C,1,4,4,0.2237730851817987,D,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8774412005194554,0.2237730851817987,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e153373ffff,37.36381575091155,127.14807498774118,41135510,분당동,분당구,0.2554785932821258,C,1.0,0.96875,0.8243461112981578,0.6,0.6387563339003304,0.944093,0.8751890890396975,A,1,87,87,0.6387563339003304,A,1.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,False,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,1.0,0.96875,0.8243461112981578,0.6387563339003304,0.944093,noise_proxy×0.7 + terrain_slope×0.3,
8930e1cd047ffff,37.469226910424815,127.172779571521,41131610,양지동,수정구,0.2266696641990689,D,0.0,0.96875,0.879360300129864,0.6,0.2586450256464513,0.944093,0.610169665155263,B,1,1,1,0.2586450256464513,C,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.879360300129864,0.2586450256464513,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1c8ac7ffff,37.45276779517918,127.1110265933824,41131630,신촌동,수정구,0.1743448314703758,D,0.0,0.96875,0.8799999999999999,0.6,0.2859723367927946,0.944093,0.6157630673585589,B,1,1,0,0.2859723367927946,C,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8799999999999999,0.2859723367927946,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e026883ffff,37.38393122047525,127.06856994166186,41135680,운중동,분당구,0.3436518582823575,B,0.0,0.75,0.8646472031167332,0.6,0.3658156633402542,0.944093,0.5849111732913974,C,8,34,24,0.3658156633402542,B,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.75,0.8646472031167332,0.3658156633402542,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e026d67ffff,37.39217003860811,127.08235005774011,41135680,운중동,분당구,0.3436518582823575,B,0.0,0.9375,0.7639507479197729,1.0,0.3487282066821136,0.944093,0.5988543909203773,A,2,375,369,0.3487282066821136,B,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.9375,0.7639507479197729,0.3487282066821136,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1c9973ffff,37.42776681218081,127.11678479770735,41131640,고등동,수정구,0.2469481512496434,C,0.0,0.96875,0.9916839016882304,1.0,0.498602000980027,0.944093,0.6806257805336515,A,1,13,13,0.498602000980027,A,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.9916839016882304,0.498602000980027,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1c9e57ffff,37.41325237249085,127.07363945113802,41131650,시흥동,수정구,0.2292619362013324,D,0.0,0.96875,0.8799999999999999,0.6,0.0,0.944093,0.5585686,C,1,1,0,0.0,D,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.8799999999999999,0.0,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e15326bffff,37.351677981028566,127.13132594098845,41135570,정자3동,분당구,0.2978596732733048,C,1.0,0.96875,0.879360300129864,0.6,0.3433898786679825,0.944093,0.8271186357595693,B,1,1,1,0.3433898786679825,B,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,False,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,1.0,0.96875,0.879360300129864,0.3433898786679825,0.944093,noise_proxy×0.7 + terrain_slope×0.3,
8930e1c9387ffff,37.41696015132264,127.05561855006772,41131640,고등동,수정구,0.2469481512496434,C,0.0,0.96875,0.76,0.2,0.3424916806951381,0.944093,0.6030669361390276,D,1,1,0,0.3424916806951381,B,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.76,0.3424916806951381,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
8930e1c986bffff,37.41561557874152,127.10003499025274,41131650,시흥동,수정구,0.2292619362013324,D,0.0,0.96875,0.880376124284546,1.0,0.31870156656893,0.944093,0.6223841381706953,A,1,187,187,0.31870156656893,C,0.0,0.055907,kma_hourly_observed_1year,official_vworld_wfs_관제권,False,rasterstats_zonal_mean,True,airspace:official_vworld_wfs_관제권 | obstacle:official_osm_buildings | noise:proxy_building_density | terrain:rasterstats_zonal_mean | robot:NB07b_ra_index | weather:NB07c_kma_1year,0.0,0.96875,0.880376124284546,0.31870156656893,0.944093,noise_proxy×0.7 + terrain_slope×0.3,관제권내비행금지
