scenario_id,lot_id,lot_name,target_ADM_NM,h3_cell_count,total_Ds,mean_drone_min
S046,206-2-000009,금곡동,구미1동,4,1.5264,0.6899375
S046,206-2-000009,금곡동,정자1동,3,1.7208,0.9220799999999999
S046,206-2-000009,금곡동,정자동,1,0.4002,0.78116
S046,206-3-000004,분당도서관 부설주차장,구미1동,3,1.0501,0.8873366666666667
S046,206-3-000004,분당도서관 부설주차장,금곡동,2,0.6628000000000001,0.45725499999999997
S046,206-3-000004,분당도서관 부설주차장,정자1동,2,1.1352,0.85067
S046,206-3-000004,분당도서관 부설주차장,정자동,1,0.4002,0.5198
S046,206-3-000007,구미도서관,구미1동,7,2.6712,0.4556128571428571
S046,206-3-000007,구미도서관,금곡동,1,0.3797,0.85954
S047,205-1-000066,모란5,성남동,8,4.04,0.37254
S047,205-2-000001,대원천,성남동,8,4.04,0.5124375
S047,205-2-000002,성남동 대형,성남동,8,4.04,0.51451
S047,206-2-000011,수내역환승,수내1동,8,6.0202,0.549705
S047,206-2-000020,백현동카페거리공영주차장,수내1동,8,6.0202,0.61445375
S047,206-3-000001,분당구청 부설주차장,수내1동,8,6.0202,0.493615
S048,206-2-000006,정자전원마을,구미1동,2,0.7281,1.019585
S048,206-2-000006,정자전원마을,구미동,2,0.6566,0.9559150000000001
S048,206-2-000006,정자전원마을,금곡동,2,0.6714,1.03376
S048,206-2-000006,정자전원마을,수내3동,2,0.6738,1.00863
S048,206-2-000008,오리환승,구미1동,7,2.6916,0.8002885714285713
S048,206-2-000008,오리환승,금곡동,1,0.384,1.14154
S048,206-2-000009,금곡동,구미1동,4,1.5436,0.6899375
S048,206-2-000009,금곡동,정자1동,3,1.7423,0.9220799999999999
S048,206-2-000009,금곡동,정자동,1,0.4055,0.78116
S048,206-3-000004,분당도서관 부설주차장,구미1동,3,1.0631,0.8873366666666667
S048,206-3-000004,분당도서관 부설주차장,금곡동,2,0.6714,0.45725499999999997
S048,206-3-000004,분당도서관 부설주차장,정자1동,2,1.1495,0.85067
S048,206-3-000004,분당도서관 부설주차장,정자동,1,0.4055,0.5198
S048,206-3-000007,구미도서관,구미1동,7,2.7013000000000003,0.4556128571428571
S048,206-3-000007,구미도서관,금곡동,1,0.384,0.85954
S049,206-2-000003,야탑 제2환승,야탑1동,8,5.1285,0.6370175
S049,206-2-000007,정자역환승,정자1동,8,4.8358,0.593035
S049,206-2-000011,수내역환승,수내1동,8,5.916,0.45862875
S049,206-2-000020,백현동카페거리공영주차장,수내1동,8,5.916,0.71430625
S049,206-2-000023,정자동공영주차장,수내1동,8,5.9011000000000005,0.8710275
S049,206-3-000001,분당구청 부설주차장,수내1동,8,5.916,0.55159625
S050,206-2-000006,정자전원마을,구미1동,2,0.6811,1.019585
S050,206-2-000006,정자전원마을,금곡동,2,0.678,1.03376
S050,206-2-000006,정자전원마을,수내3동,2,0.564,1.00863
S050,206-2-000006,정자전원마을,정자3동,2,0.5614,0.6375
S050,206-2-000008,오리환승,구미1동,7,2.4507,0.8968014285714286
S050,206-2-000008,오리환승,금곡동,1,0.3258,1.14154
S050,206-2-000009,금곡동,구미1동,4,1.4431,0.5870575
S050,206-2-000009,금곡동,정자1동,3,1.6389,0.9220799999999999
S050,206-2-000009,금곡동,정자동,1,0.4033,0.78116
S050,206-3-000004,분당도서관 부설주차장,구미1동,5,1.7478,0.954156
S050,206-3-000004,분당도서관 부설주차장,정자1동,2,1.0935000000000001,0.85067
S050,206-3-000004,분당도서관 부설주차장,정자동,1,0.4033,0.5198
S050,206-3-000007,구미도서관,구미1동,6,2.1376,0.5744633333333333
S050,206-3-000007,구미도서관,금곡동,2,0.6927,0.89907
S051,206-2-000003,야탑 제2환승,야탑1동,8,5.1894,0.6370175
S051,206-2-000007,정자역환승,정자1동,8,4.8929,0.593035
S051,206-2-000011,수내역환승,수내1동,8,5.9855,0.45862875
S051,206-2-000020,백현동카페거리공영주차장,수내1동,8,5.9855,0.71430625
S051,206-2-000023,정자동공영주차장,수내1동,8,5.9706,0.8710275
S051,206-3-000001,분당구청 부설주차장,수내1동,8,5.9855,0.55159625
S052,206-2-000006,정자전원마을,구미1동,2,0.6898,1.019585
S052,206-2-000006,정자전원마을,금곡동,2,0.6866,1.03376
S052,206-2-000006,정자전원마을,수내3동,2,0.5716,1.00863
S052,206-2-000006,정자전원마을,정자3동,2,0.5683,0.6375
S052,206-2-000008,오리환승,구미1동,7,2.4812000000000003,0.8968014285714286
S052,206-2-000008,오리환승,금곡동,1,0.3301,1.14154
S052,206-2-000009,금곡동,구미1동,4,1.4604000000000001,0.5870575
S052,206-2-000009,금곡동,정자1동,3,1.6604999999999999,0.9220799999999999
S052,206-2-000009,금곡동,정자동,1,0.4085,0.78116
S052,206-3-000004,분당도서관 부설주차장,구미1동,5,1.7695,0.954156
S052,206-3-000004,분당도서관 부설주차장,정자1동,2,1.1078999999999999,0.85067
S052,206-3-000004,분당도서관 부설주차장,정자동,1,0.4085,0.5198
S052,206-3-000007,구미도서관,구미1동,6,2.1636,0.5744633333333333
S052,206-3-000007,구미도서관,금곡동,2,0.7013,0.89907
S053,206-2-000003,야탑 제2환승,야탑1동,8,5.3167,0.57224875
S053,206-2-000007,정자역환승,정자1동,8,5.0347,0.63228375
S053,206-2-000011,수내역환승,수내1동,8,6.1088000000000005,0.42121
S053,206-2-000020,백현동카페거리공영주차장,수내1동,8,6.1088000000000005,0.76814125
S053,206-2-000023,정자동공영주차장,수내1동,8,6.1076,0.8710275000000001
S053,206-3-000001,분당구청 부설주차장,수내1동,8,6.1088000000000005,0.49808250000000004
S054,206-2-000006,정자전원마을,구미1동,2,0.7594,1.019585
S054,206-2-000006,정자전원마을,구미동,2,0.6366,0.900165
S054,206-2-000006,정자전원마을,금곡동,2,0.757,1.03376
S054,206-2-000006,정자전원마을,수내3동,2,0.6542,1.00863
S054,206-2-000008,오리환승,구미1동,7,2.6221,0.98841
S054,206-2-000008,오리환승,금곡동,1,0.3766,1.14154
S054,206-2-000009,금곡동,구미1동,3,1.1388,0.8692466666666666
S054,206-2-000009,금곡동,금곡동,1,0.3796,0.38984
S054,206-2-000009,금곡동,정자1동,3,1.8818000000000001,0.9220799999999999
S054,206-2-000009,금곡동,정자동,1,0.4569,0.78116
S054,206-3-000004,분당도서관 부설주차장,구미1동,3,1.1381,0.8219600000000001
S054,206-3-000004,분당도서관 부설주차장,금곡동,2,0.757,0.45725499999999997
S054,206-3-000004,분당도서관 부설주차장,정자1동,2,1.2518,0.85067
S054,206-3-000004,분당도서관 부설주차장,정자동,1,0.4569,0.5198
S054,206-3-000007,구미도서관,구미1동,3,1.137,0.75283
S054,206-3-000007,구미도서관,금곡동,5,1.8918,0.926848
S055,206-2-000003,야탑 제2환승,야탑1동,8,5.3777,0.57224875
S055,206-2-000007,정자역환승,정자1동,8,5.0922,0.63228375
S055,206-2-000011,수내역환승,수내1동,8,6.178,0.42121
S055,206-2-000020,백현동카페거리공영주차장,수내1동,8,6.178,0.76814125
S055,206-2-000023,정자동공영주차장,수내1동,8,6.1769,0.8710275000000001
S055,206-3-000001,분당구청 부설주차장,수내1동,8,6.178,0.49808250000000004
S056,206-2-000006,정자전원마을,구미1동,2,0.7681,1.019585
S056,206-2-000006,정자전원마을,구미동,2,0.644,0.900165
S056,206-2-000006,정자전원마을,금곡동,2,0.7656,1.03376
S056,206-2-000006,정자전원마을,수내3동,2,0.6618,1.00863
S056,206-2-000008,오리환승,구미1동,7,2.6525,0.98841
S056,206-2-000008,오리환승,금곡동,1,0.3809,1.14154
S056,206-2-000009,금곡동,구미1동,3,1.1519,0.8692466666666666
S056,206-2-000009,금곡동,금곡동,1,0.384,0.38984
S056,206-2-000009,금곡동,정자1동,3,1.9034,0.9220799999999999
S056,206-2-000009,금곡동,정자동,1,0.4621,0.78116
S056,206-3-000004,분당도서관 부설주차장,구미1동,3,1.1512,0.8219600000000001
S056,206-3-000004,분당도서관 부설주차장,금곡동,2,0.7656,0.45725499999999997
S056,206-3-000004,분당도서관 부설주차장,정자1동,2,1.2662,0.85067
S056,206-3-000004,분당도서관 부설주차장,정자동,1,0.4621,0.5198
S056,206-3-000007,구미도서관,구미1동,3,1.15,0.75283
S056,206-3-000007,구미도서관,금곡동,5,1.9134,0.926848
S057,206-2-000003,야탑 제2환승,야탑1동,8,5.1978,0.6741
S057,206-2-000007,정자역환승,정자1동,8,4.8786000000000005,0.593035
S057,206-2-000011,수내역환승,수내1동,8,5.9656,0.45862875
S057,206-2-000020,백현동카페거리공영주차장,수내1동,8,5.9656,0.71430625
S057,206-2-000023,정자동공영주차장,수내1동,8,5.943,0.80804625
S057,206-3-000001,분당구청 부설주차장,수내1동,8,5.9656,0.55159625
S058,206-2-000006,정자전원마을,구미1동,2,0.6898,1.019585
S058,206-2-000006,정자전원마을,금곡동,2,0.6852,1.03376
S058,206-2-000006,정자전원마을,수내3동,2,0.5802,1.00863
S058,206-2-000006,정자전원마을,정자3동,2,0.5756,0.41159500000000004
S058,206-2-000008,오리환승,구미1동,8,2.8615,0.88729625
S058,206-2-000009,금곡동,구미1동,4,1.49,0.5514225
S058,206-2-000009,금곡동,정자1동,3,1.6582000000000001,0.9220799999999999
S058,206-2-000009,금곡동,정자동,1,0.4079,0.78116
S058,206-3-000004,분당도서관 부설주차장,구미1동,5,1.7803,0.954156
S058,206-3-000004,분당도서관 부설주차장,정자1동,2,1.1091000000000002,0.85067
S058,206-3-000004,분당도서관 부설주차장,정자동,1,0.4079,0.5198
S058,206-3-000007,구미도서관,구미1동,5,1.8625,0.490128
S058,206-3-000007,구미도서관,금곡동,3,1.0497,0.8858933333333333
S059,206-2-000003,야탑 제2환승,야탑1동,8,5.2585999999999995,0.6741
S059,206-2-000007,정자역환승,정자1동,8,4.9362,0.593035
S059,206-2-000011,수내역환승,수내1동,8,6.035200000000001,0.45862875
S059,206-2-000020,백현동카페거리공영주차장,수내1동,8,6.035200000000001,0.71430625
S059,206-2-000023,정자동공영주차장,수내1동,8,6.0126,0.80804625
S059,206-3-000001,분당구청 부설주차장,수내1동,8,6.035200000000001,0.55159625
S060,206-2-000006,정자전원마을,구미1동,2,0.6984,1.019585
S060,206-2-000006,정자전원마을,금곡동,2,0.6938,1.03376
S060,206-2-000006,정자전원마을,수내3동,2,0.5878,1.00863
S060,206-2-000006,정자전원마을,정자3동,2,0.5824,0.41159500000000004
S060,206-2-000008,오리환승,구미1동,8,2.8964,0.88729625
S060,206-2-000009,금곡동,구미1동,4,1.5076,0.5514225
S060,206-2-000009,금곡동,정자1동,3,1.6798000000000002,0.9220799999999999
S060,206-2-000009,금곡동,정자동,1,0.4131,0.78116
S060,206-3-000004,분당도서관 부설주차장,구미1동,5,1.802,0.954156
S060,206-3-000004,분당도서관 부설주차장,정자1동,2,1.1235,0.85067
S060,206-3-000004,분당도서관 부설주차장,정자동,1,0.4131,0.5198
S060,206-3-000007,구미도서관,구미1동,5,1.8845,0.490128
S060,206-3-000007,구미도서관,금곡동,3,1.0626,0.8858933333333333
S061,206-2-000003,야탑 제2환승,야탑1동,8,5.3848,0.63094125
S061,206-2-000007,정자역환승,정자1동,8,5.0696,0.7293375
S061,206-2-000011,수내역환승,수내1동,8,6.1496,0.4574225
S061,206-2-000020,백현동카페거리공영주차장,수내1동,8,6.1496,0.811145
S061,206-2-000023,정자동공영주차장,수내1동,8,6.1496,0.78175125
S061,206-3-000001,분당구청 부설주차장,수내1동,8,6.1496,0.57894
S062,206-2-000006,정자전원마을,구미1동,2,0.768,1.019585
S062,206-2-000006,정자전원마을,구미동,2,0.6534,0.9559150000000001
S062,206-2-000006,정자전원마을,금곡동,2,0.7642,1.03376
S062,206-2-000006,정자전원마을,수내3동,2,0.6704,1.00863
S062,206-2-000008,오리환승,구미1동,8,3.072,0.862735
S062,206-2-000009,금곡동,구미1동,4,1.536,0.6875375
S062,206-2-000009,금곡동,정자1동,3,1.9011,0.9220799999999999
S062,206-2-000009,금곡동,정자동,1,0.4615,0.78116
S062,206-3-000004,분당도서관 부설주차장,구미1동,5,1.92,0.9258379999999999
S062,206-3-000004,분당도서관 부설주차장,정자1동,2,1.2674,0.85067
S062,206-3-000004,분당도서관 부설주차장,정자동,1,0.4615,0.5198
S062,206-3-000007,구미도서관,구미1동,8,3.072,0.45662625
S063,206-2-000003,야탑 제2환승,야탑1동,8,5.4464,0.63094125
S063,206-2-000007,정자역환승,정자1동,8,5.1264,0.7293375
S063,206-2-000011,수내역환승,수내1동,8,6.2192,0.4574225
S063,206-2-000020,백현동카페거리공영주차장,수내1동,8,6.2192,0.811145
S063,206-2-000023,정자동공영주차장,수내1동,8,6.2192,0.78175125
S063,206-3-000001,분당구청 부설주차장,수내1동,8,6.2192,0.57894
S064,206-2-000006,정자전원마을,구미1동,2,0.7768,1.019585
S064,206-2-000006,정자전원마을,구미동,2,0.6608,0.9559150000000001
S064,206-2-000006,정자전원마을,금곡동,2,0.7728,1.03376
S064,206-2-000006,정자전원마을,수내3동,2,0.678,1.00863
S064,206-2-000008,오리환승,구미1동,8,3.1072,0.862735
S064,206-2-000009,금곡동,구미1동,4,1.5536,0.6875375
S064,206-2-000009,금곡동,정자1동,3,1.9224,0.9220799999999999
S064,206-2-000009,금곡동,정자동,1,0.4667,0.78116
S064,206-3-000004,분당도서관 부설주차장,구미1동,5,1.9420000000000002,0.9258379999999999
S064,206-3-000004,분당도서관 부설주차장,정자1동,2,1.2816,0.85067
S064,206-3-000004,분당도서관 부설주차장,정자동,1,0.4667,0.5198
S064,206-3-000007,구미도서관,구미1동,8,3.1072,0.45662625
