N_simulations,P_drone_available,drone_usage_pct,fallback_robot_pct,avg_eta_drone_robot,avg_eta_motorcycle,avg_time_saving_min,T_efficiency_pct,avg_carbon_drone_robot,avg_carbon_motorcycle,avg_carbon_saving_kg,E_reduction_pct,annual_carbon_ton_1000d,eta_p10,eta_p50,eta_p90
10000,0.7809,77.7,22.3,15.7,9.8,-6.0,-61.3,0.0474,0.3645,0.3171,87.0,115.8,10.4,11.9,31.4
