assigned_lot_id,assigned_lot_name,n_routes,total_Ds,avg_esg_index,max_esg_index,min_esg_index,avg_time_saving_min,avg_co2_saving_g,total_est_annual_orders,pct_airspace_approval,avg_constraint_score,sc_conservative_drone_orders,sc_conservative_time_saved_hrs,sc_conservative_co2_saved_ton,sc_conservative_moto_km_reduced,sc_base_drone_orders,sc_base_time_saved_hrs,sc_base_co2_saved_ton,sc_base_moto_km_reduced,sc_active_drone_orders,sc_active_time_saved_hrs,sc_active_co2_saved_ton,sc_active_moto_km_reduced
204-2-000018,태평4동 제1,14,5.159207703578297,0.5279408035481675,0.7915247159483677,0.28625863304429944,13.375400938529008,225.5219448538604,38558667.0,100.0,0.46398223939559813,1927933.35,492080.97683498985,501.62882559184544,3794891.2893716143,3855866.7,984161.9536699797,1003.2576511836909,7589782.578743229,7711733.4,1968323.9073399594,2006.5153023673818,15179565.157486457
206-2-000005,점골,10,3.9580826021563054,0.41646777581099875,0.6631614984969546,0.24069453909850705,7.768192066268765,255.01047972675806,23600013.375,100.0,0.5449092659650043,1180000.66875,146101.68035155188,296.0554702160703,2198469.6750924126,2360001.3375,292203.36070310377,592.1109404321406,4396939.350184825,4720002.675,584406.7214062075,1184.2218808642813,8793878.70036965
206-2-000004,맛고을,13,4.837171505580705,0.3950202168592905,0.5251954042831202,0.296924299015889,7.908142115027319,225.60304912835343,37849670.0,100.0,0.5381884332558018,1892483.5,205623.53016102707,405.02337552050585,3082073.865525201,3784967.0,411247.06032205414,810.0467510410117,6164147.731050402,7569934.0,822494.1206441083,1620.0935020820234,12328295.462100804
206-3-000004,분당도서관 부설주차장,13,4.527516907965029,0.32559012663645365,0.5033508282057533,0.14620681757294846,6.4128135425047725,210.61933187447892,28271416.0,100.0,0.5969139366450127,1413570.8,175217.21224469025,336.2871819527178,2545854.618515275,2827141.6,350434.4244893805,672.5743639054356,5091709.23703055,5654283.2,700868.848978761,1345.1487278108712,10183418.4740611
206-3-000001,분당구청 부설주차장,13,6.206305036308578,0.31599966290371084,0.44024974783754106,0.06503998959832183,5.673937676862395,182.81981446869884,39886666.625,100.0,0.5911650134957713,1994333.33125,181222.37583985296,371.73248572017127,2856985.197242435,3988666.6625,362444.7516797059,743.4649714403425,5713970.39448487,7977333.325,724889.5033594118,1486.929942880685,11427940.78896974
206-2-000022,운중동공영주차장,14,4.4003916268452,0.2910150352308882,0.4070620552375633,0.17643148587928464,5.315098560746618,194.9469507368363,12441410.0,100.0,0.5809045970012026,622070.5,50344.731093298855,124.05926318756738,954077.699288224,1244141.0,100689.46218659771,248.11852637513476,1908155.398576448,2488282.0,201378.92437319542,496.2370527502695,3816310.797152896
