h3_index,lat,lon,CSV_ADMI_CD,ADM_NM,GU_NM,Od,Fp,Cc,Tp,Ds,urgency,legacy_urgency,demand_b2b,demand_b2c,demand_cv,Ec,h3_id,dong_nm,gu_nm,admi_cty_no,demand_score,demand_tier,demand_grade,demand_rank,demand_percentile,delivery_urgency,od_score,fp_score,cc_score,tp_score,Od_volume,Cc_volume,avg_monthly_del_cnt,delivery_cnt_per_km2,flow_pop_index,area_km2,delivery_demand_index
8930e024d17ffff,37.35606687482237,127.10812400552506,41135662,금곡동,분당구,0.08891005603735207,0.8105480892439647,0.0458448617467097,0.6004387064139654,0.3352825633228366,0.3352825633228366,0.8674172044583928,0.0748960515231447,0.08891005603735207,0.6042192527838718,0.0748960515231447,8930e024d17ffff,금곡동,분당구,41135662,0.3352825633228366,MEDIUM,B,28,56.00000000000001,0.8674172044583928,0.08891005603735207,0.8105480892439647,0.0458448617467097,0.6004387064139654,0.3690844490655652,0.24343616505593058,610682.0,106046.71433522091,0.7610887846993277,5.7586131152502515,0.8165099788515986
8930e1cd233ffff,37.45725949910084,127.17701061827107,41133560,은행2동,중원구,0.123924930734468,0.5586577921161207,0.04659219830981337,0.5981216857433491,0.28440447622504966,0.28440447622504966,0.41052502419745746,0.0007123121116385,0.123924930734468,0.47930306872671147,0.0007123121116385,8930e1cd233ffff,은행2동,중원구,41133560,0.28440447622504966,MEDIUM,C,17,34.0,0.41052502419745746,0.123924930734468,0.5586577921161207,0.04659219830981337,0.5981216857433491,0.19402281444004152,0.1162151004622865,343452.9166666667,142781.80762703472,0.559417360445246,2.4054389167267853,0.35985065966259566
8930e026a6fffff,37.34981491687671,127.07880398032502,41135665,구미1동,분당구,0.13578248843264104,0.7309825560957123,0.08591696635447886,0.6007368125922509,0.34185927345280975,0.34185927345280975,0.5658715412534705,0.1835650040541521,0.13578248843264104,0.49514692937605675,0.1835650040541521,8930e026a6fffff,구미1동,분당구,41135665,0.34185927345280975,MEDIUM,B,29,57.99999999999999,0.5658715412534705,0.13578248843264104,0.7309825560957123,0.08591696635447886,0.6007368125922509,0.32941773857092327,0.33392487646154834,550131.3333333334,155221.90607157748,0.6973860753274006,3.5441604040067083,0.4688519830972249
8930e1520c7ffff,37.42838240565669,127.14568406424783,41133660,하대원동,중원구,0.07353590770829575,0.5279277375069421,0.037349874176263315,0.6258018725908416,0.2609272515073311,0.2609272515073311,0.3655090334457821,0.0753353155958121,0.07353590770829575,0.27643956662348346,0.0753353155958121,8930e1520c7ffff,하대원동,중원구,41133660,0.2609272515073311,MEDIUM,C,14,28.000000000000004,0.3655090334457821,0.07353590770829575,0.5279277375069421,0.037349874176263315,0.6258018725908416,0.10672180056713611,0.09161796361393,210189.16666666666,89917.26140884544,0.5348138963535214,2.3375841676378024,0.3180132672522729
8930e1525abffff,37.45141626141928,127.15551128723276,41131590,단대동,수정구,0.16454388188112676,0.42769554665837883,0.05722510252294536,0.7035227408005049,0.28434893207380113,0.28434893207380113,0.26324154110993236,0.0368657347876938,0.16454388188112676,0.5813988017195101,0.0368657347876938,8930e1525abffff,단대동,수정구,41131590,0.28434893207380113,MEDIUM,C,16,32.0,0.26324154110993236,0.16454388188112676,0.42769554665837883,0.05722510252294536,0.7035227408005049,0.06649044890883225,0.03239814009288077,148776.58333333334,185396.29568947636,0.4545648001595647,0.8024787268809402,0.23920349727215062
8930e153457ffff,37.38887700859651,127.10826617272137,41135657,백현동,분당구,0.2712591632191613,0.8669433147201264,0.16961904229886637,0.6645488588828556,0.45376362521388297,0.45376362521388297,0.8362052012324722,0.1566804533532173,0.2712591632191613,0.3436105976163718,0.1566804533532173,8930e153457ffff,백현동,분당구,41135657,0.45376362521388297,HIGH,B,39,78.0,0.8362052012324722,0.2712591632191613,0.8669433147201264,0.16961904229886637,0.6645488588828556,0.34522703605397376,0.26669776825015884,574264.0,297354.30923443846,0.8062406050456876,1.9312449228615076,0.7460280532280422
8930e1c9edbffff,37.41564871579994,127.06598311450824,41131650,시흥동,수정구,0.011720701350201802,0.619594904114988,0.006484415248343871,0.45759907258619203,0.2292619362013324,0.2292619362013324,0.4559927395584647,0.0257775567427015,0.011720701350201802,0.30802146441404593,0.0257775567427015,8930e1c9edbffff,시흥동,수정구,41131650,0.2292619362013324,LOW,D,8,16.0,0.4559927395584647,0.011720701350201802,0.619594904114988,0.006484415248343871,0.45759907258619203,0.1814921260999907,0.12808109815141752,324325.0,25065.183768700685,0.6082055603357117,12.9392628034505,0.3861493162339475
8930e1cd60fffff,37.46554892000879,127.15671262599945,41131625,위례동,수정구,0.2782908015070536,0.9256580434689438,0.13553819609994108,0.6677953870318278,0.46287014847446417,0.46287014847446417,0.9392078901998647,0.1940006705962391,0.2782908015070536,0.5027392772583122,0.1940006705962391,8930e1cd60fffff,위례동,수정구,41131625,0.46287014847446417,HIGH,A,43,86.0,0.9392078901998647,0.2782908015070536,0.9256580434689438,0.13553819609994108,0.6677953870318278,0.6006154408531564,0.3928670471392361,964110.75,304731.39942066406,0.8532494938615052,3.163805081566606,0.847949126410178
8930e1c8babffff,37.4636117359624,127.13817563056193,41131620,복정동,수정구,0.09459990364592463,0.6054283979324323,0.02065799635014094,0.379589044114181,0.2465699214638441,0.2465699214638441,0.4153883616530645,0.1002456492700706,0.09459990364592463,0.3131435691616831,0.1002456492700706,8930e1c8babffff,복정동,수정구,41131620,0.2465699214638441,LOW,C,10,20.0,0.4153883616530645,0.09459990364592463,0.6054283979324323,0.02065799635014094,0.379589044114181,0.23007080997619367,0.07697050516589106,398479.6666666667,112016.09404956081,0.5968634026142088,3.5573429876099936,0.341178602879723
8930e026967ffff,37.37998058473041,127.09965951371753,41135650,판교동,분당구,0.044483850950420734,0.7025860476182239,0.024109402725505377,0.6728000775155952,0.29816322204591883,0.29816322204591883,0.47169696616095774,0.027195350286769,0.044483850950420734,0.4812610578343346,0.027195350286769,8930e026967ffff,판교동,분당구,41135650,0.29816322204591883,MEDIUM,C,22,44.0,0.47169696616095774,0.044483850950420734,0.7025860476182239,0.024109402725505377,0.6728000775155952,0.14708651956207597,0.129053390349233,271805.3333333333,59437.92870949089,0.6746509228669958,4.572927409059128,0.3621698430651707
8930e1c9a57ffff,37.40106764017292,127.09095323062758,41135650,판교동,분당구,0.044483850950420734,0.7025860476182239,0.024109402725505377,0.6728000775155952,0.29816322204591883,0.29816322204591883,0.47169696616095774,0.027195350286769,0.044483850950420734,0.4812610578343346,0.027195350286769,8930e1c9a57ffff,판교동,분당구,41135650,0.29816322204591883,MEDIUM,C,22,44.0,0.47169696616095774,0.044483850950420734,0.7025860476182239,0.024109402725505377,0.6728000775155952,0.14708651956207597,0.129053390349233,271805.3333333333,59437.92870949089,0.6746509228669958,4.572927409059128,0.3621698430651707
8930e1524a3ffff,37.446655465819454,127.13673935990693,41131550,태평2동,수정구,0.3465257969995541,0.45158545154051716,0.1273208741750058,0.5600892404378566,0.35002399644440313,0.35002399644440313,0.29544806426123094,0.1130184291973098,0.3465257969995541,0.5922190741636227,0.1130184291973098,8930e1524a3ffff,태평2동,수정구,41131550,0.35002399644440313,MEDIUM,B,31,62.0,0.29544806426123094,0.3465257969995541,0.45158545154051716,0.1273208741750058,0.5600892404378566,0.08791531376112631,0.04588636578236569,181481.33333333334,376318.6590315049,0.4736918217154213,0.4822544111960709,0.26811952760837965
8930e1c902fffff,37.420438966263205,127.05067202424354,41131640,고등동,수정구,0.004734422289132929,0.563307274067727,0.0034386463829846462,0.6906974889051272,0.24694815124964348,0.24694815124964348,0.3957673708183554,0.0083493668405293,0.004734422289132929,0.31715375423536823,0.0083493668405293,8930e1c902fffff,고등동,수정구,41131640,0.24694815124964348,LOW,C,11,22.0,0.3957673708183554,0.004734422289132929,0.563307274067727,0.0034386463829846462,0.6906974889051272,0.1120858643261128,0.0886782186036037,218377.33333333334,17735.681227537825,0.5631398843293168,12.312881052139309,0.33827617654198167
8930e026907ffff,37.3862880718612,127.09495116400329,41135650,판교동,분당구,0.044483850950420734,0.7025860476182239,0.024109402725505377,0.6728000775155952,0.29816322204591883,0.29816322204591883,0.47169696616095774,0.027195350286769,0.044483850950420734,0.4812610578343346,0.027195350286769,8930e026907ffff,판교동,분당구,41135650,0.29816322204591883,MEDIUM,C,22,44.0,0.47169696616095774,0.044483850950420734,0.7025860476182239,0.024109402725505377,0.6728000775155952,0.14708651956207597,0.129053390349233,271805.3333333333,59437.92870949089,0.6746509228669958,4.572927409059128,0.3621698430651707
8930e1c8b4bffff,37.45013926582189,127.13178748085669,41131620,복정동,수정구,0.09459990364592463,0.6054283979324323,0.02065799635014094,0.379589044114181,0.2465699214638441,0.2465699214638441,0.4153883616530645,0.1002456492700706,0.09459990364592463,0.3131435691616831,0.1002456492700706,8930e1c8b4bffff,복정동,수정구,41131620,0.2465699214638441,LOW,C,10,20.0,0.4153883616530645,0.09459990364592463,0.6054283979324323,0.02065799635014094,0.379589044114181,0.23007080997619367,0.07697050516589106,398479.6666666667,112016.09404956081,0.5968634026142088,3.5573429876099936,0.341178602879723
8930e15334fffff,37.3599092539727,127.14512309431956,41135510,분당동,분당구,0.02561739245901823,0.6211531610107133,0.005240784280864048,0.5994267973238342,0.25547859328212585,0.25547859328212585,0.32127364854558504,0.0069146662616129,0.02561739245901823,0.30240863416132596,0.0069146662616129,8930e15334fffff,분당동,분당구,41135510,0.25547859328212585,MEDIUM,C,12,24.0,0.32127364854558504,0.02561739245901823,0.6211531610107133,0.005240784280864048,0.5994267973238342,0.05691142047759652,0.026247045918342194,134154.33333333334,39644.59462610806,0.6094531506204426,3.3839249612350843,0.21102397599713923
8930e1c8aa3ffff,37.45884665514107,127.11940748099987,41131620,복정동,수정구,0.09459990364592463,0.6054283979324323,0.02065799635014094,0.379589044114181,0.2465699214638441,0.2465699214638441,0.4153883616530645,0.1002456492700706,0.09459990364592463,0.3131435691616831,0.1002456492700706,8930e1c8aa3ffff,복정동,수정구,41131620,0.2465699214638441,LOW,C,10,20.0,0.4153883616530645,0.09459990364592463,0.6054283979324323,0.02065799635014094,0.379589044114181,0.23007080997619367,0.07697050516589106,398479.6666666667,112016.09404956081,0.5968634026142088,3.5573429876099936,0.341178602879723
8930e026d43ffff,37.390661519234264,127.07175028652773,41135680,운중동,분당구,0.011732585289699737,0.8375340736275518,0.007408907915031424,0.8553980536354453,0.34365185828235756,0.34365185828235756,0.584286316426875,0.0036784442870881,0.011732585289699737,0.6171160979681423,0.0036784442870881,8930e026d43ffff,운중동,분당구,41135680,0.34365185828235756,MEDIUM,B,30,60.0,0.584286316426875,0.011732585289699737,0.8375340736275518,0.007408907915031424,0.8553980536354453,0.25769908480145476,0.19649007050251086,440653.8333333333,25077.651545035947,0.7826946264788317,17.571574935634654,0.43580383894434366
8930e1c994fffff,37.42385806195531,127.11383360291894,41131650,시흥동,수정구,0.011720701350201802,0.619594904114988,0.006484415248343871,0.45759907258619203,0.2292619362013324,0.2292619362013324,0.4559927395584647,0.0257775567427015,0.011720701350201802,0.30802146441404593,0.0257775567427015,8930e1c994fffff,시흥동,수정구,41131650,0.2292619362013324,LOW,D,8,16.0,0.4559927395584647,0.011720701350201802,0.619594904114988,0.006484415248343871,0.45759907258619203,0.1814921260999907,0.12808109815141752,324325.0,25065.183768700685,0.6082055603357117,12.9392628034505,0.3861493162339475
8930e1c9e33ffff,37.41932790409188,127.08200615360148,41131650,시흥동,수정구,0.011720701350201802,0.619594904114988,0.006484415248343871,0.45759907258619203,0.2292619362013324,0.2292619362013324,0.4559927395584647,0.0257775567427015,0.011720701350201802,0.30802146441404593,0.0257775567427015,8930e1c9e33ffff,시흥동,수정구,41131650,0.2292619362013324,LOW,D,8,16.0,0.4559927395584647,0.011720701350201802,0.619594904114988,0.006484415248343871,0.45759907258619203,0.1814921260999907,0.12808109815141752,324325.0,25065.183768700685,0.6082055603357117,12.9392628034505,0.3861493162339475
8930e15239bffff,37.420750466563085,127.16077656769878,41133670,도촌동,중원구,0.022657781618114846,0.7059662820815956,0.006574863274502809,0.6621889585805354,0.2853938536924451,0.2853938536924451,0.7356401352226246,0.0145596135916087,0.022657781618114846,0.36881938398618613,0.0145596135916087,8930e15239bffff,도촌동,중원구,41133670,0.2853938536924451,MEDIUM,C,18,36.0,0.7356401352226246,0.022657781618114846,0.7059662820815956,0.006574863274502809,0.6621889585805354,0.19384058760021713,0.10967704479572908,343174.75,36539.58336193797,0.677357246636962,9.391862698617231,0.7018436487590132
8930e153247ffff,37.355164565722326,127.12638135300895,41135570,정자3동,분당구,0.17739857150444868,0.6370084093753823,0.1357055145301874,0.2839446151357023,0.2978596732733048,0.2978596732733048,0.44030618698577434,0.0182596953809758,0.17739857150444868,0.4297149600391499,0.0182596953809758,8930e153247ffff,정자3동,분당구,41135570,0.2978596732733048,MEDIUM,C,21,42.0,0.44030618698577434,0.17739857150444868,0.6370084093753823,0.1357055145301874,0.2839446151357023,0.2255263302634373,0.36015586292339713,391542.5833333333,198882.51337938107,0.6221473693182836,1.9687129686783518,0.35656020760643803
8930e026c3bffff,37.38915235685041,127.06115306932833,41135680,운중동,분당구,0.011732585289699737,0.8375340736275518,0.007408907915031424,0.8553980536354453,0.34365185828235756,0.34365185828235756,0.584286316426875,0.0036784442870881,0.011732585289699737,0.6171160979681423,0.0036784442870881,8930e026c3bffff,운중동,분당구,41135680,0.34365185828235756,MEDIUM,B,30,60.0,0.584286316426875,0.011732585289699737,0.8375340736275518,0.007408907915031424,0.8553980536354453,0.25769908480145476,0.19649007050251086,440653.8333333333,25077.651545035947,0.7826946264788317,17.571574935634654,0.43580383894434366
8930e1c9363ffff,37.403269978964175,127.06233112506617,41131650,시흥동,수정구,0.011720701350201802,0.619594904114988,0.006484415248343871,0.45759907258619203,0.2292619362013324,0.2292619362013324,0.4559927395584647,0.0257775567427015,0.011720701350201802,0.30802146441404593,0.0257775567427015,8930e1c9363ffff,시흥동,수정구,41131650,0.2292619362013324,LOW,D,8,16.0,0.4559927395584647,0.011720701350201802,0.619594904114988,0.006484415248343871,0.45759907258619203,0.1814921260999907,0.12808109815141752,324325.0,25065.183768700685,0.6082055603357117,12.9392628034505,0.3861493162339475
8930e1c9847ffff,37.419097714484096,127.09508684507661,41131650,시흥동,수정구,0.011720701350201802,0.619594904114988,0.006484415248343871,0.45759907258619203,0.2292619362013324,0.2292619362013324,0.4559927395584647,0.0257775567427015,0.011720701350201802,0.30802146441404593,0.0257775567427015,8930e1c9847ffff,시흥동,수정구,41131650,0.2292619362013324,LOW,D,8,16.0,0.4559927395584647,0.011720701350201802,0.619594904114988,0.006484415248343871,0.45759907258619203,0.1814921260999907,0.12808109815141752,324325.0,25065.183768700685,0.6082055603357117,12.9392628034505,0.3861493162339475
8930e1c9d2bffff,37.44212345580278,127.10488598014341,41131630,신촌동,수정구,0.0,0.21084263076697843,0.0,0.8108944918575417,0.17434483147037586,0.17434483147037586,0.07930438007358265,8.232773197673476e-05,0.0,0.29818986059106567,8.232773197673476e-05,8930e1c9d2bffff,신촌동,수정구,41131630,0.17434483147037586,LOW,D,3,6.0,0.07930438007358265,0.0,0.21084263076697843,0.0,0.8108944918575417,0.0,0.005780878911658081,39817.0,7996.434078244574,0.28094542339066475,4.979344494107412,0.11697996858645057
8930e152293ffff,37.41599606553946,127.14201111859893,41133670,도촌동,중원구,0.022657781618114846,0.7059662820815956,0.006574863274502809,0.6621889585805354,0.2853938536924451,0.2853938536924451,0.7356401352226246,0.0145596135916087,0.022657781618114846,0.36881938398618613,0.0145596135916087,8930e152293ffff,도촌동,중원구,41133670,0.2853938536924451,MEDIUM,C,18,36.0,0.7356401352226246,0.022657781618114846,0.7059662820815956,0.006574863274502809,0.6621889585805354,0.19384058760021713,0.10967704479572908,343174.75,36539.58336193797,0.677357246636962,9.391862698617231,0.7018436487590132
8930e152c5bffff,37.43506687914409,127.18299274824804,41133570,상대원1동,중원구,0.05360575689155347,0.6904231266000725,0.011807959796746361,0.21510166453671373,0.2265850361917555,0.2265850361917555,0.6812628042837149,0.3141489290422145,0.05360575689155347,0.4072210006783376,0.3141489290422145,8930e152c5bffff,상대원1동,중원구,41133570,0.2265850361917555,LOW,D,6,12.0,0.6812628042837149,0.05360575689155347,0.6904231266000725,0.011807959796746361,0.21510166453671373,0.275795607541582,0.10758972511757692,468277.9166666667,69007.97768568392,0.6649128994782841,6.785851902508563,0.6397888896736036
8930e15254bffff,37.43794385531898,127.14911875466665,41133525,중앙동,중원구,0.19138006114440964,0.5183487607853257,0.07371758829222314,0.5858938017085731,0.30288367892621654,0.30288367892621654,0.3026989834709604,0.0282923143281578,0.19138006114440964,0.005008327442177116,0.0282923143281578,8930e15254bffff,중앙동,중원구,41133525,0.30288367892621654,MEDIUM,C,23,46.0,0.3026989834709604,0.19138006114440964,0.5183487607853257,0.07371758829222314,0.5858938017085731,0.06397246485848479,0.0369266061034726,144932.91666666666,213550.88876913502,0.5271446613715776,0.6786809340950593,0.24186522038506977
8930e024ddbffff,37.35174014988458,127.09728724766401,41135662,금곡동,분당구,0.08891005603735207,0.8105480892439647,0.0458448617467097,0.6004387064139654,0.3352825633228366,0.3352825633228366,0.8674172044583928,0.0748960515231447,0.08891005603735207,0.6042192527838718,0.0748960515231447,8930e024ddbffff,금곡동,분당구,41135662,0.3352825633228366,MEDIUM,B,28,56.00000000000001,0.8674172044583928,0.08891005603735207,0.8105480892439647,0.0458448617467097,0.6004387064139654,0.3690844490655652,0.24343616505593058,610682.0,106046.71433522091,0.7610887846993277,5.7586131152502515,0.8165099788515986
8930e152067ffff,37.422493748494794,127.15830114040803,41133670,도촌동,중원구,0.022657781618114846,0.7059662820815956,0.006574863274502809,0.6621889585805354,0.2853938536924451,0.2853938536924451,0.7356401352226246,0.0145596135916087,0.022657781618114846,0.36881938398618613,0.0145596135916087,8930e152067ffff,도촌동,중원구,41133670,0.2853938536924451,MEDIUM,C,18,36.0,0.7356401352226246,0.022657781618114846,0.7059662820815956,0.006574863274502809,0.6621889585805354,0.19384058760021713,0.10967704479572908,343174.75,36539.58336193797,0.677357246636962,9.391862698617231,0.7018436487590132
8930e153623ffff,37.373434335926405,127.11744437685141,41135520,수내1동,분당구,1.0,0.7618966001824469,0.8725946944328697,0.4751726850853146,0.8298987264166263,0.8298987264166263,0.9348472236247279,1.0,1.0,0.5592827359524389,1.0,8930e153623ffff,수내1동,분당구,41135520,0.8298987264166263,VERY_HIGH,A,50,100.0,0.9348472236247279,1.0,0.7618966001824469,0.8725946944328697,0.4751726850853146,0.7059611154236987,0.8945400568691427,1124919.4166666667,1101003.451292566,0.7221368472765917,1.0217219713035628,0.9297159195340108
8930e02616bffff,37.37310122212616,127.04149959385163,41135680,운중동,분당구,0.011732585289699737,0.8375340736275518,0.007408907915031424,0.8553980536354453,0.34365185828235756,0.34365185828235756,0.584286316426875,0.0036784442870881,0.011732585289699737,0.6171160979681423,0.0036784442870881,8930e02616bffff,운중동,분당구,41135680,0.34365185828235756,MEDIUM,B,30,60.0,0.584286316426875,0.011732585289699737,0.8375340736275518,0.007408907915031424,0.8553980536354453,0.25769908480145476,0.19649007050251086,440653.8333333333,25077.651545035947,0.7826946264788317,17.571574935634654,0.43580383894434366
8930e026b33ffff,37.367601775852144,127.09600093625234,41135662,금곡동,분당구,0.08891005603735207,0.8105480892439647,0.0458448617467097,0.6004387064139654,0.3352825633228366,0.3352825633228366,0.8674172044583928,0.0748960515231447,0.08891005603735207,0.6042192527838718,0.0748960515231447,8930e026b33ffff,금곡동,분당구,41135662,0.3352825633228366,MEDIUM,B,28,56.00000000000001,0.8674172044583928,0.08891005603735207,0.8105480892439647,0.0458448617467097,0.6004387064139654,0.3690844490655652,0.24343616505593058,610682.0,106046.71433522091,0.7610887846993277,5.7586131152502515,0.8165099788515986
8930e1c9c23ffff,37.43735863515688,127.08613779171569,41131640,고등동,수정구,0.004734422289132929,0.563307274067727,0.0034386463829846462,0.6906974889051272,0.24694815124964348,0.24694815124964348,0.3957673708183554,0.0083493668405293,0.004734422289132929,0.31715375423536823,0.0083493668405293,8930e1c9c23ffff,고등동,수정구,41131640,0.24694815124964348,LOW,C,11,22.0,0.3957673708183554,0.004734422289132929,0.563307274067727,0.0034386463829846462,0.6906974889051272,0.1120858643261128,0.0886782186036037,218377.33333333334,17735.681227537825,0.5631398843293168,12.312881052139309,0.33827617654198167
8930e15218bffff,37.43879166686862,127.16493572886456,41133590,상대원3동,중원구,0.45556018882033855,0.15882991542017086,0.17792226208991369,0.5577755547007782,0.32730044366975636,0.32730044366975636,0.3625825320974592,0.1076578068714953,0.45556018882033855,0.9442144323083792,0.1076578068714953,8930e15218bffff,상대원3동,중원구,41133590,0.32730044366975636,MEDIUM,B,25,50.0,0.3625825320974592,0.45556018882033855,0.15882991542017086,0.17792226208991369,0.5577755547007782,0.06728497539978612,0.04011724886233107,149989.41666666666,490709.7168376494,0.23930238075298427,0.3056581345754978,0.5112347660521596
8930e15266fffff,37.412087513298395,127.13905759059558,41135640,야탑3동,분당구,0.03464015578038646,0.7445110894657374,0.014320628166206035,0.5872970545032206,0.2899265421066042,0.2899265421066042,0.6758681513097939,0.1049912300940475,0.03464015578038646,0.3069935648138179,0.1049912300940475,8930e15266fffff,야탑3동,분당구,41135640,0.2899265421066042,MEDIUM,C,19,38.0,0.6758681513097939,0.03464015578038646,0.7445110894657374,0.014320628166206035,0.5872970545032206,0.13325436691363296,0.08725403201558322,250690.75,49110.63028174097,0.7082174516206173,5.104612760248066,0.6039398243505666
8930e153037ffff,37.38383377243677,127.13666567843117,41135580,서현1동,분당구,0.24316358695664442,1.0,0.15687363990804848,0.5902633650522128,0.46286517016966955,0.46286517016966955,1.0,0.1579767405001072,0.24316358695664442,0.44758005471420387,0.1579767405001072,8930e153037ffff,서현1동,분당구,41135580,0.46286517016966955,HIGH,A,42,84.0,1.0,0.24316358695664442,1.0,0.15687363990804848,0.5902633650522128,1.0,0.7882228166081148,2005009.9166666667,267878.4472181212,0.9351769011355311,7.484775044384509,0.881655226086415
8930e15351bffff,37.39928034160682,127.12748725967398,41135600,이매1동,분당구,0.08265671584283166,0.7253811600741935,0.0254376646526116,0.4260810300588985,0.2805467112355271,0.2805467112355271,0.445346941923395,0.0595819719837543,0.08265671584283166,0.026688672196834753,0.0595819719837543,8930e15351bffff,이매1동,분당구,41135600,0.2805467112355271,MEDIUM,C,15,30.0,0.445346941923395,0.08265671584283166,0.7253811600741935,0.0254376646526116,0.4260810300588985,0.15691590517948145,0.08768628233784566,286809.75,99486.15864515364,0.6929014186083786,2.882911089400793,0.31591234764973813
8930e1cd6d3ffff,37.4686068148442,127.14384784813589,41131625,위례동,수정구,0.2782908015070536,0.9256580434689438,0.13553819609994108,0.6677953870318278,0.46287014847446417,0.46287014847446417,0.9392078901998647,0.1940006705962391,0.2782908015070536,0.5027392772583122,0.1940006705962391,8930e1cd6d3ffff,위례동,수정구,41131625,0.46287014847446417,HIGH,A,43,86.0,0.9392078901998647,0.2782908015070536,0.9256580434689438,0.13553819609994108,0.6677953870318278,0.6006154408531564,0.3928670471392361,964110.75,304731.39942066406,0.8532494938615052,3.163805081566606,0.847949126410178
8930e026a2bffff,37.3554617510917,127.07927651572811,41135665,구미1동,분당구,0.13578248843264104,0.7309825560957123,0.08591696635447886,0.6007368125922509,0.34185927345280975,0.34185927345280975,0.5658715412534705,0.1835650040541521,0.13578248843264104,0.49514692937605675,0.1835650040541521,8930e026a2bffff,구미1동,분당구,41135665,0.34185927345280975,MEDIUM,B,29,57.99999999999999,0.5658715412534705,0.13578248843264104,0.7309825560957123,0.08591696635447886,0.6007368125922509,0.32941773857092327,0.33392487646154834,550131.3333333334,155221.90607157748,0.6973860753274006,3.5441604040067083,0.4688519830972249
8930e1c9153ffff,37.42434687100837,127.05361591292441,41131640,고등동,수정구,0.004734422289132929,0.563307274067727,0.0034386463829846462,0.6906974889051272,0.24694815124964348,0.24694815124964348,0.3957673708183554,0.0083493668405293,0.004734422289132929,0.31715375423536823,0.0083493668405293,8930e1c9153ffff,고등동,수정구,41131640,0.24694815124964348,LOW,C,11,22.0,0.3957673708183554,0.004734422289132929,0.563307274067727,0.0034386463829846462,0.6906974889051272,0.1120858643261128,0.0886782186036037,218377.33333333334,17735.681227537825,0.5631398843293168,12.312881052139309,0.33827617654198167
8930e026a0fffff,37.35612101136502,127.07409759905231,41135665,구미1동,분당구,0.13578248843264104,0.7309825560957123,0.08591696635447886,0.6007368125922509,0.34185927345280975,0.34185927345280975,0.5658715412534705,0.1835650040541521,0.13578248843264104,0.49514692937605675,0.1835650040541521,8930e026a0fffff,구미1동,분당구,41135665,0.34185927345280975,MEDIUM,B,29,57.99999999999999,0.5658715412534705,0.13578248843264104,0.7309825560957123,0.08591696635447886,0.6007368125922509,0.32941773857092327,0.33392487646154834,550131.3333333334,155221.90607157748,0.6973860753274006,3.5441604040067083,0.4688519830972249
8930e1c9b1bffff,37.41147471307343,127.11016900329749,41131650,시흥동,수정구,0.011720701350201802,0.619594904114988,0.006484415248343871,0.45759907258619203,0.2292619362013324,0.2292619362013324,0.4559927395584647,0.0257775567427015,0.011720701350201802,0.30802146441404593,0.0257775567427015,8930e1c9b1bffff,시흥동,수정구,41131650,0.2292619362013324,LOW,D,8,16.0,0.4559927395584647,0.011720701350201802,0.619594904114988,0.006484415248343871,0.45759907258619203,0.1814921260999907,0.12808109815141752,324325.0,25065.183768700685,0.6082055603357117,12.9392628034505,0.3861493162339475
8930e152083ffff,37.43403433344643,127.14616344434657,41133510,성남동,중원구,0.47507418024040465,0.9034330070857294,0.226919234680114,0.427188470349096,0.5129422940779669,0.5129422940779669,0.9310519831566262,0.2732904698035837,0.47507418024040465,0.8809653921214009,0.2732904698035837,8930e152083ffff,성남동,중원구,41133510,0.5129422940779669,HIGH,A,45,90.0,0.9310519831566262,0.47507418024040465,0.9034330070857294,0.226919234680114,0.427188470349096,0.6385227179084034,0.3934223899244911,1021975.6666666666,511182.3959922267,0.8354554192480366,1.9992387740250102,0.8492600902926786
8930e152567ffff,37.442277811038664,127.15998335044495,41133530,금광1동,중원구,0.35577908539684083,0.6458428602964774,0.15773341099990665,0.5181399312956134,0.4031377374073323,0.4031377374073323,0.415141741344134,0.0441133639300515,0.35577908539684083,0.019219251547956503,0.0441133639300515,8930e152567ffff,금광1동,중원구,41133530,0.4031377374073323,MEDIUM,B,36,72.0,0.415141741344134,0.35577908539684083,0.6458428602964774,0.15773341099990665,0.5181399312956134,0.12220070954371051,0.08670596231746557,233817.5,386026.54505053966,0.6292205131434933,0.6057031647121262,0.31928812939045703
8930e153413ffff,37.39452619772012,127.10874175259826,41135657,백현동,분당구,0.2712591632191613,0.8669433147201264,0.16961904229886637,0.6645488588828556,0.45376362521388297,0.45376362521388297,0.8362052012324722,0.1566804533532173,0.2712591632191613,0.3436105976163718,0.1566804533532173,8930e153413ffff,백현동,분당구,41135657,0.45376362521388297,HIGH,B,39,78.0,0.8362052012324722,0.2712591632191613,0.8669433147201264,0.16961904229886637,0.6645488588828556,0.34522703605397376,0.26669776825015884,574264.0,297354.30923443846,0.8062406050456876,1.9312449228615076,0.7460280532280422
8930e1c8b67ffff,37.45447551606526,127.14264947870103,41131520,신흥2동,수정구,0.18924892475368468,0.7564630651168534,0.059687704416670616,0.5789162234066758,0.357112249558172,0.357112249558172,0.6763219510077064,0.0721885554780205,0.18924892475368468,0.022182593549106025,0.0721885554780205,8930e1c8b67ffff,신흥2동,수정구,41131520,0.357112249558172,MEDIUM,B,32,64.0,0.6763219510077064,0.18924892475368468,0.7564630651168534,0.059687704416670616,0.5789162234066758,0.12687904791771593,0.05334593748151344,240958.91666666666,211315.05343320823,0.7177865854050255,1.1402827803880435,0.5981475078458276
