scenario_id,scenario_label_kr,airspace_mode,lot_id,lot_name,lat,lon,site_GU_NM,site_ADM_NM,selected_order,assigned_Ds_sum,coverage_cell_count,route_feasibility,approval_required_routes,candidate_score,hub_explanation
S037,장애물+소음+기상 (승인허용),approval_required_allowed,205-2-000001,대원천,37.42891,127.12015,중원구,성남동,4,20.3487,60,0.85268,60,0.54402,RFI=0.786 | Ds=20.35 | 60셀 | RFI순위#4 | 경로타당성85%
S037,장애물+소음+기상 (승인허용),approval_required_allowed,205-2-000002,성남동 대형,37.42891,127.12012,중원구,성남동,5,20.3487,60,0.85249,60,0.58517,RFI=0.785 | Ds=20.35 | 60셀 | RFI순위#5 | 경로타당성85%
S037,장애물+소음+기상 (승인허용),approval_required_allowed,205-1-000066,모란5,37.42951,127.12549,중원구,성남동,6,20.5653,58,0.80077,58,0.43353,RFI=0.773 | Ds=20.57 | 58셀 | RFI순위#6 | 경로타당성80%
S038,장애물+소음+기상 (엄격제외),strict_exclusion,206-3-000007,구미도서관,37.34553,127.10769,분당구,구미1동,1,15.476,48,0.7626,0,0.48579,RFI=0.711 | Ds=15.48 | 48셀 | RFI순위#1 | 경로타당성76%
S038,장애물+소음+기상 (엄격제외),strict_exclusion,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,2,19.7821,57,0.69945,0,0.50197,RFI=0.600 | Ds=19.78 | 57셀 | RFI순위#2 | 경로타당성70%
S038,장애물+소음+기상 (엄격제외),strict_exclusion,206-2-000008,오리환승,37.33971,127.10941,분당구,구미동,3,11.1176,36,0.78196,0,0.51049,RFI=0.509 | Ds=11.12 | 36셀 | RFI순위#3 | 경로타당성78%
S038,장애물+소음+기상 (엄격제외),strict_exclusion,206-3-000004,분당도서관 부설주차장,37.3581,127.11658,분당구,정자3동,4,11.334,36,0.7302,0,0.55042,RFI=0.294 | Ds=11.33 | 36셀 | RFI순위#4 | 경로타당성73%
S038,장애물+소음+기상 (엄격제외),strict_exclusion,206-2-000006,정자전원마을,37.35922,127.12451,분당구,정자3동,5,9.2813,31,0.71936,0,0.535,RFI=0.168 | Ds=9.28 | 31셀 | RFI순위#5 | 경로타당성72%
S038,장애물+소음+기상 (엄격제외),strict_exclusion,205-2-000028,해오름,37.44109,127.15909,중원구,금광1동,6,0.0,0,0.5,0,0.50109,RFI=0.000 | Ds=0.00 | 0셀 | RFI순위#6 | 경로타당성50%
S039,장애물+소음 (승인허용),approval_required_allowed,206-3-000001,분당구청 부설주차장,37.38262,127.11896,분당구,수내1동,1,25.9244,58,0.82629,58,0.69271,RFI=0.872 | Ds=25.92 | 58셀 | RFI순위#1 | 경로타당성83%
S039,장애물+소음 (승인허용),approval_required_allowed,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,2,29.165,60,0.78124,60,0.61974,RFI=0.855 | Ds=29.16 | 60셀 | RFI순위#2 | 경로타당성78%
S039,장애물+소음 (승인허용),approval_required_allowed,206-2-000011,수내역환승,37.37928,127.11886,분당구,수내1동,3,25.9523,60,0.7752,60,0.69279,RFI=0.817 | Ds=25.95 | 60셀 | RFI순위#3 | 경로타당성78%
S039,장애물+소음 (승인허용),approval_required_allowed,205-2-000001,대원천,37.42891,127.12015,중원구,성남동,4,20.5876,60,0.85268,60,0.54402,RFI=0.786 | Ds=20.59 | 60셀 | RFI순위#4 | 경로타당성85%
S039,장애물+소음 (승인허용),approval_required_allowed,205-2-000002,성남동 대형,37.42891,127.12012,중원구,성남동,5,20.5876,60,0.85249,60,0.58517,RFI=0.785 | Ds=20.59 | 60셀 | RFI순위#5 | 경로타당성85%
S039,장애물+소음 (승인허용),approval_required_allowed,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,6,22.9919,58,0.78547,58,0.59838,RFI=0.773 | Ds=22.99 | 58셀 | RFI순위#6 | 경로타당성79%
S040,장애물+소음 (엄격제외),strict_exclusion,206-3-000007,구미도서관,37.34553,127.10769,분당구,구미1동,1,15.6729,48,0.7626,0,0.48579,RFI=0.712 | Ds=15.67 | 48셀 | RFI순위#1 | 경로타당성76%
S040,장애물+소음 (엄격제외),strict_exclusion,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,2,20.0309,57,0.69945,0,0.50197,RFI=0.600 | Ds=20.03 | 57셀 | RFI순위#2 | 경로타당성70%
S040,장애물+소음 (엄격제외),strict_exclusion,206-2-000008,오리환승,37.33971,127.10941,분당구,구미동,3,11.2593,36,0.78196,0,0.51049,RFI=0.509 | Ds=11.26 | 36셀 | RFI순위#3 | 경로타당성78%
S040,장애물+소음 (엄격제외),strict_exclusion,206-3-000004,분당도서관 부설주차장,37.3581,127.11658,분당구,정자3동,4,11.4814,36,0.7302,0,0.55042,RFI=0.294 | Ds=11.48 | 36셀 | RFI순위#4 | 경로타당성73%
S040,장애물+소음 (엄격제외),strict_exclusion,206-2-000006,정자전원마을,37.35922,127.12451,분당구,정자3동,5,9.3937,31,0.71936,0,0.535,RFI=0.168 | Ds=9.39 | 31셀 | RFI순위#5 | 경로타당성72%
S040,장애물+소음 (엄격제외),strict_exclusion,205-2-000028,해오름,37.44109,127.15909,중원구,금광1동,6,0.0,0,0.5,0,0.50109,RFI=0.000 | Ds=0.00 | 0셀 | RFI순위#6 | 경로타당성50%
S041,장애물+로봇접근+기상 (승인허용),approval_required_allowed,206-3-000001,분당구청 부설주차장,37.38262,127.11896,분당구,수내1동,1,24.1917,58,0.82629,58,0.69271,RFI=0.868 | Ds=24.19 | 58셀 | RFI순위#1 | 경로타당성83%
S041,장애물+로봇접근+기상 (승인허용),approval_required_allowed,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,2,27.3839,60,0.78124,60,0.61974,RFI=0.844 | Ds=27.38 | 60셀 | RFI순위#2 | 경로타당성78%
S041,장애물+로봇접근+기상 (승인허용),approval_required_allowed,206-2-000011,수내역환승,37.37928,127.11886,분당구,수내1동,3,24.2961,60,0.7752,60,0.69279,RFI=0.817 | Ds=24.30 | 60셀 | RFI순위#3 | 경로타당성78%
S041,장애물+로봇접근+기상 (승인허용),approval_required_allowed,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,4,21.0459,58,0.78547,58,0.59838,RFI=0.770 | Ds=21.05 | 58셀 | RFI순위#4 | 경로타당성79%
S041,장애물+로봇접근+기상 (승인허용),approval_required_allowed,205-2-000001,대원천,37.42891,127.12015,중원구,성남동,5,18.2733,60,0.85268,60,0.54402,RFI=0.767 | Ds=18.27 | 60셀 | RFI순위#5 | 경로타당성85%
S041,장애물+로봇접근+기상 (승인허용),approval_required_allowed,205-2-000002,성남동 대형,37.42891,127.12012,중원구,성남동,6,18.2733,60,0.85249,60,0.58517,RFI=0.767 | Ds=18.27 | 60셀 | RFI순위#6 | 경로타당성85%
S042,장애물+로봇접근+기상 (엄격제외),strict_exclusion,206-3-000007,구미도서관,37.34553,127.10769,분당구,구미1동,1,13.8386,48,0.7626,0,0.48579,RFI=0.720 | Ds=13.84 | 48셀 | RFI순위#1 | 경로타당성76%
S042,장애물+로봇접근+기상 (엄격제외),strict_exclusion,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,2,17.7553,57,0.69945,0,0.50197,RFI=0.600 | Ds=17.76 | 57셀 | RFI순위#2 | 경로타당성70%
S042,장애물+로봇접근+기상 (엄격제외),strict_exclusion,206-2-000008,오리환승,37.33971,127.10941,분당구,구미동,3,9.9369,36,0.78196,0,0.51049,RFI=0.470 | Ds=9.94 | 36셀 | RFI순위#3 | 경로타당성78%
S042,장애물+로봇접근+기상 (엄격제외),strict_exclusion,206-3-000004,분당도서관 부설주차장,37.3581,127.11658,분당구,정자3동,4,10.1704,36,0.7302,0,0.55042,RFI=0.300 | Ds=10.17 | 36셀 | RFI순위#4 | 경로타당성73%
S042,장애물+로봇접근+기상 (엄격제외),strict_exclusion,206-2-000006,정자전원마을,37.35922,127.12451,분당구,정자3동,5,8.3845,31,0.71936,0,0.535,RFI=0.173 | Ds=8.38 | 31셀 | RFI순위#5 | 경로타당성72%
S042,장애물+로봇접근+기상 (엄격제외),strict_exclusion,205-2-000028,해오름,37.44109,127.15909,중원구,금광1동,6,0.0,0,0.5,0,0.50109,RFI=0.000 | Ds=0.00 | 0셀 | RFI순위#6 | 경로타당성50%
S043,장애물+로봇접근 (승인허용),approval_required_allowed,206-3-000001,분당구청 부설주차장,37.38262,127.11896,분당구,수내1동,1,24.5246,58,0.82629,58,0.69271,RFI=0.868 | Ds=24.52 | 58셀 | RFI순위#1 | 경로타당성83%
S043,장애물+로봇접근 (승인허용),approval_required_allowed,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,2,27.7444,60,0.78124,60,0.61974,RFI=0.844 | Ds=27.74 | 60셀 | RFI순위#2 | 경로타당성78%
S043,장애물+로봇접근 (승인허용),approval_required_allowed,206-2-000011,수내역환승,37.37928,127.11886,분당구,수내1동,3,24.629,60,0.7752,60,0.69279,RFI=0.817 | Ds=24.63 | 60셀 | RFI순위#3 | 경로타당성78%
S043,장애물+로봇접근 (승인허용),approval_required_allowed,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,4,21.3354,58,0.78547,58,0.59838,RFI=0.771 | Ds=21.34 | 58셀 | RFI순위#4 | 경로타당성79%
S043,장애물+로봇접근 (승인허용),approval_required_allowed,205-2-000001,대원천,37.42891,127.12015,중원구,성남동,5,18.5123,60,0.85268,60,0.54402,RFI=0.767 | Ds=18.51 | 60셀 | RFI순위#5 | 경로타당성85%
S043,장애물+로봇접근 (승인허용),approval_required_allowed,205-2-000002,성남동 대형,37.42891,127.12012,중원구,성남동,6,18.5123,60,0.85249,60,0.58517,RFI=0.767 | Ds=18.51 | 60셀 | RFI순위#6 | 경로타당성85%
S044,장애물+로봇접근 (엄격제외),strict_exclusion,206-3-000007,구미도서관,37.34553,127.10769,분당구,구미1동,1,14.0354,48,0.7626,0,0.48579,RFI=0.720 | Ds=14.04 | 48셀 | RFI순위#1 | 경로타당성76%
S044,장애물+로봇접근 (엄격제외),strict_exclusion,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,2,18.0036,57,0.69945,0,0.50197,RFI=0.600 | Ds=18.00 | 57셀 | RFI순위#2 | 경로타당성70%
S044,장애물+로봇접근 (엄격제외),strict_exclusion,206-2-000008,오리환승,37.33971,127.10941,분당구,구미동,3,10.0785,36,0.78196,0,0.51049,RFI=0.471 | Ds=10.08 | 36셀 | RFI순위#3 | 경로타당성78%
S044,장애물+로봇접근 (엄격제외),strict_exclusion,206-3-000004,분당도서관 부설주차장,37.3581,127.11658,분당구,정자3동,4,10.3176,36,0.7302,0,0.55042,RFI=0.300 | Ds=10.32 | 36셀 | RFI순위#4 | 경로타당성73%
S044,장애물+로봇접근 (엄격제외),strict_exclusion,206-2-000006,정자전원마을,37.35922,127.12451,분당구,정자3동,5,8.4973,31,0.71936,0,0.535,RFI=0.174 | Ds=8.50 | 31셀 | RFI순위#5 | 경로타당성72%
S044,장애물+로봇접근 (엄격제외),strict_exclusion,205-2-000028,해오름,37.44109,127.15909,중원구,금광1동,6,0.0,0,0.5,0,0.50109,RFI=0.000 | Ds=0.00 | 0셀 | RFI순위#6 | 경로타당성50%
S045,장애물+기상 (승인허용),approval_required_allowed,206-3-000001,분당구청 부설주차장,37.38262,127.11896,분당구,수내1동,1,26.1575,58,0.82629,58,0.69271,RFI=0.869 | Ds=26.16 | 58셀 | RFI순위#1 | 경로타당성83%
S045,장애물+기상 (승인허용),approval_required_allowed,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,2,29.4577,60,0.78124,60,0.61974,RFI=0.855 | Ds=29.46 | 60셀 | RFI순위#2 | 경로타당성78%
S045,장애물+기상 (승인허용),approval_required_allowed,206-2-000011,수내역환승,37.37928,127.11886,분당구,수내1동,3,26.1934,60,0.7752,60,0.69279,RFI=0.810 | Ds=26.19 | 60셀 | RFI순위#3 | 경로타당성78%
S045,장애물+기상 (승인허용),approval_required_allowed,205-2-000001,대원천,37.42891,127.12015,중원구,성남동,4,20.9857,60,0.85268,60,0.54402,RFI=0.781 | Ds=20.99 | 60셀 | RFI순위#4 | 경로타당성85%
S045,장애물+기상 (승인허용),approval_required_allowed,205-2-000002,성남동 대형,37.42891,127.12012,중원구,성남동,5,20.9857,60,0.85249,60,0.58517,RFI=0.781 | Ds=20.99 | 60셀 | RFI순위#5 | 경로타당성85%
S045,장애물+기상 (승인허용),approval_required_allowed,205-1-000066,모란5,37.42951,127.12549,중원구,성남동,6,21.6538,58,0.80077,58,0.43353,RFI=0.780 | Ds=21.65 | 58셀 | RFI순위#6 | 경로타당성80%
S046,장애물+기상 (엄격제외),strict_exclusion,206-3-000007,구미도서관,37.34553,127.10769,분당구,구미1동,1,15.8557,48,0.7626,0,0.48579,RFI=0.722 | Ds=15.86 | 48셀 | RFI순위#1 | 경로타당성76%
S046,장애물+기상 (엄격제외),strict_exclusion,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,2,20.2643,57,0.69945,0,0.50197,RFI=0.600 | Ds=20.26 | 57셀 | RFI순위#2 | 경로타당성70%
S046,장애물+기상 (엄격제외),strict_exclusion,206-2-000008,오리환승,37.33971,127.10941,분당구,구미동,3,11.3995,36,0.78196,0,0.51049,RFI=0.506 | Ds=11.40 | 36셀 | RFI순위#3 | 경로타당성78%
S046,장애물+기상 (엄격제외),strict_exclusion,206-3-000004,분당도서관 부설주차장,37.3581,127.11658,분당구,정자3동,4,11.6242,36,0.7302,0,0.55042,RFI=0.296 | Ds=11.62 | 36셀 | RFI순위#4 | 경로타당성73%
S046,장애물+기상 (엄격제외),strict_exclusion,206-2-000006,정자전원마을,37.35922,127.12451,분당구,정자3동,5,9.5696,31,0.71936,0,0.535,RFI=0.184 | Ds=9.57 | 31셀 | RFI순위#5 | 경로타당성72%
S046,장애물+기상 (엄격제외),strict_exclusion,205-2-000028,해오름,37.44109,127.15909,중원구,금광1동,6,0.0,0,0.5,0,0.50109,RFI=0.000 | Ds=0.00 | 0셀 | RFI순위#6 | 경로타당성50%
S047,장애물 (승인허용),approval_required_allowed,206-3-000001,분당구청 부설주차장,37.38262,127.11896,분당구,수내1동,1,26.4902,58,0.82629,58,0.69271,RFI=0.869 | Ds=26.49 | 58셀 | RFI순위#1 | 경로타당성83%
S047,장애물 (승인허용),approval_required_allowed,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,2,29.818,60,0.78124,60,0.61974,RFI=0.855 | Ds=29.82 | 60셀 | RFI순위#2 | 경로타당성78%
S047,장애물 (승인허용),approval_required_allowed,206-2-000011,수내역환승,37.37928,127.11886,분당구,수내1동,3,26.5262,60,0.7752,60,0.69279,RFI=0.810 | Ds=26.53 | 60셀 | RFI순위#3 | 경로타당성78%
S047,장애물 (승인허용),approval_required_allowed,205-2-000001,대원천,37.42891,127.12015,중원구,성남동,4,21.2258,60,0.85268,60,0.54402,RFI=0.781 | Ds=21.23 | 60셀 | RFI순위#4 | 경로타당성85%
S047,장애물 (승인허용),approval_required_allowed,205-2-000002,성남동 대형,37.42891,127.12012,중원구,성남동,5,21.2258,60,0.85249,60,0.58517,RFI=0.781 | Ds=21.23 | 60셀 | RFI순위#5 | 경로타당성85%
S047,장애물 (승인허용),approval_required_allowed,205-1-000066,모란5,37.42951,127.12549,중원구,성남동,6,21.9032,58,0.80077,58,0.43353,RFI=0.780 | Ds=21.90 | 58셀 | RFI순위#6 | 경로타당성80%
S048,장애물 (엄격제외),strict_exclusion,206-3-000007,구미도서관,37.34553,127.10769,분당구,구미1동,1,16.052,48,0.7626,0,0.48579,RFI=0.722 | Ds=16.05 | 48셀 | RFI순위#1 | 경로타당성76%
S048,장애물 (엄격제외),strict_exclusion,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,2,20.5121,57,0.69945,0,0.50197,RFI=0.600 | Ds=20.51 | 57셀 | RFI순위#2 | 경로타당성70%
S048,장애물 (엄격제외),strict_exclusion,206-2-000008,오리환승,37.33971,127.10941,분당구,구미동,3,11.5409,36,0.78196,0,0.51049,RFI=0.506 | Ds=11.54 | 36셀 | RFI순위#3 | 경로타당성78%
S048,장애물 (엄격제외),strict_exclusion,206-3-000004,분당도서관 부설주차장,37.3581,127.11658,분당구,정자3동,4,11.7716,36,0.7302,0,0.55042,RFI=0.296 | Ds=11.77 | 36셀 | RFI순위#4 | 경로타당성73%
S048,장애물 (엄격제외),strict_exclusion,206-2-000006,정자전원마을,37.35922,127.12451,분당구,정자3동,5,9.6823,31,0.71936,0,0.535,RFI=0.185 | Ds=9.68 | 31셀 | RFI순위#5 | 경로타당성72%
S048,장애물 (엄격제외),strict_exclusion,205-2-000028,해오름,37.44109,127.15909,중원구,금광1동,6,0.0,0,0.5,0,0.50109,RFI=0.000 | Ds=0.00 | 0셀 | RFI순위#6 | 경로타당성50%
S049,소음+로봇접근+기상 (승인허용),approval_required_allowed,206-3-000001,분당구청 부설주차장,37.38262,127.11896,분당구,수내1동,1,26.9097,58,0.82629,58,0.69271,RFI=0.857 | Ds=26.91 | 58셀 | RFI순위#1 | 경로타당성83%
S049,소음+로봇접근+기상 (승인허용),approval_required_allowed,206-2-000011,수내역환승,37.37928,127.11886,분당구,수내1동,2,26.9511,60,0.7752,60,0.69279,RFI=0.828 | Ds=26.95 | 60셀 | RFI순위#2 | 경로타당성78%
S049,소음+로봇접근+기상 (승인허용),approval_required_allowed,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,3,29.1935,60,0.78124,60,0.61974,RFI=0.826 | Ds=29.19 | 60셀 | RFI순위#3 | 경로타당성78%
S049,소음+로봇접근+기상 (승인허용),approval_required_allowed,206-2-000023,정자동공영주차장,37.37109,127.11221,분당구,정자동,4,26.6848,59,0.76254,59,0.60193,RFI=0.782 | Ds=26.68 | 59셀 | RFI순위#4 | 경로타당성76%
S049,소음+로봇접근+기상 (승인허용),approval_required_allowed,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,5,22.8373,58,0.78547,58,0.59838,RFI=0.780 | Ds=22.84 | 58셀 | RFI순위#5 | 경로타당성79%
S049,소음+로봇접근+기상 (승인허용),approval_required_allowed,206-2-000003,야탑 제2환승,37.41176,127.12816,분당구,야탑1동,6,22.2402,58,0.69246,58,0.54234,RFI=0.763 | Ds=22.24 | 58셀 | RFI순위#6 | 경로타당성69%
S050,소음+로봇접근+기상 (엄격제외),strict_exclusion,206-3-000007,구미도서관,37.34553,127.10769,분당구,구미1동,1,14.9748,48,0.7626,0,0.48579,RFI=0.734 | Ds=14.97 | 48셀 | RFI순위#1 | 경로타당성76%
S050,소음+로봇접근+기상 (엄격제외),strict_exclusion,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,2,18.9573,57,0.69945,0,0.50197,RFI=0.600 | Ds=18.96 | 57셀 | RFI순위#2 | 경로타당성70%
S050,소음+로봇접근+기상 (엄격제외),strict_exclusion,206-2-000008,오리환승,37.33971,127.10941,분당구,구미동,3,10.7587,36,0.78196,0,0.51049,RFI=0.504 | Ds=10.76 | 36셀 | RFI순위#3 | 경로타당성78%
S050,소음+로봇접근+기상 (엄격제외),strict_exclusion,206-3-000004,분당도서관 부설주차장,37.3581,127.11658,분당구,정자3동,4,11.2617,36,0.7302,0,0.55042,RFI=0.327 | Ds=11.26 | 36셀 | RFI순위#4 | 경로타당성73%
S050,소음+로봇접근+기상 (엄격제외),strict_exclusion,206-2-000006,정자전원마을,37.35922,127.12451,분당구,정자3동,5,8.4414,31,0.71936,0,0.535,RFI=0.172 | Ds=8.44 | 31셀 | RFI순위#5 | 경로타당성72%
S050,소음+로봇접근+기상 (엄격제외),strict_exclusion,205-2-000028,해오름,37.44109,127.15909,중원구,금광1동,6,0.0,0,0.5,0,0.50109,RFI=0.000 | Ds=0.00 | 0셀 | RFI순위#6 | 경로타당성50%
S051,소음+로봇접근 (승인허용),approval_required_allowed,206-3-000001,분당구청 부설주차장,37.38262,127.11896,분당구,수내1동,1,27.2429,58,0.82629,58,0.69271,RFI=0.857 | Ds=27.24 | 58셀 | RFI순위#1 | 경로타당성83%
S051,소음+로봇접근 (승인허용),approval_required_allowed,206-2-000011,수내역환승,37.37928,127.11886,분당구,수내1동,2,27.2837,60,0.7752,60,0.69279,RFI=0.828 | Ds=27.28 | 60셀 | RFI순위#2 | 경로타당성78%
S051,소음+로봇접근 (승인허용),approval_required_allowed,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,3,29.5542,60,0.78124,60,0.61974,RFI=0.826 | Ds=29.55 | 60셀 | RFI순위#3 | 경로타당성78%
S051,소음+로봇접근 (승인허용),approval_required_allowed,206-2-000023,정자동공영주차장,37.37109,127.11221,분당구,정자동,4,27.0117,59,0.76254,59,0.60193,RFI=0.782 | Ds=27.01 | 59셀 | RFI순위#4 | 경로타당성76%
S051,소음+로봇접근 (승인허용),approval_required_allowed,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,5,23.127,58,0.78547,58,0.59838,RFI=0.780 | Ds=23.13 | 58셀 | RFI순위#5 | 경로타당성79%
S051,소음+로봇접근 (승인허용),approval_required_allowed,206-2-000003,야탑 제2환승,37.41176,127.12816,분당구,야탑1동,6,22.5252,58,0.69246,58,0.54234,RFI=0.763 | Ds=22.53 | 58셀 | RFI순위#6 | 경로타당성69%
S052,소음+로봇접근 (엄격제외),strict_exclusion,206-3-000007,구미도서관,37.34553,127.10769,분당구,구미1동,1,15.1711,48,0.7626,0,0.48579,RFI=0.734 | Ds=15.17 | 48셀 | RFI순위#1 | 경로타당성76%
S052,소음+로봇접근 (엄격제외),strict_exclusion,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,2,19.2055,57,0.69945,0,0.50197,RFI=0.600 | Ds=19.21 | 57셀 | RFI순위#2 | 경로타당성70%
S052,소음+로봇접근 (엄격제외),strict_exclusion,206-2-000008,오리환승,37.33971,127.10941,분당구,구미동,3,10.9004,36,0.78196,0,0.51049,RFI=0.505 | Ds=10.90 | 36셀 | RFI순위#3 | 경로타당성78%
S052,소음+로봇접근 (엄격제외),strict_exclusion,206-3-000004,분당도서관 부설주차장,37.3581,127.11658,분당구,정자3동,4,11.4087,36,0.7302,0,0.55042,RFI=0.327 | Ds=11.41 | 36셀 | RFI순위#4 | 경로타당성73%
S052,소음+로봇접근 (엄격제외),strict_exclusion,206-2-000006,정자전원마을,37.35922,127.12451,분당구,정자3동,5,8.5539,31,0.71936,0,0.535,RFI=0.173 | Ds=8.55 | 31셀 | RFI순위#5 | 경로타당성72%
S052,소음+로봇접근 (엄격제외),strict_exclusion,205-2-000028,해오름,37.44109,127.15909,중원구,금광1동,6,0.0,0,0.5,0,0.50109,RFI=0.000 | Ds=0.00 | 0셀 | RFI순위#6 | 경로타당성50%
S053,소음+기상 (승인허용),approval_required_allowed,206-3-000001,분당구청 부설주차장,37.38262,127.11896,분당구,수내1동,1,28.875,58,0.82629,58,0.69271,RFI=0.859 | Ds=28.88 | 58셀 | RFI순위#1 | 경로타당성83%
S053,소음+기상 (승인허용),approval_required_allowed,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,2,31.2664,60,0.78124,60,0.61974,RFI=0.836 | Ds=31.27 | 60셀 | RFI순위#2 | 경로타당성78%
S053,소음+기상 (승인허용),approval_required_allowed,206-2-000011,수내역환승,37.37928,127.11886,분당구,수내1동,3,28.8481,60,0.7752,60,0.69279,RFI=0.823 | Ds=28.85 | 60셀 | RFI순위#3 | 경로타당성78%
S053,소음+기상 (승인허용),approval_required_allowed,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,4,25.0695,58,0.78547,58,0.59838,RFI=0.781 | Ds=25.07 | 58셀 | RFI순위#4 | 경로타당성79%
S053,소음+기상 (승인허용),approval_required_allowed,206-2-000023,정자동공영주차장,37.37109,127.11221,분당구,정자동,5,28.4395,59,0.76254,59,0.60193,RFI=0.775 | Ds=28.44 | 59셀 | RFI순위#5 | 경로타당성76%
S053,소음+기상 (승인허용),approval_required_allowed,206-2-000003,야탑 제2환승,37.41176,127.12816,분당구,야탑1동,6,24.521,58,0.69246,58,0.54234,RFI=0.770 | Ds=24.52 | 58셀 | RFI순위#6 | 경로타당성69%
S054,소음+기상 (엄격제외),strict_exclusion,206-3-000007,구미도서관,37.34553,127.10769,분당구,구미1동,1,16.9921,48,0.7626,0,0.48579,RFI=0.711 | Ds=16.99 | 48셀 | RFI순위#1 | 경로타당성76%
S054,소음+기상 (엄격제외),strict_exclusion,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,2,21.4665,57,0.69945,0,0.50197,RFI=0.600 | Ds=21.47 | 57셀 | RFI순위#2 | 경로타당성70%
S054,소음+기상 (엄격제외),strict_exclusion,206-2-000008,오리환승,37.33971,127.10941,분당구,구미동,3,12.2218,36,0.78196,0,0.51049,RFI=0.525 | Ds=12.22 | 36셀 | RFI순위#3 | 경로타당성78%
S054,소음+기상 (엄격제외),strict_exclusion,206-3-000004,분당도서관 부설주차장,37.3581,127.11658,분당구,정자3동,4,12.7157,36,0.7302,0,0.55042,RFI=0.307 | Ds=12.72 | 36셀 | RFI순위#4 | 경로타당성73%
S054,소음+기상 (엄격제외),strict_exclusion,206-2-000006,정자전원마을,37.35922,127.12451,분당구,정자3동,5,9.627,31,0.71936,0,0.535,RFI=0.172 | Ds=9.63 | 31셀 | RFI순위#5 | 경로타당성72%
S054,소음+기상 (엄격제외),strict_exclusion,205-2-000028,해오름,37.44109,127.15909,중원구,금광1동,6,0.0,0,0.5,0,0.50109,RFI=0.000 | Ds=0.00 | 0셀 | RFI순위#6 | 경로타당성50%
S055,소음 (승인허용),approval_required_allowed,206-3-000001,분당구청 부설주차장,37.38262,127.11896,분당구,수내1동,1,29.2078,58,0.82629,58,0.69271,RFI=0.859 | Ds=29.21 | 58셀 | RFI순위#1 | 경로타당성83%
S055,소음 (승인허용),approval_required_allowed,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,2,31.6271,60,0.78124,60,0.61974,RFI=0.836 | Ds=31.63 | 60셀 | RFI순위#2 | 경로타당성78%
S055,소음 (승인허용),approval_required_allowed,206-2-000011,수내역환승,37.37928,127.11886,분당구,수내1동,3,29.1807,60,0.7752,60,0.69279,RFI=0.823 | Ds=29.18 | 60셀 | RFI순위#3 | 경로타당성78%
S055,소음 (승인허용),approval_required_allowed,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,4,25.3592,58,0.78547,58,0.59838,RFI=0.781 | Ds=25.36 | 58셀 | RFI순위#4 | 경로타당성79%
S055,소음 (승인허용),approval_required_allowed,206-2-000023,정자동공영주차장,37.37109,127.11221,분당구,정자동,5,28.7664,59,0.76254,59,0.60193,RFI=0.775 | Ds=28.77 | 59셀 | RFI순위#5 | 경로타당성76%
S055,소음 (승인허용),approval_required_allowed,206-2-000003,야탑 제2환승,37.41176,127.12816,분당구,야탑1동,6,24.8053,58,0.69246,58,0.54234,RFI=0.770 | Ds=24.81 | 58셀 | RFI순위#6 | 경로타당성69%
S056,소음 (엄격제외),strict_exclusion,206-3-000007,구미도서관,37.34553,127.10769,분당구,구미1동,1,17.1884,48,0.7626,0,0.48579,RFI=0.711 | Ds=17.19 | 48셀 | RFI순위#1 | 경로타당성76%
S056,소음 (엄격제외),strict_exclusion,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,2,21.7147,57,0.69945,0,0.50197,RFI=0.600 | Ds=21.71 | 57셀 | RFI순위#2 | 경로타당성70%
S056,소음 (엄격제외),strict_exclusion,206-2-000008,오리환승,37.33971,127.10941,분당구,구미동,3,12.363,36,0.78196,0,0.51049,RFI=0.525 | Ds=12.36 | 36셀 | RFI순위#3 | 경로타당성78%
