assigned_lot_id,assigned_lot_name,n_zones,total_demand_Ds,avg_drone_time_min,avg_drone_robot_full_min,avg_moto_time_min,avg_time_saving_min,avg_time_saving_robot_full_min,avg_time_saving_pct,total_co2_saving_g,total_co2_saving_robot_full_g,wtd_time_saving_sum,wtd_time_saving_robot_full_sum,pct_drone_faster,pct_robot_full_faster,pct_in_baedal,avg_constraint_score,avg_slope_deg,kosha_success_rate
204-2-000018,태평4동 제1,14,5.159207703578297,5.296552958391919,29.185923608320273,18.67195389692093,13.375400938529008,-10.513969711399342,67.9515901169205,3157.307227954045,3003.907136037783,69.91201528346384,-48.69680852536078,100.0,7.142857142857142,0.0,0.46398223939559813,8.83230239131621,85.71428571428571
206-2-000004,맛고을,13,4.837171505580705,4.930424640204401,26.23014038217717,12.83856675523172,7.908142115027319,-13.391573626945451,60.27960449082476,2932.8396386685945,2789.8274054526087,37.90669327831252,-58.99025582970016,100.0,0.0,0.0,0.5381884332558018,3.8743944990902373,84.61538461538461
206-3-000001,분당구청 부설주차장,13,6.206305036308578,4.801733530308702,24.487140131655053,10.475671207171096,5.673937676862395,-14.011468924483957,49.52936650061109,2376.657588093085,2242.790551246638,35.68504747168716,-90.04297746511327,100.0,0.0,7.6923076923076925,0.5911650134957713,2.87665905506374,53.84615384615385
206-2-000005,점골,10,3.9580826021563054,4.841134345763335,24.882394591758,12.609326412032098,7.768192066268765,-12.2730681797259,59.02830733858961,2550.1047972675806,2452.1725641391326,29.902455891610025,-50.32752134655404,100.0,0.0,0.0,0.5449092659650043,6.287360368321339,80.0
206-3-000004,분당도서관 부설주차장,13,4.527516907965029,4.842345048374489,28.78769023004477,11.255158590879262,6.4128135425047725,-17.532531639165512,53.28430576989188,2738.051314368226,2588.2987529974907,29.881305938848808,-78.84081061311448,100.0,0.0,7.6923076923076925,0.5969139366450127,6.9329630790087275,61.53846153846154
206-2-000022,운중동공영주차장,14,4.4003916268452,4.8230350387428755,37.26932644079927,10.138133599489494,5.315098560746618,-27.131192841309772,48.635492391451336,2729.2573103157083,2515.2596173025113,23.828652085074644,-112.4028102737243,100.0,7.142857142857142,0.0,0.5809045970012026,7.785653455590918,42.857142857142854
