lot_id,lot_name,lot_class,lot_subtype,address_road,address_jibun,lat,lon,ADM_NM,GU_NM,CSV_ADMI_CD,h3_index,nearest_h3_m,capacity_num,avg_monthly_entries,parking_candidate_score,parking_candidate_score_confidence,parking_site_score,Ds,demand_grade,delivery_zone,constraint_score,drone_score,robot_score,service_priority_score,covered_cell_count,covered_priority_cell_count,covered_priority_ratio,catchment_mean_Ds,catchment_total_Ds,catchment_max_Ds,catchment_mean_service_priority,demand_context_score,constraint_context_score,zone_score,corporate_context_score,candidate_score_primary,candidate_score_conservative,candidate_score_for_ranking,candidate_rank,candidate_percentile,candidate_grade,airspace_review_required,candidate_reason,risk_note,nb10_candidate_reason,nb10_risk_note
206-2-000005,점골,공영,노외,경기도 성남시 분당구 불정로 419,None,37.376945,127.139984,서현2동,분당구,41135590,8930e153393ffff,0.0,202,4645.171428571429,0.689,1.0,0.689,0.418974930376502,B,부적합,0.6450103770256634,0.49332848393295176,0.32476467147402144,0.42615662234076335,60,0.0,0.0,0.38007394069093003,22.804436441455803,0.46286517016966955,0.44072196675690084,0.4848975903900758,0.6450103770256634,0.0,0.1139762909992971,0.5089155654429073,0.5089155654429073,0.5089155654429073,31,82.5,A,False,"노외 공영주차장, 주차면수 큼, 면당 입출차 중간, 24시간 운영",-,수요는 있으나 제약/공역 리스크 있음,이상 없음
205-2-000030,모란공영,공영,노외,경기도 성남시 중원구 둔촌대로 68번길,None,37.448481,127.149151,신흥2동,수정구,41131520,8930e152513ffff,0.0,603,,0.8039,0.6,0.8039,0.357112249558172,B,부적합,0.5590083453097657,0.4981159024759056,0.28071298355969443,0.39118367487968325,59,0.0,0.0,0.3756112530540576,22.1610639301894,0.6775996391710029,0.41946159646646575,0.4680274153777122,0.5590083453097657,0.0,0.07218855547802057,0.5081461094835418,0.5081461094835418,0.5081461094835418,32,81.9,A,False,"노외 공영주차장, 주차면수 큼, 입출차 데이터 없음, 24시간 운영",입출차 데이터 미확보,수요는 있으나 제약/공역 리스크 있음,이상 없음
204-2-000039,신흥제10공영(기계식)주차장,공영,노외,경기도 성남시 수정구 산성대로283번길 7,경기도 성남시 수정구 신흥동 2525,37.44197,127.14791,신흥3동,수정구,41131530,8930e152553ffff,0.0,74,893.2857142857143,0.6527,1.0,0.6527,0.6379810132478028,A,부적합,0.6289343156001631,0.542503868357886,0.29414683295534283,0.5357971764778399,58,0.0,0.0,0.3941614778740916,22.861365716697314,0.6775996391710029,0.4246134855519169,0.4946059517027661,0.6289343156001631,0.0,0.21839083377806898,0.5044402036849123,0.5044402036849123,0.5044402036849123,33,81.3,A,False,"노외 공영주차장, 주차면수 중간, 면당 입출차 중간, 24시간 운영",-,수요는 있으나 제약/공역 리스크 있음,이상 없음
204-2-000021,태평2동 제1,공영,노외,경기도 성남시 수정구 남문로 102,경기도 성남시 수정구 태평동3307-69,37.44707,127.13798,태평2동,수정구,41131550,8930e1524a3ffff,0.0,89,1112.3714285714286,0.6597,1.0,0.6597,0.35002399644440313,B,부적합,0.5907426270729111,0.5063928353827138,0.4036514905617211,0.4154785888962755,60,0.0,0.0,0.4036967791767154,24.221806750602926,0.6775996391710029,0.4557924318231233,0.5303379644180207,0.5907426270729111,0.0,0.11301842919730985,0.5038798657744005,0.5038798657744005,0.5038798657744005,34,80.7,A,False,"노외 공영주차장, 주차면수 중간, 면당 입출차 중간, 24시간 운영",-,수요는 있으나 제약/공역 리스크 있음,이상 없음
204-2-000042,희망대제1공영주차장,공영,노외,None,경기도 성남시 수정구 신흥동 1970번지,37.445534,127.147844,신흥3동,수정구,41131530,8930e1525cfffff,0.0,181,784.6086956521739,0.7362,1.0,0.7362,0.6379810132478028,A,부적합,0.5205804689257065,0.45246667168568916,0.3135066174135429,0.5081561145342111,59,0.0,0.0,0.3967217593895193,23.40658380398164,0.6775996391710029,0.4271395339008356,0.5081694323270469,0.5205804689257065,0.0,0.21839083377806898,0.5029739602347965,0.5029739602347965,0.5029739602347965,35,80.1,A,False,"노외 공영주차장, 주차면수 큼, 면당 입출차 낮음, 24시간 운영",-,수요는 있으나 제약/공역 리스크 있음,이상 없음
206-2-000009,금곡동,공영,노외,경기도 성남시 분당구 정자일로6번길,경기도 성남시 분당구 금곡동169,37.350862,127.106861,금곡동,분당구,41135662,8930e024d0bffff,0.0,82,7248.571428571428,0.4165,1.0,0.4165,0.3352825633228366,B,드론우선,0.663211892562198,0.8005946237290174,0.31271968970821623,0.4936292097420758,57,53.0,0.9298245614035088,0.35298694769302946,20.12025601850268,0.6610120434351695,0.5488063915109509,0.4094333555942009,0.663211892562198,0.85,0.07489605152314473,0.5019744501746771,0.5019744501746771,0.5019744501746771,36,79.5,B,False,"노외 공영주차장, 주차면수 중간, 면당 입출차 높음, 24시간 운영",회전율 높아 포화 가능성,드론우선 구역 — 추가 현장 검토 권장,이상 없음
205-2-000028,해오름,공영,노외,경기도 성남시 중원구 광명로264번길 39,None,37.441092,127.159092,금광1동,중원구,41133530,8930e152567ffff,0.0,531,5590.6,0.9101,1.0,0.9101,0.4031377374073323,B,부적합,0.5879871898772845,0.5018998952909794,0.3974268931023895,0.4365623238056202,59,0.0,0.0,0.31633519755694806,18.663776655859934,0.6379810132478028,0.38376343863549284,0.35531290315127495,0.5879871898772845,0.0,0.04411336393005158,0.50108698176877,0.50108698176877,0.50108698176877,37,78.9,B,False,"노외 공영주차장, 주차면수 큼, 면당 입출차 중간, 24시간 운영",-,"종합 점수 낮음, 추가 검토 필요",이상 없음
205-2-000032,하대원동임시공영주차장,공영,노외,None,경기도 성남시 중원구 하대원동 18번지,37.42814,127.131962,하대원동,중원구,41133660,8930e1526b3ffff,0.0,151,4741.090909090909,0.6343,1.0,0.6343,0.2609272515073311,C,부적합,0.721972394503018,0.6174107190346784,0.22357308033597872,0.37822563090763217,56,0.0,0.0,0.37716021294984775,21.120971925191473,0.5129422940779669,0.45584964518374294,0.44601274186385004,0.721972394503018,0.0,0.07533531559581219,0.49893932405789265,0.49893932405789265,0.49893932405789265,38,78.4,B,False,"노외 공영주차장, 주차면수 큼, 면당 입출차 높음, 24시간 운영",회전율 높아 포화 가능성,수요는 있으나 제약/공역 리스크 있음,이상 없음
204-2-000018,태평4동 제1,공영,노외,경기도 성남시 수정구 공원로 411,None,37.447105,127.143993,신흥2동,수정구,41131520,8930e1525c3ffff,0.0,97,1169.857142857143,0.6655,1.0,0.6655,0.357112249558172,B,부적합,0.5780603243693035,0.5086434279222742,0.3135066174135429,0.40142703555668197,60,0.0,0.0,0.3982109744887483,23.8926584693249,0.6775996391710029,0.43441237014620643,0.5197855908319473,0.5780603243693035,0.0,0.07218855547802057,0.49642446565740844,0.49642446565740844,0.49642446565740844,39,77.8,B,False,"노외 공영주차장, 주차면수 중간, 면당 입출차 중간, 24시간 운영",-,수요는 있으나 제약/공역 리스크 있음,이상 없음
204-2-000030,수진동 제4,공영,노외,경기도 성남시 수정구 모란로 46,경기도 성남시 수정구 수진동 4608-1,37.437253,127.126955,수진2동,수정구,41131580,8930e1524cfffff,0.0,101,3245.2,0.6044,1.0,0.6044,0.3244089278797707,C,부적합,0.6937927668414382,0.5278847255916997,0.7133333339040062,0.473410338283793,60,0.0,0.0,0.36951638746236665,22.170983247741997,0.5129422940779669,0.45300293636243594,0.46458931254215613,0.6937927668414382,0.0,0.11969360606464009,0.49313913140334625,0.49313913140334625,0.49313913140334625,40,77.2,B,False,"노외 공영주차장, 주차면수 큼, 면당 입출차 높음, 24시간 운영",회전율 높아 포화 가능성,수요는 있으나 제약/공역 리스크 있음,이상 없음
204-2-000012,복정 제5공영,공영,노외,경기도 성남시 수정구 복정로 55,None,37.456592,127.126801,복정동,수정구,41131620,8930e1c8bcbffff,0.0,220,2554.057142857143,0.7349,1.0,0.7349,0.2465699214638441,C,부적합,0.886033447617481,0.6574823696286854,0.7343071910063773,0.4879367322300452,56,0.0,0.0,0.2616268466938321,14.651103414854598,0.49063680218792455,0.4102419266228754,0.23396978766646687,0.886033447617481,0.0,0.1002456492700706,0.49213507005113716,0.49213507005113716,0.49213507005113716,41,76.6,B,False,"노외 공영주차장, 주차면수 큼, 면당 입출차 중간, 24시간 운영",-,"종합 점수 낮음, 추가 검토 필요",수요권역 낮음
204-2-000035,신흥2동제1공영주차장,공영,노외,경기도 성남시 수정구 희망로533번길 35,경기도 성남시 수정구 신흥동 466,37.448393,127.149023,신흥2동,수정구,41131520,8930e152513ffff,0.0,151,0.0,0.7291,1.0,0.7291,0.357112249558172,B,부적합,0.5590083453097657,0.4981159024759056,0.28071298355969443,0.39118367487968325,60,0.0,0.0,0.3743991268185936,22.463947609115618,0.6775996391710029,0.4180914030073264,0.4739816428821968,0.5590083453097657,0.0,0.07218855547802057,0.4915300891101113,0.4915300891101113,0.4915300891101113,42,76.0,B,False,"노외 공영주차장, 주차면수 큼, 면당 입출차 낮음, 24시간 운영",-,수요는 있으나 제약/공역 리스크 있음,이상 없음
204-2-000014,신흥 제1,공영,노외,경기도 성남시 수정구 탄리로 16,None,37.438821,127.139525,신흥1동,수정구,41131510,8930e15243bffff,0.0,66,3613.114285714286,0.5138,1.0,0.5138,0.4619442280384485,A,부적합,0.5987725001478306,0.5055406128600727,0.4549997055210363,0.47581405822253453,58,0.0,0.0,0.4403751848703341,25.541760722479378,0.6775996391710029,0.46251761910664657,0.5814627099785146,0.5987725001478306,0.0,0.11656240963116479,0.487483194010996,0.487483194010996,0.487483194010996,43,75.4,B,False,"노외 공영주차장, 주차면수 중간, 면당 입출차 높음, 24시간 운영",회전율 높아 포화 가능성,수요는 있으나 제약/공역 리스크 있음,이상 없음
204-2-000031,번성,공영,노외,경기도 성남시 수정구 수정남로 14,None,37.439153,127.129691,수진2동,수정구,41131580,8930e15241bffff,0.0,180,9109.028571428571,0.5898,1.0,0.5898,0.3244089278797707,C,부적합,0.6742333712838574,0.5653118625871386,0.4170368543091858,0.4272505403132325,58,0.0,0.0,0.3822805842959366,22.172273889164323,0.5129422940779669,0.45690090832233665,0.47227630172031376,0.6742333712838574,0.0,0.11969360606464009,0.4872897287263061,0.4872897287263061,0.4872897287263061,44,74.9,B,False,"노외 공영주차장, 주차면수 큼, 면당 입출차 높음, 24시간 운영",회전율 높아 포화 가능성,수요는 있으나 제약/공역 리스크 있음,이상 없음
204-2-000001,논골공영,공영,노외,경기도 성남시 수정구 수정로 460,None,37.461663,127.155973,단대동,수정구,41131590,8930e1cd673ffff,0.0,124,265.8,0.7116,1.0,0.7116,0.28434893207380113,C,부적합,0.7138792389850815,0.5887228102039344,0.2370803392144243,0.3814260708474724,56,0.0,0.0,0.33477250639844375,18.74726035831285,0.46287014847446417,0.4186076751354331,0.36821690841696053,0.7138792389850815,0.0,0.03686573478769389,0.4870890144315913,0.4870890144315913,0.4870890144315913,45,74.3,B,False,"노외 공영주차장, 주차면수 큼, 면당 입출차 낮음, 24시간 운영",-,"종합 점수 낮음, 추가 검토 필요",이상 없음
204-2-000023,아래숯골,공영,노외,경기도 성남시 수정구 성남대로 1259,None,37.442288,127.126662,태평1동,수정구,41131540,8930e1524d7ffff,0.0,150,4447.228571428572,0.6393,1.0,0.6393,0.327805441111458,B,부적합,0.7369470498866691,0.5727753432158229,0.7133333339040062,0.49065048540649536,60,0.0,0.0,0.3348770128826348,20.092620772958085,0.5129422940779669,0.43387003318651673,0.39795777129260457,0.7369470498866691,0.0,0.05828588260870389,0.48626127655451407,0.48626127655451407,0.48626127655451407,46,73.7,B,False,"노외 공영주차장, 주차면수 큼, 면당 입출차 중간, 24시간 운영",-,"종합 점수 낮음, 추가 검토 필요",이상 없음
206-3-000007,구미도서관,공영,부설,경기도 성남시 분당구 미금일로 105,None,37.345532,127.107689,구미1동,분당구,41135665,8930e024d4fffff,0.0,71,,0.3925,0.6,0.3925,0.34185927345280975,B,드론우선,0.7374805587548745,0.8907332955100765,0.3428491915918995,0.534163164800671,48,48.0,1.0,0.33635709891908555,16.145140748116106,0.34185927345280975,0.5354428864661648,0.31176585646639443,0.7374805587548745,0.85,0.18356500405415213,0.4857914396546643,0.4857914396546643,0.4857914396546643,47,73.1,B,False,"부설 공영주차장, 주차면수 중간, 입출차 데이터 없음, 장시간 운영",입출차 데이터 미확보,드론우선 구역 — 추가 현장 검토 권장,주차 후보 점수 낮음
205-2-000005,대원지하,공영,노외,경기도 성남시 중원구 희망로343번길 24,None,37.436671,127.155099,상대원2동,중원구,41133580,8930e1520b7ffff,0.0,153,562.8333333333334,0.7228,1.0,0.7228,0.2348016477408622,D,부적합,0.6350605513834038,0.5684992429424299,0.2126996779538535,0.34717541210400915,58,0.0,0.0,0.3228838551705561,18.727263599892254,0.6379810132478028,0.3843428905387352,0.36064259649877106,0.6350605513834038,0.0,0.4016346450602594,0.48577177887343376,0.48577177887343376,0.48577177887343376,48,72.5,B,False,"노외 공영주차장, 주차면수 큼, 면당 입출차 낮음, 24시간 운영",-,"종합 점수 낮음, 추가 검토 필요",이상 없음
205-2-000034,여수동제1공영주차장,공영,노외,None,경기도 성남시 중원구 여수동 374,37.417535,127.124212,도촌동,중원구,41133670,8930e1526cbffff,0.0,70,3848.1428571428573,0.5152,1.0,0.5152,0.2853938536924451,C,부적합,0.6980089373515035,0.5069449525972777,0.47125897323524246,0.4001097622176959,56,0.0,0.0,0.4147189926841342,23.224263590311516,0.7196853984687459,0.49035522095519596,0.5149458550327242,0.6980089373515035,0.0,0.014559613591608749,0.4842612642789098,0.4842612642789098,0.4842612642789098,49,71.9,B,False,"노외 공영주차장, 주차면수 중간, 면당 입출차 높음, 24시간 운영",회전율 높아 포화 가능성,수요는 있으나 제약/공역 리스크 있음,이상 없음
204-2-000025,건우,공영,노외,None,경기도 성남시 수정구 태평동 224-6,37.450645,127.132699,복정동,수정구,41131620,8930e1c8b4bffff,0.0,153,2789.457142857143,0.677,1.0,0.677,0.2465699214638441,C,부적합,0.6452105321273385,0.5059053572563331,0.6990217654491403,0.4278276927882745,59,0.0,0.0,0.3472751829457251,20.489235793797782,0.6775996391710029,0.4460749231775964,0.41414585571774853,0.6452105321273385,0.0,0.1002456492700706,0.4805159649965502,0.4805159649965502,0.4805159649965502,50,71.3,B,False,"노외 공영주차장, 주차면수 큼, 면당 입출차 중간, 24시간 운영",-,수요는 있으나 제약/공역 리스크 있음,이상 없음
204-2-000043,희망대제2공영주차장,공영,노외,None,경기도 성남시 수정구 신흥동 870번지,37.450655,127.148052,신흥2동,수정구,41131520,8930e15258bffff,0.0,159,706.8260869565217,0.7237,1.0,0.7237,0.357112249558172,B,부적합,0.5457671814070562,0.499729828629933,0.19395418120497,0.3743967885626479,59,0.0,0.0,0.3687422088979945,21.755790324981675,0.6775996391710029,0.4166784170248515,0.454965801290549,0.5457671814070562,0.0,0.07218855547802057,0.48021425357735725,0.48021425357735725,0.48021425357735725,51,70.8,B,False,"노외 공영주차장, 주차면수 큼, 면당 입출차 낮음, 24시간 운영",-,수요는 있으나 제약/공역 리스크 있음,이상 없음
204-2-000013,수정,공영,노외,경기도 성남시 수정구 수정로279번길 3,None,37.449712,127.145716,신흥2동,수정구,41131520,8930e1525d7ffff,0.0,71,565.0857142857143,0.664,1.0,0.664,0.357112249558172,B,부적합,0.5762699071409116,0.5076885387337986,0.3135066174135429,0.40109282434071547,59,0.0,0.0,0.3764781793413971,22.212212581142428,0.6775996391710029,0.42419122273295473,0.46967589169406404,0.5762699071409116,0.0,0.07218855547802057,0.47806346665205135,0.47806346665205135,0.47806346665205135,52,70.2,B,False,"노외 공영주차장, 주차면수 중간, 면당 입출차 낮음, 24시간 운영",-,수요는 있으나 제약/공역 리스크 있음,이상 없음
205-2-000011,금광2동 제1,공영,노외,경기도 성남시 중원구 금빛로69번길 18,None,37.447889,127.164401,금광2동,중원구,41133540,8930e1cd25bffff,0.0,280,5998.285714285715,0.7371,1.0,0.7371,0.37356612814517376,B,부적합,0.6798733107531736,0.5891405261205298,0.31820489614496084,0.43794492103650573,57,0.0,0.0,0.3160233844522782,18.013332913779855,0.4031377374073323,0.3895905473897632,0.34077726409119,0.6798733107531736,0.0,0.0704763692597366,0.47703918858319666,0.47703918858319666,0.47703918858319666,53,69.6,B,False,"노외 공영주차장, 주차면수 큼, 면당 입출차 중간, 24시간 운영",-,"종합 점수 낮음, 추가 검토 필요",이상 없음
205-2-000027,중앙동 제4,공영,노외,경기도 성남시 중원구 광명로242번길 20,None,37.440643,127.154865,중앙동,중원구,41133525,8930e15257bffff,0.0,239,1951.7428571428572,0.7562,1.0,0.7562,0.30288367892621654,C,부적합,0.587731303543691,0.5054092559130628,0.3974268931023895,0.3926762737068473,56,0.0,0.0,0.3476840871851753,19.470308882369817,0.6379810132478028,0.39790240516705117,0.39191404303787947,0.587731303543691,0.0,0.02829231432815784,0.4745673566655884,0.4745673566655884,0.4745673566655884,54,69.0,B,False,"노외 공영주차장, 주차면수 큼, 면당 입출차 낮음, 24시간 운영",-,"종합 점수 낮음, 추가 검토 필요",이상 없음
206-2-000022,운중동공영주차장,공영,노외,경기도 성남시 분당구 운중로138번길 6,경기도 성남시 분당구 운중동 934,37.390875,127.0779,운중동,분당구,41135680,8930e026d7bffff,0.0,235,10155.818181818182,0.6435,1.0,0.6435,0.34365185828235756,B,부적합,0.7284852807746846,0.5719104124116204,0.3487282066821136,0.42455762190755075,60,0.0,0.0,0.3231151388269673,19.386908329618038,0.34365185828235756,0.40720178538835355,0.3753328883141803,0.7284852807746846,0.0,0.003678444287088193,0.4745467533179886,0.4745467533179886,0.4745467533179886,55,68.4,B,False,"노외 공영주차장, 주차면수 큼, 면당 입출차 높음, 24시간 운영",회전율 높아 포화 가능성,"종합 점수 낮음, 추가 검토 필요",이상 없음
204-2-000010,복정 제3공영,공영,노외,경기도 성남시 수정구 복정로 98,None,37.461738,127.127224,복정동,수정구,41131620,8930e1c8bd7ffff,0.0,284,5654.628571428571,0.7441,1.0,0.7441,0.2465699214638441,C,부적합,0.8791795204374512,0.6538269417993362,0.7343071910063773,0.48665733248977305,44,0.0,0.0,0.2713542752071906,11.939588109116386,0.46287014847446417,0.43247123097641627,0.17999120825467269,0.8791795204374512,0.0,0.1002456492700706,0.4738290854620018,0.4738290854620018,0.4738290854620018,56,67.8,B,False,"노외 공영주차장, 주차면수 큼, 면당 입출차 중간, 24시간 운영",-,"종합 점수 낮음, 추가 검토 필요",수요권역 낮음
206-3-000003,서현도서관 부설주차장,공영,부설,경기도 성남시 분당구 중앙공원로 77,경기도 성남시 분당구 서현동 234,37.383542,127.13244,서현1동,분당구,41135580,8930e1530abffff,0.0,180,,0.4902,0.6,0.4902,0.46286517016966955,A,부적합,0.6959653309340517,0.5548232412798807,0.2732435188494687,0.45712616479420326,56,0.0,0.0,0.39424282090616064,22.077597970744996,0.46286517016966955,0.45729169375951334,0.4773651275324681,0.6959653309340517,0.0,0.1579767405001072,0.4715179643948821,0.4715179643948821,0.4715179643948821,57,67.3,B,False,"부설 공영주차장, 주차면수 큼, 입출차 데이터 없음, 24시간 운영",입출차 데이터 미확보,수요는 있으나 제약/공역 리스크 있음,이상 없음
206-2-000024,판교동임시공영주차장,공영,노외,None,경기도 성남시 분당구 판교동 578,37.389048,127.098591,판교동,분당구,41135650,8930e0269afffff,0.0,134,4023.542857142857,0.6293,1.0,0.6293,0.29816322204591883,C,부적합,0.6711853930226273,0.5266336851017267,0.3136044117700787,0.38121612206028355,57,0.0,0.0,0.3539893115872884,20.17739076047544,0.6610120434351695,0.46072811185013657,0.41129514545453794,0.6711853930226273,0.0,0.027195350286769077,0.47043441667908353,0.47043441667908353,0.47043441667908353,58,66.7,B,False,"노외 공영주차장, 주차면수 큼, 면당 입출차 높음, 24시간 운영",회전율 높아 포화 가능성,수요는 있으나 제약/공역 리스크 있음,이상 없음
204-2-000006,산성동 제1,공영,노외,경기도 성남시 수정구 희망로534번길 14,None,37.451632,127.152324,산성동,수정구,41131600,8930e152517ffff,0.0,109,1571.1714285714286,0.6647,1.0,0.6647,0.19169571191490656,D,부적합,0.6358058649187129,0.5548037462673441,0.28071298355969443,0.33658697826721723,57,0.0,0.0,0.3545031952535733,20.20668212945368,0.6775996391710029,0.4068640036141251,0.4122496325472612,0.6358058649187129,0.0,0.0047350725262214335,0.46965059124753067,0.46965059124753067,0.46965059124753067,59,66.1,B,False,"노외 공영주차장, 주차면수 큼, 면당 입출차 중간, 24시간 운영",-,수요는 있으나 제약/공역 리스크 있음,이상 없음
204-2-000041,태평공원공영주차장,공영,노외,None,경기도 성남시 수정구 태평동 산27-5번지,37.44111,127.12103,태평1동,수정구,41131540,8930e1c99a7ffff,0.0,120,2350.818181818182,0.6544,1.0,0.6544,0.327805441111458,B,부적합,0.7510277888449328,0.6443267373839642,0.0,0.37302680658454357,59,0.0,0.0,0.3004314345531635,17.72545463863665,0.5129422940779669,0.4056346786452494,0.3250716046285715,0.7510277888449328,0.0,0.05828588260870389,0.4680463029616684,0.4680463029616684,0.4680463029616684,60,65.5,B,False,"노외 공영주차장, 주차면수 큼, 면당 입출차 중간, 24시간 운영",-,"종합 점수 낮음, 추가 검토 필요",이상 없음
206-2-000019,판교제2공영주차장,공영,노외,경기도 성남시 분당구 서판교로32번길 3-12,경기도 성남시 분당구 판교동 574,37.390332,127.098531,판교동,분당구,41135650,8930e0269afffff,0.0,104,4419.628571428571,0.5734,1.0,0.5734,0.29816322204591883,C,부적합,0.6711853930226273,0.5266336851017267,0.3136044117700787,0.38121612206028355,60,0.0,0.0,0.3538681431023754,21.232088586142524,0.6610120434351695,0.46062511363290254,0.4344886928801054,0.6711853930226273,0.0,0.027195350286769077,0.4645771582780322,0.4645771582780322,0.4645771582780322,61,64.9,B,False,"노외 공영주차장, 주차면수 큼, 면당 입출차 높음, 24시간 운영",회전율 높아 포화 가능성,수요는 있으나 제약/공역 리스크 있음,이상 없음
204-1-000004,수상9-10,공영,노상,경기도 성남시 수정구 산성대로 195,None,37.437458,127.139875,성남동,중원구,41133510,8930e15242bffff,0.0,32,1771.4,0.2906,1.0,0.2906,0.5129422940779669,A,부적합,0.7045349610208832,0.5886139253257007,0.4549997055210363,0.5278388473032876,60,0.0,0.0,0.4248494650548195,25.49096790328917,0.6775996391710029,0.4550347251466017,0.5710268070638803,0.7045349610208832,0.0,0.27329046980358374,0.4623076462177581,0.4623076462177581,0.4623076462177581,62,64.3,B,False,"노상 공영주차장, 주차면수 중간, 면당 입출차 높음, 단시간 운영",노상 유형(도로점용); 회전율 높아 포화 가능성,수요는 있으나 제약/공역 리스크 있음,주차 후보 점수 낮음
205-1-000033,중상12,공영,노상,경기도 성남시 중원구 산성대로198,None,37.436697,127.140624,성남동,중원구,41133510,8930e15242bffff,0.0,42,1770.5142857142857,0.3378,1.0,0.3378,0.5129422940779669,A,부적합,0.7045349610208832,0.5886139253257007,0.4549997055210363,0.5278388473032876,57,0.0,0.0,0.4181624446736053,23.835259346395503,0.6775996391710029,0.4501131667393836,0.5304902692718142,0.7045349610208832,0.0,0.27329046980358374,0.45991985799053503,0.45991985799053503,0.45991985799053503,63,63.7,B,False,"노상 공영주차장, 주차면수 중간, 면당 입출차 높음, 단시간 운영",노상 유형(도로점용); 회전율 높아 포화 가능성,수요는 있으나 제약/공역 리스크 있음,주차 후보 점수 낮음
205-3-000002,중원구청 부설주차장,공영,부설,경기도 성남시 중원구 제일로 36,경기도 성남시 중원구 성남동 3129,37.430392,127.137093,성남동,중원구,41133510,8930e15246bffff,0.0,54,,0.4205,0.6,0.4205,0.5129422940779669,A,부적합,0.6998110376402987,0.5693496589606079,0.29432311114218085,0.48896103519973405,59,0.0,0.0,0.37493615779932127,22.121233310159955,0.5129422940779669,0.44004999348047114,0.4667437093060809,0.6998110376402987,0.0,0.27329046980358374,0.4571025811573822,0.4571025811573822,0.4571025811573822,64,63.2,B,False,"부설 공영주차장, 주차면수 중간, 입출차 데이터 없음, 24시간 운영",입출차 데이터 미확보,수요는 있으나 제약/공역 리스크 있음,이상 없음
205-1-000028,중상3,공영,노상,경기도 성남시 중원구 산성대로112,None,37.433755,127.131593,성남동,중원구,41133510,8930e152443ffff,0.0,30,1374.7714285714285,0.3195,1.0,0.3195,0.5129422940779669,A,부적합,0.7189061771896338,0.5993823715337999,0.4239617296733801,0.5254002083065911,60,0.0,0.0,0.4002441777071452,24.014650662428714,0.5129422940779669,0.46873709772005356,0.5236966159517428,0.7189061771896338,0.0,0.27329046980358374,0.45655988337069764,0.45655988337069764,0.45655988337069764,65,62.6,B,False,"노상 공영주차장, 주차면수 중간, 면당 입출차 높음, 단시간 운영",노상 유형(도로점용); 회전율 높아 포화 가능성,수요는 있으나 제약/공역 리스크 있음,주차 후보 점수 낮음
206-3-000002,도서관사업소,공영,부설,경기도 성남시 분당구 판교로 546,경기도 성남시 분당구 야탑동 610,37.403967,127.134723,야탑3동,분당구,41135640,8930e1535abffff,0.0,324,,0.5697,0.6,0.5697,0.2899265421066042,C,부적합,0.7017943493605179,0.5471481805564908,0.36962389102452115,0.3958935853476479,58,0.0,0.0,0.3314383243500191,19.223422812301106,0.7196853984687459,0.4234096888363048,0.3767203688739317,0.7017943493605179,0.0,0.10499123009404757,0.45497527795070797,0.45497527795070797,0.45497527795070797,66,62.0,B,False,"부설 공영주차장, 주차면수 큼, 입출차 데이터 없음, 24시간 운영",입출차 데이터 미확보,"종합 점수 낮음, 추가 검토 필요",이상 없음
205-2-000014,은행동 제5,공영,노외,경기도 성남시 중원구 자혜로 115,None,37.452693,127.171883,은행1동,중원구,41133550,8930e1cd20bffff,0.0,292,1997.9714285714285,0.7897,1.0,0.7897,0.15194380642113942,D,부적합,0.6058015717961803,0.484918429702756,0.3341265858854018,0.3049214804625577,56,0.0,0.0,0.2960089328158845,16.57650023768953,0.4031377374073323,0.3856203692992041,0.2970725894720814,0.6058015717961803,0.0,0.036923747665378856,0.45469698664754243,0.45469698664754243,0.45469698664754243,67,61.4,B,False,"노외 공영주차장, 주차면수 큼, 면당 입출차 낮음, 24시간 운영",-,"종합 점수 낮음, 추가 검토 필요",수요권역 낮음
204-2-000003,희망로,공영,노외,경기도 성남시 수정구 희망로 506번길 21,None,37.449645,127.155665,단대동,수정구,41131590,8930e152507ffff,0.0,57,111.34285714285714,0.6752,1.0,0.6752,0.28434893207380113,C,부적합,0.6284719381269804,0.5315173186450868,0.28071298355969443,0.3701306776709298,57,0.0,0.0,0.3265219449491875,18.611750862103687,0.6379810132478028,0.3931171088985755,0.3602772815930485,0.6284719381269804,0.0,0.03686573478769389,0.4538583198286968,0.4538583198286968,0.4538583198286968,68,60.8,B,False,"노외 공영주차장, 주차면수 중간, 면당 입출차 낮음, 24시간 운영",-,"종합 점수 낮음, 추가 검토 필요",이상 없음
205-1-000031,중상10,공영,노상,경기도 성남시 중원구 산성대로180,None,37.435942,127.138991,수진1동,수정구,41131570,8930e152477ffff,0.0,51,2021.6857142857143,0.3507,1.0,0.3507,0.3742992232065798,B,부적합,0.6682450802069392,0.5816811483294828,0.29432311114218085,0.4308876745867161,59,0.0,0.0,0.4124754687351135,24.336052655371695,0.6775996391710029,0.4528452436941793,0.5381254010526024,0.6682450802069392,0.0,0.2104318660565858,0.45360175372297495,0.45360175372297495,0.45360175372297495,69,60.2,B,False,"노상 공영주차장, 주차면수 중간, 면당 입출차 높음, 단시간 운영",노상 유형(도로점용); 회전율 높아 포화 가능성,수요는 있으나 제약/공역 리스크 있음,주차 후보 점수 낮음
