assigned_lot_id,assigned_lot_name,target_h3_index,target_ADM_NM,target_GU_NM,hub_lat,hub_lon,target_lat,target_lon,CSV_ADMI_CD,Ds,delivery_zone,straight_dist_m,drone_distance_m,road_dist_proxy_m,road_dist_used_m,moto_time_est_min,moto_time_source,moto_time_fallback_min,kosha_success,kosha_result_code,kosha_result_msg,kosha_moto_time_min,kosha_moto_dist_m,drone_time_min,drone_direct_eta_min,drone_time_wx_adj_min,drone_robot_full_eta_min,drone_robot_full_wx_expected_eta_min,robot_distance_m,robot_time_min_adjusted,time_saving_min,time_saving_pct,speedup_ratio,drone_faster,time_saving_robot_full_min,time_saving_robot_full_pct,drone_robot_full_faster,moto_co2_g,drone_co2_g,drone_robot_full_co2_g,co2_saving_g,co2_saving_robot_full_g,airspace_approval_required,drone_direct_feasible_strict,robot_handoff_feasible,mean_slope_deg,route_mean_constraint_score,in_baedal_zone,baedal_zone_id,baedal_zone_name
206-2-000022,운중동공영주차장,8830e02699fffff,판교동,분당구,37.390875,127.0779,37.39151202534271,127.08753263276262,41135650,0.2981632220459188,부적합,853.9402930861092,855.6011781833373,1155.0615905475054,1352.0,13.05,KOSHA_API,7.2448,True,00,NORMAL_CODE,13.05,1352.0,0.8556011781833374,4.3556011781833375,4.841678933114642,21.198135518953517,20.742597706495385,1056.1689560513455,15.84253434077018,8.208321066885357,62.899012006784346,2.6953460112244496,True,-7.692597706495384,-58.947108862033595,False,195.364,17.967624741850084,26.31135949465571,177.39637525814993,169.0526405053443,True,False,True,3.45021168589592,0.6183745572363177,False,,
206-2-000022,운중동공영주차장,8830e0269dfffff,운중동,분당구,37.390875,127.0779,37.38478112515867,127.08434971993373,41135680,0.3436518582823575,부적합,885.356537810153,884.9047338802701,1194.6213907383647,1194.6213907383647,6.8670913377720755,fallback_speed_model,6.8670913377720755,False,REQUEST_ERROR,HTTPError: 500 Server Error: Internal Server Error,,,0.8849047338802701,4.38490473388027,4.52367634034405,23.750024395890033,22.806150257409833,1195.2197029840172,18.365119662009764,2.3434149974280256,34.125292385994555,1.5180333032512658,True,-15.939058919637757,-232.1078624943548,False,172.6227909616937,18.582999411485673,28.025235065059412,154.03979155020804,144.5975558966343,True,False,True,5.609126668175062,0.5547924371930038,False,,
206-2-000022,운중동공영주차장,8830e026c3fffff,운중동,분당구,37.390875,127.0779,37.39023559993693,127.06386119245072,41135680,0.3436518582823575,부적합,1242.3087505012898,1244.745130601531,1680.4059263120669,2006.0,14.166666666666666,KOSHA_API,8.8144,True,00,NORMAL_CODE,14.166666666666666,2006.0,1.244745130601531,4.744745130601531,5.271496497918325,27.210623776497343,26.48137526635804,1431.058576393054,21.46587864589581,8.89517016874834,62.7894364852824,2.687408911731418,True,-12.314708599691373,-86.92735482135087,False,289.86699999999996,26.13964774263215,37.44501049613727,263.7273522573678,252.42198950386268,True,False,True,3.928511519233386,0.583421232839563,False,,
206-2-000022,운중동공영주차장,8830e026d1fffff,운중동,분당구,37.390875,127.0779,37.39739230253543,127.07493160014046,41135680,0.3436518582823575,부적합,770.6773356223532,769.3077183149373,1038.5654197251654,1038.5654197251654,6.492557007340397,fallback_speed_model,6.492557007340397,False,REQUEST_ERROR,HTTPError: 500 Server Error: Internal Server Error,,,0.7693077183149374,4.269307718314938,4.3936029163164845,18.900878975651082,18.207166919368735,723.0906301060331,13.631571257336144,2.098954091023913,32.32862012071459,1.477729583442565,True,-11.714609912028337,-180.43137547785807,False,150.0727031502864,16.155462084613685,21.867878062451346,133.91724106567273,128.20482508783505,True,False,True,11.41969275077184,0.584114669931643,False,,
206-2-000022,운중동공영주차장,8830e026d3fffff,시흥동,수정구,37.390875,127.0779,37.39781807847479,127.0828233644451,41131650,0.2292619362013324,부적합,886.1201423509702,885.0163862029946,1194.7721213740429,1194.7721213740429,6.867453091297703,fallback_speed_model,6.867453091297703,False,REQUEST_ERROR,HTTPError: 500 Server Error: Internal Server Error,,,0.8850163862029946,4.385016386202995,4.523801975074725,37.81033002717419,36.08040660632014,1666.9316956005243,32.42531364097119,2.3436511162229783,34.12693301382437,1.5180711112325525,True,-29.212953515022434,-425.38264370586666,False,172.64457153854917,18.585344110262888,31.75410450550703,154.05922742828628,140.89046703304214,True,False,True,12.420158272981643,0.6082885198402275,False,,
206-2-000022,운중동공영주차장,8830e026d5fffff,운중동,분당구,37.390875,127.0779,37.39066153675447,127.07175042311968,41135680,0.3436518582823575,부적합,543.8072800391634,544.8767638885838,735.5836312495882,1087.0,13.416666666666666,KOSHA_API,6.6088000000000005,True,00,NORMAL_CODE,13.416666666666666,1087.0,0.5448767638885839,4.044876763888584,4.568825421983198,18.426444793470477,18.146363127735256,892.1045353054595,13.381568029581892,8.847841244683469,65.94664281751655,2.9365680295227543,True,-4.72969646106859,-35.252395983119925,False,157.0715,11.442412041660262,18.490037870573392,145.6290879583397,138.5814621294266,True,False,True,2.3803907309969268,0.56764898669784,False,,
206-2-000022,운중동공영주차장,8830e026d7fffff,운중동,분당구,37.390875,127.0779,37.39108701197028,127.07964090322452,41135680,0.3436518582823575,부적합,155.59725058391982,155.889334936054,210.45060216367293,223.0,11.483333333333333,KOSHA_API,4.5352,True,00,NORMAL_CODE,11.483333333333333,223.0,0.155889334936054,3.655889334936054,4.093498246554451,6.715127075950808,6.981703183182294,137.28251606765028,2.059237741014754,7.389835086778882,64.35270032028055,2.805261573764933,True,4.501630150151039,39.20142365878989,True,32.2235,3.273676033657134,4.358207910591571,28.94982396634287,27.86529208940843,True,False,True,2.7602142969767254,0.6106564255536642,False,,
206-2-000022,운중동공영주차장,8830e026dbfffff,시흥동,수정구,37.390875,127.0779,37.4041235351584,127.07811360959948,41131650,0.2292619362013324,부적합,1473.290741639033,1469.948804848266,1984.4308865451592,1984.4308865451592,8.762634127708381,fallback_speed_model,8.762634127708381,False,REQUEST_ERROR,HTTPError: 500 Server Error: Internal Server Error,,,1.469948804848266,4.969948804848266,5.1819864631934065,92.30224328483595,87.63179435568841,4854.918759988349,86.33229447998768,3.5806476645149745,40.86268594956607,1.6909797410602256,True,-78.86916022798003,-900.0622310429161,False,286.7502631057755,30.86892490181359,69.22278310572155,255.88133820396192,217.52748000005397,True,False,True,9.637397571404774,0.5879477291458545,False,,
206-2-000022,운중동공영주차장,8830e026ddfffff,운중동,분당구,37.390875,127.0779,37.3969660648321,127.0670410855178,41135680,0.3436518582823575,부적합,1174.3011274583207,1174.9648446797617,1586.2025403176783,1586.2025403176783,7.806886096762428,fallback_speed_model,7.806886096762428,False,REQUEST_ERROR,HTTPError: 500 Server Error: Internal Server Error,,,1.1749648446797616,4.674964844679762,4.850061166119947,33.061148582616426,31.649258529819786,1513.9979817237004,27.386183737936665,2.9568249306424805,37.87457500973016,1.6096469362690415,True,-23.842372433057356,-305.40182266710616,False,229.20626707590452,24.674261738274993,36.634845793892225,204.53200533762953,192.5714212820123,True,False,True,10.147754563887911,0.5695694937192393,False,,
204-2-000018,태평4동 제1,8830e15209fffff,성남동,중원구,37.447105,127.143993,37.43403435078751,127.14616358120144,41133510,0.5129422940779669,부적합,1465.9692356371368,1462.752600934604,1974.7160112617157,2352.0,24.33333333333333,KOSHA_API,9.6448,True,00,NORMAL_CODE,24.33333333333333,2352.0,1.462752600934604,4.9627526009346035,6.04570365794082,34.32176574297161,33.763342452245965,1683.4976483719684,28.359013142037004,18.28762967539251,75.15464250161307,4.024896804422815,True,-9.430009118912636,-38.75346213251769,False,339.864,30.717804619626687,44.01743604176524,309.1461953803733,295.84656395823475,True,False,True,8.075490303834279,0.4543237202649031,False,,
206-2-000004,맛고을,8830e15229fffff,도촌동,중원구,37.411659,127.131784,37.41425329276519,127.14448612654608,41133670,0.2853938536924451,부적합,1158.3420638135506,1160.3211868504982,1566.4336022481727,1926.0,14.483333333333333,KOSHA_API,8.622399999999999,True,00,NORMAL_CODE,14.483333333333333,1926.0,1.160321186850498,4.6603211868504975,5.209496326923913,27.06857519771456,26.364972080802595,1427.2169340576045,21.408254010864063,9.273837006409419,64.03109555633661,2.7801792005265518,True,-11.881638747469262,-82.03663116779698,False,278.307,24.36674492386046,35.64175870291554,253.94025507613955,242.6652412970845,True,False,True,3.6859944621721903,0.5203275878335752,False,,
206-2-000004,맛고을,8830e1522dfffff,야탑3동,분당구,37.411659,127.131784,37.40751919355961,127.14129299820154,41135640,0.2899265421066042,부적합,957.7468026127553,958.6974808725016,1294.2415991778773,1583.0,13.233333333333333,KOSHA_API,7.7992,True,00,NORMAL_CODE,13.233333333333333,1583.0,0.9586974808725016,4.458697480872502,4.949261047476029,24.616372529695873,23.979980957344832,1277.1783365882247,19.15767504882337,8.284072285857302,62.60004246239775,2.6737998271644865,True,-10.7466476240115,-81.20892411091813,False,228.74349999999998,20.132647098322533,30.22235595736951,208.61085290167745,198.52114404263048,True,False,True,3.0471143384774524,0.5491058771330402,False,,
204-2-000018,태평4동 제1,8830e15241fffff,수진1동,수정구,37.447105,127.143993,37.43991995453398,127.13354605039136,41131570,0.3742992232065798,부적합,1220.2180642609958,1220.4107410977986,1647.554500482028,1686.0,20.133333333333333,KOSHA_API,8.0464,True,00,NORMAL_CODE,20.133333333333333,1686.0,1.2204107410977985,4.7204107410977985,5.5821010044619115,27.577969403177637,27.16176213442085,1403.4712404876525,21.85755866207984,14.551232328871421,72.27433275929515,3.6067662188914644,True,-7.028428801087518,-34.909414574938005,False,243.62699999999998,25.628625563053767,36.71604836290622,217.99837443694622,206.91095163709377,True,False,True,5.956545019149781,0.5186982111874858,False,,
204-2-000018,태평4동 제1,8830e15243fffff,신흥1동,수정구,37.447105,127.143993,37.44034521578544,127.14145178306713,41131510,0.4619442280384485,부적합,784.4201002110052,782.915028309545,1056.935288217886,1030.0,16.65,KOSHA_API,6.4719999999999995,True,00,NORMAL_CODE,16.65,1030.0,0.7829150283095451,4.282915028309545,4.974321647821844,21.704152552683233,21.42159004592037,998.810250942252,16.421237524373687,11.675678352178155,70.12419430737631,3.3471900650595647,True,-4.771590045920373,-28.658198473996237,False,148.835,16.441215594500445,24.331816576944234,132.39378440549956,124.50318342305577,True,False,True,7.40132991373539,0.4936305383001874,False,,
204-2-000018,태평4동 제1,8830e15249fffff,태평1동,수정구,37.447105,127.143993,37.44622945842601,127.12883372758104,41131540,0.327805441111458,부적합,1341.7946555670262,1344.4123793773044,1814.9567121593611,2041.0,22.05,KOSHA_API,8.898399999999999,True,00,NORMAL_CODE,22.05,2041.0,1.3444123793773044,4.844412379377305,5.806325166483458,32.26187982873743,31.690964263152207,1634.2843796543373,26.41746744936012,16.243674833516543,73.66745956243331,3.797582699515666,True,-9.640964263152206,-43.72319393719821,False,294.92449999999997,28.232659966923393,41.143506566192656,266.6918400330766,253.7809934338073,True,False,True,6.940912465254466,0.5087283367278573,False,,
204-2-000018,태평4동 제1,8830e1524bfffff,태평2동,수정구,37.447105,127.143993,37.44665548313307,127.1367394967747,41131550,0.3500239964444031,부적합,642.2841490417437,643.5348675150716,868.7720711453467,1244.0,17.733333333333334,KOSHA_API,6.9856,True,00,NORMAL_CODE,17.733333333333334,1244.0,0.6435348675150716,4.143534867515072,4.903299730343575,18.573231942576395,18.526275731029443,820.0285908864762,13.429697075061323,12.83003360298976,72.34981355069414,3.616612140512723,True,-0.792942397696109,-4.471479686256254,False,179.758,13.514232217816504,19.992458085819667,166.2437677821835,159.76554191418035,True,False,True,7.295180567105612,0.4915202617418895,False,,
204-2-000018,태평4동 제1,8830e15251fffff,신흥2동,수정구,37.447105,127.143993,37.4475061399608,127.15255478932345,41131520,0.357112249558172,부적합,757.1419382541754,758.6242061005596,1024.1426782357555,1514.0,19.05,KOSHA_API,7.6336,True,00,NORMAL_CODE,19.05,1514.0,0.7586242061005596,4.25862420610056,5.0855656526100965,27.35472224404059,26.890430137543014,1134.8398852729283,22.09609803794003,13.964434347389904,73.30411730913336,3.745895992950725,True,-7.840430137543013,-41.15711358290295,False,218.773,15.931108328111751,24.896343421767885,202.84189167188825,193.87665657823212,True,False,True,12.451124199231463,0.418302994467369,False,,
204-2-000018,태평4동 제1,8830e15255fffff,중앙동,중원구,37.447105,127.143993,37.44077001284303,127.14935876688132,41133525,0.3028836789262165,부적합,848.8833817676771,848.0816293040538,1144.9101995604726,1428.0,18.766666666666666,KOSHA_API,7.4272,True,00,NORMAL_CODE,18.766666666666666,1428.0,0.8480816293040537,4.348081629304054,5.154181462987887,25.852289068082843,25.45615317648687,1310.2413944273758,20.50420743877879,13.61248520367878,72.53544513505567,3.64105664525587,True,-6.6894865098202025,-35.64557642888207,False,206.346,17.809714215385128,28.160621231361397,188.53628578461488,178.1853787686386,True,False,True,6.0819717725118005,0.402733955758138,False,,
204-2-000018,태평4동 제1,8830e15257fffff,중앙동,중원구,37.447105,127.143993,37.44119434546412,127.15726700182977,41133525,0.3028836789262165,부적합,1343.5876821082045,1344.876810380725,1815.5836940139789,1713.0,20.216666666666665,KOSHA_API,8.1112,True,00,NORMAL_CODE,20.216666666666665,1713.0,1.344876810380725,4.844876810380725,5.704267465876104,31.872094174960125,31.220474189253963,1520.6391443553962,26.0272173645794,14.512399200790561,71.78433240292117,3.544130212618219,True,-11.003807522587298,-54.429385932006426,False,247.5285,28.242413017995222,40.25546225840285,219.28608698200478,207.27303774159716,True,False,True,8.52662038107713,0.4153892800166481,False,,
204-2-000018,태평4동 제1,8830e15259fffff,신흥2동,수정구,37.447105,127.143993,37.45381733660726,127.1478420883633,41131520,0.357112249558172,부적합,820.0792669191378,818.8193000328494,1105.4060550443467,1105.4060550443467,6.652974532106432,fallback_speed_model,6.652974532106432,False,REQUEST_ERROR,HTTPError: 500 Server Error: Internal Server Error,,,0.8188193000328493,4.31881930003285,4.449314916592387,23.92538010802848,22.959731729495406,1171.7112936755032,18.60656080799563,2.203659615514045,33.12292276002946,1.4952806570953556,True,-16.306757197388976,-245.10475906219966,False,159.7311749539081,17.195205300689835,26.45172452072631,142.53596965321827,133.27945043318178,True,False,True,6.466361506779989,0.4451902155194579,False,,
204-2-000018,태평4동 제1,8830e1525bfffff,단대동,수정구,37.447105,127.143993,37.454242731938216,127.15575164883666,41131590,0.2843489320738011,부적합,1306.6610080600515,1307.1980563803318,1764.717376113448,2697.0,25.5,KOSHA_API,10.4728,True,00,NORMAL_CODE,25.5,2697.0,1.3071980563803318,4.807198056380332,5.9640705346422775,41.05481849700861,40.18519525929635,1874.299696708136,35.24762044062828,19.53592946535772,76.61148809944206,4.27560335711715,True,-14.68519525929635,-57.58900101684843,False,389.7165,27.451159183986967,42.25812678798124,362.265340816013,347.4583732120187,True,False,True,11.342924597859383,0.4373205437415038,False,,
204-2-000018,태평4동 제1,8830e1525dfffff,신흥2동,수정구,37.447105,127.143993,37.447081043725554,127.14464651735686,41131520,0.357112249558172,부적합,57.75354309637856,57.86695102172353,78.12038387932677,97.0,11.633333333333333,KOSHA_API,4.2328,True,00,NORMAL_CODE,11.633333333333333,97.0,0.0578669510217235,3.5578669510217233,4.009342050057619,5.385398770760285,5.734702048350057,49.45971047276324,0.8275318197385617,7.623991283275714,65.53574169004912,2.901556711322784,True,5.898631284983276,50.70456691962701,True,14.0165,1.2152059714561942,1.6059376841910238,12.801294028543806,12.410562315808978,True,False,True,7.885721254348755,0.4332381390747785,False,,
206-2-000004,맛고을,8830e15261fffff,도촌동,중원구,37.411659,127.131784,37.420140523638906,127.13187259741149,41133670,0.2853938536924451,부적합,943.1348571652015,940.9941831370854,1270.3421472350653,1530.0,14.2,KOSHA_API,7.672000000000001,True,00,NORMAL_CODE,14.2,1530.0,0.9409941831370854,4.440994183137086,4.986590921340441,24.838115194127226,24.243370087969158,1293.1414007326762,19.39712101099014,9.21340907865956,64.88316252577154,2.8476368372689596,True,-10.043370087969159,-70.72795836597999,False,221.085,19.76087784587879,29.976694911666932,201.32412215412123,191.10830508833308,True,False,True,2.3550483415524166,0.5301635474619747,False,,
206-2-000004,맛고을,8830e15263fffff,도촌동,중원구,37.411659,127.131784,37.42056442267307,127.13977571889367,41133670,0.2853938536924451,부적합,1216.0256964605703,1215.0050796964513,1640.2568575902094,2691.0,15.733333333333333,KOSHA_API,10.458400000000001,True,00,NORMAL_CODE,15.733333333333333,2691.0,1.215005079696451,4.715005079696451,5.331006757372529,32.73817604297925,31.78748630161107,1743.3809978093964,27.0231709632828,10.402326575960803,66.11648247432714,2.951287448956031,True,-16.05415296827774,-102.03910784922294,False,388.8495,25.51510667362548,39.28781655631971,363.3343933263745,349.5616834436803,True,False,True,5.8340651462475455,0.5354709973717181,False,,
206-2-000004,맛고을,8830e15265fffff,야탑1동,분당구,37.411659,127.131784,37.41340655748888,127.12868120690268,41135620,0.7196853984687459,부적합,335.9426302366193,336.1288554250362,453.7739548237989,848.0,12.316666666666666,KOSHA_API,6.0352,True,00,NORMAL_CODE,12.316666666666666,848.0,0.3361288554250362,3.836128855425036,4.310250282838123,12.429840703156723,12.423513482298674,506.2474565154458,7.5937118477316865,8.006416383828544,65.00473383351998,2.857529344805622,True,-0.10684681563200726,-0.8674978265115609,False,122.536,7.058705963925759,11.058060870397782,115.47729403607424,111.47793912960222,True,False,True,3.093844560782115,0.5223560334537783,False,,
206-2-000004,맛고을,8830e15267fffff,야탑3동,분당구,37.411659,127.131784,37.41383015701872,127.13658304164883,41135640,0.2899265421066042,부적합,487.78456032996826,488.2401142457544,659.1241542317684,810.0,12.333333333333334,KOSHA_API,5.944000000000001,True,00,NORMAL_CODE,12.333333333333334,810.0,0.4882401142457543,3.9882401142457544,4.454789240845284,14.769712864459354,14.633502194012692,652.0981833475735,9.7814727502136,7.87854409248805,63.88008723638959,2.7685559667449313,True,-2.300168860679358,-18.650017789292093,False,117.045,10.253042399160844,15.404618047606675,106.79195760083915,101.64038195239333,True,False,True,4.066560419400533,0.5124727795213451,False,,
206-2-000004,맛고을,8830e1526dfffff,도촌동,중원구,37.411659,127.131784,37.419716160900585,127.12397072633009,41133670,0.2853938536924451,부적합,1130.8491057392139,1130.0707597628202,1525.5955256798075,2675.0,14.716666666666669,KOSHA_API,10.42,True,00,NORMAL_CODE,14.716666666666669,2675.0,1.13007075976282,4.63007075976282,5.1939820771300935,27.69532192553097,26.96972424597364,1471.0167443845437,22.06525116576815,9.522684589536574,64.7068035529099,2.833407287149955,True,-12.253057579306972,-83.25973440072687,False,386.53749999999997,23.731485955019224,35.352518235657115,362.80601404498077,351.18498176434287,True,False,True,2.0211706024905047,0.57553239624895,False,,
206-3-000001,분당구청 부설주차장,8830e15301fffff,서현1동,분당구,37.382624,127.1189553112,37.38058745867648,127.128528837481,41135580,0.4628651701696695,부적합,875.6713783991285,877.1486775027005,1184.1507146286458,1817.0,13.5,KOSHA_API,8.3608,True,00,NORMAL_CODE,13.5,1817.0,0.8771486775027004,4.3771486775027,4.887179926389557,23.41146016034354,22.857340157159214,1202.2874321893894,18.03431148284084,8.612820073610443,63.79866721192921,2.7623292375841038,True,-9.357340157159214,-69.31363079377196,False,262.55649999999997,18.42012222755671,27.918192941852887,244.13637777244327,234.6383070581471,True,False,True,1.3749235192934672,0.5437128761124925,False,,
206-2-000005,점골,8830e15303fffff,서현1동,분당구,37.376945,127.139984,37.381008633285695,127.13642674169368,41135580,0.4628651701696695,부적합,550.4263578161176,549.9363895967209,742.4141259555732,988.0,12.683333333333334,KOSHA_API,6.3712,True,00,NORMAL_CODE,12.683333333333334,988.0,0.5499363895967209,4.049936389596721,4.532603712530204,18.101822057847826,17.798890608726392,733.7348154589662,13.051885668251105,8.15072962080313,64.26330844260023,2.798244483247181,True,-5.1155572753930585,-40.33290887300703,False,142.766,11.548664181531137,17.34516922365697,131.21733581846885,125.42083077634302,True,False,True,9.64714542925358,0.5244860379661525,False,,
