h3_index,lat,lon,CSV_ADMI_CD,ADM_NM,GU_NM,delivery_demand_index,flow_pop_index,urgency,score_airspace,score_obstacle,score_noise,score_terrain,score_weather,composite_score,tall_bldg_count,total_bldg_count,avg_slope,terrain_zone,Hr,Fp,Cc,Od,Ds_v2,Ec,Od_v2,Ds_v3,Ra,total_walk_length,robot_walk_length,n_crossings,avg_robot_weight,score_construction,score_protected,composite_6layer,composite_v3
8930e1521cfffff,37.43313872350482,127.16445452648072,41133570,상대원1동,중원구,0.1464882246035055,0.317823978552547,0.2150225261831221,0.0,0.825,0.5440521083304762,1.0,0.8,0.0,2,268,,Unknown,0.5088243533476515,0.2910084552227944,0.1464882246035055,0.1464882246035055,0.2913191208815715,0.9372439985935204,0.653576087790653,0.5001906371894749,0.5017065379085736,7124.7,3851.6,100,0.56,0.5,0.6,0.0,0.07525598068628603
8930e1526b3ffff,37.42861716617151,127.1325895034233,41133660,하대원동,중원구,0.089748363864971,0.1148785912461475,0.0998004548174416,0.0,0.65,0.5166266712375726,1.0,0.8,0.0,4,286,,Unknown,0.2174806237743953,0.1097736590937682,0.089748363864971,0.089748363864971,0.1330743656449976,0.1161222087555664,0.2195341877062389,0.1504291304423957,0.4481077722231685,10981.4,4227.4,124,0.4065,0.3,0.6,0.0,0.06721616583347527
8930e024833ffff,37.33563697160618,127.11164113212848,41135670,구미동,분당구,0.4625237494876398,0.3638099021031401,0.4230382105338399,1.0,0.7375,0.9657182036338704,1.0,0.8,0.5697737401439836,3,23,,Unknown,0.4201139228686152,0.3347497094445013,0.4625237494876398,0.4625237494876398,0.4178572914911478,0.3011957405091735,0.3673163993553833,0.3798197805087242,0.6570466759613727,8082.3,6442.5,26,0.4769,0.3,0.6,0.10255927322591704,0.1857323836362354
8930e152443ffff,37.43318487091199,127.13035328043796,41133510,성남동,중원구,0.4585561216747951,0.4205640738554599,0.443359302547061,0.0,0.65,0.5068259385665529,1.0,0.8,0.0,4,293,,Unknown,1.0,0.3908118957979841,0.4585561216747951,0.4585561216747951,0.6040532287031538,0.3013657154585115,1.0,0.6301467465862582,0.5694198949332772,16965.7,8507.2,264,0.572,0.3,0.6,0.0,0.08541298423999157
8930e15307bffff,37.37319466973039,127.13052441147222,41135510,분당동,분당구,0.0352251358978095,0.151264084629794,0.0816407153906033,0.0,0.9125,0.7925951319849158,1.0,0.8,0.0,1,122,,Unknown,0.283406480530395,0.1397587607511954,0.0352251358978095,0.0352251358978095,0.1358129455009316,0.0551713760440734,0.0844908295602793,0.1295562991052563,0.6502144932871983,12896.4,9131.0,192,0.6646,1.0,0.6,0.0,0.09753217399307974
8930e024d17ffff,37.35606687189117,127.108123982762,41135662,금곡동,분당구,0.2716677734571954,0.3057914029293038,0.2853172252460388,1.0,0.65,0.7943092218032224,1.0,0.8,0.4130407953376756,4,124,,Unknown,0.3961154169390232,0.2918124336158817,0.2716677734571954,0.2716677734571954,0.3140382315414153,0.2575278304814252,0.4062428056173739,0.3241668825882624,0.5215255236219332,10137.8,5342.4,166,0.6651,0.7,0.6,0.17347713404182377,0.22568439247884017
8930e1cd233ffff,37.457259496225504,127.17701059544156,41133560,은행2동,중원구,0.1344689082617625,0.1276370413956344,0.1317361615153112,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.4359884209543375,0.1219760661493637,0.1344689082617625,0.1344689082617625,0.2218015515414353,0.0319928724043835,0.176137671705932,0.1931053253575761,0.5627632493963853,3845.4,2691.8,10,0.7,1.0,0.6,0.0,0.0844144874094578
8930e026a6fffff,37.34981491393878,127.07880395757464,41135665,구미1동,분당구,0.3151374004709809,0.2235613294144668,0.2785069720483753,1.0,1.0,0.9691463832704832,1.0,0.8,0.7753171066163866,0,18,,Unknown,0.2080493043234662,0.2212685070153227,0.3151374004709809,0.3151374004709809,0.2595437482628119,0.3577852268197078,0.2730987644846903,0.2718153676147724,0.4025341101786924,2204.1,982.9,12,0.4333,1.0,0.6,0.465190263969832,0.45579184090116104
8930e1520c7ffff,37.428382402763845,127.14568404144124,41133660,하대원동,중원구,0.089748363864971,0.1148785912461475,0.0998004548174416,0.0,0.3,0.5989029825162836,1.0,0.8,0.0,8,242,,Unknown,0.2174806237743953,0.1097736590937682,0.089748363864971,0.089748363864971,0.1330743656449976,0.1161222087555664,0.2195341877062389,0.1504291304423957,0.4400938807568271,6174.8,2766.6,70,0.4314,0.3,0.6,0.0,0.06601408211352407
8930e1525abffff,37.45141625853838,127.15551126441306,41131590,단대동,수정구,0.0417256679489965,0.0842084357904579,0.0587187750855811,0.0,0.825,0.8748714432636269,1.0,0.8,0.0,2,75,,Unknown,0.2040339901017835,0.0763800928065665,0.0417256679489965,0.0417256679489965,0.0990817708092251,0.0163568094227152,0.0900353004374184,0.0914063066267142,0.5048403751781129,6069.1,3417.2,44,0.5591,1.0,0.6,0.0,0.07572605627671693
8930e153457ffff,37.38887700568045,127.1082661499443,41135657,백현동,분당구,0.279685328637519,0.335035490602693,0.3018253934235886,0.0,0.7375,0.910867329448063,1.0,0.8,0.0,3,55,,Unknown,0.2383976094873471,0.339787948200788,0.279685328637519,0.279685328637519,0.2823246677832847,0.1987804103333867,0.4757117642544701,0.294606904444346,0.6253464494691315,10099.5,7163.7,122,0.7115,1.0,0.6,0.0,0.09380196742036973
8930e1c9edbffff,37.41564871289064,127.06598309173428,41131650,시흥동,수정구,0.1287571319758471,0.268369406110957,0.1846020416298911,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.0966476795218974,0.261308367454804,0.1287571319758471,0.1287571319758471,0.1522621051094014,0.3081515232711472,0.1828140587829023,0.1912274332382693,0.5583811255617704,3366.8,2356.8,4,0.7,0.5,0.6,0.0,0.08375716883426557
8930e1cd60fffff,37.46554891713458,127.15671260317336,41131625,위례동,수정구,0.4430485790178199,0.4178320876323894,0.4329619824636477,0.0,1.0,0.9845731916352416,1.0,0.8,0.0,0,9,,Unknown,0.5249789896348865,0.4066174321583938,0.4430485790178199,0.4430485790178199,0.4585199154880834,0.3590172612939077,0.6522715064077967,0.4708221278639154,0.5429539398241541,3878.7,2578.5,8,0.65,1.0,0.6,0.0,0.08144309097362311
8930e1c8babffff,37.46361173308483,127.13817560774297,41131620,복정동,수정구,0.1169695747533441,0.1752065572430349,0.1402643677492204,0.0,0.3,0.9794309221803222,1.0,0.8,0.0,8,20,,Unknown,0.3983565225511252,0.1664261426881347,0.1169695747533441,0.1169695747533441,0.2137498010763761,0.203764487421365,0.2129345407106131,0.228961352716942,0.4914437396313635,15420.7,6008.9,60,0.53,0.7,0.6,0.0,0.07371656094470452
8930e026967ffff,37.37998058180911,127.0996594909472,41135650,판교동,분당구,0.1275882933326259,0.1865480898138088,0.151172211925099,0.0,0.825,0.910867329448063,1.0,0.8,0.0,2,54,,Unknown,0.0968344383229059,0.1809293821411808,0.1275882933326259,0.1275882933326259,0.1316974090318486,0.118694274580035,0.1817396976440795,0.1369119542381067,0.4781861460938521,1030.4,615.2,10,0.58,1.0,0.6,0.0,0.07172792191407781
8930e1c9a57ffff,37.4010676372602,127.09095320785129,41135650,판교동,분당구,0.1275882933326259,0.1865480898138088,0.151172211925099,0.0,1.0,0.9160095989029824,1.0,0.8,0.0,0,49,,Unknown,0.0968344383229059,0.1809293821411808,0.1275882933326259,0.1275882933326259,0.1316974090318486,0.118694274580035,0.1817396976440795,0.1369119542381067,0.5363581272494793,2353.4,1594.8,16,0.6125,1.0,0.6,0.0,0.0804537190874219
8930e1524a3ffff,37.44665546293386,127.13673933709563,41131550,태평2동,수정구,0.0570476301948968,0.0822662879035789,0.0671350932783697,0.0,0.9125,0.5006195786864932,1.0,0.8,0.0,1,807,,Unknown,0.3503595106919414,0.0759621570956016,0.0570476301948968,0.0570476301948968,0.1497698260691863,0.0430625042277024,0.1592356687898089,0.1466896862950968,0.5604015045174984,13684.4,7364.7,310,0.54,1.0,0.6,0.0,0.08406022567762475
8930e1c902fffff,37.42043896335412,127.05067200147278,41131640,고등동,수정구,0.0919400957440941,0.1242854967661393,0.1048782561529121,0.0,1.0,0.9982859101816935,1.0,0.8,0.0,0,1,,Unknown,0.168923335512186,0.1176946116277231,0.0919400957440941,0.0919400957440941,0.1214736966454289,0.159100173110528,0.1561660655360294,0.1394027198049199,0.5540155482573637,2890.1,2023.1,2,0.7,0.5,0.6,0.0,0.08310233223860454
8930e026907ffff,37.38628806894223,127.09495114123186,41135650,판교동,분당구,0.1275882933326259,0.1865480898138088,0.151172211925099,0.0,1.0,0.9022968803565308,1.0,0.8,0.0,0,57,,Unknown,0.0968344383229059,0.1809293821411808,0.1275882933326259,0.1275882933326259,0.1316974090318486,0.118694274580035,0.1817396976440795,0.1369119542381067,0.6160430937011687,4540.5,3551.3,32,0.6125,1.0,0.6,0.0,0.0924064640551753
8930e1c8b4bffff,37.45013926293721,127.13178745804562,41131620,복정동,수정구,0.1169695747533441,0.1752065572430349,0.1402643677492204,0.0,0.65,0.6126157010627354,1.0,0.8,0.0,4,230,,Unknown,0.3983565225511252,0.1664261426881347,0.1169695747533441,0.1169695747533441,0.2137498010763761,0.203764487421365,0.2129345407106131,0.228961352716942,0.5400265176429699,6298.5,3911.0,94,0.5745,0.7,0.6,0.0,0.08100397764644549
8930e15334fffff,37.35990925104816,127.14512307154224,41135510,분당동,분당구,0.0352251358978095,0.151264084629794,0.0816407153906033,1.0,1.0,0.9948577305450804,1.0,0.8,0.7958861844360645,0,3,,Unknown,0.283406480530395,0.1397587607511954,0.0352251358978095,0.0352251358978095,0.1358129455009316,0.0551713760440734,0.0844908295602793,0.1295562991052563,0.5384560949508262,1190.9,833.6,2,0.7,1.0,0.6,0.47753171066163863,0.48667036830501675
8930e1c8aa3ffff,37.45884665225878,127.11940745818931,41131620,복정동,수정구,0.1169695747533441,0.1752065572430349,0.1402643677492204,0.0,1.0,0.9725745629070964,1.0,0.8,0.0,0,16,,Unknown,0.3983565225511252,0.1664261426881347,0.1169695747533441,0.1169695747533441,0.2137498010763761,0.203764487421365,0.2129345407106131,0.228961352716942,0.4656830225225853,9256.4,4104.6,58,0.4483,0.7,0.6,0.0,0.06985245337838779
8930e026d43ffff,37.39066151631421,127.0717502637624,41135680,운중동,분당구,0.2059581325868684,0.3036603248464614,0.2450390094907056,0.0,0.825,0.8320191978059649,1.0,0.8,0.0,2,100,,Unknown,0.2067419927164067,0.2916803098533317,0.2059581325868684,0.2059581325868684,0.2276238349423457,0.2209674265773783,0.3438914895249789,0.2469903954113642,0.4821518234677506,6168.7,3217.9,74,0.6162,0.7,0.6,0.0,0.07232277352016259
8930e1c994fffff,37.42385805905614,127.11383358012512,41131650,시흥동,수정구,0.1287571319758471,0.268369406110957,0.1846020416298911,0.0,1.0,0.9674322934521769,1.0,0.8,0.0,0,19,,Unknown,0.0966476795218974,0.261308367454804,0.1287571319758471,0.1287571319758471,0.1522621051094014,0.3081515232711472,0.1828140587829023,0.1912274332382693,0.3269979101705166,3059.8,917.9,6,0.3,0.5,0.6,0.0,0.049049686525577486
8930e1c9e33ffff,37.41932790118639,127.08200613082047,41131650,시흥동,수정구,0.1287571319758471,0.268369406110957,0.1846020416298911,0.0,1.0,0.964004113815564,1.0,0.8,0.0,0,21,,Unknown,0.0966476795218974,0.261308367454804,0.1287571319758471,0.1287571319758471,0.1522621051094014,0.3081515232711472,0.1828140587829023,0.1912274332382693,0.306442211537984,814.9,244.5,2,0.3,0.5,0.6,0.0,0.0459663317306976
8930e15239bffff,37.420750463668696,127.16077654489028,41133670,도촌동,중원구,0.1258360805453779,0.2006614114125326,0.1557662128922398,0.0,1.0,0.917723688721289,1.0,0.8,0.0,0,48,,Unknown,0.282659445326361,0.1929170348690428,0.1258360805453779,0.1258360805453779,0.189653328560589,0.1745603382005516,0.2850510321540941,0.2120852068776988,0.4231315195822104,13239.9,4039.9,28,0.3214,1.0,0.6,0.0,0.06346972793733156
8930e153247ffff,37.3551645627931,127.12638133024004,41135570,정자3동,분당구,0.2975470887555387,0.2013665412256768,0.259074869743594,1.0,1.0,0.996571820363387,1.0,0.8,0.7972574562907097,0,2,,Unknown,0.1550098048370529,0.1864085727604963,0.2975470887555387,0.2975470887555387,0.2270012745812323,0.0386852099989883,0.082399662343642,0.1556405748638142,0.5585034624120994,4291.3,2941.4,12,0.6333,1.0,0.6,0.47835447377442575,0.4903768220700768
8930e026c3bffff,37.38915235392828,127.06115304656728,41135680,운중동,분당구,0.2059581325868684,0.3036603248464614,0.2450390094907056,0.0,1.0,0.9742886527254028,1.0,0.8,0.0,0,15,,Unknown,0.2067419927164067,0.2916803098533317,0.2059581325868684,0.2059581325868684,0.2276238349423457,0.2209674265773783,0.3438914895249789,0.2469903954113642,0.3921503879838544,9638.2,2974.0,18,0.3111,0.7,0.6,0.0,0.05882255819757815
8930e1c9363ffff,37.4032699760487,127.06233110229869,41131650,시흥동,수정구,0.1287571319758471,0.268369406110957,0.1846020416298911,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.0966476795218974,0.261308367454804,0.1287571319758471,0.1287571319758471,0.1522621051094014,0.3081515232711472,0.1828140587829023,0.1912274332382693,0.5435781607373134,1750.2,1225.2,2,0.7,0.5,0.6,0.0,0.081536724110597
8930e1c9847ffff,37.41909771158026,127.09508682229118,41131650,시흥동,수정구,0.1287571319758471,0.268369406110957,0.1846020416298911,0.0,0.7375,0.9897154610901612,1.0,0.8,0.0,3,9,,Unknown,0.0966476795218974,0.261308367454804,0.1287571319758471,0.1287571319758471,0.1522621051094014,0.3081515232711472,0.1828140587829023,0.1912274332382693,0.4646935271913128,3725.4,1975.5,14,0.5857,0.5,0.6,0.0,0.06970402907869691
8930e1c9d2bffff,37.44212345291084,127.1048859573449,41131630,신촌동,수정구,0.0012456656074338,0.0292472417708526,0.0124462960728013,0.0,1.0,0.9897154610901612,1.0,0.8,0.0,0,6,,Unknown,0.0501447380707815,0.0270611245803531,0.0012456656074338,0.0012456656074338,0.0223692520896679,0.0380312117205992,0.0146957255774691,0.0280081437359929,0.3354923728851764,1884.4,628.7,6,0.3333,1.0,0.6,0.0,0.05032385593277646
8930e152293ffff,37.41599606264038,127.14201109579886,41133670,도촌동,중원구,0.1258360805453779,0.2006614114125326,0.1557662128922398,0.0,1.0,0.957147754542338,1.0,0.8,0.0,0,25,,Unknown,0.282659445326361,0.1929170348690428,0.1258360805453779,0.1258360805453779,0.189653328560589,0.1745603382005516,0.2850510321540941,0.2120852068776988,0.4208276648089862,7128.6,2844.3,74,0.4919,1.0,0.6,0.0,0.06312414972134793
8930e152c5bffff,37.435066876259285,127.1829927254259,41133570,상대원1동,중원구,0.1464882246035055,0.317823978552547,0.2150225261831221,0.0,1.0,0.9245800479945148,1.0,0.8,0.0,0,44,,Unknown,0.5088243533476515,0.2910084552227944,0.1464882246035055,0.1464882246035055,0.2913191208815715,0.9372439985935204,0.653576087790653,0.5001906371894749,0.5357832852161986,4680.7,2992.7,12,0.6,0.5,0.6,0.0,0.08036749278242979
8930e15254bffff,37.43794385243101,127.14911873185484,41133525,중앙동,중원구,0.0453211759139985,0.0955786315011052,0.0654241581488412,0.0,0.9125,0.818306479259513,1.0,0.8,0.0,1,107,,Unknown,0.240638715099449,0.0873911700377771,0.0453211759139985,0.0453211759139985,0.1144339362005783,0.0164983851538812,0.1120405187629498,0.1068079028104361,0.523443027776356,5529.6,3341.0,42,0.5952,1.0,0.6,0.0,0.07851645416645339
8930e024ddbffff,37.35174014694997,127.09728722490648,41135662,금곡동,분당구,0.2716677734571954,0.3057914029293038,0.2853172252460388,1.0,1.0,0.993143640726774,1.0,0.8,0.7945149125814193,0,4,,Unknown,0.3961154169390232,0.2918124336158817,0.2716677734571954,0.2716677734571954,0.3140382315414153,0.2575278304814252,0.4062428056173739,0.3241668825882624,0.4797970069649161,1025.3,615.2,2,0.6,0.7,0.6,0.33369626328419605,0.35561137483630406
8930e152067ffff,37.422493745600896,127.15830111759966,41133670,도촌동,중원구,0.1258360805453779,0.2006614114125326,0.1557662128922398,0.0,1.0,0.9451491258141926,1.0,0.8,0.0,0,32,,Unknown,0.282659445326361,0.1929170348690428,0.1258360805453779,0.1258360805453779,0.189653328560589,0.1745603382005516,0.2850510321540941,0.2120852068776988,0.4445994374311838,14848.0,4704.6,46,0.3957,1.0,0.6,0.0,0.06668991561467756
8930e153623ffff,37.37343433300443,127.11744435407778,41135520,수내1동,분당구,0.820864304458659,0.2723208210090141,0.601446911078801,0.0,0.7375,0.8217346588961261,1.0,0.8,0.0,3,107,,Unknown,0.2856475861424969,0.27601678947651,0.820864304458659,0.820864304458659,0.5240874102182731,0.477836475256186,0.4890261683677385,0.459709335629056,0.6383832068804224,12159.7,8500.9,256,0.7,1.0,0.6,0.0,0.09575748103206336
8930e02616bffff,37.37310121919409,127.0414995711041,41135680,운중동,분당구,0.2059581325868684,0.3036603248464614,0.2450390094907056,1.0,1.0,0.9725745629070964,1.0,0.8,0.7780596503256771,0,16,,Unknown,0.2067419927164067,0.2916803098533317,0.2059581325868684,0.2059581325868684,0.2276238349423457,0.2209674265773783,0.3438914895249789,0.2469903954113642,0.570947569481239,4739.2,3317.4,2,0.7,0.7,0.6,0.32678505313678435,0.36340943058845254
8930e026b33ffff,37.36760177292466,127.09600091348852,41135662,금곡동,분당구,0.2716677734571954,0.3057914029293038,0.2853172252460388,0.0,1.0,0.9828591018169353,1.0,0.8,0.0,0,10,,Unknown,0.3961154169390232,0.2918124336158817,0.2716677734571954,0.2716677734571954,0.3140382315414153,0.2575278304814252,0.4062428056173739,0.3241668825882624,0.5685336073626773,4475.5,3132.9,2,0.7,0.7,0.6,0.0,0.0852800411044016
8930e1c9c23ffff,37.43735863226026,127.0861377689256,41131640,고등동,수정구,0.0919400957440941,0.1242854967661393,0.1048782561529121,0.0,1.0,0.9897154610901612,1.0,0.8,0.0,0,6,,Unknown,0.168923335512186,0.1176946116277231,0.0919400957440941,0.0919400957440941,0.1214736966454289,0.159100173110528,0.1561660655360294,0.1394027198049199,0.5025758878716715,3388.1,2039.7,8,0.6,0.5,0.6,0.0,0.07538638318075072
8930e15218bffff,37.43879166398313,127.164935706047,41133590,상대원3동,중원구,0.0473778171279475,0.022188568592651,0.0373021177138289,0.0,0.7375,0.5015923566878981,1.0,0.8,0.0,3,942,,Unknown,0.2961994583994771,0.0195061318619004,0.0473778171279475,0.0473778171279475,0.1150563881928946,0.0210141687033138,0.1543243035837617,0.1147781336760658,0.5762154447168287,14088.4,7881.7,344,0.5459,0.5,0.6,0.0,0.08643231670752431
8930e15266fffff,37.41208751039716,127.1390575677982,41135640,야탑3동,분당구,0.0952964136419912,0.2491020055222445,0.1568186503940925,0.0,0.7375,0.732601988344189,1.0,0.8,0.0,3,159,,Unknown,0.469978522737884,0.232590439514758,0.0952964136419912,0.0952964136419912,0.2420245528389508,0.2688061385752717,0.0755314250633105,0.2481629427903718,0.5399431964011424,10726.3,5897.7,190,0.5611,1.0,0.6,0.0,0.08099147946017136
8930e153037ffff,37.38383376952215,127.1366656556466,41135580,서현1동,분당구,0.9968130393916228,0.6447023797590359,0.855968775538588,0.0,0.9125,0.6811792937949948,1.0,0.8,0.0,1,187,,Unknown,0.3879914090951536,0.6379679208477442,0.9968130393916228,0.9968130393916228,0.7244552706667124,0.6063353609372737,0.898837387767631,0.6800467246742612,0.6389644776135676,10844.1,7820.6,120,0.5783,1.0,0.6,0.0,0.09584467164203513
8930e15351bffff,37.39928033869813,127.12748723688595,41135600,이매1동,분당구,0.1032687369307485,0.2296300483595816,0.1538132615022818,0.0,0.9125,0.7685978745286252,1.0,0.8,0.0,1,136,,Unknown,0.145298347184611,0.2137762129782459,0.1032687369307485,0.1032687369307485,0.1435044890187816,0.1127216936242304,0.1246450771237817,0.140974677071365,0.6864644627234424,18109.4,12457.9,282,0.6461,1.0,0.6,0.0,0.10296966940851636
8930e1cd6d3ffff,37.46860681196969,127.14384782531287,41131625,위례동,수정구,0.4430485790178199,0.4178320876323894,0.4329619824636477,0.0,0.65,0.9057250599931436,1.0,0.8,0.0,4,59,,Unknown,0.5249789896348865,0.4066174321583938,0.4430485790178199,0.4430485790178199,0.4585199154880834,0.3590172612939077,0.6522715064077967,0.4708221278639154,0.6851581386437708,12824.7,9879.3,198,0.8106,1.0,0.6,0.0,0.10277372079656562
8930e026a2bffff,37.35546174815645,127.07927649297515,41135665,구미1동,분당구,0.3151374004709809,0.2235613294144668,0.2785069720483753,1.0,1.0,0.957147754542338,1.0,0.8,0.7657182036338704,0,25,,Unknown,0.2080493043234662,0.2212685070153227,0.3151374004709809,0.3151374004709809,0.2595437482628119,0.3577852268197078,0.2730987644846903,0.2718153676147724,0.3752772254103335,7539.6,2357.9,14,0.3286,1.0,0.6,0.4594309221803222,0.4468078676648239
8930e1c9153ffff,37.424346868101466,127.05361589015097,41131640,고등동,수정구,0.0919400957440941,0.1242854967661393,0.1048782561529121,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.168923335512186,0.1176946116277231,0.0919400957440941,0.0919400957440941,0.1214736966454289,0.159100173110528,0.1561660655360294,0.1394027198049199,0.5369047816929025,1021.5,715.0,2,0.7,0.5,0.6,0.0,0.08053571725393537
8930e026a0fffff,37.35612100842938,127.07409757630086,41135665,구미1동,분당구,0.3151374004709809,0.2235613294144668,0.2785069720483753,1.0,1.0,0.9982859101816935,1.0,0.8,0.7986287281453549,0,1,,Unknown,0.2080493043234662,0.2212685070153227,0.3151374004709809,0.3151374004709809,0.2595437482628119,0.3577852268197078,0.2730987644846903,0.2718153676147724,0.3505029244258482,5626.7,1688.0,6,0.3,1.0,0.6,0.4791772368872129,0.45987609001800817
8930e1c9b1bffff,37.41147471016805,127.11016898051018,41131650,시흥동,수정구,0.1287571319758471,0.268369406110957,0.1846020416298911,0.0,1.0,0.9897154610901612,1.0,0.8,0.0,0,6,,Unknown,0.0966476795218974,0.261308367454804,0.1287571319758471,0.1287571319758471,0.1522621051094014,0.3081515232711472,0.1828140587829023,0.1912274332382693,0.5462289907751167,5871.3,3749.6,32,0.6438,0.5,0.6,0.0,0.0819343486162675
8930e152083ffff,37.43403433055623,127.14616342153744,41133510,성남동,중원구,0.4585561216747951,0.4205640738554599,0.443359302547061,0.0,0.3875,0.7977374014398353,1.0,0.8,0.0,7,125,,Unknown,1.0,0.3908118957979841,0.4585561216747951,0.4585561216747951,0.6040532287031538,0.3013657154585115,1.0,0.6301467465862582,0.4266199651433007,2662.8,1280.1,22,0.4909,0.3,0.6,0.0,0.0639929947714951
8930e152567ffff,37.44227780815413,127.1599833276276,41133530,금광1동,중원구,0.0932983234690339,0.1457818178067272,0.1142917212041112,0.0,0.9125,0.6091875214261225,1.0,0.8,0.0,1,229,,Unknown,0.1917079092352227,0.1347705732537219,0.0932983234690339,0.0932983234690339,0.1331892616450625,0.017625238391304,0.1151101220167293,0.114332322634127,0.4959992812685435,9827.6,4788.7,130,0.4938,1.0,0.6,0.0,0.07439989219028152
8930e153413ffff,37.39452619480673,127.10874172981866,41135657,백현동,분당구,0.279685328637519,0.335035490602693,0.3018253934235886,0.0,0.3,0.9125814192663696,1.0,0.8,0.0,17,68,,Unknown,0.2383976094873471,0.339787948200788,0.279685328637519,0.279685328637519,0.2823246677832847,0.1987804103333867,0.4757117642544701,0.294606904444346,0.5542177042136179,6962.2,4421.6,80,0.7275,1.0,0.6,0.0,0.08313265563204268
8930e1c8b67ffff,37.45447551318406,127.1426494558844,41131520,신흥2동,수정구,0.0739779873982822,0.2306599076290831,0.1366507554906026,0.0,1.0,0.9657182036338704,1.0,0.8,0.0,0,20,,Unknown,0.2115977215426277,0.2118454682152606,0.0739779873982822,0.0739779873982822,0.1497307778458304,0.0703249510941774,0.122803315171514,0.1425496090029281,0.5396530236811554,1321.6,925.1,2,0.7,1.0,0.6,0.0,0.08094795355217331
8930e026923ffff,37.385629144179234,127.10013419896548,41135650,판교동,분당구,0.1275882933326259,0.1865480898138088,0.151172211925099,0.0,0.825,0.8663009941720945,1.0,0.8,0.0,2,80,,Unknown,0.0968344383229059,0.1809293821411808,0.1275882933326259,0.1275882933326259,0.1316974090318486,0.118694274580035,0.1817396976440795,0.1369119542381067,0.5765981993860857,6098.9,4196.6,54,0.5852,1.0,0.6,0.0,0.08648972990791286
8930e026e07ffff,37.37112975187756,127.05703309755856,41135680,운중동,분당구,0.2059581325868684,0.3036603248464614,0.2450390094907056,1.0,1.0,0.996571820363387,1.0,0.8,0.7972574562907097,0,2,,Unknown,0.2067419927164067,0.2916803098533317,0.2059581325868684,0.2059581325868684,0.2276238349423457,0.2209674265773783,0.3438914895249789,0.2469903954113642,0.0,0.0,0.0,0,0.0,0.7,0.6,0.33484813164209803,0.2846209118957833
8930e1c9a13ffff,37.40671628619211,127.09142724920058,41131650,시흥동,수정구,0.1287571319758471,0.268369406110957,0.1846020416298911,0.0,0.65,0.9091532396297566,1.0,0.8,0.0,4,57,,Unknown,0.0966476795218974,0.261308367454804,0.1287571319758471,0.1287571319758471,0.1522621051094014,0.3081515232711472,0.1828140587829023,0.1912274332382693,0.4080192010792183,5548.9,2230.0,24,0.45,0.5,0.6,0.0,0.061202880161882744
8930e15330bffff,37.365559515180806,127.1456019045944,41135510,분당동,분당구,0.0352251358978095,0.151264084629794,0.0816407153906033,0.0,1.0,0.9725745629070964,1.0,0.8,0.0,0,16,,Unknown,0.283406480530395,0.1397587607511954,0.0352251358978095,0.0352251358978095,0.1358129455009316,0.0551713760440734,0.0844908295602793,0.1295562991052563,0.5157983486744835,7016.2,3978.2,74,0.5676,1.0,0.6,0.0,0.07736975230117252
8930e02681bffff,37.37654351715506,127.07057022260204,41135680,운중동,분당구,0.2059581325868684,0.3036603248464614,0.2450390094907056,0.0,1.0,0.9554336647240316,1.0,0.8,0.0,0,26,,Unknown,0.2067419927164067,0.2916803098533317,0.2059581325868684,0.2059581325868684,0.2276238349423457,0.2209674265773783,0.3438914895249789,0.2469903954113642,0.5375702984997586,1094.1,765.9,2,0.7,0.7,0.6,0.0,0.08063554477496378
8930e1c990bffff,37.42950835106905,127.11430993398794,41131640,고등동,수정구,0.0919400957440941,0.1242854967661393,0.1048782561529121,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.168923335512186,0.1176946116277231,0.0919400957440941,0.0919400957440941,0.1214736966454289,0.159100173110528,0.1561660655360294,0.1394027198049199,0.4792603244616509,966.7,580.0,4,0.6,0.5,0.6,0.0,0.07188904866924763
8930e024cb7ffff,37.3552242196492,127.09234394727864,41135665,구미1동,분당구,0.3151374004709809,0.2235613294144668,0.2785069720483753,1.0,1.0,1.0,1.0,0.8,0.8,0,0,,Unknown,0.2080493043234662,0.2212685070153227,0.3151374004709809,0.3151374004709809,0.2595437482628119,0.3577852268197078,0.2730987644846903,0.2718153676147724,0.5567537851709072,3189.1,2232.4,2,0.7,1.0,0.6,0.48,0.4915130677756361
8930e15301bffff,37.37950532017477,127.12581679994446,41135580,서현1동,분당구,0.9968130393916228,0.6447023797590359,0.855968775538588,0.0,0.9125,0.9125814192663696,1.0,0.8,0.0,1,52,,Unknown,0.3879914090951536,0.6379679208477442,0.9968130393916228,0.9968130393916228,0.7244552706667124,0.6063353609372737,0.898837387767631,0.6800467246742612,0.6385878388451846,13916.9,9342.0,188,0.6734,1.0,0.6,0.0,0.09578817582677768
8930e152357ffff,37.4116110720035,127.16524624940158,41133670,도촌동,중원구,0.1258360805453779,0.2006614114125326,0.1557662128922398,0.0,1.0,0.9091532396297566,1.0,0.8,0.0,0,53,,Unknown,0.282659445326361,0.1929170348690428,0.1258360805453779,0.1258360805453779,0.189653328560589,0.1745603382005516,0.2850510321540941,0.2120852068776988,0.4810764537644251,14638.0,5622.6,64,0.5625,1.0,0.6,0.0,0.07216146806466377
