h3_index,lat,lon,CSV_ADMI_CD,ADM_NM,GU_NM,delivery_demand_index,flow_pop_index,urgency,score_airspace,score_obstacle,score_noise,score_terrain,score_weather,composite_score,tall_bldg_count,total_bldg_count,avg_slope,terrain_zone,Hr,Fp,Cc,Od,Ds_v2,Ec,Od_v2,Ds_v3,Ra,total_walk_length,robot_walk_length,n_crossings,avg_robot_weight,score_construction,score_protected,composite_6layer,composite_v3
8930e152c3bffff,37.44222597779341,127.19410781456212,41133570,상대원1동,중원구,0.1464882246035055,0.317823978552547,0.2150225261831221,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.5088243533476515,0.2910084552227944,0.1464882246035055,0.1464882246035055,0.2913191208815715,0.9372439985935204,0.653576087790653,0.5001906371894749,0.5953537775340714,7404.5,5183.1,12,0.7,0.5,0.6,0.0,0.0893030666301107
8930e153023ffff,37.38100861287395,127.13642658221043,41135580,서현1동,분당구,0.9968130393916228,0.6447023797590359,0.855968775538588,0.0,1.0,0.8971546109016112,1.0,0.8,0.0,0,60,,Unknown,0.3879914090951536,0.6379679208477442,0.9968130393916228,0.9968130393916228,0.7244552706667124,0.6063353609372737,0.898837387767631,0.6800467246742612,0.4975613641805511,9923.3,4847.0,58,0.4586,1.0,0.6,0.0,0.07463420462708266
8930e024dbbffff,37.35889104944779,127.10836163785046,41135550,정자1동,분당구,0.5303897174782778,0.5484965438631837,0.5376324480322402,1.0,0.4750000000000001,0.9280082276311278,1.0,0.8,0.3526431264998286,6,48,,Unknown,0.5654122700532263,0.5316036957519632,0.5303897174782778,0.5303897174782778,0.5411999778191837,0.6184404979551392,0.7528585680300821,0.5903686349548949,0.7831191498515893,21294.9,17163.5,190,0.7905,1.0,0.6,0.2115858758998972,0.297315866992651
8930e153603ffff,37.373012532198295,127.10955023234295,41135545,정자동,분당구,0.143609808465298,0.2071475318499021,0.1690248978191396,0.0,0.3875,0.9125814192663696,1.0,0.8,0.0,7,58,,Unknown,0.2173872443738911,0.2080913249989688,0.143609808465298,0.143609808465298,0.1818634183712936,0.0868897907433371,0.3520834932085028,0.1948775199162689,0.7360166874312256,18360.1,14148.3,180,0.6944,0.3,0.6,0.0,0.11040250311468384
8930e1cd2d7ffff,37.45749432935991,127.16390292099312,41133560,은행2동,중원구,0.1344689082617625,0.1276370413956344,0.1317361615153112,0.0,0.7375,0.5030737704918034,1.0,0.8,0.0,3,488,,Unknown,0.4359884209543375,0.1219760661493637,0.1344689082617625,0.1344689082617625,0.2218015515414353,0.0319928724043835,0.176137671705932,0.1931053253575761,0.5068161976841861,11171.1,5415.0,206,0.5019,1.0,0.6,0.0,0.07602242965262791
8930e15265bffff,37.412323478679575,127.12596781766116,41135620,야탑1동,분당구,0.5540292177394195,0.3964888625358763,0.4910130756580022,0.0,0.3,0.9228659581762084,1.0,0.8,0.0,14,59,,Unknown,0.2595947334018115,0.3922237079971283,0.5540292177394195,0.5540292177394195,0.4252474950025643,0.4648619930075792,0.5537564269818126,0.4301851311465501,0.6132504409983689,9034.4,6371.5,144,0.7264,1.0,0.6,0.0,0.09198756614975533
8930e02614bffff,37.37267469701767,127.03361702527916,41135680,운중동,분당구,0.2059581325868684,0.3036603248464614,0.2450390094907056,1.0,1.0,0.9982859101816935,1.0,0.8,0.7986287281453549,0,1,,Unknown,0.2067419927164067,0.2916803098533317,0.2059581325868684,0.2059581325868684,0.2276238349423457,0.2209674265773783,0.3438914895249789,0.2469903954113642,0.4256215988895004,1349.4,674.7,2,0.5,0.7,0.6,0.33542406582104906,0.34895369578131674
8930e152177ffff,37.43181792833045,127.17484025392856,41133570,상대원1동,중원구,0.1464882246035055,0.317823978552547,0.2150225261831221,0.0,0.3,0.8320191978059649,1.0,0.8,0.0,25,123,,Unknown,0.5088243533476515,0.2910084552227944,0.1464882246035055,0.1464882246035055,0.2913191208815715,0.9372439985935204,0.653576087790653,0.5001906371894749,0.4388638086961163,5765.9,2608.5,34,0.4471,0.5,0.6,0.0,0.06582957130441744
8930e026b13ffff,37.36717906377716,127.08811074121051,41135662,금곡동,분당구,0.2716677734571954,0.3057914029293038,0.2853172252460388,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.3961154169390232,0.2918124336158817,0.2716677734571954,0.2716677734571954,0.3140382315414153,0.2575278304814252,0.4062428056173739,0.3241668825882624,0.5685336073626773,4475.5,3132.9,2,0.7,0.7,0.6,0.0,0.0852800411044016
8930e150413ffff,37.3974805972227,127.16404388165664,41135640,야탑3동,분당구,0.0952964136419912,0.2491020055222445,0.1568186503940925,0.0,1.0,0.9674322934521769,1.0,0.8,0.0,0,19,,Unknown,0.469978522737884,0.232590439514758,0.0952964136419912,0.0952964136419912,0.2420245528389508,0.2688061385752717,0.0755314250633105,0.2481629427903718,0.4966808610927982,4316.9,2490.1,8,0.6,1.0,0.6,0.0,0.07450212916391973
8930e1c923bffff,37.40133079428249,127.04384641780716,41135680,운중동,분당구,0.2059581325868684,0.3036603248464614,0.2450390094907056,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.2067419927164067,0.2916803098533317,0.2059581325868684,0.2059581325868684,0.2276238349423457,0.2209674265773783,0.3438914895249789,0.2469903954113642,0.5327486474966056,567.6,397.3,2,0.7,0.7,0.6,0.0,0.07991229712449083
8930e1c9c03ffff,37.43693012843317,127.07824079434114,41131640,고등동,수정구,0.0919400957440941,0.1242854967661393,0.1048782561529121,0.0,1.0,0.9880013712718546,1.0,0.8,0.0,0,7,,Unknown,0.168923335512186,0.1176946116277231,0.0919400957440941,0.0919400957440941,0.1214736966454289,0.159100173110528,0.1561660655360294,0.1394027198049199,0.434629747374507,14813.9,4444.2,6,0.3,0.5,0.6,0.0,0.06519446210617605
8930e15216bffff,37.42616467920393,127.17435819353052,41133670,도촌동,중원구,0.1258360805453779,0.2006614114125326,0.1557662128922398,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.282659445326361,0.1929170348690428,0.1258360805453779,0.1258360805453779,0.189653328560589,0.1745603382005516,0.2850510321540941,0.2120852068776988,0.0,0.0,0.0,0,0.0,1.0,0.6,0.0,0.0
8930e15264fffff,37.41166419516091,127.13115556489656,41135620,야탑1동,분당구,0.5540292177394195,0.3964888625358763,0.4910130756580022,0.0,0.3,0.5147540983606558,1.0,0.8,0.0,9,305,,Unknown,0.2595947334018115,0.3922237079971283,0.5540292177394195,0.5540292177394195,0.4252474950025643,0.4648619930075792,0.5537564269818126,0.4301851311465501,0.5334374255858793,9416.8,5267.4,152,0.5408,1.0,0.6,0.0,0.08001561383788189
8930e153017ffff,37.38341240030306,127.12876737901802,41135580,서현1동,분당구,0.9968130393916228,0.6447023797590359,0.855968775538588,0.0,0.65,0.825162838532739,1.0,0.8,0.0,4,106,,Unknown,0.3879914090951536,0.6379679208477442,0.9968130393916228,0.9968130393916228,0.7244552706667124,0.6063353609372737,0.898837387767631,0.6800467246742612,0.5544431686685952,11536.0,6485.0,150,0.5333,1.0,0.6,0.0,0.08316647530028928
8930e1c9c0fffff,37.4351900415242,127.080715215079,41131640,고등동,수정구,0.0919400957440941,0.1242854967661393,0.1048782561529121,0.0,0.825,0.9794309221803222,1.0,0.8,0.0,2,14,,Unknown,0.168923335512186,0.1176946116277231,0.0919400957440941,0.0919400957440941,0.1214736966454289,0.159100173110528,0.1561660655360294,0.1394027198049199,0.4673255217212113,16961.6,5474.8,22,0.4909,0.5,0.6,0.0,0.07009882825818169
8930e024cb3ffff,37.354142365706615,127.08963550218137,41135665,구미1동,분당구,0.3151374004709809,0.2235613294144668,0.2785069720483753,1.0,1.0,0.9777168323620158,1.0,0.8,0.7821734658896127,0,13,,Unknown,0.2080493043234662,0.2212685070153227,0.3151374004709809,0.3151374004709809,0.2595437482628119,0.3577852268197078,0.2730987644846903,0.2718153676147724,0.4434145563710772,1420.4,752.8,6,0.5,1.0,0.6,0.46930407953376757,0.465420651059364
8930e152063ffff,37.42141080839608,127.15558555339534,41133670,도촌동,중원구,0.1258360805453779,0.2006614114125326,0.1557662128922398,0.0,1.0,0.953719574905725,1.0,0.8,0.0,0,27,,Unknown,0.282659445326361,0.1929170348690428,0.1258360805453779,0.1258360805453779,0.189653328560589,0.1745603382005516,0.2850510321540941,0.2120852068776988,0.51699335732121,22448.1,7222.8,86,0.4326,1.0,0.6,0.0,0.0775490035981815
8930e152547ffff,37.44185356555039,127.1520745511879,41133525,중앙동,중원구,0.0453211759139985,0.0955786315011052,0.0654241581488412,0.0,0.5625,0.5066489361702128,1.0,0.8,0.0,5,376,,Unknown,0.240638715099449,0.0873911700377771,0.0453211759139985,0.0453211759139985,0.1144339362005783,0.0164983851538812,0.1120405187629498,0.1068079028104361,0.5032313519693714,12377.2,5681.8,216,0.5611,1.0,0.6,0.0,0.07548470279540571
8930e1c9247ffff,37.396340210280606,127.03819789888988,41135680,운중동,분당구,0.2059581325868684,0.3036603248464614,0.2450390094907056,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.2067419927164067,0.2916803098533317,0.2059581325868684,0.2059581325868684,0.2276238349423457,0.2209674265773783,0.3438914895249789,0.2469903954113642,0.4367637429638237,3676.9,1773.1,4,0.5,0.7,0.6,0.0,0.06551456144457356
8930e1c8b47ffff,37.4540492789104,127.1347418570448,41131620,복정동,수정구,0.1169695747533441,0.1752065572430349,0.1402643677492204,0.0,0.7375,0.9811450119986288,1.0,0.8,0.0,3,14,,Unknown,0.3983565225511252,0.1664261426881347,0.1169695747533441,0.1169695747533441,0.2137498010763761,0.203764487421365,0.2129345407106131,0.228961352716942,0.5645478276566523,5775.1,3882.0,46,0.6696,0.7,0.6,0.0,0.08468217414849785
8930e026903ffff,37.385205355527376,127.0922412551737,41135650,판교동,분당구,0.1275882933326259,0.1865480898138088,0.151172211925099,0.0,1.0,0.957147754542338,1.0,0.8,0.0,0,25,,Unknown,0.0968344383229059,0.1809293821411808,0.1275882933326259,0.1275882933326259,0.1316974090318486,0.118694274580035,0.1817396976440795,0.1369119542381067,0.5980694579577673,4743.1,3544.9,22,0.5364,1.0,0.6,0.0,0.0897104186936651
8930e1c902bffff,37.41935470075698,127.0479636558956,41131640,고등동,수정구,0.0919400957440941,0.1242854967661393,0.1048782561529121,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.168923335512186,0.1176946116277231,0.0919400957440941,0.0919400957440941,0.1214736966454289,0.159100173110528,0.1561660655360294,0.1394027198049199,0.5540155482573637,2890.1,2023.1,2,0.7,0.5,0.6,0.0,0.08310233223860454
8930e026157ffff,37.37831990562464,127.03408548435968,41135680,운중동,분당구,0.2059581325868684,0.3036603248464614,0.2450390094907056,1.0,1.0,1.0,1.0,0.8,0.8,0,0,,Unknown,0.2067419927164067,0.2916803098533317,0.2059581325868684,0.2059581325868684,0.2276238349423457,0.2209674265773783,0.3438914895249789,0.2469903954113642,0.570947569481239,4739.2,3317.4,2,0.7,0.7,0.6,0.33599999999999997,0.3712421354221858
8930e1c9ed7ffff,37.41955659480616,127.06892850173244,41131650,시흥동,수정구,0.1287571319758471,0.268369406110957,0.1846020416298911,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.0966476795218974,0.261308367454804,0.1287571319758471,0.1287571319758471,0.1522621051094014,0.3081515232711472,0.1828140587829023,0.1912274332382693,0.5502020499564423,2473.6,1731.5,2,0.7,0.5,0.6,0.0,0.08253030749346633
8930e152e07ffff,37.42418062179024,127.18993827551051,41133670,도촌동,중원구,0.1258360805453779,0.2006614114125326,0.1557662128922398,0.0,1.0,0.9948577305450804,1.0,0.8,0.0,0,3,,Unknown,0.282659445326361,0.1929170348690428,0.1258360805453779,0.1258360805453779,0.189653328560589,0.1745603382005516,0.2850510321540941,0.2120852068776988,0.5483326854638313,2269.5,1588.6,2,0.7,1.0,0.6,0.0,0.08224990281957469
8930e1c9dcfffff,37.44235198617008,127.09179839547372,41131630,신촌동,수정구,0.0012456656074338,0.0292472417708526,0.0124462960728013,0.0,1.0,0.996571820363387,1.0,0.8,0.0,0,2,,Unknown,0.0501447380707815,0.0270611245803531,0.0012456656074338,0.0012456656074338,0.0223692520896679,0.0380312117205992,0.0146957255774691,0.0280081437359929,0.5541736538186246,2907.3,2035.1,2,0.7,1.0,0.6,0.0,0.08312604807279368
8930e152337ffff,37.41876769801204,127.17635187255664,41133670,도촌동,중원구,0.1258360805453779,0.2006614114125326,0.1557662128922398,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.282659445326361,0.1929170348690428,0.1258360805453779,0.1258360805453779,0.189653328560589,0.1745603382005516,0.2850510321540941,0.2120852068776988,0.0,0.0,0.0,0,0.0,1.0,0.6,0.0,0.0
8930e02499bffff,37.34627168297239,127.11777374189556,41135670,구미동,분당구,0.4625237494876398,0.3638099021031401,0.4230382105338399,1.0,0.65,0.8320191978059649,1.0,0.8,0.4326499828591017,4,102,,Unknown,0.4201139228686152,0.3347497094445013,0.4625237494876398,0.4625237494876398,0.4178572914911478,0.3011957405091735,0.3673163993553833,0.3798197805087242,0.5753362544737576,7683.4,5075.0,108,0.6278,0.3,0.6,0.07787699691463831,0.15249588554850618
8930e15360fffff,37.3712702189831,127.1120228748396,41135545,정자동,분당구,0.143609808465298,0.2071475318499021,0.1690248978191396,0.0,0.7375,0.5042134831460674,1.0,0.8,0.0,3,356,,Unknown,0.2173872443738911,0.2080913249989688,0.143609808465298,0.143609808465298,0.1818634183712936,0.0868897907433371,0.3520834932085028,0.1948775199162689,0.6278361419159716,11819.2,8109.5,246,0.6862,0.3,0.6,0.0,0.09417542128739574
8930e1536c7ffff,37.373672498812425,127.10436735410748,41135550,정자1동,분당구,0.5303897174782778,0.5484965438631837,0.5376324480322402,0.0,0.3,0.9125814192663696,1.0,0.8,0.0,9,60,,Unknown,0.5654122700532263,0.5316036957519632,0.5303897174782778,0.5303897174782778,0.5411999778191837,0.6184404979551392,0.7528585680300821,0.5903686349548949,0.5495906551945924,18438.4,8170.7,86,0.693,1.0,0.6,0.0,0.08243859827918885
8930e15312bffff,37.385757040484,127.15517981080716,41135580,서현1동,분당구,0.9968130393916228,0.6447023797590359,0.855968775538588,0.0,1.0,0.9314364072677408,1.0,0.8,0.0,0,40,,Unknown,0.3879914090951536,0.6379679208477442,0.9968130393916228,0.9968130393916228,0.7244552706667124,0.6063353609372737,0.898837387767631,0.6800467246742612,0.5865130270986426,8205.0,5511.6,52,0.5692,1.0,0.6,0.0,0.08797695406479639
8930e024dc7ffff,37.35390351675839,127.1027051565698,41135662,금곡동,분당구,0.2716677734571954,0.3057914029293038,0.2853172252460388,1.0,0.825,0.9125814192663696,1.0,0.8,0.602303736715804,2,53,,Unknown,0.3961154169390232,0.2918124336158817,0.2716677734571954,0.2716677734571954,0.3140382315414153,0.2575278304814252,0.4062428056173739,0.3241668825882624,0.4610351834943589,14296.5,5068.8,58,0.431,0.7,0.6,0.25296756942063764,0.2841777115316958
8930e152c47ffff,37.43723282087046,127.1884288285216,41133570,상대원1동,중원구,0.1464882246035055,0.317823978552547,0.2150225261831221,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.5088243533476515,0.2910084552227944,0.1464882246035055,0.1464882246035055,0.2913191208815715,0.9372439985935204,0.653576087790653,0.5001906371894749,0.0,0.0,0.0,0,0.0,0.5,0.6,0.0,0.0
8930e026bd7ffff,37.367838230077375,127.08293015357812,41135662,금곡동,분당구,0.2716677734571954,0.3057914029293038,0.2853172252460388,0.0,1.0,1.0,1.0,0.8,0.0,0,0,,Unknown,0.3961154169390232,0.2918124336158817,0.2716677734571954,0.2716677734571954,0.3140382315414153,0.2575278304814252,0.4062428056173739,0.3241668825882624,0.5685336073626773,4475.5,3132.9,2,0.7,0.7,0.6,0.0,0.0852800411044016
8930e1504d7ffff,37.39814216247577,127.1588544304825,41135640,야탑3동,분당구,0.0952964136419912,0.2491020055222445,0.1568186503940925,0.0,1.0,0.9914295509084676,1.0,0.8,0.0,0,5,,Unknown,0.469978522737884,0.232590439514758,0.0952964136419912,0.0952964136419912,0.2420245528389508,0.2688061385752717,0.0755314250633105,0.2481629427903718,0.5508595714224401,2545.4,1781.8,2,0.7,1.0,0.6,0.0,0.08262893571336602
8930e15222fffff,37.40661997943612,127.15957506196636,41135640,야탑3동,분당구,0.0952964136419912,0.2491020055222445,0.1568186503940925,0.0,1.0,0.9554336647240316,1.0,0.8,0.0,0,26,,Unknown,0.469978522737884,0.232590439514758,0.0952964136419912,0.0952964136419912,0.2420245528389508,0.2688061385752717,0.0755314250633105,0.2481629427903718,0.4233868203253297,1523.4,751.5,20,0.53,1.0,0.6,0.0,0.06350802304879945
8930e1530dbffff,37.37908359287901,127.11792068506924,41135520,수내1동,분당구,0.820864304458659,0.2723208210090141,0.601446911078801,0.0,0.4750000000000001,0.8782996229002399,1.0,0.8,0.0,6,77,,Unknown,0.2856475861424969,0.27601678947651,0.820864304458659,0.820864304458659,0.5240874102182731,0.477836475256186,0.4890261683677385,0.459709335629056,0.6458845812752011,13933.7,9528.0,170,0.6647,1.0,0.6,0.0,0.09688268719128017
8930e024d77ffff,37.34975744899768,127.1128300797184,41135665,구미1동,분당구,0.3151374004709809,0.2235613294144668,0.2785069720483753,1.0,0.3,0.7668837847103187,1.0,0.8,0.1840521083304765,8,144,,Unknown,0.2080493043234662,0.2212685070153227,0.3151374004709809,0.3151374004709809,0.2595437482628119,0.3577852268197078,0.2730987644846903,0.2718153676147724,0.7053763111875427,16555.3,12348.0,278,0.7187,1.0,0.6,0.11043126499828589,0.1996730219266744
8930e1cd293ffff,37.46314782106629,127.164384225362,41131610,양지동,수정구,0.0413673771528296,0.0497798714423575,0.0447323748686408,0.0,1.0,0.8851559821734658,1.0,0.8,0.0,0,67,,Unknown,0.1411896535624241,0.0466749071445191,0.0413673771528296,0.0413673771528296,0.0726409425736303,0.0028229364954274,0.0603177039367661,0.0625181131396761,0.4385362603030993,7883.1,3294.1,46,0.513,1.0,0.6,0.0,0.06578043904546489
8930e026107ffff,37.38330924305675,127.03973173002606,41135680,운중동,분당구,0.2059581325868684,0.3036603248464614,0.2450390094907056,1.0,1.0,1.0,1.0,0.8,0.8,0,0,,Unknown,0.2067419927164067,0.2916803098533317,0.2059581325868684,0.2059581325868684,0.2276238349423457,0.2209674265773783,0.3438914895249789,0.2469903954113642,0.3704630162935761,1566.1,626.4,6,0.4,0.7,0.6,0.33599999999999997,0.3411694524440364
8930e152127ffff,37.43681073719423,127.1805163366035,41133570,상대원1동,중원구,0.1464882246035055,0.317823978552547,0.2150225261831221,0.0,0.9125,0.8491600959890298,1.0,0.8,0.0,1,89,,Unknown,0.5088243533476515,0.2910084552227944,0.1464882246035055,0.1464882246035055,0.2913191208815715,0.9372439985935204,0.653576087790653,0.5001906371894749,0.5233694643184362,6195.6,3676.4,34,0.5118,0.5,0.6,0.0,0.07850541964776543
