CSV_ADMI_CD,ADM_NM,GU_NM,Od,Fp,Cc,Tp,Ds,urgency,legacy_urgency,demand_b2b,demand_b2c,demand_cv,Ec,dong_nm,gu_nm,admi_cty_no,demand_score,demand_tier,demand_grade,demand_rank,demand_percentile,delivery_urgency,od_score,fp_score,cc_score,tp_score,Od_volume,Cc_volume,avg_monthly_del_cnt,delivery_cnt_per_km2,flow_pop_index,area_km2,delivery_demand_index
41135540,수내3동,분당구,0.18820498970894187,0.48102929786902615,0.05691020228031077,0.6299538837015899,0.29484970399070237,0.29484970399070237,0.31679296637850074,0.0181022156255727,0.18820498970894187,0.3025648721988847,0.0181022156255727,수내3동,분당구,41135540,0.29484970399070237,MEDIUM,C,20,40.0,0.31679296637850074,0.18820498970894187,0.48102929786902615,0.05691020228031077,0.6299538837015899,0.11349438280853007,0.05347350658754546,220527.41666666666,210219.8317141261,0.4972655063404188,1.0490324098753805,0.2800188300424025
41135640,야탑3동,분당구,0.03464015578038646,0.7445110894657374,0.014320628166206035,0.5872970545032206,0.2899265421066042,0.2899265421066042,0.6758681513097939,0.1049912300940475,0.03464015578038646,0.3069935648138179,0.1049912300940475,야탑3동,분당구,41135640,0.2899265421066042,MEDIUM,C,19,38.0,0.6758681513097939,0.03464015578038646,0.7445110894657374,0.014320628166206035,0.5872970545032206,0.13325436691363296,0.08725403201558322,250690.75,49110.63028174097,0.7082174516206173,5.104612760248066,0.6039398243505666
41133670,도촌동,중원구,0.022657781618114846,0.7059662820815956,0.006574863274502809,0.6621889585805354,0.2853938536924451,0.2853938536924451,0.7356401352226246,0.0145596135916087,0.022657781618114846,0.36881938398618613,0.0145596135916087,도촌동,중원구,41133670,0.2853938536924451,MEDIUM,C,18,36.0,0.7356401352226246,0.022657781618114846,0.7059662820815956,0.006574863274502809,0.6621889585805354,0.19384058760021713,0.10967704479572908,343174.75,36539.58336193797,0.677357246636962,9.391862698617231,0.7018436487590132
41133560,은행2동,중원구,0.123924930734468,0.5586577921161207,0.04659219830981337,0.5981216857433491,0.28440447622504966,0.28440447622504966,0.41052502419745746,0.0007123121116385,0.123924930734468,0.47930306872671147,0.0007123121116385,은행2동,중원구,41133560,0.28440447622504966,MEDIUM,C,17,34.0,0.41052502419745746,0.123924930734468,0.5586577921161207,0.04659219830981337,0.5981216857433491,0.19402281444004152,0.1162151004622865,343452.9166666667,142781.80762703472,0.559417360445246,2.4054389167267853,0.35985065966259566
41131590,단대동,수정구,0.16454388188112676,0.42769554665837883,0.05722510252294536,0.7035227408005049,0.28434893207380113,0.28434893207380113,0.26324154110993236,0.0368657347876938,0.16454388188112676,0.5813988017195101,0.0368657347876938,단대동,수정구,41131590,0.28434893207380113,MEDIUM,C,16,32.0,0.26324154110993236,0.16454388188112676,0.42769554665837883,0.05722510252294536,0.7035227408005049,0.06649044890883225,0.03239814009288077,148776.58333333334,185396.29568947636,0.4545648001595647,0.8024787268809402,0.23920349727215062
41135600,이매1동,분당구,0.08265671584283166,0.7253811600741935,0.0254376646526116,0.4260810300588985,0.2805467112355271,0.2805467112355271,0.445346941923395,0.0595819719837543,0.08265671584283166,0.026688672196834753,0.0595819719837543,이매1동,분당구,41135600,0.2805467112355271,MEDIUM,C,15,30.0,0.445346941923395,0.08265671584283166,0.7253811600741935,0.0254376646526116,0.4260810300588985,0.15691590517948145,0.08768628233784566,286809.75,99486.15864515364,0.6929014186083786,2.882911089400793,0.31591234764973813
41133660,하대원동,중원구,0.07353590770829575,0.5279277375069421,0.037349874176263315,0.6258018725908416,0.2609272515073311,0.2609272515073311,0.3655090334457821,0.0753353155958121,0.07353590770829575,0.27643956662348346,0.0753353155958121,하대원동,중원구,41133660,0.2609272515073311,MEDIUM,C,14,28.000000000000004,0.3655090334457821,0.07353590770829575,0.5279277375069421,0.037349874176263315,0.6258018725908416,0.10672180056713611,0.09161796361393,210189.16666666666,89917.26140884544,0.5348138963535214,2.3375841676378024,0.3180132672522729
41135560,정자2동,분당구,0.15299425579333012,0.5601590604755505,0.0295113669712343,0.3777352671083936,0.2576258864556208,0.2576258864556208,0.20029752326398753,0.0472071534364883,0.15299425579333012,0.3027672328011907,0.0472071534364883,정자2동,분당구,41135560,0.2576258864556208,MEDIUM,C,13,26.0,0.20029752326398753,0.15299425579333012,0.5601590604755505,0.0295113669712343,0.3777352671083936,0.026004154367970007,0.008359948438650911,86974.83333333333,173279.25698832909,0.5606193238860218,0.5019344775883438,0.0870662895477672
41135510,분당동,분당구,0.02561739245901823,0.6211531610107133,0.005240784280864048,0.5994267973238342,0.25547859328212585,0.25547859328212585,0.32127364854558504,0.0069146662616129,0.02561739245901823,0.30240863416132596,0.0069146662616129,분당동,분당구,41135510,0.25547859328212585,MEDIUM,C,12,24.0,0.32127364854558504,0.02561739245901823,0.6211531610107133,0.005240784280864048,0.5994267973238342,0.05691142047759652,0.026247045918342194,134154.33333333334,39644.59462610806,0.6094531506204426,3.3839249612350843,0.21102397599713923
41131640,고등동,수정구,0.004734422289132929,0.563307274067727,0.0034386463829846462,0.6906974889051272,0.24694815124964348,0.24694815124964348,0.3957673708183554,0.0083493668405293,0.004734422289132929,0.31715375423536823,0.0083493668405293,고등동,수정구,41131640,0.24694815124964348,LOW,C,11,22.0,0.3957673708183554,0.004734422289132929,0.563307274067727,0.0034386463829846462,0.6906974889051272,0.1120858643261128,0.0886782186036037,218377.33333333334,17735.681227537825,0.5631398843293168,12.312881052139309,0.33827617654198167
41131620,복정동,수정구,0.09459990364592463,0.6054283979324323,0.02065799635014094,0.379589044114181,0.2465699214638441,0.2465699214638441,0.4153883616530645,0.1002456492700706,0.09459990364592463,0.3131435691616831,0.1002456492700706,복정동,수정구,41131620,0.2465699214638441,LOW,C,10,20.0,0.4153883616530645,0.09459990364592463,0.6054283979324323,0.02065799635014094,0.379589044114181,0.23007080997619367,0.07697050516589106,398479.6666666667,112016.09404956081,0.5968634026142088,3.5573429876099936,0.341178602879723
41133580,상대원2동,중원구,0.1185325043522918,0.37310305243007613,0.05392942721265661,0.5770476753791791,0.2348016477408622,0.2348016477408622,0.175492500256994,0.4016346450602594,0.1185325043522918,0.0,0.4016346450602594,상대원2동,중원구,41133580,0.2348016477408622,LOW,D,9,18.0,0.175492500256994,0.1185325043522918,0.37310305243007613,0.05392942721265661,0.5770476753791791,0.015183712414383628,0.012261683106300561,70457.58333333333,137124.46091561564,0.41085630407955626,0.5138221354736401,0.1548166588925034
41131650,시흥동,수정구,0.011720701350201802,0.619594904114988,0.006484415248343871,0.45759907258619203,0.2292619362013324,0.2292619362013324,0.4559927395584647,0.0257775567427015,0.011720701350201802,0.30802146441404593,0.0257775567427015,시흥동,수정구,41131650,0.2292619362013324,LOW,D,8,16.0,0.4559927395584647,0.011720701350201802,0.619594904114988,0.006484415248343871,0.45759907258619203,0.1814921260999907,0.12808109815141752,324325.0,25065.183768700685,0.6082055603357117,12.9392628034505,0.3861493162339475
