kosha_moto_time_min,kosha_moto_dist_m,kosha_safe_rating,assigned_lot_id,target_h3_index,hub_lon,hub_lat,target_lon,target_lat,kosha_result_code,kosha_result_msg,kosha_success
12.416666666666666,950.0,,206-3-000001,8830e15309fffff,127.1189553112,37.382624,127.12382068487132,37.38689775513501,00,NORMAL_CODE,1.0
,,,206-3-000001,8830e1530bfffff,127.1189553112,37.382624,127.13171862537848,37.38731969270269,REQUEST_ERROR,HTTPError: 500 Server Error: Internal Server Error,0.0
,,,206-3-000001,8830e1530dfffff,127.1189553112,37.382624,127.12063218218776,37.380165820856526,REQUEST_ERROR,HTTPError: 500 Server Error: Internal Server Error,0.0
,,,206-3-000001,8830e15341fffff,127.1189553112,37.382624,127.11121531794886,37.3927842919822,REQUEST_ERROR,HTTPError: 500 Server Error: Internal Server Error,0.0
14.1,1962.0,,206-3-000001,8830e15343fffff,127.1189553112,37.382624,127.11911204519122,37.39320745556343,00,NORMAL_CODE,1.0
13.25,1337.0,,206-3-000001,8830e15345fffff,127.1189553112,37.382624,127.10802855136644,37.38605249084659,00,NORMAL_CODE,1.0
12.683333333333334,914.0,,206-3-000001,8830e15347fffff,127.1189553112,37.382624,127.1159239935328,37.38647535443568,00,NORMAL_CODE,1.0
13.583333333333334,1651.0,,206-3-000001,8830e15361fffff,127.1189553112,37.382624,127.1095503917382,37.37301255266065,00,NORMAL_CODE,1.0
,,,206-3-000001,8830e15363fffff,127.1189553112,37.382624,127.11744451349315,37.373434353458165,REQUEST_ERROR,HTTPError: 500 Server Error: Internal Server Error,0.0
14.3,1995.0,,206-3-000001,8830e15369fffff,127.1189553112,37.382624,127.10484261837404,37.37932115655159,00,NORMAL_CODE,1.0
,,,206-3-000001,8830e1536bfffff,127.1189553112,37.382624,127.1127367758176,37.379743720067616,REQUEST_ERROR,HTTPError: 500 Server Error: Internal Server Error,0.0
14.416666666666666,2012.0,,206-3-000004,8830e02499fffff,127.11658,37.358104,127.12048388918946,37.34735297003032,00,NORMAL_CODE,1.0
13.833333333333334,1930.0,,206-3-000004,8830e024d1fffff,127.11658,37.358104,127.10788650826936,37.35324275455719,00,NORMAL_CODE,1.0
13.933333333333334,2032.0,,206-3-000004,8830e024d3fffff,127.11658,37.358104,127.11577802623792,37.35366319257715,00,NORMAL_CODE,1.0
14.316666666666666,2306.0,,206-3-000004,8830e024d7fffff,127.11658,37.358104,127.11259240697711,37.34693329456015,00,NORMAL_CODE,1.0
,,,206-3-000004,8830e024d9fffff,127.11658,37.358104,127.1031801232576,37.35955161953489,REQUEST_ERROR,HTTPError: 500 Server Error: Internal Server Error,0.0
12.583333333333334,825.0,,206-3-000004,8830e024dbfffff,127.11658,37.358104,127.11107167684116,37.35997282010733,00,NORMAL_CODE,1.0
,,,206-3-000004,8830e15321fffff,127.11658,37.358104,127.12685852856524,37.36081383356676,REQUEST_ERROR,HTTPError: 500 Server Error: Internal Server Error,0.0
,,,206-3-000004,8830e15325fffff,127.11658,37.358104,127.12367079214458,37.354083168036745,REQUEST_ERROR,HTTPError: 500 Server Error: Internal Server Error,0.0
,,,206-3-000004,8830e15327fffff,127.11658,37.358104,127.13156480598568,37.35450268069446,REQUEST_ERROR,HTTPError: 500 Server Error: Internal Server Error,0.0
13.466666666666669,2033.0,,206-3-000004,8830e15329fffff,127.11658,37.358104,127.12215176440505,37.367124391222944,00,NORMAL_CODE,1.0
11.766666666666667,504.0,,206-3-000004,8830e1532dfffff,127.11658,37.358104,127.11896447861152,37.36039355819844,00,NORMAL_CODE,1.0
14.866666666666667,1986.0,,206-3-000004,8830e15365fffff,127.11658,37.358104,127.10636484098728,37.366281852416016,00,NORMAL_CODE,1.0
,,,206-3-000004,8830e15367fffff,127.11658,37.358104,127.11425767848004,37.36670335314137,REQUEST_ERROR,HTTPError: 500 Server Error: Internal Server Error,0.0
