tm,stn,wd,ws,ta,rn,source_station,chunk_start,chunk_end,vis,dt
202501010000,119,9.0,1.1,-3.8,0.0,수원(119),202501010000,202501312359,,2025-01-01 00:00:00
202501010100,119,11.0,1.3,-3.8,0.0,수원(119),202501010000,202501312359,,2025-01-01 01:00:00
202501010200,119,16.0,0.9,-4.0,0.0,수원(119),202501010000,202501312359,,2025-01-01 02:00:00
202501010300,119,11.0,1.7,-4.3,0.0,수원(119),202501010000,202501312359,,2025-01-01 03:00:00
202501010400,119,18.0,0.9,-4.1,0.0,수원(119),202501010000,202501312359,,2025-01-01 04:00:00
202501010500,119,11.0,2.4,-4.2,0.0,수원(119),202501010000,202501312359,,2025-01-01 05:00:00
202501010600,119,11.0,1.9,-3.7,0.0,수원(119),202501010000,202501312359,,2025-01-01 06:00:00
202501010700,119,11.0,2.0,-3.1,0.0,수원(119),202501010000,202501312359,,2025-01-01 07:00:00
202501010800,119,14.0,1.0,-3.1,0.0,수원(119),202501010000,202501312359,,2025-01-01 08:00:00
202501010900,119,14.0,0.6,-1.3,0.0,수원(119),202501010000,202501312359,,2025-01-01 09:00:00
202501011000,119,14.0,1.8,1.1,0.0,수원(119),202501010000,202501312359,,2025-01-01 10:00:00
202501011100,119,14.0,2.1,2.9,0.0,수원(119),202501010000,202501312359,,2025-01-01 11:00:00
202501011200,119,14.0,1.4,5.7,0.0,수원(119),202501010000,202501312359,,2025-01-01 12:00:00
202501011300,119,27.0,3.0,8.2,0.0,수원(119),202501010000,202501312359,,2025-01-01 13:00:00
202501011400,119,29.0,3.8,8.4,0.0,수원(119),202501010000,202501312359,,2025-01-01 14:00:00
202501011500,119,29.0,3.5,8.4,0.0,수원(119),202501010000,202501312359,,2025-01-01 15:00:00
202501011600,119,29.0,4.6,7.5,0.0,수원(119),202501010000,202501312359,,2025-01-01 16:00:00
202501011700,119,29.0,3.0,6.3,0.0,수원(119),202501010000,202501312359,,2025-01-01 17:00:00
202501011800,119,27.0,1.2,4.8,0.0,수원(119),202501010000,202501312359,,2025-01-01 18:00:00
202501011900,119,0.0,0.0,3.2,0.0,수원(119),202501010000,202501312359,,2025-01-01 19:00:00
202501012000,119,25.0,1.0,2.0,0.0,수원(119),202501010000,202501312359,,2025-01-01 20:00:00
202501012100,119,29.0,1.3,1.4,0.0,수원(119),202501010000,202501312359,,2025-01-01 21:00:00
202501012200,119,32.0,1.3,0.2,0.0,수원(119),202501010000,202501312359,,2025-01-01 22:00:00
202501012300,119,32.0,1.1,-1.0,0.0,수원(119),202501010000,202501312359,,2025-01-01 23:00:00
202501020000,119,25.0,0.9,-1.0,0.0,수원(119),202501010000,202501312359,10.0,2025-01-02 00:00:00
202501020100,119,32.0,1.0,-2.0,0.0,수원(119),202501010000,202501312359,,2025-01-02 01:00:00
202501020200,119,27.0,1.1,-2.6,0.0,수원(119),202501010000,202501312359,,2025-01-02 02:00:00
202501020300,119,27.0,0.6,-2.9,0.0,수원(119),202501010000,202501312359,,2025-01-02 03:00:00
202501020400,119,27.0,1.2,-3.4,0.0,수원(119),202501010000,202501312359,,2025-01-02 04:00:00
202501020500,119,29.0,1.6,-4.1,0.0,수원(119),202501010000,202501312359,,2025-01-02 05:00:00
202501020600,119,25.0,1.2,-4.6,0.0,수원(119),202501010000,202501312359,,2025-01-02 06:00:00
202501020700,119,32.0,1.1,-4.8,0.0,수원(119),202501010000,202501312359,,2025-01-02 07:00:00
202501020800,119,29.0,0.8,-5.0,0.0,수원(119),202501010000,202501312359,,2025-01-02 08:00:00
202501020900,119,0.0,0.0,-2.3,0.0,수원(119),202501010000,202501312359,,2025-01-02 09:00:00
202501021000,119,27.0,1.6,0.7,0.0,수원(119),202501010000,202501312359,,2025-01-02 10:00:00
202501021100,119,29.0,2.0,2.6,0.0,수원(119),202501010000,202501312359,,2025-01-02 11:00:00
202501021200,119,29.0,2.2,4.1,0.0,수원(119),202501010000,202501312359,,2025-01-02 12:00:00
202501021300,119,29.0,3.6,5.1,0.0,수원(119),202501010000,202501312359,,2025-01-02 13:00:00
202501021400,119,34.0,3.9,5.1,0.0,수원(119),202501010000,202501312359,,2025-01-02 14:00:00
202501021500,119,29.0,4.4,5.3,0.0,수원(119),202501010000,202501312359,,2025-01-02 15:00:00
202501021600,119,32.0,2.9,5.1,0.0,수원(119),202501010000,202501312359,,2025-01-02 16:00:00
202501021700,119,32.0,1.9,4.3,0.0,수원(119),202501010000,202501312359,,2025-01-02 17:00:00
202501021800,119,27.0,0.9,2.0,0.0,수원(119),202501010000,202501312359,,2025-01-02 18:00:00
202501021900,119,25.0,0.6,0.2,0.0,수원(119),202501010000,202501312359,,2025-01-02 19:00:00
202501022000,119,32.0,0.6,-1.1,0.0,수원(119),202501010000,202501312359,,2025-01-02 20:00:00
202501022100,119,29.0,0.9,-1.4,0.0,수원(119),202501010000,202501312359,,2025-01-02 21:00:00
202501022200,119,29.0,1.1,-2.2,0.0,수원(119),202501010000,202501312359,,2025-01-02 22:00:00
202501022300,119,32.0,2.0,-2.2,0.0,수원(119),202501010000,202501312359,,2025-01-02 23:00:00
202501030000,119,32.0,2.6,-1.6,0.0,수원(119),202501010000,202501312359,,2025-01-03 00:00:00
202501030100,119,32.0,2.4,-2.5,0.0,수원(119),202501010000,202501312359,,2025-01-03 01:00:00
202501030200,119,32.0,2.7,-3.3,0.0,수원(119),202501010000,202501312359,,2025-01-03 02:00:00
202501030300,119,32.0,1.5,-4.2,0.0,수원(119),202501010000,202501312359,,2025-01-03 03:00:00
202501030400,119,29.0,1.0,-4.7,0.0,수원(119),202501010000,202501312359,,2025-01-03 04:00:00
202501030500,119,0.0,0.4,-5.2,0.0,수원(119),202501010000,202501312359,,2025-01-03 05:00:00
202501030600,119,29.0,1.3,-5.6,0.0,수원(119),202501010000,202501312359,,2025-01-03 06:00:00
202501030700,119,32.0,0.7,-5.9,0.0,수원(119),202501010000,202501312359,,2025-01-03 07:00:00
202501030800,119,32.0,1.8,-5.9,0.0,수원(119),202501010000,202501312359,,2025-01-03 08:00:00
202501030900,119,32.0,0.8,-3.9,0.0,수원(119),202501010000,202501312359,,2025-01-03 09:00:00
202501031000,119,29.0,1.8,-1.2,0.0,수원(119),202501010000,202501312359,,2025-01-03 10:00:00
202501031100,119,25.0,1.4,0.3,0.0,수원(119),202501010000,202501312359,,2025-01-03 11:00:00
202501031200,119,32.0,1.8,1.4,0.0,수원(119),202501010000,202501312359,,2025-01-03 12:00:00
202501031300,119,27.0,2.5,2.3,0.0,수원(119),202501010000,202501312359,,2025-01-03 13:00:00
202501031400,119,25.0,2.8,2.3,0.0,수원(119),202501010000,202501312359,,2025-01-03 14:00:00
202501031500,119,25.0,3.8,1.6,0.0,수원(119),202501010000,202501312359,,2025-01-03 15:00:00
202501031600,119,25.0,3.0,2.3,0.0,수원(119),202501010000,202501312359,,2025-01-03 16:00:00
202501031700,119,23.0,2.3,1.1,0.0,수원(119),202501010000,202501312359,,2025-01-03 17:00:00
202501031800,119,25.0,1.8,-0.2,0.0,수원(119),202501010000,202501312359,,2025-01-03 18:00:00
202501031900,119,23.0,2.4,0.0,0.0,수원(119),202501010000,202501312359,70.0,2025-01-03 19:00:00
202501032000,119,20.0,1.5,-0.6,0.0,수원(119),202501010000,202501312359,0.2,2025-01-03 20:00:00
202501032100,119,18.0,0.6,-0.9,0.3,수원(119),202501010000,202501312359,0.9,2025-01-03 21:00:00
202501032200,119,20.0,0.7,-1.4,0.0,수원(119),202501010000,202501312359,1.0,2025-01-03 22:00:00
202501032300,119,32.0,1.1,-2.4,0.0,수원(119),202501010000,202501312359,1.0,2025-01-03 23:00:00
202501040000,119,29.0,2.7,-2.1,0.1,수원(119),202501010000,202501312359,0.9,2025-01-04 00:00:00
202501040100,119,32.0,1.7,-3.1,0.0,수원(119),202501010000,202501312359,0.9,2025-01-04 01:00:00
202501040200,119,32.0,1.5,-3.7,0.0,수원(119),202501010000,202501312359,0.9,2025-01-04 02:00:00
202501040300,119,32.0,0.6,-4.7,0.0,수원(119),202501010000,202501312359,0.8,2025-01-04 03:00:00
202501040400,119,0.0,0.2,-5.7,0.0,수원(119),202501010000,202501312359,0.8,2025-01-04 04:00:00
202501040500,119,25.0,0.8,-6.0,0.0,수원(119),202501010000,202501312359,0.8,2025-01-04 05:00:00
202501040600,119,25.0,1.1,-6.2,0.0,수원(119),202501010000,202501312359,0.8,2025-01-04 06:00:00
202501040700,119,0.0,0.1,-7.2,0.0,수원(119),202501010000,202501312359,0.8,2025-01-04 07:00:00
202501040800,119,0.0,0.4,-7.7,0.0,수원(119),202501010000,202501312359,0.7,2025-01-04 08:00:00
202501040900,119,0.0,0.2,-4.5,0.0,수원(119),202501010000,202501312359,0.4,2025-01-04 09:00:00
202501041000,119,14.0,1.8,-1.5,0.0,수원(119),202501010000,202501312359,0.4,2025-01-04 10:00:00
202501041100,119,18.0,0.8,0.5,0.0,수원(119),202501010000,202501312359,0.2,2025-01-04 11:00:00
202501041200,119,14.0,1.2,1.8,0.0,수원(119),202501010000,202501312359,,2025-01-04 12:00:00
202501041300,119,16.0,1.3,3.0,0.0,수원(119),202501010000,202501312359,,2025-01-04 13:00:00
202501041400,119,23.0,1.4,4.6,0.0,수원(119),202501010000,202501312359,,2025-01-04 14:00:00
202501041500,119,27.0,1.4,4.9,0.0,수원(119),202501010000,202501312359,,2025-01-04 15:00:00
202501041600,119,27.0,2.3,3.5,0.0,수원(119),202501010000,202501312359,,2025-01-04 16:00:00
202501041700,119,23.0,1.8,3.0,0.0,수원(119),202501010000,202501312359,,2025-01-04 17:00:00
202501041800,119,23.0,0.7,1.8,0.0,수원(119),202501010000,202501312359,,2025-01-04 18:00:00
202501041900,119,9.0,0.9,0.4,0.0,수원(119),202501010000,202501312359,,2025-01-04 19:00:00
202501042000,119,11.0,1.9,-0.5,0.0,수원(119),202501010000,202501312359,,2025-01-04 20:00:00
202501042100,119,0.0,0.0,-1.5,0.0,수원(119),202501010000,202501312359,,2025-01-04 21:00:00
202501042200,119,11.0,0.7,-1.5,0.0,수원(119),202501010000,202501312359,,2025-01-04 22:00:00
202501042300,119,14.0,1.3,-1.6,0.0,수원(119),202501010000,202501312359,,2025-01-04 23:00:00
202501050000,119,14.0,1.2,-2.3,0.0,수원(119),202501010000,202501312359,,2025-01-05 00:00:00
202501050100,119,16.0,0.5,-2.7,0.0,수원(119),202501010000,202501312359,,2025-01-05 01:00:00
202501050200,119,9.0,1.8,-1.9,0.0,수원(119),202501010000,202501312359,,2025-01-05 02:00:00
202501050300,119,11.0,1.4,-0.6,0.0,수원(119),202501010000,202501312359,,2025-01-05 03:00:00
202501050400,119,14.0,2.0,-0.3,0.0,수원(119),202501010000,202501312359,,2025-01-05 04:00:00
202501050500,119,14.0,2.2,0.6,0.0,수원(119),202501010000,202501312359,,2025-01-05 05:00:00
202501050600,119,14.0,2.6,1.0,0.0,수원(119),202501010000,202501312359,,2025-01-05 06:00:00
202501050700,119,14.0,2.0,1.0,0.0,수원(119),202501010000,202501312359,,2025-01-05 07:00:00
202501050800,119,18.0,2.0,0.7,0.0,수원(119),202501010000,202501312359,0.4,2025-01-05 08:00:00
202501050900,119,11.0,1.8,-0.2,1.5,수원(119),202501010000,202501312359,3.1,2025-01-05 09:00:00
202501051000,119,14.0,2.1,0.2,0.0,수원(119),202501010000,202501312359,3.7,2025-01-05 10:00:00
202501051100,119,11.0,2.2,0.8,0.0,수원(119),202501010000,202501312359,3.3,2025-01-05 11:00:00
202501051200,119,0.0,0.3,1.0,1.8,수원(119),202501010000,202501312359,4.0,2025-01-05 12:00:00
202501051300,119,0.0,0.1,1.0,0.0,수원(119),202501010000,202501312359,3.2,2025-01-05 13:00:00
202501051400,119,11.0,1.5,1.6,0.0,수원(119),202501010000,202501312359,2.5,2025-01-05 14:00:00
202501051500,119,14.0,1.7,2.4,0.4,수원(119),202501010000,202501312359,2.0,2025-01-05 15:00:00
202501051600,119,14.0,2.2,2.8,0.0,수원(119),202501010000,202501312359,0.9,2025-01-05 16:00:00
202501051700,119,11.0,1.4,3.0,0.0,수원(119),202501010000,202501312359,0.5,2025-01-05 17:00:00
202501051800,119,11.0,1.5,3.0,0.0,수원(119),202501010000,202501312359,0.5,2025-01-05 18:00:00
202501051900,119,11.0,0.6,3.0,0.0,수원(119),202501010000,202501312359,0.5,2025-01-05 19:00:00
202501052000,119,11.0,1.3,2.9,0.0,수원(119),202501010000,202501312359,0.5,2025-01-05 20:00:00
202501052100,119,9.0,1.3,2.7,0.0,수원(119),202501010000,202501312359,0.5,2025-01-05 21:00:00
202501052200,119,9.0,1.6,2.9,0.0,수원(119),202501010000,202501312359,0.5,2025-01-05 22:00:00
202501052300,119,14.0,1.3,2.6,0.0,수원(119),202501010000,202501312359,0.5,2025-01-05 23:00:00
202501060000,119,11.0,1.7,2.6,0.0,수원(119),202501010000,202501312359,0.5,2025-01-06 00:00:00
202501060100,119,11.0,1.0,2.3,0.0,수원(119),202501010000,202501312359,0.5,2025-01-06 01:00:00
202501060200,119,16.0,1.3,2.4,0.0,수원(119),202501010000,202501312359,0.5,2025-01-06 02:00:00
202501060300,119,0.0,0.0,1.9,0.0,수원(119),202501010000,202501312359,0.5,2025-01-06 03:00:00
202501060400,119,0.0,0.4,2.4,0.0,수원(119),202501010000,202501312359,0.5,2025-01-06 04:00:00
202501060500,119,0.0,0.3,1.6,0.0,수원(119),202501010000,202501312359,0.5,2025-01-06 05:00:00
202501060600,119,0.0,0.3,1.5,2.0,수원(119),202501010000,202501312359,0.5,2025-01-06 06:00:00
202501060700,119,0.0,0.3,1.3,0.0,수원(119),202501010000,202501312359,0.5,2025-01-06 07:00:00
202501060800,119,25.0,1.1,1.1,0.0,수원(119),202501010000,202501312359,0.5,2025-01-06 08:00:00
202501060900,119,23.0,1.2,1.4,0.0,수원(119),202501010000,202501312359,0.5,2025-01-06 09:00:00
202501061000,119,29.0,2.6,2.3,0.0,수원(119),202501010000,202501312359,10.0,2025-01-06 10:00:00
202501061100,119,27.0,3.4,3.0,0.0,수원(119),202501010000,202501312359,10.0,2025-01-06 11:00:00
202501061200,119,27.0,3.6,2.7,0.0,수원(119),202501010000,202501312359,10.0,2025-01-06 12:00:00
202501061300,119,27.0,4.0,2.5,0.0,수원(119),202501010000,202501312359,5.0,2025-01-06 13:00:00
202501061400,119,27.0,3.8,2.0,0.0,수원(119),202501010000,202501312359,5.0,2025-01-06 14:00:00
202501061500,119,27.0,3.7,2.7,0.0,수원(119),202501010000,202501312359,5.0,2025-01-06 15:00:00
202501061600,119,27.0,3.0,1.9,0.0,수원(119),202501010000,202501312359,5.0,2025-01-06 16:00:00
202501061700,119,27.0,3.3,1.1,0.0,수원(119),202501010000,202501312359,,2025-01-06 17:00:00
202501061800,119,29.0,4.2,0.3,0.0,수원(119),202501010000,202501312359,,2025-01-06 18:00:00
202501061900,119,29.0,2.9,-0.4,0.0,수원(119),202501010000,202501312359,,2025-01-06 19:00:00
202501062000,119,29.0,3.6,-0.8,0.0,수원(119),202501010000,202501312359,,2025-01-06 20:00:00
202501062100,119,29.0,3.2,-1.4,0.0,수원(119),202501010000,202501312359,,2025-01-06 21:00:00
202501062200,119,29.0,3.5,-1.9,0.0,수원(119),202501010000,202501312359,,2025-01-06 22:00:00
202501062300,119,29.0,3.0,-2.6,0.0,수원(119),202501010000,202501312359,,2025-01-06 23:00:00
202501070000,119,32.0,2.1,-3.0,0.0,수원(119),202501010000,202501312359,,2025-01-07 00:00:00
202501070100,119,32.0,2.0,-3.3,0.0,수원(119),202501010000,202501312359,,2025-01-07 01:00:00
202501070200,119,29.0,1.5,-3.8,0.0,수원(119),202501010000,202501312359,,2025-01-07 02:00:00
202501070300,119,32.0,2.6,-4.2,0.0,수원(119),202501010000,202501312359,,2025-01-07 03:00:00
202501070400,119,32.0,2.8,-4.0,0.0,수원(119),202501010000,202501312359,,2025-01-07 04:00:00
202501070500,119,32.0,2.4,-4.3,0.0,수원(119),202501010000,202501312359,,2025-01-07 05:00:00
202501070600,119,29.0,2.8,-4.3,0.0,수원(119),202501010000,202501312359,,2025-01-07 06:00:00
202501070700,119,29.0,1.8,-4.3,0.0,수원(119),202501010000,202501312359,,2025-01-07 07:00:00
202501070800,119,34.0,0.8,-5.0,0.0,수원(119),202501010000,202501312359,,2025-01-07 08:00:00
202501070900,119,23.0,1.0,-3.6,0.0,수원(119),202501010000,202501312359,,2025-01-07 09:00:00
202501071000,119,18.0,1.1,-1.3,0.0,수원(119),202501010000,202501312359,,2025-01-07 10:00:00
202501071100,119,32.0,2.4,-1.2,0.0,수원(119),202501010000,202501312359,,2025-01-07 11:00:00
202501071200,119,25.0,3.1,0.1,0.0,수원(119),202501010000,202501312359,,2025-01-07 12:00:00
202501071300,119,27.0,4.0,0.5,0.0,수원(119),202501010000,202501312359,,2025-01-07 13:00:00
202501071400,119,27.0,3.4,0.6,0.0,수원(119),202501010000,202501312359,,2025-01-07 14:00:00
202501071500,119,27.0,3.6,1.6,0.0,수원(119),202501010000,202501312359,70.0,2025-01-07 15:00:00
202501071600,119,29.0,4.8,0.9,0.0,수원(119),202501010000,202501312359,22.0,2025-01-07 16:00:00
202501071700,119,27.0,3.4,0.5,0.0,수원(119),202501010000,202501312359,,2025-01-07 17:00:00
202501071800,119,29.0,1.8,-0.6,0.0,수원(119),202501010000,202501312359,,2025-01-07 18:00:00
202501071900,119,29.0,2.5,-0.9,0.0,수원(119),202501010000,202501312359,,2025-01-07 19:00:00
202501072000,119,27.0,2.4,-1.0,0.0,수원(119),202501010000,202501312359,,2025-01-07 20:00:00
202501072100,119,32.0,2.7,-1.0,0.0,수원(119),202501010000,202501312359,,2025-01-07 21:00:00
202501072200,119,29.0,2.7,-1.6,0.0,수원(119),202501010000,202501312359,,2025-01-07 22:00:00
202501072300,119,29.0,0.7,-3.0,0.0,수원(119),202501010000,202501312359,,2025-01-07 23:00:00
202501080000,119,25.0,0.7,-4.0,0.0,수원(119),202501010000,202501312359,,2025-01-08 00:00:00
202501080100,119,0.0,0.1,-4.7,0.0,수원(119),202501010000,202501312359,,2025-01-08 01:00:00
202501080200,119,29.0,0.9,-5.3,0.0,수원(119),202501010000,202501312359,,2025-01-08 02:00:00
202501080300,119,27.0,0.5,-5.0,0.0,수원(119),202501010000,202501312359,,2025-01-08 03:00:00
202501080400,119,0.0,0.1,-4.7,0.0,수원(119),202501010000,202501312359,,2025-01-08 04:00:00
202501080500,119,0.0,0.1,-5.6,0.0,수원(119),202501010000,202501312359,,2025-01-08 05:00:00
202501080600,119,0.0,0.4,-6.1,0.0,수원(119),202501010000,202501312359,,2025-01-08 06:00:00
202501080700,119,25.0,0.8,-6.0,0.0,수원(119),202501010000,202501312359,,2025-01-08 07:00:00
202501080800,119,23.0,1.3,-5.8,0.0,수원(119),202501010000,202501312359,,2025-01-08 08:00:00
202501080900,119,0.0,0.3,-3.7,0.0,수원(119),202501010000,202501312359,,2025-01-08 09:00:00
202501081000,119,25.0,1.5,-2.0,0.0,수원(119),202501010000,202501312359,,2025-01-08 10:00:00
202501081100,119,29.0,3.5,-0.6,0.0,수원(119),202501010000,202501312359,,2025-01-08 11:00:00
202501081200,119,32.0,2.7,-0.6,0.0,수원(119),202501010000,202501312359,,2025-01-08 12:00:00
202501081300,119,29.0,2.7,0.2,0.0,수원(119),202501010000,202501312359,,2025-01-08 13:00:00
202501081400,119,29.0,3.3,0.6,0.0,수원(119),202501010000,202501312359,,2025-01-08 14:00:00
202501081500,119,29.0,4.0,0.0,0.0,수원(119),202501010000,202501312359,,2025-01-08 15:00:00
202501081600,119,27.0,3.6,-0.5,0.0,수원(119),202501010000,202501312359,,2025-01-08 16:00:00
202501081700,119,29.0,3.7,-1.0,0.0,수원(119),202501010000,202501312359,,2025-01-08 17:00:00
202501081800,119,29.0,2.9,-1.7,0.0,수원(119),202501010000,202501312359,22.0,2025-01-08 18:00:00
202501081900,119,29.0,3.3,-2.4,0.0,수원(119),202501010000,202501312359,,2025-01-08 19:00:00
202501082000,119,29.0,3.0,-3.3,0.0,수원(119),202501010000,202501312359,,2025-01-08 20:00:00
202501082100,119,32.0,4.3,-4.1,0.0,수원(119),202501010000,202501312359,,2025-01-08 21:00:00
202501082200,119,32.0,4.0,-5.2,0.0,수원(119),202501010000,202501312359,,2025-01-08 22:00:00
202501082300,119,32.0,4.0,-5.7,0.0,수원(119),202501010000,202501312359,,2025-01-08 23:00:00
202501090000,119,32.0,4.0,-5.7,0.0,수원(119),202501010000,202501312359,70.0,2025-01-09 00:00:00
202501090100,119,32.0,5.0,-7.1,0.0,수원(119),202501010000,202501312359,71.0,2025-01-09 01:00:00
202501090200,119,29.0,4.7,-7.7,0.0,수원(119),202501010000,202501312359,22.0,2025-01-09 02:00:00
202501090300,119,29.0,5.6,-8.1,0.0,수원(119),202501010000,202501312359,,2025-01-09 03:00:00
202501090400,119,32.0,5.3,-8.5,0.0,수원(119),202501010000,202501312359,,2025-01-09 04:00:00
202501090500,119,32.0,3.9,-9.0,0.0,수원(119),202501010000,202501312359,,2025-01-09 05:00:00
202501090600,119,32.0,2.5,-9.4,0.0,수원(119),202501010000,202501312359,,2025-01-09 06:00:00
202501090700,119,29.0,2.6,-9.8,0.0,수원(119),202501010000,202501312359,,2025-01-09 07:00:00
202501090800,119,32.0,2.3,-10.0,0.0,수원(119),202501010000,202501312359,,2025-01-09 08:00:00
202501090900,119,29.0,2.8,-9.1,0.0,수원(119),202501010000,202501312359,,2025-01-09 09:00:00
202501091000,119,32.0,4.2,-8.5,0.0,수원(119),202501010000,202501312359,,2025-01-09 10:00:00
202501091100,119,29.0,4.9,-7.8,0.0,수원(119),202501010000,202501312359,,2025-01-09 11:00:00
202501091200,119,29.0,6.0,-7.2,0.0,수원(119),202501010000,202501312359,,2025-01-09 12:00:00
202501091300,119,29.0,5.2,-7.4,0.0,수원(119),202501010000,202501312359,,2025-01-09 13:00:00
202501091400,119,29.0,6.8,-7.7,0.0,수원(119),202501010000,202501312359,,2025-01-09 14:00:00
202501091500,119,29.0,5.7,-8.3,0.0,수원(119),202501010000,202501312359,,2025-01-09 15:00:00
202501091600,119,29.0,6.0,-8.6,0.0,수원(119),202501010000,202501312359,,2025-01-09 16:00:00
202501091700,119,32.0,5.8,-9.3,0.0,수원(119),202501010000,202501312359,,2025-01-09 17:00:00
202501091800,119,32.0,4.6,-10.2,0.0,수원(119),202501010000,202501312359,,2025-01-09 18:00:00
202501091900,119,32.0,3.7,-10.8,0.0,수원(119),202501010000,202501312359,,2025-01-09 19:00:00
202501092000,119,32.0,3.6,-11.0,0.0,수원(119),202501010000,202501312359,,2025-01-09 20:00:00
202501092100,119,32.0,3.5,-11.0,0.0,수원(119),202501010000,202501312359,,2025-01-09 21:00:00
202501092200,119,29.0,2.2,-11.2,0.0,수원(119),202501010000,202501312359,,2025-01-09 22:00:00
202501092300,119,32.0,1.5,-11.5,0.0,수원(119),202501010000,202501312359,,2025-01-09 23:00:00
202501100000,119,32.0,1.2,-11.9,0.0,수원(119),202501010000,202501312359,,2025-01-10 00:00:00
202501100100,119,29.0,1.4,-11.7,0.0,수원(119),202501010000,202501312359,,2025-01-10 01:00:00
202501100200,119,29.0,0.9,-12.1,0.0,수원(119),202501010000,202501312359,,2025-01-10 02:00:00
202501100300,119,32.0,1.1,-12.2,0.0,수원(119),202501010000,202501312359,,2025-01-10 03:00:00
202501100400,119,32.0,1.5,-11.6,0.0,수원(119),202501010000,202501312359,,2025-01-10 04:00:00
202501100500,119,32.0,2.2,-11.7,0.0,수원(119),202501010000,202501312359,,2025-01-10 05:00:00
202501100600,119,34.0,1.2,-11.6,0.0,수원(119),202501010000,202501312359,,2025-01-10 06:00:00
202501100700,119,32.0,1.0,-11.7,0.0,수원(119),202501010000,202501312359,,2025-01-10 07:00:00
202501100800,119,32.0,1.2,-11.5,0.0,수원(119),202501010000,202501312359,,2025-01-10 08:00:00
202501100900,119,23.0,0.5,-9.4,0.0,수원(119),202501010000,202501312359,,2025-01-10 09:00:00
202501101000,119,27.0,1.4,-7.7,0.0,수원(119),202501010000,202501312359,,2025-01-10 10:00:00
202501101100,119,32.0,3.5,-7.1,0.0,수원(119),202501010000,202501312359,,2025-01-10 11:00:00
202501101200,119,32.0,2.7,-5.7,0.0,수원(119),202501010000,202501312359,,2025-01-10 12:00:00
202501101300,119,25.0,1.7,-3.8,0.0,수원(119),202501010000,202501312359,,2025-01-10 13:00:00
202501101400,119,27.0,2.5,-2.9,0.0,수원(119),202501010000,202501312359,,2025-01-10 14:00:00
202501101500,119,29.0,3.1,-2.4,0.0,수원(119),202501010000,202501312359,,2025-01-10 15:00:00
202501101600,119,27.0,2.9,-2.6,0.0,수원(119),202501010000,202501312359,,2025-01-10 16:00:00
202501101700,119,27.0,2.2,-2.9,0.0,수원(119),202501010000,202501312359,,2025-01-10 17:00:00
202501101800,119,25.0,2.3,-4.6,0.0,수원(119),202501010000,202501312359,,2025-01-10 18:00:00
202501101900,119,23.0,1.4,-6.0,0.0,수원(119),202501010000,202501312359,,2025-01-10 19:00:00
202501102000,119,0.0,0.4,-5.6,0.0,수원(119),202501010000,202501312359,,2025-01-10 20:00:00
202501102100,119,0.0,0.4,-5.2,0.0,수원(119),202501010000,202501312359,,2025-01-10 21:00:00
202501102200,119,0.0,0.2,-5.5,0.0,수원(119),202501010000,202501312359,22.0,2025-01-10 22:00:00
202501102300,119,27.0,1.4,-4.9,0.0,수원(119),202501010000,202501312359,70.0,2025-01-10 23:00:00
202501110000,119,25.0,1.1,-5.9,0.0,수원(119),202501010000,202501312359,22.0,2025-01-11 00:00:00
202501110100,119,25.0,1.6,-5.6,0.0,수원(119),202501010000,202501312359,,2025-01-11 01:00:00
202501110200,119,25.0,1.2,-5.7,0.0,수원(119),202501010000,202501312359,,2025-01-11 02:00:00
202501110300,119,25.0,1.0,-7.0,0.0,수원(119),202501010000,202501312359,,2025-01-11 03:00:00
202501110400,119,32.0,1.2,-8.6,0.0,수원(119),202501010000,202501312359,,2025-01-11 04:00:00
202501110500,119,32.0,1.1,-9.3,0.0,수원(119),202501010000,202501312359,,2025-01-11 05:00:00
202501110600,119,32.0,1.4,-9.8,0.0,수원(119),202501010000,202501312359,,2025-01-11 06:00:00
202501110700,119,23.0,0.7,-10.0,0.0,수원(119),202501010000,202501312359,,2025-01-11 07:00:00
202501110800,119,0.0,0.0,-10.1,0.0,수원(119),202501010000,202501312359,,2025-01-11 08:00:00
202501110900,119,32.0,0.7,-8.2,0.0,수원(119),202501010000,202501312359,,2025-01-11 09:00:00
202501111000,119,25.0,0.9,-4.7,0.0,수원(119),202501010000,202501312359,,2025-01-11 10:00:00
202501111100,119,23.0,1.9,-3.1,0.0,수원(119),202501010000,202501312359,,2025-01-11 11:00:00
202501111200,119,29.0,1.8,-2.4,0.0,수원(119),202501010000,202501312359,,2025-01-11 12:00:00
202501111300,119,27.0,2.6,-1.2,0.0,수원(119),202501010000,202501312359,,2025-01-11 13:00:00
202501111400,119,29.0,4.4,-1.0,0.0,수원(119),202501010000,202501312359,,2025-01-11 14:00:00
202501111500,119,29.0,3.1,-1.1,0.0,수원(119),202501010000,202501312359,,2025-01-11 15:00:00
202501111600,119,29.0,3.3,-1.6,0.0,수원(119),202501010000,202501312359,,2025-01-11 16:00:00
202501111700,119,25.0,2.4,-2.2,0.0,수원(119),202501010000,202501312359,,2025-01-11 17:00:00
202501111800,119,25.0,2.2,-3.5,0.0,수원(119),202501010000,202501312359,,2025-01-11 18:00:00
202501111900,119,0.0,0.0,-4.7,0.0,수원(119),202501010000,202501312359,,2025-01-11 19:00:00
202501112000,119,0.0,0.2,-5.5,0.0,수원(119),202501010000,202501312359,,2025-01-11 20:00:00
