scenario_id,lot_id,lot_name,hub_lat,hub_lon,target_h3_index,target_ADM_NM,target_GU_NM,target_lat,target_lon,scenario_h3_score,drone_time_min,time_saving_min,co2_saving_g,airspace_approval_required,drone_direct_feasible_strict,route_constraint_score,hub_rank
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e1534c3ffff,백현동,분당구,37.39236,127.10332,0.403,1.08479,23.92,1076.4,True,False,0.77355,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e1530c3ffff,수내2동,분당구,37.38017,127.12063,0.1112,0.96385,24.04,1081.8,True,False,0.82978,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e153413ffff,백현동,분당구,37.39453,127.10874,0.4056,1.04694,23.95,1077.8,True,False,0.76075,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e15368fffff,정자1동,분당구,37.37758,127.10732,0.5299,0.96674,24.03,1081.4,True,False,0.81554,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e15342bffff,백현동,분당구,37.39038,127.11887,0.3986,0.81859,24.18,1088.1,True,False,0.75678,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e15347bffff,백현동,분당구,37.38539,127.11321,0.3898,0.10817,24.89,1120.0,True,False,0.76952,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e153447ffff,백현동,분당구,37.38714,127.11074,0.3859,0.21711,24.78,1115.1,True,False,0.76952,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e153403ffff,백현동,분당구,37.39278,127.11122,0.4002,0.81626,24.18,1088.1,True,False,0.72069,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e153683ffff,정자1동,분당구,37.37932,127.10484,0.52,0.92926,24.07,1083.2,True,False,0.78732,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e1530d3ffff,수내1동,분당구,37.38191,127.11816,0.6398,0.67276,24.33,1094.8,True,False,0.83498,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e153083ffff,서현1동,분당구,37.3869,127.12382,0.4074,1.05923,23.94,1077.3,True,False,0.82542,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e153463ffff,백현동,분당구,37.38648,127.11592,0.3966,0.366,24.63,1108.3,True,False,0.78919,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e153697ffff,정자1동,분당구,37.38215,127.10508,0.511,0.71357,24.29,1093.0,True,False,0.76602,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e1536a3ffff,수내1동,분당구,37.37974,127.11274,0.6418,0.63681,24.36,1096.2,True,False,0.83747,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e15341bffff,백현동,분당구,37.3917,127.1085,0.3907,0.75892,24.24,1090.8,True,False,0.71819,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e1534cbffff,백현동,분당구,37.38954,127.10308,0.3908,0.90964,24.09,1084.0,True,False,0.74996,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e15346bffff,수내1동,분당구,37.38365,127.11569,0.6284,0.38321,24.62,1107.9,True,False,0.79447,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e153467ffff,서현1동,분당구,37.38756,127.11864,0.4046,0.63268,24.37,1096.7,True,False,0.79871,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e15343bffff,백현동,분당구,37.39212,127.1164,0.3941,0.83671,24.16,1087.2,True,False,0.70461,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e153423ffff,백현동,분당구,37.39321,127.11911,0.3968,1.06641,23.93,1076.8,True,False,0.70801,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e1530d7ffff,서현1동,분당구,37.38299,127.12087,0.4094,0.83202,24.17,1087.7,True,False,0.83259,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e153633ffff,수내1동,분당구,37.37518,127.11497,0.6254,1.17016,23.83,1072.3,True,False,0.81293,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e1530cbffff,수내2동,분당구,37.37734,127.12039,0.1112,1.16749,23.83,1072.3,True,False,0.81949,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e15344fffff,백현동,분당구,37.38431,127.1105,0.3936,0.18303,24.82,1116.9,True,False,0.76952,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e15345bffff,백현동,분당구,37.38497,127.10532,0.3935,0.59337,24.41,1098.5,True,False,0.76814,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e15340bffff,백현동,분당구,37.38996,127.11098,0.3968,0.508,24.49,1102.0,True,False,0.72444,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e1536b3ffff,정자1동,분당구,37.38149,127.11026,0.5073,0.46599,24.53,1103.9,True,False,0.81702,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e02692fffff,판교동,분당구,37.38389,127.10261,0.2873,0.84886,24.15,1086.8,True,False,0.77451,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e1536abffff,수내1동,분당구,37.37692,127.1125,0.6386,0.94782,24.05,1082.2,True,False,0.83567,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e02692bffff,판교동,분당구,37.3828,127.0999,0.2856,1.11042,23.89,1075.0,True,False,0.77706,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e026927ffff,백현동,분당구,37.38671,127.10284,0.4034,0.82181,24.18,1088.1,True,False,0.78672,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e15346fffff,수내1동,분당구,37.38473,127.1184,0.6386,0.57253,24.43,1099.3,True,False,0.81882,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e026937ffff,판교동,분당구,37.38845,127.10037,0.2871,1.08129,23.92,1076.4,True,False,0.80235,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e1534c7ffff,백현동,분당구,37.39344,127.10603,0.4072,1.0317,23.97,1078.6,True,False,0.75506,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e1530dbffff,수내1동,분당구,37.37908,127.11792,0.6398,0.88019,24.12,1085.4,True,False,0.83483,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e1536afffff,수내1동,분당구,37.378,127.11521,0.6398,0.87437,24.13,1085.8,True,False,0.83257,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e153433ffff,백현동,분당구,37.39495,127.11664,0.3947,1.13098,23.87,1074.2,True,False,0.69476,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e026923ffff,판교동,분당구,37.38563,127.10013,0.2849,1.04999,23.95,1077.8,True,False,0.79751,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e153617ffff,정자1동,분당구,37.37584,127.10979,0.5259,1.08454,23.92,1076.4,True,False,0.8555,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e153407ffff,백현동,분당구,37.39387,127.11393,0.396,0.94903,24.05,1082.2,True,False,0.70949,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e1536a7ffff,수내1동,분당구,37.38083,127.11545,0.6393,0.59753,24.4,1098.0,True,False,0.83611,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e153473ffff,백현동,분당구,37.38822,127.11345,0.3877,0.33274,24.67,1110.2,True,False,0.73628,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e15309bffff,서현1동,분당구,37.38582,127.12111,0.4087,0.80798,24.19,1088.5,True,False,0.83265,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e153417ffff,백현동,분당구,37.39561,127.11145,0.4019,1.12774,23.87,1074.2,True,False,0.7213,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e153477ffff,백현동,분당구,37.3893,127.11616,0.3929,0.56424,24.44,1099.8,True,False,0.74459,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e1534cfffff,백현동,분당구,37.39062,127.10579,0.3953,0.79353,24.21,1089.5,True,False,0.75043,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e1530c7ffff,서현1동,분당구,37.38125,127.12334,0.4088,1.10786,23.89,1075.0,True,False,0.81846,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e15308bffff,서현1동,분당구,37.38407,127.12358,0.4073,1.03731,23.96,1078.2,True,False,0.82599,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e1536b7ffff,수내1동,분당구,37.38257,127.11297,0.6297,0.33163,24.67,1110.2,True,False,0.81079,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e153637ffff,수내1동,분당구,37.37626,127.11768,0.6386,1.1376,23.86,1073.7,True,False,0.7924,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e153693ffff,판교동,분당구,37.38106,127.10237,0.2913,0.98133,24.02,1080.9,True,False,0.77936,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e153093ffff,서현1동,분당구,37.38864,127.12135,0.4077,0.9004,24.1,1084.5,True,False,0.80403,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e15344bffff,백현동,분당구,37.38323,127.10779,0.3907,0.44647,24.55,1104.8,True,False,0.76613,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e153453ffff,백현동,분당구,37.38779,127.10556,0.3948,0.6263,24.37,1096.7,True,False,0.73975,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e153457ffff,백현동,분당구,37.38888,127.10827,0.39,0.50313,24.5,1102.5,True,False,0.72855,1
S023,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,8930e1536bbffff,수내1동,분당구,37.37866,127.11003,0.6433,0.77334,24.23,1090.3,True,False,0.8353,1
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024dafffff,정자3동,분당구,37.35823,127.11354,0.2953,1.0092,23.99,1079.5,False,True,0.66363,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e0248b3ffff,구미동,분당구,37.34195,127.10694,0.3276,0.98911,24.01,1080.5,False,True,0.73674,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e0248b7ffff,구미동,분당구,37.34303,127.10965,0.3227,0.90344,24.1,1084.5,False,True,0.76394,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024dcfffff,금곡동,분당구,37.35108,127.10247,0.384,0.38984,24.61,1107.5,False,True,0.72603,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d57ffff,구미1동,분당구,37.34934,127.10494,0.3757,0.23996,24.76,1114.2,False,True,0.67636,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d07ffff,금곡동,분당구,37.35432,127.1106,0.3814,0.50692,24.49,1102.0,False,True,0.61168,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024dabffff,정자동,분당구,37.35715,127.11083,0.4621,0.78116,24.22,1089.9,False,True,0.63166,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024c37ffff,금곡동,분당구,37.34892,127.09705,0.3747,0.89534,24.1,1084.5,False,True,0.75349,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e026b6fffff,금곡동,분당구,37.35739,127.09776,0.375,1.08333,23.92,1076.4,False,True,0.74145,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d37ffff,정자3동,분당구,37.35649,127.11602,0.2994,1.02317,23.98,1079.1,False,True,0.64905,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d1bffff,금곡동,분당구,37.35216,127.10518,0.3823,0.20741,24.79,1115.5,False,True,0.66282,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d2fffff,구미1동,분당구,37.35192,127.11825,0.3841,1.01549,23.98,1079.1,False,True,0.67037,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d0bffff,금곡동,분당구,37.35042,127.10765,0.3803,0.08536,24.91,1121.0,False,True,0.66321,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024c27ffff,금곡동,분당구,37.34717,127.09952,0.3673,0.76808,24.23,1090.3,False,True,0.74134,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024dd7ffff,금곡동,분당구,37.35565,127.10023,0.3721,0.79133,24.21,1089.5,False,True,0.7379,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d6bffff,구미동,분당구,37.34411,127.11235,0.3185,0.89331,24.11,1085.0,False,True,0.75224,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d67ffff,구미1동,분당구,37.34801,127.1153,0.3802,0.8116,24.19,1088.5,False,True,0.67409,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d47ffff,구미1동,분당구,37.34759,127.10741,0.3696,0.36575,24.63,1108.3,False,True,0.6987,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d63ffff,구미1동,분당구,37.34693,127.11259,0.371,0.66906,24.33,1094.8,False,True,0.69467,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d03ffff,금곡동,분당구,37.35324,127.10789,0.381,0.2793,24.72,1112.4,False,True,0.64037,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024c2fffff,구미1동,분당구,37.34435,127.09928,0.3788,0.98601,24.01,1080.5,False,True,0.74373,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024887ffff,구미동,분당구,37.34087,127.10423,0.328,1.13332,23.87,1074.2,False,True,0.74534,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d5bffff,구미1동,분당구,37.34543,127.10199,0.3786,0.74083,24.26,1091.7,False,True,0.75678,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d27ffff,정자3동,분당구,37.35474,127.11849,0.3065,1.11621,23.88,1074.6,False,True,0.66983,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d43ffff,구미1동,분당구,37.34651,127.1047,0.3744,0.51898,24.48,1101.6,False,True,0.71054,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d73ffff,구미1동,분당구,37.34868,127.11012,0.3757,0.37704,24.62,1107.9,False,True,0.71045,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d83ffff,금곡동,분당구,37.35955,127.10318,0.3813,1.01767,23.98,1079.1,False,True,0.6912,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d9bffff,금곡동,분당구,37.35847,127.10047,0.3813,1.0162,23.98,1079.1,False,True,0.74421,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024dc7ffff,금곡동,분당구,37.3539,127.10271,0.3818,0.49933,24.5,1102.5,False,True,0.72068,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d33ffff,금곡동,분당구,37.35541,127.11331,0.3828,0.76152,24.24,1090.8,False,True,0.63187,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d53ffff,금곡동,분당구,37.34826,127.10223,0.3809,0.50181,24.5,1102.5,False,True,0.71797,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d0fffff,금곡동,분당구,37.3515,127.11036,0.3798,0.31773,24.68,1110.6,False,True,0.6272,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d3bffff,금곡동,분당구,37.35258,127.11307,0.3825,0.58189,24.42,1098.9,False,True,0.62085,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d23ffff,금곡동,분당구,37.35366,127.11578,0.3828,0.84867,24.15,1086.8,False,True,0.64233,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024da3ffff,정자3동,분당구,37.35997,127.11107,0.3012,1.07736,23.92,1076.4,False,True,0.66631,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d8fffff,정자1동,분당구,37.35781,127.10565,0.634,0.77815,24.22,1089.9,False,True,0.63863,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d4fffff,구미1동,분당구,37.34477,127.10717,0.3719,0.67636,24.32,1094.4,False,True,0.70839,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e0248a7ffff,구미동,분당구,37.34129,127.11212,0.3244,1.15998,23.84,1072.8,False,True,0.77887,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d6fffff,구미동,분당구,37.34519,127.11506,0.3214,0.96113,24.04,1081.8,False,True,0.70827,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024993ffff,구미1동,분당구,37.3491,127.11801,0.3822,1.00685,23.99,1079.5,False,True,0.67391,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024dcbffff,금곡동,분당구,37.35,127.09976,0.3753,0.63628,24.36,1096.2,False,True,0.75793,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024dc3ffff,금곡동,분당구,37.35282,127.1,0.3741,0.6457,24.35,1095.8,False,True,0.76669,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d87ffff,정자1동,분당구,37.36063,127.10589,0.6372,1.08747,23.91,1076.0,False,True,0.65709,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d77ffff,구미1동,분당구,37.34976,127.11283,0.3788,0.54268,24.46,1100.7,False,True,0.67361,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d13ffff,금곡동,분당구,37.35499,127.10541,0.3806,0.47503,24.52,1103.4,False,True,0.63262,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024dd3ffff,금곡동,분당구,37.35456,127.09752,0.376,0.92328,24.08,1083.6,False,True,0.77513,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024dbbffff,정자1동,분당구,37.35889,127.10836,0.6322,0.90062,24.1,1084.5,False,True,0.64717,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d17ffff,금곡동,분당구,37.35607,127.10812,0.3808,0.58817,24.41,1098.5,False,True,0.62897,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024ca7ffff,금곡동,분당구,37.35348,127.09482,0.3769,1.1057,23.89,1075.0,False,True,0.75576,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d8bffff,금곡동,분당구,37.35673,127.10294,0.3813,0.73748,24.26,1091.7,False,True,0.71521,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d4bffff,구미1동,분당구,37.34369,127.10446,0.3847,0.82358,24.18,1088.1,False,True,0.73818,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d7bffff,구미1동,분당구,37.34585,127.10988,0.3717,0.61691,24.38,1097.1,False,True,0.75478,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024ddbffff,금곡동,분당구,37.35174,127.09729,0.3763,0.85349,24.15,1086.8,False,True,0.7579,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024c23ffff,구미1동,분당구,37.34609,127.09681,0.3704,1.03536,23.96,1078.2,False,True,0.73623,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024d2bffff,구미1동,분당구,37.35084,127.11554,0.3831,0.76867,24.23,1090.3,False,True,0.63983,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e024cafffff,금곡동,분당구,37.35066,127.09458,0.3766,1.08805,23.91,1076.0,False,True,0.74666,2
S023,206-2-000009,금곡동,37.35086,127.10686,8930e02499bffff,구미동,분당구,37.34627,127.11777,0.3241,1.09249,23.91,1076.0,False,True,0.688,2
S023,206-2-000004,맛고을,37.41166,127.13178,8930e15228bffff,야탑3동,분당구,37.41143,127.14425,0.2728,1.10317,23.9,1075.5,True,False,0.66532,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e1c9b2fffff,야탑1동,분당구,37.41124,127.12325,0.5583,0.75622,24.24,1090.8,True,False,0.7374,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e1535b3ffff,야탑2동,분당구,37.40884,127.13092,0.3035,0.32215,24.68,1110.6,True,False,0.63432,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e1526cbffff,도촌동,중원구,37.41689,127.12373,0.2837,0.91903,24.08,1083.6,True,False,0.67646,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e1c9b2bffff,야탑1동,분당구,37.41016,127.12054,0.5571,1.00872,23.99,1079.5,True,False,0.7522,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e152607ffff,도촌동,중원구,37.42122,127.13459,0.2766,1.08972,23.91,1076.0,True,False,0.62482,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e1535b7ffff,야탑1동,분당구,37.40992,127.13363,0.5178,0.25266,24.75,1113.8,True,False,0.63918,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e15264fffff,야탑1동,분당구,37.41166,127.13116,0.5332,0.05561,24.94,1122.3,True,False,0.68391,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e1522c3ffff,야탑3동,분당구,37.40752,127.14129,0.2792,0.95869,24.04,1081.8,True,False,0.67029,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e153583ffff,야탑2동,분당구,37.40667,127.12549,0.309,0.78498,24.22,1089.9,True,False,0.66614,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e1526c7ffff,도촌동,중원구,37.4208,127.12668,0.2869,1.10995,23.89,1075.0,True,False,0.70584,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e153533ffff,이매1동,분당구,37.40253,127.13563,0.2519,1.06853,23.93,1076.8,True,False,0.65882,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e152653ffff,야탑1동,분당구,37.41515,127.12621,0.5537,0.6273,24.37,1096.7,True,False,0.66927,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e152643ffff,야탑1동,분당구,37.41341,127.12868,0.546,0.33614,24.66,1109.7,True,False,0.66916,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e1535afffff,야탑3동,분당구,37.40535,127.13587,0.272,0.78727,24.21,1089.5,True,False,0.65759,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e152677ffff,도촌동,중원구,37.41666,127.13682,0.2867,0.71138,24.29,1093.0,True,False,0.59883,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e152663ffff,야탑3동,분당구,37.41383,127.13658,0.2706,0.48823,24.51,1103.0,True,False,0.59542,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e152603ffff,도촌동,중원구,37.42014,127.13187,0.2803,0.94099,24.06,1082.7,True,False,0.62365,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e152667ffff,야탑3동,분당구,37.41491,127.1393,0.2801,0.75654,24.24,1090.8,True,False,0.62484,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e15260fffff,도촌동,중원구,37.4184,127.13435,0.2811,0.78131,24.22,1089.9,True,False,0.60987,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e15266fffff,야탑3동,분당구,37.41209,127.13906,0.2707,0.64543,24.35,1095.8,True,False,0.62964,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e1535a3ffff,야탑3동,분당구,37.4071,127.13339,0.2772,0.52579,24.47,1101.1,True,False,0.61298,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e1c9b67ffff,야탑2동,분당구,37.40733,127.1203,0.307,1.12368,23.88,1074.6,True,False,0.68117,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e153587ffff,야탑2동,분당구,37.40776,127.1282,0.3076,0.53657,24.46,1100.7,True,False,0.65739,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e15264bffff,야탑1동,분당구,37.41058,127.12844,0.5464,0.31899,24.68,1110.6,True,False,0.70466,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e15266bffff,야탑3동,분당구,37.411,127.13634,0.264,0.40999,24.59,1106.5,True,False,0.61419,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e153597ffff,야탑2동,분당구,37.4095,127.12573,0.3091,0.58701,24.41,1098.5,True,False,0.71204,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e153593ffff,야탑2동,분당구,37.40842,127.12302,0.3093,0.85531,24.14,1086.3,True,False,0.70022,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e153517ffff,야탑3동,분당구,37.40319,127.13044,0.2732,0.94728,24.05,1082.2,True,False,0.61975,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e15229bffff,야탑3동,분당구,37.41317,127.14177,0.2811,0.89962,24.1,1084.5,True,False,0.64607,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e1522dbffff,야탑3동,분당구,37.40644,127.13858,0.2786,0.83506,24.16,1087.2,True,False,0.69116,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e15359bffff,야탑2동,분당구,37.40559,127.12278,0.3089,1.04336,23.96,1078.2,True,False,0.66243,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e1522d3ffff,야탑3동,분당구,37.40926,127.13882,0.2709,0.67694,24.32,1094.4,True,False,0.65217,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e152293ffff,도촌동,중원구,37.416,127.14201,0.2792,1.02498,23.98,1079.1,True,False,0.63582,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e152657ffff,야탑1동,분당구,37.41623,127.12892,0.5493,0.56712,24.43,1099.3,True,False,0.66046,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e1535a7ffff,야탑2동,분당구,37.40818,127.1361,0.2967,0.54336,24.46,1100.7,True,False,0.65736,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e1535abffff,야탑3동,분당구,37.40427,127.13315,0.2735,0.82854,24.17,1087.7,True,False,0.62596,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e1522d7ffff,야탑3동,분당구,37.41034,127.14153,0.2806,0.87492,24.13,1085.8,True,False,0.67754,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e152673ffff,야탑3동,분당구,37.41557,127.13411,0.2751,0.48044,24.52,1103.4,True,False,0.60568,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e15263bffff,도촌동,중원구,37.41948,127.13706,0.2873,0.9855,24.01,1080.5,True,False,0.64606,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e15261bffff,도촌동,중원구,37.41906,127.12916,0.2811,0.85303,24.15,1086.8,True,False,0.65728,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e1526c3ffff,도촌동,중원구,37.41972,127.12397,0.2846,1.13008,23.87,1074.2,True,False,0.69716,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e15358bffff,이매1동,분당구,37.40385,127.12525,0.2567,1.04171,23.96,1078.2,True,False,0.64957,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e153507ffff,이매1동,분당구,37.40145,127.13291,0.2491,1.13749,23.86,1073.7,True,False,0.65146,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e152647ffff,야탑1동,분당구,37.41449,127.13139,0.54,0.31592,24.68,1110.6,True,False,0.61551,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e15260bffff,도촌동,중원구,37.41732,127.13163,0.2802,0.62764,24.37,1096.7,True,False,0.60599,3
S023,206-2-000004,맛고을,37.41166,127.13178,8930e1522cbffff,야탑3동,분당구,37.40469,127.14105,0.2745,1.12699,23.87,1074.2,True,False,0.66816,3
