dashboard_rank,display_name,name,type,lat,lon,dong,gu,zone,score,near_hub,color
191,공원,nan,공원,37.380425,127.131049,서현1동,분당구,로봇전용,0.543,True,#AB47BC
192,공원,nan,공원,37.381768,127.132761,서현1동,분당구,로봇전용,0.543,True,#AB47BC
193,롯데백화점 분당점,롯데백화점 분당점,대형마트,37.378396,127.114296,수내1동,분당구,로봇전용,0.541,True,#FFA726
194,하모니마트,하모니마트,대형마트,37.377474,127.114428,수내1동,분당구,로봇전용,0.541,True,#FFA726
195,삼평어린이공원,삼평어린이공원,공원,37.399528,127.114891,삼평동,분당구,로봇전용,0.541,True,#AB47BC
196,놀이터,놀이터,공원,37.400531,127.114819,삼평동,분당구,로봇전용,0.541,True,#AB47BC
197,Homeplus Express,Homeplus Express,대형마트,37.374649,127.118256,수내1동,분당구,로봇전용,0.541,True,#FFA726
198,Mono Mart,Mono Mart,대형마트,37.374884,127.117951,수내1동,분당구,로봇전용,0.541,True,#FFA726
199,봇들어린이공원,봇들어린이공원,공원,37.399561,127.118404,삼평동,분당구,로봇전용,0.539,True,#AB47BC
200,저류지,저류지,공원,37.398388,127.118446,삼평동,분당구,로봇전용,0.539,True,#AB47BC
201,학생정원,학생정원,공원,37.400028,127.11611,삼평동,분당구,로봇전용,0.538,True,#AB47BC
202,화랑공원,화랑공원,공원,37.39741,127.105023,삼평동,분당구,로봇전용,0.537,True,#AB47BC
203,공원,nan,공원,37.402339,127.113251,삼평동,분당구,로봇전용,0.535,True,#AB47BC
204,공원,nan,공원,37.401762,127.114988,삼평동,분당구,로봇전용,0.535,True,#AB47BC
205,놀이터,놀이터,공원,37.401246,127.114858,삼평동,분당구,로봇전용,0.535,True,#AB47BC
206,공원,nan,공원,37.402149,127.1181,삼평동,분당구,로봇전용,0.535,True,#AB47BC
207,낙생농협마트 미금지점,낙생농협마트 미금지점,대형마트,37.349788,127.111197,구미1동,분당구,로봇전용,0.534,True,#FFA726
208,주민두레생협 미금점,주민두레생협 미금점,대형마트,37.350279,127.111774,구미1동,분당구,로봇전용,0.534,True,#FFA726
209,공원,nan,공원,37.394751,127.119361,삼평동,분당구,로봇전용,0.534,True,#AB47BC
210,공원,nan,공원,37.395278,127.119836,삼평동,분당구,로봇전용,0.534,True,#AB47BC
211,봇들저류지 공원,봇들저류지 공원,공원,37.399416,127.110987,삼평동,분당구,로봇전용,0.534,True,#AB47BC
212,공원,nan,공원,37.400757,127.113264,삼평동,분당구,로봇전용,0.534,True,#AB47BC
213,공원,nan,공원,37.402104,127.11137,삼평동,분당구,로봇전용,0.534,True,#AB47BC
214,어울어린이공원,어울어린이공원,공원,37.401688,127.11135,삼평동,분당구,로봇전용,0.534,True,#AB47BC
215,홈플러스 야탑점,홈플러스 야탑점,대형마트,37.413161,127.127354,야탑1동,분당구,로봇전용,0.533,True,#FFA726
216,판교테크노파크 공원,판교테크노파크 공원,공원,37.399029,127.107851,삼평동,분당구,로봇전용,0.533,True,#AB47BC
217,킴스클럽,킴스클럽,대형마트,37.410894,127.127445,야탑1동,분당구,로봇전용,0.532,True,#FFA726
218,2001아울렛 분당점,2001아울렛 분당점,대형마트,37.349015,127.107391,금곡동,분당구,로봇전용,0.531,True,#FFA726
219,도깨비마트,도깨비마트,대형마트,37.350859,127.108426,금곡동,분당구,로봇전용,0.531,True,#FFA726
220,성남시청,성남시청,주민센터,37.420094,127.12661,도촌동,중원구,로봇전용,0.531,True,#66BB6A
221,공원,nan,공원,37.366129,127.107506,정자1동,분당구,로봇전용,0.53,True,#AB47BC
222,공영주차장,nan,공영주차장,37.443623,127.178976,상대원1동,중원구,일반,0.524,True,#42A5F5
223,공영주차장,nan,공영주차장,37.443088,127.178684,상대원1동,중원구,일반,0.524,True,#42A5F5
224,공영주차장,nan,공영주차장,37.44282,127.178584,상대원1동,중원구,일반,0.524,True,#42A5F5
225,공영주차장,nan,공영주차장,37.442926,127.178592,상대원1동,중원구,일반,0.524,True,#42A5F5
226,공영주차장,nan,공영주차장,37.438834,127.168489,상대원1동,중원구,일반,0.523,True,#42A5F5
227,공영주차장,nan,공영주차장,37.445122,127.182408,상대원1동,중원구,일반,0.523,True,#42A5F5
228,공영주차장,nan,공영주차장,37.445274,127.182435,상대원1동,중원구,일반,0.523,True,#42A5F5
229,공영주차장,nan,공영주차장,37.441883,127.178394,상대원1동,중원구,일반,0.523,True,#42A5F5
230,공영주차장,nan,공영주차장,37.442557,127.178569,상대원1동,중원구,일반,0.523,True,#42A5F5
231,공영주차장,nan,공영주차장,37.442761,127.178463,상대원1동,중원구,일반,0.523,True,#42A5F5
232,공영주차장,nan,공영주차장,37.442707,127.178575,상대원1동,중원구,일반,0.523,True,#42A5F5
233,공영주차장,nan,공영주차장,37.442717,127.178331,상대원1동,중원구,일반,0.523,True,#42A5F5
234,공영주차장,nan,공영주차장,37.442584,127.180703,상대원1동,중원구,일반,0.522,True,#42A5F5
235,공영주차장,nan,공영주차장,37.442679,127.180791,상대원1동,중원구,일반,0.522,True,#42A5F5
236,공영주차장,nan,공영주차장,37.442662,127.181717,상대원1동,중원구,일반,0.522,True,#42A5F5
237,공영주차장,nan,공영주차장,37.442654,127.18181,상대원1동,중원구,일반,0.522,True,#42A5F5
238,서현1동 행정복지센터,서현1동 행정복지센터,주민센터,37.382776,127.126037,서현1동,분당구,일반,0.519,True,#66BB6A
239,공영주차장,nan,공영주차장,37.46768,127.138467,위례동,수정구,일반,0.518,True,#42A5F5
240,공영주차장,nan,공영주차장,37.338921,127.10499,구미동,분당구,일반,0.513,True,#42A5F5
241,공영주차장,nan,공영주차장,37.337841,127.106391,구미동,분당구,일반,0.513,True,#42A5F5
242,성남시 판교 생태학습원,성남시 판교 생태학습원,주민센터,37.399577,127.103872,삼평동,분당구,일반,0.513,True,#66BB6A
243,공영주차장,nan,공영주차장,37.356491,127.098769,금곡동,분당구,일반,0.512,True,#42A5F5
244,공영주차장,nan,공영주차장,37.337343,127.10803,구미동,분당구,일반,0.511,True,#42A5F5
245,공영주차장,nan,공영주차장,37.415505,127.13227,야탑1동,분당구,일반,0.51,True,#42A5F5
246,현대백화점 판교점,현대백화점 판교점,대형마트,37.3928,127.111991,백현동,분당구,로봇전용,0.509,True,#FFA726
247,에스마트,에스마트,대형마트,37.387833,127.114935,백현동,분당구,로봇전용,0.508,True,#FFA726
248,공원,nan,공원,37.46905,127.153884,위례동,수정구,로봇전용,0.507,True,#AB47BC
249,공원,nan,공원,37.471121,127.153502,위례동,수정구,로봇전용,0.507,True,#AB47BC
250,공원,nan,공원,37.470022,127.155729,위례동,수정구,로봇전용,0.507,True,#AB47BC
251,공원,nan,공원,37.473178,127.153898,위례동,수정구,로봇전용,0.507,True,#AB47BC
252,공원,nan,공원,37.472355,127.151089,위례동,수정구,로봇전용,0.507,True,#AB47BC
253,공원,nan,공원,37.472842,127.152502,위례동,수정구,로봇전용,0.507,True,#AB47BC
254,공원,nan,공원,37.470813,127.152977,위례동,수정구,로봇전용,0.507,True,#AB47BC
255,공원,nan,공원,37.470507,127.152485,위례동,수정구,로봇전용,0.507,True,#AB47BC
256,공원,nan,공원,37.471165,127.152024,위례동,수정구,로봇전용,0.507,True,#AB47BC
257,학교,nan,학교,37.378584,127.1298,서현1동,분당구,로봇전용,0.507,True,#EF5350
258,황새울공원,황새울공원,공원,37.384117,127.118172,수내1동,분당구,로봇전용,0.506,True,#AB47BC
259,공원,nan,공원,37.466562,127.153238,위례동,수정구,로봇전용,0.506,True,#AB47BC
260,공원,nan,공원,37.468027,127.153484,위례동,수정구,로봇전용,0.506,True,#AB47BC
261,위례역사수변공원,위례역사수변공원,공원,37.469143,127.141479,위례동,수정구,로봇전용,0.506,True,#AB47BC
262,공원,nan,공원,37.469001,127.157499,위례동,수정구,로봇전용,0.505,True,#AB47BC
263,공원,nan,공원,37.46792,127.152568,위례동,수정구,로봇전용,0.504,True,#AB47BC
264,공원,nan,공원,37.469183,127.151111,위례동,수정구,로봇전용,0.504,True,#AB47BC
265,한살림,한살림,대형마트,37.386257,127.111781,백현동,분당구,로봇전용,0.504,True,#FFA726
266,서현고등학교,서현고등학교,학교,37.381465,127.123845,서현1동,분당구,로봇전용,0.504,True,#EF5350
267,홈플러스,홈플러스,대형마트,37.388433,127.115019,백현동,분당구,로봇전용,0.504,True,#FFA726
268,No Brand,No Brand,대형마트,37.395441,127.10906,백현동,분당구,로봇전용,0.504,True,#FFA726
269,공원,nan,공원,37.382972,127.116874,수내1동,분당구,로봇전용,0.503,True,#AB47BC
270,공원,nan,공원,37.466561,127.152783,위례동,수정구,로봇전용,0.503,True,#AB47BC
271,공원,nan,공원,37.466126,127.151022,위례동,수정구,로봇전용,0.503,True,#AB47BC
272,공원,nan,공원,37.466754,127.151463,위례동,수정구,로봇전용,0.503,True,#AB47BC
273,공원,nan,공원,37.465868,127.142175,위례동,수정구,로봇전용,0.503,True,#AB47BC
274,공원,nan,공원,37.472125,127.144765,위례동,수정구,로봇전용,0.502,True,#AB47BC
275,공원,nan,공원,37.470302,127.143252,위례동,수정구,로봇전용,0.502,True,#AB47BC
276,공원,nan,공원,37.471594,127.144659,위례동,수정구,로봇전용,0.502,True,#AB47BC
277,놀이터,놀이터,공원,37.472638,127.144668,위례동,수정구,로봇전용,0.502,True,#AB47BC
278,공원,nan,공원,37.472007,127.14404,위례동,수정구,로봇전용,0.502,True,#AB47BC
279,공원,nan,공원,37.461755,127.145325,위례동,수정구,로봇전용,0.502,True,#AB47BC
280,공원,nan,공원,37.460812,127.147405,위례동,수정구,로봇전용,0.502,True,#AB47BC
281,공원,nan,공원,37.464791,127.144895,위례동,수정구,로봇전용,0.502,True,#AB47BC
282,놀이터,놀이터,공원,37.472605,127.145513,위례동,수정구,로봇전용,0.501,True,#AB47BC
283,공원,nan,공원,37.473189,127.1465,위례동,수정구,로봇전용,0.501,True,#AB47BC
284,공원,nan,공원,37.473091,127.144939,위례동,수정구,로봇전용,0.501,True,#AB47BC
285,공원,nan,공원,37.472641,127.145139,위례동,수정구,로봇전용,0.501,True,#AB47BC
286,공원,nan,공원,37.469534,127.147125,위례동,수정구,로봇전용,0.501,True,#AB47BC
287,공원,nan,공원,37.376082,127.11404,수내1동,분당구,로봇전용,0.501,True,#AB47BC
288,공원,nan,공원,37.374874,127.113804,수내1동,분당구,로봇전용,0.501,True,#AB47BC
289,놀이터,놀이터,공원,37.37828,127.117546,수내1동,분당구,로봇전용,0.501,True,#AB47BC
290,놀이터,놀이터,공원,37.378925,127.119188,수내1동,분당구,로봇전용,0.501,True,#AB47BC
291,서현초등학교,서현초등학교,학교,37.382455,127.128429,서현1동,분당구,로봇전용,0.501,True,#EF5350
292,햇빛어린이공원,햇빛어린이공원,공원,37.374534,127.116823,수내1동,분당구,로봇전용,0.501,True,#AB47BC
293,초림어린이공원,초림어린이공원,공원,37.375338,127.117575,수내1동,분당구,로봇전용,0.501,True,#AB47BC
294,공원,nan,공원,37.37527,127.117512,수내1동,분당구,로봇전용,0.501,True,#AB47BC
295,보물섬어린이공원,보물섬어린이공원,공원,37.383934,127.113138,수내1동,분당구,로봇전용,0.5,True,#AB47BC
296,마루공원,마루공원,공원,37.38217,127.113441,수내1동,분당구,로봇전용,0.5,True,#AB47BC
297,공원,nan,공원,37.47161,127.135599,위례동,수정구,로봇전용,0.5,True,#AB47BC
298,삼평중학교,삼평중학교,학교,37.400432,127.115943,삼평동,분당구,로봇전용,0.498,True,#EF5350
299,이황초등학교 부지,이황초등학교 부지,학교,37.401371,127.115971,삼평동,분당구,로봇전용,0.498,True,#EF5350
300,공원,nan,공원,37.337855,127.110966,구미동,분당구,로봇전용,0.495,True,#AB47BC
301,3단지 신한아파트 놀이터,3단지 신한아파트 놀이터,공원,37.338364,127.113556,구미동,분당구,로봇전용,0.495,True,#AB47BC
302,공원,nan,공원,37.348593,127.113405,구미1동,분당구,로봇전용,0.494,True,#AB47BC
303,꿈동산어린이공원,꿈동산어린이공원,공원,37.414544,127.125999,야탑1동,분당구,로봇전용,0.494,True,#AB47BC
304,공원,nan,공원,37.350376,127.113585,구미1동,분당구,로봇전용,0.494,True,#AB47BC
305,공원,nan,공원,37.350433,127.113419,구미1동,분당구,로봇전용,0.494,True,#AB47BC
306,공원,nan,공원,37.349958,127.113775,구미1동,분당구,로봇전용,0.494,True,#AB47BC
307,신원아파트 놀이터,신원아파트 놀이터,공원,37.348555,127.112199,구미1동,분당구,로봇전용,0.494,True,#AB47BC
308,청솔어린이공원,청솔어린이공원,공원,37.351564,127.110639,금곡동,분당구,로봇전용,0.493,True,#AB47BC
309,공원,nan,공원,37.417395,127.129404,야탑1동,분당구,로봇전용,0.493,True,#AB47BC
310,야탑역 광장,야탑역 광장,공원,37.411766,127.128159,야탑1동,분당구,로봇전용,0.492,True,#AB47BC
311,퐁퐁플라워 미금센터,퐁퐁플라워 미금센터,공원,37.348964,127.110478,구미1동,분당구,로봇전용,0.492,True,#AB47BC
312,공원,nan,공원,37.347501,127.110986,구미1동,분당구,로봇전용,0.492,True,#AB47BC
313,뒷구미어린이공원,뒷구미어린이공원,공원,37.348899,127.111291,구미1동,분당구,로봇전용,0.492,True,#AB47BC
314,공원,nan,공원,37.350851,127.108308,금곡동,분당구,로봇전용,0.491,True,#AB47BC
315,공원,nan,공원,37.350702,127.108631,금곡동,분당구,로봇전용,0.491,True,#AB47BC
316,샘터어린이공원,샘터어린이공원,공원,37.348831,127.118688,구미1동,분당구,로봇전용,0.491,True,#AB47BC
317,공영주차장,nan,공영주차장,37.359516,127.115609,정자3동,분당구,일반,0.489,True,#42A5F5
318,분당도서관 지상주차장,분당도서관 지상주차장,공영주차장,37.358337,127.116432,정자3동,분당구,일반,0.489,True,#42A5F5
319,지하주차장입구,지하주차장입구,공영주차장,37.449488,127.171739,금광2동,중원구,일반,0.473,True,#42A5F5
320,공영주차장,nan,공영주차장,37.405684,127.134903,야탑3동,분당구,일반,0.472,True,#42A5F5
321,공영주차장,nan,공영주차장,37.364162,127.111735,정자동,분당구,일반,0.471,True,#42A5F5
322,공영주차장,nan,공영주차장,37.36309,127.111718,정자동,분당구,일반,0.471,True,#42A5F5
323,공영주차장,nan,공영주차장,37.364,127.110644,정자동,분당구,일반,0.471,True,#42A5F5
324,물방울어린이공원,물방울어린이공원,공원,37.386787,127.115869,백현동,분당구,로봇전용,0.47,True,#AB47BC
325,야탑1동 행정복지센터,야탑1동 행정복지센터,주민센터,37.412028,127.130252,야탑1동,분당구,일반,0.47,True,#66BB6A
326,공영주차장,nan,공영주차장,37.364857,127.111741,정자동,분당구,일반,0.47,True,#42A5F5
327,공영주차장,nan,공영주차장,37.366459,127.112106,정자동,분당구,일반,0.47,True,#42A5F5
328,공영주차장,nan,공영주차장,37.365462,127.112859,정자동,분당구,일반,0.47,True,#42A5F5
329,공영주차장,nan,공영주차장,37.366765,127.111252,정자동,분당구,일반,0.47,True,#42A5F5
330,공영주차장,nan,공영주차장,37.365489,127.111932,정자동,분당구,일반,0.47,True,#42A5F5
331,공영주차장,nan,공영주차장,37.364916,127.112966,정자동,분당구,일반,0.47,True,#42A5F5
332,공영주차장,nan,공영주차장,37.366643,127.112565,정자동,분당구,일반,0.47,True,#42A5F5
333,공영주차장,nan,공영주차장,37.466594,127.127303,복정동,수정구,일반,0.469,True,#42A5F5
334,공영주차장,nan,공영주차장,37.46792,127.127143,복정동,수정구,일반,0.469,True,#42A5F5
335,공영주차장,nan,공영주차장,37.364024,127.113954,정자동,분당구,일반,0.469,True,#42A5F5
336,공영주차장,nan,공영주차장,37.364154,127.112983,정자동,분당구,일반,0.469,True,#42A5F5
337,공영주차장,nan,공영주차장,37.364593,127.113985,정자동,분당구,일반,0.469,True,#42A5F5
338,공영주차장,nan,공영주차장,37.367974,127.110747,정자동,분당구,일반,0.468,True,#42A5F5
339,공영주차장,nan,공영주차장,37.365616,127.113921,정자동,분당구,일반,0.468,True,#42A5F5
340,공영주차장,nan,공영주차장,37.367974,127.11395,정자동,분당구,일반,0.468,True,#42A5F5
341,공영주차장,nan,공영주차장,37.366626,127.113905,정자동,분당구,일반,0.468,True,#42A5F5
342,낙생대공원 체육시설,낙생대공원 체육시설,공원,37.386086,127.104235,백현동,분당구,로봇전용,0.468,True,#AB47BC
343,나들이공원,나들이공원,공원,37.394871,127.11773,백현동,분당구,로봇전용,0.466,True,#AB47BC
344,학교,nan,학교,37.471735,127.138168,위례동,수정구,로봇전용,0.466,True,#EF5350
345,숲안어린이공원,숲안어린이공원,공원,37.388981,127.115918,백현동,분당구,로봇전용,0.464,True,#AB47BC
346,공원,nan,공원,37.39462,127.107645,백현동,분당구,로봇전용,0.464,True,#AB47BC
347,모자이크파크,모자이크파크,공원,37.394615,127.108971,백현동,분당구,로봇전용,0.464,True,#AB47BC
348,정자목어린이공원,정자목어린이공원,공원,37.384935,127.110553,백현동,분당구,로봇전용,0.464,True,#AB47BC
349,위례한빛중학교,위례한빛중학교,학교,37.467808,127.148766,위례동,수정구,로봇전용,0.463,True,#EF5350
350,위례한빛고등학교,위례한빛고등학교,학교,37.467072,127.150024,위례동,수정구,로봇전용,0.463,True,#EF5350
351,위례고운초등학교,위례고운초등학교,학교,37.471273,127.146009,위례동,수정구,로봇전용,0.461,True,#EF5350
352,학교,nan,학교,37.375113,127.116185,수내1동,분당구,로봇전용,0.461,True,#EF5350
353,학교,nan,학교,37.376682,127.117891,수내1동,분당구,로봇전용,0.461,True,#EF5350
354,위례푸른초등학교,위례푸른초등학교,학교,37.470494,127.15108,위례동,수정구,로봇전용,0.46,True,#EF5350
355,위례중앙초등학교,위례중앙초등학교,학교,37.47182,127.13606,위례동,수정구,로봇전용,0.46,True,#EF5350
356,공영주차장,nan,공영주차장,37.398232,127.126014,이매1동,분당구,일반,0.46,True,#42A5F5
357,공영주차장,nan,공영주차장,37.410324,127.124832,야탑2동,분당구,일반,0.458,True,#42A5F5
358,공영주차장,nan,공영주차장,37.387991,127.128201,이매1동,분당구,일반,0.456,True,#42A5F5
359,공영주차장,nan,공영주차장,37.389727,127.099912,판교동,분당구,일반,0.456,True,#42A5F5
360,공영주차장,nan,공영주차장,37.389057,127.098,판교동,분당구,일반,0.456,True,#42A5F5
361,판교제2공영주차장,판교제2공영주차장,공영주차장,37.390397,127.098533,판교동,분당구,일반,0.456,True,#42A5F5
362,야탑초등학교,야탑초등학교,학교,37.416244,127.125896,야탑1동,분당구,로봇전용,0.454,True,#EF5350
363,공영주차장,nan,공영주차장,37.401561,127.127438,이매1동,분당구,일반,0.454,True,#42A5F5
364,공영주차장,nan,공영주차장,37.400989,127.12748,이매1동,분당구,일반,0.454,True,#42A5F5
365,공영주차장,nan,공영주차장,37.402791,127.127306,이매1동,분당구,일반,0.454,True,#42A5F5
366,한아름어린이공원,한아름어린이공원,공원,37.417803,127.125957,도촌동,중원구,로봇전용,0.453,True,#AB47BC
367,공원,nan,공원,37.41779,127.126638,도촌동,중원구,로봇전용,0.453,True,#AB47BC
368,공영주차장,nan,공영주차장,37.373608,127.14742,분당동,분당구,일반,0.453,True,#42A5F5
369,공원,nan,공원,37.465175,127.129231,복정동,수정구,로봇전용,0.452,True,#AB47BC
370,기왓골어린이공원,기왓골어린이공원,공원,37.464172,127.12789,복정동,수정구,로봇전용,0.452,True,#AB47BC
371,Pagoda,Pagoda,공원,37.465978,127.128622,복정동,수정구,로봇전용,0.452,True,#AB47BC
372,기왓골공원,기왓골공원,공원,37.464112,127.127978,복정동,수정구,로봇전용,0.452,True,#AB47BC
373,성남여수지구시청공원,성남여수지구시청공원,공원,37.419089,127.123937,도촌동,중원구,로봇전용,0.452,True,#AB47BC
374,공영주차장,nan,공영주차장,37.389204,127.140353,이매1동,분당구,일반,0.452,True,#42A5F5
375,공영주차장,nan,공영주차장,37.373727,127.153555,분당동,분당구,일반,0.451,True,#42A5F5
376,공영주차장,nan,공영주차장,37.372651,127.155951,분당동,분당구,일반,0.45,True,#42A5F5
377,공영주차장,nan,공영주차장,37.371618,127.148261,분당동,분당구,일반,0.45,True,#42A5F5
378,공영주차장,nan,공영주차장,37.371612,127.148669,분당동,분당구,일반,0.45,True,#42A5F5
379,서현어린이공원,서현어린이공원,공원,37.381975,127.127095,서현1동,분당구,일반,0.439,True,#AB47BC
380,솔밭어린이공원,솔밭어린이공원,공원,37.384484,127.130518,서현1동,분당구,일반,0.439,True,#AB47BC
381,공영주차장,nan,공영주차장,37.399582,127.121725,이매2동,분당구,일반,0.437,True,#42A5F5
382,공영주차장,nan,공영주차장,37.39941,127.121756,이매2동,분당구,일반,0.437,True,#42A5F5
383,분당 중앙공원 B 주차장,분당 중앙공원 B 주차장,공영주차장,37.375983,127.121521,수내2동,분당구,일반,0.437,True,#42A5F5
384,우리생협 위례본점,우리생협 위례본점,대형마트,37.466245,127.136606,위례동,수정구,일반,0.435,True,#FFA726
385,야탑3동 행정복지센터,야탑3동 행정복지센터,주민센터,37.410791,127.13791,야탑3동,분당구,일반,0.434,True,#66BB6A
386,하나로마트,하나로마트,대형마트,37.338845,127.106706,구미동,분당구,일반,0.433,True,#FFA726
387,송현어린이공원,송현어린이공원,공원,37.404534,127.115068,삼평동,분당구,일반,0.433,True,#AB47BC
388,공원,nan,공원,37.404493,127.115026,삼평동,분당구,일반,0.433,True,#AB47BC
389,봇들공원,봇들공원,공원,37.406071,127.107284,삼평동,분당구,일반,0.432,True,#AB47BC
390,달팽이어린이공원,달팽이어린이공원,공원,37.404351,127.108018,삼평동,분당구,일반,0.432,True,#AB47BC
391,송현공원,송현공원,공원,37.40891,127.117058,삼평동,분당구,일반,0.432,True,#AB47BC
392,환상어린이공원,환상어린이공원,공원,37.401622,127.102143,삼평동,분당구,일반,0.431,True,#AB47BC
393,정자동 행정복지센터,정자동 행정복지센터,주민센터,37.361469,127.111533,정자동,분당구,일반,0.431,True,#66BB6A
394,공원,nan,공원,37.406765,127.112375,삼평동,분당구,일반,0.429,True,#AB47BC
395,우주공원,우주공원,공원,37.404031,127.101352,삼평동,분당구,일반,0.429,True,#AB47BC
396,공영주차장,nan,공영주차장,37.456646,127.150764,산성동,수정구,일반,0.428,True,#42A5F5
397,정자2동 행정복지센터,정자2동 행정복지센터,주민센터,37.365991,127.115274,정자동,분당구,일반,0.428,True,#66BB6A
398,공영,공영,공영주차장,37.458186,127.154462,산성동,수정구,일반,0.428,True,#42A5F5
399,공영주차장,nan,공영주차장,37.461117,127.155098,산성동,수정구,일반,0.428,True,#42A5F5
400,이마트24,이마트24,대형마트,37.340381,127.109719,구미동,분당구,일반,0.427,True,#FFA726
401,보평중학교,보평중학교,학교,37.393967,127.115997,백현동,분당구,로봇전용,0.426,True,#EF5350
402,보평초등학교,보평초등학교,학교,37.395662,127.117731,백현동,분당구,로봇전용,0.426,True,#EF5350
403,신백현중학교,신백현중학교,학교,37.385912,127.110259,백현동,분당구,로봇전용,0.424,True,#EF5350
404,신백현초등학교,신백현초등학교,학교,37.387237,127.111986,백현동,분당구,로봇전용,0.424,True,#EF5350
405,화랑초등학교,화랑초등학교,학교,37.389888,127.116057,백현동,분당구,로봇전용,0.424,True,#EF5350
406,보평고등학교,보평고등학교,학교,37.393948,127.117744,백현동,분당구,로봇전용,0.424,True,#EF5350
407,이매1동 행정복지센터,이매1동 행정복지센터,주민센터,37.399554,127.127155,이매1동,분당구,일반,0.419,True,#66BB6A
408,야탑2동 행정복지센터,야탑2동 행정복지센터,주민센터,37.409429,127.127365,야탑2동,분당구,일반,0.418,True,#66BB6A
409,판교동 행정복지센터,판교동 행정복지센터,주민센터,37.38995,127.098602,판교동,분당구,일반,0.416,True,#66BB6A
410,서울국제학교,서울국제학교,학교,37.465654,127.129022,복정동,수정구,로봇전용,0.412,True,#EF5350
411,늘푸른초등학교,늘푸른초등학교,학교,37.358024,127.105194,정자1동,분당구,일반,0.411,True,#EF5350
412,늘푸른중학교,늘푸른중학교,학교,37.357192,127.10519,정자1동,분당구,일반,0.411,True,#EF5350
413,사기막골 근린공원,사기막골 근린공원,공원,37.445657,127.182779,상대원1동,중원구,일반,0.404,True,#AB47BC
414,공원,nan,공원,37.442436,127.178307,상대원1동,중원구,일반,0.403,True,#AB47BC
415,공원,nan,공원,37.439301,127.170521,상대원1동,중원구,일반,0.401,True,#AB47BC
416,롯데슈퍼 분당정자점,롯데슈퍼 분당정자점,대형마트,37.362416,127.114575,정자동,분당구,일반,0.4,True,#FFA726
417,공원,nan,공원,37.467805,127.138633,위례동,수정구,일반,0.398,True,#AB47BC
418,공원,nan,공원,37.47184,127.134709,위례동,수정구,일반,0.398,True,#AB47BC
419,공원,nan,공원,37.464656,127.147898,위례동,수정구,일반,0.398,True,#AB47BC
420,이매2동 행정복지센터,이매2동 행정복지센터,주민센터,37.399573,127.12188,이매2동,분당구,일반,0.397,True,#66BB6A
421,수내2동 행정복지센터,수내2동 행정복지센터,주민센터,37.372429,127.120867,수내2동,분당구,일반,0.395,True,#66BB6A
422,판교고등학교,판교고등학교,학교,37.405323,127.11476,삼평동,분당구,일반,0.393,True,#EF5350
423,성남송현초등학교,성남송현초등학교,학교,37.405294,127.116413,삼평동,분당구,일반,0.393,True,#EF5350
424,공원,nan,공원,37.336509,127.108536,구미동,분당구,일반,0.392,True,#AB47BC
425,하나로마트 문화광장,하나로마트 문화광장,공원,37.338662,127.108445,구미동,분당구,일반,0.392,True,#AB47BC
426,공원,nan,공원,37.337898,127.109681,구미동,분당구,일반,0.392,True,#AB47BC
427,동막천산책로,동막천산책로,공원,37.342916,127.107393,구미동,분당구,일반,0.391,True,#AB47BC
428,하늘 어린이공원,하늘 어린이공원,공원,37.414719,127.130621,야탑1동,분당구,일반,0.39,True,#AB47BC
429,야탑1동공영주차장,야탑1동공영주차장,공원,37.411839,127.132282,야탑1동,분당구,일반,0.39,True,#AB47BC
430,불곡어린이공원,불곡어린이공원,공원,37.344721,127.126581,구미동,분당구,일반,0.389,True,#AB47BC
431,정동마트,정동마트,대형마트,37.365281,127.114508,정자동,분당구,일반,0.388,True,#FFA726
432,공원,nan,공원,37.339672,127.109944,구미동,분당구,일반,0.387,True,#AB47BC
433,무지개로 공원,무지개로 공원,공원,37.339919,127.110982,구미동,분당구,일반,0.387,True,#AB47BC
434,야생화어린이공원,야생화어린이공원,공원,37.351537,127.106642,금곡동,분당구,일반,0.385,True,#AB47BC
435,Home plus Express,Home plus Express,대형마트,37.405202,127.121999,야탑2동,분당구,일반,0.377,True,#FFA726
436,하나로마트,하나로마트,대형마트,37.389859,127.098306,판교동,분당구,일반,0.376,True,#FFA726
437,홈플러스 익스프레스,홈플러스 익스프레스,대형마트,37.365432,127.115075,정자2동,분당구,일반,0.37,True,#FFA726
438,705동 놀이터,705동 놀이터,공원,37.360162,127.115165,정자3동,분당구,일반,0.369,True,#AB47BC
439,공원,nan,공원,37.394735,127.11491,백현동,분당구,일반,0.363,True,#AB47BC
440,상대원 초등학교,상대원 초등학교,학교,37.442186,127.181269,상대원1동,중원구,일반,0.362,True,#EF5350
441,봉우재어린이공원,봉우재어린이공원,공원,37.361162,127.112509,정자동,분당구,일반,0.359,True,#AB47BC
442,노브랜드,노브랜드,대형마트,37.399385,127.122329,이매2동,분당구,일반,0.357,True,#FFA726
443,싱싱마트,싱싱마트,대형마트,37.405206,127.121233,이매2동,분당구,일반,0.357,True,#FFA726
444,싱싱마트,싱싱마트,대형마트,37.405136,127.12113,이매2동,분당구,일반,0.357,True,#FFA726
445,정동마트,정동마트,대형마트,37.372613,127.120469,수내2동,분당구,일반,0.355,True,#FFA726
446,위례한빛초등학교,위례한빛초등학교,학교,37.465628,127.146981,위례동,수정구,일반,0.354,True,#EF5350
447,공원,nan,공원,37.368283,127.110153,정자동,분당구,일반,0.354,True,#AB47BC
