scenario_key,layer_key,demand_key,layer_label,demand_label,airspace_selected,obstacle_selected,noise_selected,robot_selected,weather_selected,b2b_selected,b2c_selected,ddi_selected,feasible_cells,hotspot_cells,selected_hubs,covered_hotspots,uncovered_hotspots,coverage_pct,avg_score_all_cells,demand_threshold
A1O0N0R0W0__B0C1D0,A1O0N0R0W0,B0C1D0,공역 제한,소비력지수,True,False,False,False,False,False,True,False,264,264,5,43,221,16.29,0.135593,0.4622
A1O0N0R0W0__B0C1D1,A1O0N0R0W0,B0C1D1,공역 제한,소비력지수 + 상권활력지수,True,False,False,False,False,False,True,True,264,253,5,43,210,17.0,0.135593,0.274148
A1O0N0R0W0__B1C0D0,A1O0N0R0W0,B1C0D0,공역 제한,기업수요지수,True,False,False,False,False,True,False,False,264,223,4,28,195,12.56,0.135593,0.2314
A1O0N0R0W0__B1C0D1,A1O0N0R0W0,B1C0D1,공역 제한,기업수요지수 + 상권활력지수,True,False,False,False,False,True,False,True,264,248,5,43,205,17.34,0.135593,0.178068
A1O0N0R0W0__B1C1D0,A1O0N0R0W0,B1C1D0,공역 제한,기업수요지수 + 소비력지수,True,False,False,False,False,True,True,False,264,253,5,43,210,17.0,0.135593,0.3872
A1O0N0R0W0__B1C1D1,A1O0N0R0W0,B1C1D1,공역 제한,기업수요지수 + 소비력지수 + 상권활력지수,True,False,False,False,False,True,True,True,264,253,5,43,210,17.0,0.135593,0.292951
A1O0N0R0W1__B0C0D0,A1O0N0R0W1,B0C0D0,공역 제한 + 기상,선택 없음,True,False,False,False,True,False,False,False,264,264,5,43,221,16.29,0.108475,0.0
A1O0N0R0W1__B0C0D1,A1O0N0R0W1,B0C0D1,공역 제한 + 기상,상권활력지수,True,False,False,False,True,False,False,True,264,248,5,43,205,17.34,0.108475,0.095296
A1O0N0R0W1__B0C1D0,A1O0N0R0W1,B0C1D0,공역 제한 + 기상,소비력지수,True,False,False,False,True,False,True,False,264,264,5,43,221,16.29,0.108475,0.4622
A1O0N0R0W1__B0C1D1,A1O0N0R0W1,B0C1D1,공역 제한 + 기상,소비력지수 + 상권활력지수,True,False,False,False,True,False,True,True,264,253,5,43,210,17.0,0.108475,0.274148
A1O0N0R0W1__B1C0D0,A1O0N0R0W1,B1C0D0,공역 제한 + 기상,기업수요지수,True,False,False,False,True,True,False,False,264,223,4,28,195,12.56,0.108475,0.2314
A1O0N0R0W1__B1C0D1,A1O0N0R0W1,B1C0D1,공역 제한 + 기상,기업수요지수 + 상권활력지수,True,False,False,False,True,True,False,True,264,248,5,43,205,17.34,0.108475,0.178068
A1O0N0R0W1__B1C1D0,A1O0N0R0W1,B1C1D0,공역 제한 + 기상,기업수요지수 + 소비력지수,True,False,False,False,True,True,True,False,264,253,5,43,210,17.0,0.108475,0.3872
A1O0N0R0W1__B1C1D1,A1O0N0R0W1,B1C1D1,공역 제한 + 기상,기업수요지수 + 소비력지수 + 상권활력지수,True,False,False,False,True,True,True,True,264,253,5,43,210,17.0,0.108475,0.292951
A1O0N0R1W0__B0C0D0,A1O0N0R1W0,B0C0D0,공역 제한 + 로봇 접근성(Ra),선택 없음,True,False,False,True,False,False,False,False,226,226,5,43,183,19.03,0.061654,0.0
A1O0N0R1W0__B0C0D1,A1O0N0R1W0,B0C0D1,공역 제한 + 로봇 접근성(Ra),상권활력지수,True,False,False,True,False,False,False,True,226,211,5,43,168,20.38,0.061654,0.095296
A1O0N0R1W0__B0C1D0,A1O0N0R1W0,B0C1D0,공역 제한 + 로봇 접근성(Ra),소비력지수,True,False,False,True,False,False,True,False,226,226,5,43,183,19.03,0.061654,0.4622
A1O0N0R1W0__B0C1D1,A1O0N0R1W0,B0C1D1,공역 제한 + 로봇 접근성(Ra),소비력지수 + 상권활력지수,True,False,False,True,False,False,True,True,226,216,5,43,173,19.91,0.061654,0.274148
A1O0N0R1W0__B1C0D0,A1O0N0R1W0,B1C0D0,공역 제한 + 로봇 접근성(Ra),기업수요지수,True,False,False,True,False,True,False,False,226,187,4,28,159,14.97,0.061654,0.2314
A1O0N0R1W0__B1C0D1,A1O0N0R1W0,B1C0D1,공역 제한 + 로봇 접근성(Ra),기업수요지수 + 상권활력지수,True,False,False,True,False,True,False,True,226,211,5,43,168,20.38,0.061654,0.178068
A1O0N0R1W0__B1C1D0,A1O0N0R1W0,B1C1D0,공역 제한 + 로봇 접근성(Ra),기업수요지수 + 소비력지수,True,False,False,True,False,True,True,False,226,216,5,43,173,19.91,0.061654,0.3872
A1O0N0R1W0__B1C1D1,A1O0N0R1W0,B1C1D1,공역 제한 + 로봇 접근성(Ra),기업수요지수 + 소비력지수 + 상권활력지수,True,False,False,True,False,True,True,True,226,216,5,43,173,19.91,0.061654,0.292951
A1O0N0R1W1__B0C0D0,A1O0N0R1W1,B0C0D0,공역 제한 + 로봇 접근성(Ra) + 기상,선택 없음,True,False,False,True,True,False,False,False,226,226,5,43,183,19.03,0.049323,0.0
A1O0N0R1W1__B0C0D1,A1O0N0R1W1,B0C0D1,공역 제한 + 로봇 접근성(Ra) + 기상,상권활력지수,True,False,False,True,True,False,False,True,226,211,5,43,168,20.38,0.049323,0.095296
A1O0N0R1W1__B0C1D0,A1O0N0R1W1,B0C1D0,공역 제한 + 로봇 접근성(Ra) + 기상,소비력지수,True,False,False,True,True,False,True,False,226,226,5,43,183,19.03,0.049323,0.4622
A1O0N0R1W1__B0C1D1,A1O0N0R1W1,B0C1D1,공역 제한 + 로봇 접근성(Ra) + 기상,소비력지수 + 상권활력지수,True,False,False,True,True,False,True,True,226,216,5,43,173,19.91,0.049323,0.274148
A1O0N0R1W1__B1C0D0,A1O0N0R1W1,B1C0D0,공역 제한 + 로봇 접근성(Ra) + 기상,기업수요지수,True,False,False,True,True,True,False,False,226,187,4,28,159,14.97,0.049323,0.2314
A1O0N0R1W1__B1C0D1,A1O0N0R1W1,B1C0D1,공역 제한 + 로봇 접근성(Ra) + 기상,기업수요지수 + 상권활력지수,True,False,False,True,True,True,False,True,226,211,5,43,168,20.38,0.049323,0.178068
A1O0N0R1W1__B1C1D0,A1O0N0R1W1,B1C1D0,공역 제한 + 로봇 접근성(Ra) + 기상,기업수요지수 + 소비력지수,True,False,False,True,True,True,True,False,226,216,5,43,173,19.91,0.049323,0.3872
A1O0N0R1W1__B1C1D1,A1O0N0R1W1,B1C1D1,공역 제한 + 로봇 접근성(Ra) + 기상,기업수요지수 + 소비력지수 + 상권활력지수,True,False,False,True,True,True,True,True,226,216,5,43,173,19.91,0.049323,0.292951
A1O0N1R0W0__B0C0D0,A1O0N1R0W0,B0C0D0,공역 제한 + 소음 민감,선택 없음,True,False,True,False,False,False,False,False,264,264,5,43,221,16.29,0.126697,0.0
A1O0N1R0W0__B0C0D1,A1O0N1R0W0,B0C0D1,공역 제한 + 소음 민감,상권활력지수,True,False,True,False,False,False,False,True,264,248,5,43,205,17.34,0.126697,0.095296
A1O0N1R0W0__B0C1D0,A1O0N1R0W0,B0C1D0,공역 제한 + 소음 민감,소비력지수,True,False,True,False,False,False,True,False,264,264,5,43,221,16.29,0.126697,0.4622
A1O0N1R0W0__B0C1D1,A1O0N1R0W0,B0C1D1,공역 제한 + 소음 민감,소비력지수 + 상권활력지수,True,False,True,False,False,False,True,True,264,253,5,43,210,17.0,0.126697,0.274148
A1O0N1R0W0__B1C0D0,A1O0N1R0W0,B1C0D0,공역 제한 + 소음 민감,기업수요지수,True,False,True,False,False,True,False,False,264,223,4,28,195,12.56,0.126697,0.2314
A1O0N1R0W0__B1C0D1,A1O0N1R0W0,B1C0D1,공역 제한 + 소음 민감,기업수요지수 + 상권활력지수,True,False,True,False,False,True,False,True,264,248,5,43,205,17.34,0.126697,0.178068
A1O0N1R0W0__B1C1D0,A1O0N1R0W0,B1C1D0,공역 제한 + 소음 민감,기업수요지수 + 소비력지수,True,False,True,False,False,True,True,False,264,253,5,43,210,17.0,0.126697,0.3872
A1O0N1R0W0__B1C1D1,A1O0N1R0W0,B1C1D1,공역 제한 + 소음 민감,기업수요지수 + 소비력지수 + 상권활력지수,True,False,True,False,False,True,True,True,264,253,5,43,210,17.0,0.126697,0.292951
A1O0N1R0W1__B0C0D0,A1O0N1R0W1,B0C0D0,공역 제한 + 소음 민감 + 기상,선택 없음,True,False,True,False,True,False,False,False,264,264,5,43,221,16.29,0.101358,0.0
A1O0N1R0W1__B0C0D1,A1O0N1R0W1,B0C0D1,공역 제한 + 소음 민감 + 기상,상권활력지수,True,False,True,False,True,False,False,True,264,248,5,43,205,17.34,0.101358,0.095296
A1O0N1R0W1__B0C1D0,A1O0N1R0W1,B0C1D0,공역 제한 + 소음 민감 + 기상,소비력지수,True,False,True,False,True,False,True,False,264,264,5,43,221,16.29,0.101358,0.4622
A1O0N1R0W1__B0C1D1,A1O0N1R0W1,B0C1D1,공역 제한 + 소음 민감 + 기상,소비력지수 + 상권활력지수,True,False,True,False,True,False,True,True,264,253,5,43,210,17.0,0.101358,0.274148
A1O0N1R0W1__B1C0D0,A1O0N1R0W1,B1C0D0,공역 제한 + 소음 민감 + 기상,기업수요지수,True,False,True,False,True,True,False,False,264,223,4,28,195,12.56,0.101358,0.2314
A1O0N1R0W1__B1C0D1,A1O0N1R0W1,B1C0D1,공역 제한 + 소음 민감 + 기상,기업수요지수 + 상권활력지수,True,False,True,False,True,True,False,True,264,248,5,43,205,17.34,0.101358,0.178068
A1O0N1R0W1__B1C1D0,A1O0N1R0W1,B1C1D0,공역 제한 + 소음 민감 + 기상,기업수요지수 + 소비력지수,True,False,True,False,True,True,True,False,264,253,5,43,210,17.0,0.101358,0.3872
A1O0N1R0W1__B1C1D1,A1O0N1R0W1,B1C1D1,공역 제한 + 소음 민감 + 기상,기업수요지수 + 소비력지수 + 상권활력지수,True,False,True,False,True,True,True,True,264,253,5,43,210,17.0,0.101358,0.292951
A1O0N1R1W0__B0C0D0,A1O0N1R1W0,B0C0D0,공역 제한 + 소음 민감 + 로봇 접근성(Ra),선택 없음,True,False,True,True,False,False,False,False,226,226,5,43,183,19.03,0.056853,0.0
A1O0N1R1W0__B0C0D1,A1O0N1R1W0,B0C0D1,공역 제한 + 소음 민감 + 로봇 접근성(Ra),상권활력지수,True,False,True,True,False,False,False,True,226,211,5,43,168,20.38,0.056853,0.095296
A1O0N1R1W0__B0C1D0,A1O0N1R1W0,B0C1D0,공역 제한 + 소음 민감 + 로봇 접근성(Ra),소비력지수,True,False,True,True,False,False,True,False,226,226,5,43,183,19.03,0.056853,0.4622
A1O0N1R1W0__B0C1D1,A1O0N1R1W0,B0C1D1,공역 제한 + 소음 민감 + 로봇 접근성(Ra),소비력지수 + 상권활력지수,True,False,True,True,False,False,True,True,226,216,5,43,173,19.91,0.056853,0.274148
A1O0N1R1W0__B1C0D0,A1O0N1R1W0,B1C0D0,공역 제한 + 소음 민감 + 로봇 접근성(Ra),기업수요지수,True,False,True,True,False,True,False,False,226,187,4,28,159,14.97,0.056853,0.2314
A1O0N1R1W0__B1C0D1,A1O0N1R1W0,B1C0D1,공역 제한 + 소음 민감 + 로봇 접근성(Ra),기업수요지수 + 상권활력지수,True,False,True,True,False,True,False,True,226,211,5,43,168,20.38,0.056853,0.178068
A1O0N1R1W0__B1C1D0,A1O0N1R1W0,B1C1D0,공역 제한 + 소음 민감 + 로봇 접근성(Ra),기업수요지수 + 소비력지수,True,False,True,True,False,True,True,False,226,216,5,43,173,19.91,0.056853,0.3872
A1O0N1R1W0__B1C1D1,A1O0N1R1W0,B1C1D1,공역 제한 + 소음 민감 + 로봇 접근성(Ra),기업수요지수 + 소비력지수 + 상권활력지수,True,False,True,True,False,True,True,True,226,216,5,43,173,19.91,0.056853,0.292951
A1O0N1R1W1__B0C0D0,A1O0N1R1W1,B0C0D0,공역 제한 + 소음 민감 + 로봇 접근성(Ra) + 기상,선택 없음,True,False,True,True,True,False,False,False,226,226,5,43,183,19.03,0.045483,0.0
A1O0N1R1W1__B0C0D1,A1O0N1R1W1,B0C0D1,공역 제한 + 소음 민감 + 로봇 접근성(Ra) + 기상,상권활력지수,True,False,True,True,True,False,False,True,226,211,5,43,168,20.38,0.045483,0.095296
A1O0N1R1W1__B0C1D0,A1O0N1R1W1,B0C1D0,공역 제한 + 소음 민감 + 로봇 접근성(Ra) + 기상,소비력지수,True,False,True,True,True,False,True,False,226,226,5,43,183,19.03,0.045483,0.4622
A1O0N1R1W1__B0C1D1,A1O0N1R1W1,B0C1D1,공역 제한 + 소음 민감 + 로봇 접근성(Ra) + 기상,소비력지수 + 상권활력지수,True,False,True,True,True,False,True,True,226,216,5,43,173,19.91,0.045483,0.274148
A1O0N1R1W1__B1C0D0,A1O0N1R1W1,B1C0D0,공역 제한 + 소음 민감 + 로봇 접근성(Ra) + 기상,기업수요지수,True,False,True,True,True,True,False,False,226,187,4,28,159,14.97,0.045483,0.2314
A1O0N1R1W1__B1C0D1,A1O0N1R1W1,B1C0D1,공역 제한 + 소음 민감 + 로봇 접근성(Ra) + 기상,기업수요지수 + 상권활력지수,True,False,True,True,True,True,False,True,226,211,5,43,168,20.38,0.045483,0.178068
A1O0N1R1W1__B1C1D0,A1O0N1R1W1,B1C1D0,공역 제한 + 소음 민감 + 로봇 접근성(Ra) + 기상,기업수요지수 + 소비력지수,True,False,True,True,True,True,True,False,226,216,5,43,173,19.91,0.045483,0.3872
A1O0N1R1W1__B1C1D1,A1O0N1R1W1,B1C1D1,공역 제한 + 소음 민감 + 로봇 접근성(Ra) + 기상,기업수요지수 + 소비력지수 + 상권활력지수,True,False,True,True,True,True,True,True,226,216,5,43,173,19.91,0.045483,0.292951
A1O1N0R0W0__B0C0D0,A1O1N0R0W0,B0C0D0,공역 제한 + 장애물,선택 없음,True,True,False,False,False,False,False,False,264,264,5,43,221,16.29,0.118426,0.0
A1O1N0R0W0__B0C0D1,A1O1N0R0W0,B0C0D1,공역 제한 + 장애물,상권활력지수,True,True,False,False,False,False,False,True,264,248,5,43,205,17.34,0.118426,0.095296
A1O1N0R0W0__B0C1D0,A1O1N0R0W0,B0C1D0,공역 제한 + 장애물,소비력지수,True,True,False,False,False,False,True,False,264,264,5,43,221,16.29,0.118426,0.4622
A1O1N0R0W0__B0C1D1,A1O1N0R0W0,B0C1D1,공역 제한 + 장애물,소비력지수 + 상권활력지수,True,True,False,False,False,False,True,True,264,253,5,43,210,17.0,0.118426,0.274148
A1O1N0R0W0__B1C0D0,A1O1N0R0W0,B1C0D0,공역 제한 + 장애물,기업수요지수,True,True,False,False,False,True,False,False,264,223,4,28,195,12.56,0.118426,0.2314
A1O1N0R0W0__B1C0D1,A1O1N0R0W0,B1C0D1,공역 제한 + 장애물,기업수요지수 + 상권활력지수,True,True,False,False,False,True,False,True,264,248,5,43,205,17.34,0.118426,0.178068
A1O1N0R0W0__B1C1D0,A1O1N0R0W0,B1C1D0,공역 제한 + 장애물,기업수요지수 + 소비력지수,True,True,False,False,False,True,True,False,264,253,5,43,210,17.0,0.118426,0.3872
A1O1N0R0W0__B1C1D1,A1O1N0R0W0,B1C1D1,공역 제한 + 장애물,기업수요지수 + 소비력지수 + 상권활력지수,True,True,False,False,False,True,True,True,264,253,5,43,210,17.0,0.118426,0.292951
A1O1N0R0W1__B0C0D0,A1O1N0R0W1,B0C0D0,공역 제한 + 장애물 + 기상,선택 없음,True,True,False,False,True,False,False,False,264,264,5,43,221,16.29,0.094741,0.0
A1O1N0R0W1__B0C0D1,A1O1N0R0W1,B0C0D1,공역 제한 + 장애물 + 기상,상권활력지수,True,True,False,False,True,False,False,True,264,248,5,43,205,17.34,0.094741,0.095296
A1O1N0R0W1__B0C1D0,A1O1N0R0W1,B0C1D0,공역 제한 + 장애물 + 기상,소비력지수,True,True,False,False,True,False,True,False,264,264,5,43,221,16.29,0.094741,0.4622
A1O1N0R0W1__B0C1D1,A1O1N0R0W1,B0C1D1,공역 제한 + 장애물 + 기상,소비력지수 + 상권활력지수,True,True,False,False,True,False,True,True,264,253,5,43,210,17.0,0.094741,0.274148
A1O1N0R0W1__B1C0D0,A1O1N0R0W1,B1C0D0,공역 제한 + 장애물 + 기상,기업수요지수,True,True,False,False,True,True,False,False,264,223,4,28,195,12.56,0.094741,0.2314
A1O1N0R0W1__B1C0D1,A1O1N0R0W1,B1C0D1,공역 제한 + 장애물 + 기상,기업수요지수 + 상권활력지수,True,True,False,False,True,True,False,True,264,248,5,43,205,17.34,0.094741,0.178068
A1O1N0R0W1__B1C1D0,A1O1N0R0W1,B1C1D0,공역 제한 + 장애물 + 기상,기업수요지수 + 소비력지수,True,True,False,False,True,True,True,False,264,253,5,43,210,17.0,0.094741,0.3872
A1O1N0R0W1__B1C1D1,A1O1N0R0W1,B1C1D1,공역 제한 + 장애물 + 기상,기업수요지수 + 소비력지수 + 상권활력지수,True,True,False,False,True,True,True,True,264,253,5,43,210,17.0,0.094741,0.292951
A1O1N0R1W0__B0C0D0,A1O1N0R1W0,B0C0D0,공역 제한 + 장애물 + 로봇 접근성(Ra),선택 없음,True,True,False,True,False,False,False,False,226,226,5,43,183,19.03,0.051802,0.0
A1O1N0R1W0__B0C0D1,A1O1N0R1W0,B0C0D1,공역 제한 + 장애물 + 로봇 접근성(Ra),상권활력지수,True,True,False,True,False,False,False,True,226,211,5,43,168,20.38,0.051802,0.095296
A1O1N0R1W0__B0C1D0,A1O1N0R1W0,B0C1D0,공역 제한 + 장애물 + 로봇 접근성(Ra),소비력지수,True,True,False,True,False,False,True,False,226,226,5,43,183,19.03,0.051802,0.4622
A1O1N0R1W0__B0C1D1,A1O1N0R1W0,B0C1D1,공역 제한 + 장애물 + 로봇 접근성(Ra),소비력지수 + 상권활력지수,True,True,False,True,False,False,True,True,226,216,5,43,173,19.91,0.051802,0.274148
A1O1N0R1W0__B1C0D0,A1O1N0R1W0,B1C0D0,공역 제한 + 장애물 + 로봇 접근성(Ra),기업수요지수,True,True,False,True,False,True,False,False,226,187,4,28,159,14.97,0.051802,0.2314
A1O1N0R1W0__B1C0D1,A1O1N0R1W0,B1C0D1,공역 제한 + 장애물 + 로봇 접근성(Ra),기업수요지수 + 상권활력지수,True,True,False,True,False,True,False,True,226,211,5,43,168,20.38,0.051802,0.178068
A1O1N0R1W0__B1C1D0,A1O1N0R1W0,B1C1D0,공역 제한 + 장애물 + 로봇 접근성(Ra),기업수요지수 + 소비력지수,True,True,False,True,False,True,True,False,226,216,5,43,173,19.91,0.051802,0.3872
A1O1N0R1W0__B1C1D1,A1O1N0R1W0,B1C1D1,공역 제한 + 장애물 + 로봇 접근성(Ra),기업수요지수 + 소비력지수 + 상권활력지수,True,True,False,True,False,True,True,True,226,216,5,43,173,19.91,0.051802,0.292951
A1O1N0R1W1__B0C0D0,A1O1N0R1W1,B0C0D0,공역 제한 + 장애물 + 로봇 접근성(Ra) + 기상,선택 없음,True,True,False,True,True,False,False,False,226,226,5,43,183,19.03,0.041441,0.0
A1O1N0R1W1__B0C0D1,A1O1N0R1W1,B0C0D1,공역 제한 + 장애물 + 로봇 접근성(Ra) + 기상,상권활력지수,True,True,False,True,True,False,False,True,226,211,5,43,168,20.38,0.041441,0.095296
A1O1N0R1W1__B0C1D0,A1O1N0R1W1,B0C1D0,공역 제한 + 장애물 + 로봇 접근성(Ra) + 기상,소비력지수,True,True,False,True,True,False,True,False,226,226,5,43,183,19.03,0.041441,0.4622
A1O1N0R1W1__B0C1D1,A1O1N0R1W1,B0C1D1,공역 제한 + 장애물 + 로봇 접근성(Ra) + 기상,소비력지수 + 상권활력지수,True,True,False,True,True,False,True,True,226,216,5,43,173,19.91,0.041441,0.274148
A1O1N0R1W1__B1C0D0,A1O1N0R1W1,B1C0D0,공역 제한 + 장애물 + 로봇 접근성(Ra) + 기상,기업수요지수,True,True,False,True,True,True,False,False,226,187,4,28,159,14.97,0.041441,0.2314
A1O1N0R1W1__B1C0D1,A1O1N0R1W1,B1C0D1,공역 제한 + 장애물 + 로봇 접근성(Ra) + 기상,기업수요지수 + 상권활력지수,True,True,False,True,True,True,False,True,226,211,5,43,168,20.38,0.041441,0.178068
A1O1N0R1W1__B1C1D0,A1O1N0R1W1,B1C1D0,공역 제한 + 장애물 + 로봇 접근성(Ra) + 기상,기업수요지수 + 소비력지수,True,True,False,True,True,True,True,False,226,216,5,43,173,19.91,0.041441,0.3872
A1O1N0R1W1__B1C1D1,A1O1N0R1W1,B1C1D1,공역 제한 + 장애물 + 로봇 접근성(Ra) + 기상,기업수요지수 + 소비력지수 + 상권활력지수,True,True,False,True,True,True,True,True,226,216,5,43,173,19.91,0.041441,0.292951
A1O1N1R0W0__B0C0D0,A1O1N1R0W0,B0C0D0,공역 제한 + 장애물 + 소음 민감,선택 없음,True,True,True,False,False,False,False,False,264,264,5,43,221,16.29,0.111478,0.0
A1O1N1R0W0__B0C0D1,A1O1N1R0W0,B0C0D1,공역 제한 + 장애물 + 소음 민감,상권활력지수,True,True,True,False,False,False,False,True,264,248,5,43,205,17.34,0.111478,0.095296
A1O1N1R0W0__B0C1D0,A1O1N1R0W0,B0C1D0,공역 제한 + 장애물 + 소음 민감,소비력지수,True,True,True,False,False,False,True,False,264,264,5,43,221,16.29,0.111478,0.4622
A1O1N1R0W0__B0C1D1,A1O1N1R0W0,B0C1D1,공역 제한 + 장애물 + 소음 민감,소비력지수 + 상권활력지수,True,True,True,False,False,False,True,True,264,253,5,43,210,17.0,0.111478,0.274148
A1O1N1R0W0__B1C0D0,A1O1N1R0W0,B1C0D0,공역 제한 + 장애물 + 소음 민감,기업수요지수,True,True,True,False,False,True,False,False,264,223,4,28,195,12.56,0.111478,0.2314
A1O1N1R0W0__B1C0D1,A1O1N1R0W0,B1C0D1,공역 제한 + 장애물 + 소음 민감,기업수요지수 + 상권활력지수,True,True,True,False,False,True,False,True,264,248,5,43,205,17.34,0.111478,0.178068
A1O1N1R0W0__B1C1D0,A1O1N1R0W0,B1C1D0,공역 제한 + 장애물 + 소음 민감,기업수요지수 + 소비력지수,True,True,True,False,False,True,True,False,264,253,5,43,210,17.0,0.111478,0.3872
A1O1N1R0W0__B1C1D1,A1O1N1R0W0,B1C1D1,공역 제한 + 장애물 + 소음 민감,기업수요지수 + 소비력지수 + 상권활력지수,True,True,True,False,False,True,True,True,264,253,5,43,210,17.0,0.111478,0.292951
A1O1N1R0W1__B0C0D0,A1O1N1R0W1,B0C0D0,공역 제한 + 장애물 + 소음 민감 + 기상,선택 없음,True,True,True,False,True,False,False,False,264,264,5,43,221,16.29,0.089182,0.0
A1O1N1R0W1__B0C0D1,A1O1N1R0W1,B0C0D1,공역 제한 + 장애물 + 소음 민감 + 기상,상권활력지수,True,True,True,False,True,False,False,True,264,248,5,43,205,17.34,0.089182,0.095296
A1O1N1R0W1__B0C1D0,A1O1N1R0W1,B0C1D0,공역 제한 + 장애물 + 소음 민감 + 기상,소비력지수,True,True,True,False,True,False,True,False,264,264,5,43,221,16.29,0.089182,0.4622
A1O1N1R0W1__B0C1D1,A1O1N1R0W1,B0C1D1,공역 제한 + 장애물 + 소음 민감 + 기상,소비력지수 + 상권활력지수,True,True,True,False,True,False,True,True,264,253,5,43,210,17.0,0.089182,0.274148
A1O1N1R0W1__B1C0D0,A1O1N1R0W1,B1C0D0,공역 제한 + 장애물 + 소음 민감 + 기상,기업수요지수,True,True,True,False,True,True,False,False,264,223,4,28,195,12.56,0.089182,0.2314
A1O1N1R0W1__B1C0D1,A1O1N1R0W1,B1C0D1,공역 제한 + 장애물 + 소음 민감 + 기상,기업수요지수 + 상권활력지수,True,True,True,False,True,True,False,True,264,248,5,43,205,17.34,0.089182,0.178068
A1O1N1R0W1__B1C1D0,A1O1N1R0W1,B1C1D0,공역 제한 + 장애물 + 소음 민감 + 기상,기업수요지수 + 소비력지수,True,True,True,False,True,True,True,False,264,253,5,43,210,17.0,0.089182,0.3872
A1O1N1R0W1__B1C1D1,A1O1N1R0W1,B1C1D1,공역 제한 + 장애물 + 소음 민감 + 기상,기업수요지수 + 소비력지수 + 상권활력지수,True,True,True,False,True,True,True,True,264,253,5,43,210,17.0,0.089182,0.292951
A1O1N1R1W0__B0C0D0,A1O1N1R1W0,B0C0D0,공역 제한 + 장애물 + 소음 민감 + 로봇 접근성(Ra),선택 없음,True,True,True,True,False,False,False,False,226,226,5,43,183,19.03,0.048143,0.0
A1O1N1R1W0__B0C0D1,A1O1N1R1W0,B0C0D1,공역 제한 + 장애물 + 소음 민감 + 로봇 접근성(Ra),상권활력지수,True,True,True,True,False,False,False,True,226,211,5,43,168,20.38,0.048143,0.095296
A1O1N1R1W0__B0C1D0,A1O1N1R1W0,B0C1D0,공역 제한 + 장애물 + 소음 민감 + 로봇 접근성(Ra),소비력지수,True,True,True,True,False,False,True,False,226,226,5,43,183,19.03,0.048143,0.4622
A1O1N1R1W0__B0C1D1,A1O1N1R1W0,B0C1D1,공역 제한 + 장애물 + 소음 민감 + 로봇 접근성(Ra),소비력지수 + 상권활력지수,True,True,True,True,False,False,True,True,226,216,5,43,173,19.91,0.048143,0.274148
A1O1N1R1W0__B1C0D0,A1O1N1R1W0,B1C0D0,공역 제한 + 장애물 + 소음 민감 + 로봇 접근성(Ra),기업수요지수,True,True,True,True,False,True,False,False,226,187,4,28,159,14.97,0.048143,0.2314
A1O1N1R1W0__B1C0D1,A1O1N1R1W0,B1C0D1,공역 제한 + 장애물 + 소음 민감 + 로봇 접근성(Ra),기업수요지수 + 상권활력지수,True,True,True,True,False,True,False,True,226,211,5,43,168,20.38,0.048143,0.178068
A1O1N1R1W0__B1C1D0,A1O1N1R1W0,B1C1D0,공역 제한 + 장애물 + 소음 민감 + 로봇 접근성(Ra),기업수요지수 + 소비력지수,True,True,True,True,False,True,True,False,226,216,5,43,173,19.91,0.048143,0.3872
A1O1N1R1W0__B1C1D1,A1O1N1R1W0,B1C1D1,공역 제한 + 장애물 + 소음 민감 + 로봇 접근성(Ra),기업수요지수 + 소비력지수 + 상권활력지수,True,True,True,True,False,True,True,True,226,216,5,43,173,19.91,0.048143,0.292951
A1O1N1R1W1__B0C0D0,A1O1N1R1W1,B0C0D0,공역 제한 + 장애물 + 소음 민감 + 로봇 접근성(Ra) + 기상,선택 없음,True,True,True,True,True,False,False,False,226,226,5,43,183,19.03,0.038514,0.0
A1O1N1R1W1__B0C0D1,A1O1N1R1W1,B0C0D1,공역 제한 + 장애물 + 소음 민감 + 로봇 접근성(Ra) + 기상,상권활력지수,True,True,True,True,True,False,False,True,226,211,5,43,168,20.38,0.038514,0.095296
A1O1N1R1W1__B0C1D0,A1O1N1R1W1,B0C1D0,공역 제한 + 장애물 + 소음 민감 + 로봇 접근성(Ra) + 기상,소비력지수,True,True,True,True,True,False,True,False,226,226,5,43,183,19.03,0.038514,0.4622
A1O1N1R1W1__B0C1D1,A1O1N1R1W1,B0C1D1,공역 제한 + 장애물 + 소음 민감 + 로봇 접근성(Ra) + 기상,소비력지수 + 상권활력지수,True,True,True,True,True,False,True,True,226,216,5,43,173,19.91,0.038514,0.274148
A1O1N1R1W1__B1C0D0,A1O1N1R1W1,B1C0D0,공역 제한 + 장애물 + 소음 민감 + 로봇 접근성(Ra) + 기상,기업수요지수,True,True,True,True,True,True,False,False,226,187,4,28,159,14.97,0.038514,0.2314
A1O1N1R1W1__B1C0D1,A1O1N1R1W1,B1C0D1,공역 제한 + 장애물 + 소음 민감 + 로봇 접근성(Ra) + 기상,기업수요지수 + 상권활력지수,True,True,True,True,True,True,False,True,226,211,5,43,168,20.38,0.038514,0.178068
A1O1N1R1W1__B1C1D0,A1O1N1R1W1,B1C1D0,공역 제한 + 장애물 + 소음 민감 + 로봇 접근성(Ra) + 기상,기업수요지수 + 소비력지수,True,True,True,True,True,True,True,False,226,216,5,43,173,19.91,0.038514,0.3872
