h3_index,lat,lon,CSV_ADMI_CD,ADM_NM,GU_NM,delivery_demand_index,flow_pop_index,urgency,score_airspace,score_obstacle,score_noise,score_terrain,score_weather,composite_score,terrain_zone,avg_slope,tall_bldg_count,total_bldg_count,urgency_level,composite_level
8930e15243bffff,37.43926152875501,127.13873644520892,41131510,신흥1동,수정구,0.07453635366462041,0.046977201461889426,0.06351269278352802,0.0,0.9125,0.5004288164665522,1.0,0.8,0.0,Unknown,,1,1166,매우 낮음,부적합
8930e152e03ffff,37.423098045286295,127.18722054623773,41133670,도촌동,중원구,0.12583608054537798,0.20066141141253263,0.15576621289223985,0.0,1.0,0.9931436407267741,1.0,0.8,0.0,Unknown,,0,4,낮음,부적합
8930e1c8a3bffff,37.45145410411753,127.12140622863762,41131540,태평1동,수정구,0.09157691085728663,0.1623178069514097,0.11987326929493586,0.0,0.9125,0.9057250599931436,1.0,0.8,0.0,Unknown,,1,56,낮음,부적합
8930e026cdbffff,37.38829891902365,127.04537941421306,41135680,운중동,분당구,0.2059581325868684,0.30366032484646144,0.24503900949070562,0.0,1.0,1.0,1.0,0.8,0.0,Unknown,,0,0,높음,부적합
8930e1c9dcbffff,37.44126762208264,127.08908642691797,41131640,고등동,수정구,0.0919400957440941,0.12428549676613931,0.10487825615291219,0.0,1.0,1.0,1.0,0.8,0.0,Unknown,,0,0,매우 낮음,부적합
8930e152333ffff,37.417685100945874,127.17363526491113,41133670,도촌동,중원구,0.12583608054537798,0.20066141141253263,0.15576621289223985,0.0,1.0,0.9931436407267741,1.0,0.8,0.0,Unknown,,0,4,낮음,부적합
8930e024997ffff,37.350177319134815,127.12072193376552,41135665,구미1동,분당구,0.31513740047098093,0.22356132941446688,0.2785069720483753,1.0,0.5625,0.9520054850874186,1.0,0.8,0.42840246828933837,Unknown,,5,33,높음,보통
8930e1c9237ffff,37.40523784450924,127.04678868519017,41131650,시흥동,수정구,0.12875713197584718,0.26836940611095705,0.18460204162989113,0.0,1.0,1.0,1.0,0.8,0.0,Unknown,,0,0,보통,부적합
8930e026b0fffff,37.363695702941584,127.09305474568777,41135662,금곡동,분당구,0.27166777345719545,0.30579140292930385,0.2853172252460388,0.0,1.0,0.8817278025368529,1.0,0.8,0.0,Unknown,,0,69,높음,부적합
8930e1536c3ffff,37.372590268827494,127.10165735928913,41135662,금곡동,분당구,0.27166777345719545,0.30579140292930385,0.2853172252460388,0.0,1.0,0.8131642098045937,1.0,0.8,0.0,Unknown,,0,109,높음,부적합
8930e026bd3ffff,37.36675589276759,127.08022181744565,41135662,금곡동,분당구,0.27166777345719545,0.30579140292930385,0.2853172252460388,0.0,1.0,1.0,1.0,0.8,0.0,Unknown,,0,0,높음,부적합
8930e1c886fffff,37.463841436072734,127.12507589676275,41131620,복정동,수정구,0.11696957475334412,0.1752065572430349,0.14026436774922044,0.0,0.825,0.9040109701748371,1.0,0.8,0.0,Unknown,,2,58,낮음,부적합
8930e026147ffff,37.37658046372363,127.03655686346971,41135680,운중동,분당구,0.2059581325868684,0.30366032484646144,0.24503900949070562,1.0,1.0,1.0,1.0,0.8,0.8,Unknown,,0,0,높음,최적
8930e1cd2d3ffff,37.45641046090719,127.16118555252767,41131610,양지동,수정구,0.04136737715282969,0.04977987144235754,0.04473237486864083,0.0,0.7375,0.5032051282051282,1.0,0.8,0.0,Unknown,,3,468,매우 낮음,부적합
8930e1504d3ffff,37.39705993114108,127.15613982582151,41135640,야탑3동,분당구,0.09529641364199123,0.2491020055222445,0.15681865039409254,0.0,1.0,1.0,1.0,0.8,0.0,Unknown,,0,0,보통,부적합
8930e15222bffff,37.40553751411011,127.15686006281588,41135640,야탑3동,분당구,0.09529641364199123,0.2491020055222445,0.15681865039409254,0.0,0.9125,0.8577305450805621,1.0,0.8,0.0,Unknown,,1,84,보통,부적합
8930e1530d7ffff,37.382990567838,127.12087035141458,41135580,서현1동,분당구,0.9968130393916227,0.6447023797590359,0.855968775538588,0.0,0.30000000000000004,0.914295509084676,1.0,0.8,0.0,Unknown,,8,58,매우 높음,부적합
