admi_cty_no,hour,total_del_amt,total_del_cnt,hour_ratio
41135520,2,26083811497,1615199,0.01701498561438734
41135520,3,91369243398,3081628,0.05960196278037169
41135520,4,244085189396,7427365,0.15922159178061893
41135520,5,276986805423,6974583,0.18068396599896844
41135520,6,263792680726,5888465,0.17207717776406234
41135520,7,256679901403,7474275,0.16743737127439054
41135520,8,190115729879,5882294,0.12401624698644916
41135520,9,98016958035,3031772,0.06393839838642246
41135520,10,33848608441,852124,0.022080116081075237
41135530,1,446386905,71006,0.005039791506821551
41135530,2,1072015641,118954,0.012103256753671259
41135530,3,9057920439,495888,0.10226561305138988
41135530,4,17079506190,962494,0.19283081397082674
41135530,5,17526073746,1005513,0.19787264506116944
41135530,6,18779325364,1048089,0.21202208983555584
41135530,7,15407909207,904159,0.17395817191213567
41135530,8,6695439672,460499,0.07559276406950528
41135530,9,2161562023,236412,0.024404438846572816
41135530,10,346355210,48250,0.003910414992351522
41135540,1,2327590060,282981,0.02207248646019711
41135540,2,1838451514,271496,0.017433996152438406
41135540,3,6848456489,599087,0.06494376553863679
41135540,4,14059821891,1046062,0.13332898849116084
41135540,5,15175345783,1114592,0.1439074775581731
41135540,6,15282706671,1206846,0.1449255785491761
41135540,7,19538242522,1473921,0.18528073346510698
41135540,8,19141867186,1360062,0.1815219146819506
41135540,9,9392425584,857839,0.08906816973228049
41135540,10,1847192778,185340,0.017516889370879547
41135545,1,5311421102,509560,0.023255037922716586
41135545,2,3652168787,485939,0.01599032010658432
41135545,3,12949070945,944503,0.05669502193613165
41135545,4,39673739936,2181285,0.17370385609234934
41135545,5,37614296656,2023563,0.16468697894095005
41135545,6,25685820955,1652738,0.11246043740717762
41135545,7,39506669373,2125943,0.17297236969657634
41135545,8,42641104422,1951930,0.1866958919952207
41135545,9,17802430286,1064769,0.0779445243499069
41135545,10,3562006435,276195,0.015595561552386497
41135550,1,32171280909,1444842,0.04547315359787624
41135550,2,14919085678,2059601,0.02108768614139266
41135550,3,34619440650,2834616,0.04893355494930288
41135550,4,102140229296,6381692,0.14437219172084492
41135550,5,100071610747,5502779,0.1414482606134647
41135550,6,69287331899,4420173,0.09793559338661074
41135550,7,105611637791,6374959,0.1492789249075222
41135550,8,146735191469,5437027,0.20740585116139915
41135550,9,82337152555,3351628,0.11638112873205035
41135550,10,19585592033,799351,0.02768365478953613
41135560,1,948789023,123021,0.02744575023212099
41135560,2,773160560,125988,0.022365321588555934
41135560,3,2476356438,230784,0.07163390241188826
41135560,4,4386857233,380172,0.12689922100931747
41135560,5,4149235128,357509,0.12002549377874765
41135560,6,4985063338,411990,0.1442036110761911
41135560,7,6337746860,531500,0.18333287289093042
41135560,8,5629206149,516268,0.16283681853955603
41135560,9,4041125955,420421,0.11689820489994371
41135560,10,842074465,101763,0.024358803572748444
41135570,1,1473874339,188887,0.0034643050004758945
41135570,2,1193488624,226706,0.0028052653463928002
41135570,3,21292901811,891468,0.050048436468836256
41135570,4,69889208493,2058185,0.1642728474571822
41135570,5,71962420235,1894179,0.16914588012679838
41135570,6,84268834270,2054058,0.1980718004385009
41135570,7,80935242110,2090399,0.19023627492329942
41135570,8,61621055893,1751701,0.14483876027691972
41135570,9,31808723427,1044185,0.07476561380509307
41135570,10,1000145082,121532,0.0023508161565013674
41135580,1,29071248925,2127707,0.019564686206591585
41135580,2,16920350893,2575120,0.01138724230875013
41135580,3,54598322794,4764558,0.03674417482463928
41135580,4,248407257869,11742993,0.16717582599168856
41135580,5,301121041981,11539679,0.2026517234178358
41135580,6,234173640096,8920527,0.15759673064453847
41135580,7,254547336746,10146634,0.1713080432494384
41135580,8,244424825921,9052267,0.16449568549952273
41135580,9,85519230657,5122214,0.05755366467914251
41135580,10,17120919530,1298294,0.011522223177852531
41135590,1,2534844226,307236,0.013008191227265778
41135590,2,3862342620,491532,0.01982058339950185
41135590,3,15133178176,1170336,0.07765971319678762
41135590,4,30503867500,2010501,0.1565382746368327
41135590,5,30370679126,1963937,0.15585478496891944
41135590,6,29864532815,2082531,0.15325736776476534
41135590,7,36327475494,2422485,0.18642358500090464
41135590,8,30324381111,1835119,0.15561719505061777
41135590,9,13558318280,1013627,0.06957792321017095
41135590,10,2385614543,233791,0.012242381544233896
41135600,1,2283919839,315817,0.015369189560878283
41135600,2,3477335681,630933,0.023400046856064276
41135600,3,12268919306,781194,0.08256128052357324
41135600,4,23589917574,1488287,0.15874371277366883
41135600,5,23786125042,1349521,0.1600640523571598
41135600,6,22758221641,1472858,0.15314697849560185
41135600,7,26636857703,1842628,0.17924749737398638
41135600,8,21793994127,1377308,0.14665839899757138
41135600,9,10492640169,921789,0.070608159269747
41135600,10,1515860286,192858,0.01020068379174895
41135610,1,1025557806,145058,0.014429293505712735
41135610,2,1457526592,196318,0.020506965931425238
41135610,3,5060288225,405594,0.07119675126535688
41135610,4,11735059478,823678,0.16510879886477903
41135610,5,10742545523,764435,0.15114442252107174
41135610,6,11542583459,819430,0.16240071848675094
41135610,7,13862476103,953959,0.19504091845030125
41135610,8,10513510406,764812,0.14792196650057876
41135610,9,4399230002,436079,0.061895858552896844
41135610,10,735929258,97982,0.010354305921126588
41135620,1,21200100862,1235364,0.02575682846236589
41135620,2,11718641041,1794310,0.014237433541936602
41135620,3,39237640749,2870887,0.04767133838742446
41135620,4,127214362605,6709973,0.15455768521551666
41135620,5,130122512604,6051521,0.15809090994659966
41135620,6,115479322608,5132405,0.14030032794305616
41135620,7,137127248124,5943672,0.1666012360241644
41135620,8,151371383928,5224786,0.18390699154327567
41135620,9,74712478461,2723138,0.0907711007718593
41135620,10,14902928280,622891,0.0181061481638012
41135630,1,3719700893,433251,0.01963565933608649
41135630,2,4884472908,687613,0.0257842898708124
41135630,3,16522424163,1112363,0.08721902690657875
41135630,4,32680453360,1940956,0.1725144756486804
41135630,5,29984422784,1691625,0.1582825953247457
41135630,6,28111026089,1574968,0.1483932573477068
41135630,7,32011062888,1816916,0.16898087882218574
41135630,8,27486306818,1524789,0.14509547208515283
41135630,9,11655737571,888478,0.061528627929649034
41135630,10,2380399198,233984,0.012565716728401876
41135640,1,1558383876,208194,0.013224257645312994
41135640,2,2668711487,303643,0.022646363857203023
41135640,3,9565084419,620530,0.08116815292050991
41135640,4,21555621510,1166965,0.1829184047288556
41135640,5,21575872843,1100973,0.18309025509857352
41135640,6,15534103890,1002428,0.131820532343867
41135640,7,21049869966,1267004,0.1786266581153461
41135640,8,17447500881,975412,0.14805738847183084
41135640,9,5758882681,536931,0.0488691839639355
41135640,10,1128793186,134155,0.00957880285456554
41135650,1,1285305481,146598,0.006294122197900251
41135650,2,1926039222,275263,0.009431785984282074
41135650,3,14731779471,799496,0.07214130924801707
41135650,4,34592735471,1617432,0.16940012116396824
41135650,5,36678669518,1609354,0.1796149097746601
41135650,6,31616914498,1526323,0.15482756925314634
41135650,7,37691908619,1721979,0.18457672687702145
41135650,8,32367046006,1374926,0.15850095230926917
41135650,9,11651242778,692520,0.0570559659833387
41135650,10,1665624157,123645,0.008156537208396602
41135655,1,11439377347,761975,0.017539845029464384
41135655,2,16996988535,3287987,0.026061256292910617
41135655,3,29113484627,3511117,0.04463931848171716
41135655,4,133430727033,8770995,0.2045875578133059
41135655,5,99842480196,5265405,0.15308714599352458
41135655,6,66619125139,3832168,0.10214621788335304
41135655,7,90323937505,4420725,0.13849249117603446
41135655,8,128855798287,4073306,0.1975728804587971
41135655,9,65047573238,2067859,0.09973657827071022
41135655,10,10524260534,436972,0.01613670860018253
41135657,1,14905958957,640259,0.03550414753031017
41135657,2,11162885667,1333091,0.026588610684388916
41135657,3,27815390592,2024329,0.06625281433019108
41135657,4,65464822849,3229831,0.15592909756302611
41135657,5,74535489759,3100157,0.17753430237406623
41135657,6,43055147196,2551083,0.1025520265013302
41135657,7,56268750437,2959957,0.13402519238276023
41135657,8,81166037777,2869307,0.19332744629167548
41135657,9,35627239843,1592009,0.08485967143292038
41135657,10,9835394383,383985,0.023426690909331208
41135662,1,9659513930,813085,0.023937515324588515
41135662,2,8213078088,1074717,0.02035306165695877
41135662,3,22896820128,1720189,0.0567412591016727
41135662,4,65710691299,3421784,0.16283952705673232
41135662,5,75417654042,3573554,0.1868946266300265
41135662,6,49074563204,3016428,0.12161306637747533
41135662,7,65292530185,3677356,0.16180327014493945
41135662,8,71382493310,3277346,0.1768949804201444
41135662,9,29646789303,1826511,0.07346854908106223
41135662,10,6236216216,454513,0.015454144206399774
41135665,1,5499329461,404520,0.011691481262979848
41135665,2,4055710074,573516,0.008622370904402451
41135665,3,19584164565,1338947,0.04163560206505172
41135665,4,79815736493,3431135,0.16968690352462706
41135665,5,92267920950,3572027,0.19616003671197954
41135665,6,83636307362,2968460,0.17780937246299064
41135665,7,80641631020,3156835,0.17144274129650375
41135665,8,73161115751,2511524,0.15553929257149415
41135665,9,27353644640,1120467,0.058153385071898524
41135665,10,4355074277,258067,0.009258814128072296
41135670,1,11965407360,990876,0.015312206820385718
41135670,2,21618992431,1754415,0.02766596016266557
41135670,3,75548787312,3128188,0.09668025680578889
41135670,4,147190872617,5731786,0.18836108255862613
41135670,5,143385336355,5313079,0.18349111394384915
41135670,6,134254717069,4785464,0.17180660319557198
41135670,7,112452084623,4555525,0.14390563775430815
41135670,8,84574696178,3518140,0.10823076897306917
41135670,9,42655632816,1988891,0.05458668076078139
41135670,10,7782793020,455110,0.009959689024953878
41135680,1,3662442507,376137,0.011463199345976002
41135680,2,4858005095,653179,0.0152052300401482
41135680,3,16535722825,1206451,0.05175570311629207
41135680,4,60836608764,2734009,0.19041450410811395
41135680,5,62912096923,2631250,0.19691064280827286
41135680,6,39862621463,2279919,0.1247673309301591
41135680,7,54165972573,2679734,0.1695358603408017
41135680,8,56157760326,2380667,0.17577002238535896
41135680,9,17763978192,1159270,0.05560006001548582
41135680,10,2740457111,250070,0.008577446909391303
